x	y	car_pre_inf
490467	2130697	3.752521276
490567	2130697	3.752787424
490667	2130697	3.753127312
490767	2130697	3.753540918
490867	2130697	3.754028216
490967	2130697	3.754589179
491067	2130697	3.755223779
491167	2130697	3.755931984
491267	2130697	3.756713759
491367	2130697	3.757569068
491467	2130697	3.75849787
491567	2130697	3.759500123
491667	2130697	3.760575783
491767	2130697	3.761724801
491867	2130697	3.762947126
491967	2130697	3.764242705
492067	2130697	3.765611481
492167	2130697	3.767053394
492267	2130697	3.768568382
492367	2130697	3.770156377
492467	2130697	3.771817313
492567	2130697	3.773551115
492667	2130697	3.77535771
492767	2130697	3.777237019
492867	2130697	3.77918896
492967	2130697	3.781213449
493067	2130697	3.783310398
493167	2130697	3.785479715
493267	2130697	3.787721307
493367	2130697	3.790035077
493467	2130697	3.792420922
493567	2130697	3.794878741
493667	2130697	3.797408426
493767	2130697	3.800009867
493867	2130697	3.802682951
493967	2130697	3.805427562
494067	2130697	3.80824358
494167	2130697	3.811130884
494267	2130697	3.814089348
494367	2130697	3.817118844
494467	2130697	3.82021924
494567	2130697	3.823390404
494667	2130697	3.826632197
494767	2130697	3.829944481
494867	2130697	3.833327112
494967	2130697	3.836779945
495067	2130697	3.840302833
495167	2130697	3.843895624
495267	2130697	3.847558166
495367	2130697	3.851290303
495467	2130697	3.855091877
495567	2130697	3.858962726
495667	2130697	3.862902689
495767	2130697	3.866911599
495867	2130697	3.870989289
495967	2130697	3.875135588
496067	2130697	3.879350325
496167	2130697	3.883633326
496267	2130697	3.887984413
496367	2130697	3.89240341
496467	2130697	3.896890134
496567	2130697	3.901444405
496667	2130697	3.906066037
496767	2130697	3.910754845
496867	2130697	3.915510642
496967	2130697	3.920333238
497067	2130697	3.925222442
497167	2130697	3.93017806
497267	2130697	3.935199901
497367	2130697	3.940287766
497467	2130697	3.94544146
497567	2130697	3.950660784
497667	2130697	3.955945539
497767	2130697	3.961295522
497867	2130697	3.966710533
497967	2130697	3.972190367
498067	2130697	3.977734819
498167	2130697	3.983343684
498267	2130697	3.989016756
498367	2130697	3.994753826
498467	2130697	4.000554685
498567	2130697	4.006419124
498667	2130697	4.012346933
498767	2130697	4.018337899
498867	2130697	4.024391811
498967	2130697	4.030508456
499067	2130697	4.03668762
499167	2130697	4.042929088
499267	2130697	4.049232645
499367	2130697	4.055598076
499467	2130697	4.062025164
499567	2130697	4.068513693
499667	2130697	4.075063445
499767	2130697	4.081674201
499867	2130697	4.088345745
499967	2130697	4.095077857
500067	2130697	4.101870317
500167	2130697	4.108722906
500267	2130697	4.115635404
500367	2130697	4.122607591
500467	2130697	4.129639246
500567	2130697	4.136730147
500667	2130697	4.143880075
500767	2130697	4.151088807
500867	2130697	4.158356121
500967	2130697	4.165681795
501067	2130697	4.173065608
501167	2130697	4.180507337
501267	2130697	4.188006759
501367	2130697	4.195563651
501467	2130697	4.203177791
501567	2130697	4.210848957
501667	2130697	4.218576924
501767	2130697	4.226361469
501867	2130697	4.23420237
501967	2130697	4.242099403
502067	2130697	4.250052344
502167	2130697	4.258060971
502267	2130697	4.266125059
502367	2130697	4.274244386
502467	2130697	4.282418727
502567	2130697	4.290647859
502667	2130697	4.298931558
502767	2130697	4.307269602
502867	2130697	4.315661766
502967	2130697	4.324107827
503067	2130697	4.332607561
503167	2130697	4.341160746
503267	2130697	4.349767157
503367	2130697	4.358426571
503467	2130697	4.367138765
503567	2130697	4.375903516
503667	2130697	4.3847206
503767	2130697	4.393589794
503867	2130697	4.402510876
503967	2130697	4.411483622
504067	2130697	4.42050781
504167	2130697	4.429583216
504267	2130697	4.438709619
504367	2130697	4.447886795
504467	2130697	4.457114522
504567	2130697	4.466392578
504667	2130697	4.47572074
504767	2130697	4.485098786
504867	2130697	4.494526495
504967	2130697	4.504003645
505067	2130697	4.513530013
505167	2130697	4.523105378
505267	2130697	4.53272952
505367	2130697	4.542402215
505467	2130697	4.552123245
505567	2130697	4.561892386
505667	2130697	4.57170942
505767	2130697	4.581574124
505867	2130697	4.591486279
505967	2130697	4.601445664
506067	2130697	4.61145206
506167	2130697	4.621505245
486567	2130797	3.783779899
486667	2130797	3.781162945
487567	2130797	3.760937227
487667	2130797	3.759059614
487767	2130797	3.757255953
487867	2130797	3.75552625
487967	2130797	3.753870512
488067	2130797	3.752288744
488167	2130797	3.750780953
488267	2130797	3.749347146
488367	2130797	3.74798733
488467	2130797	3.74670151
488567	2130797	3.745489694
488667	2130797	3.744351887
488767	2130797	3.743288097
488867	2130797	3.742298327
488967	2130797	3.741382585
489067	2130797	3.740540873
489167	2130797	3.739773195
489267	2130797	3.739079556
489367	2130797	3.738459955
489467	2130797	3.737914396
489567	2130797	3.737442877
489667	2130797	3.737045398
489767	2130797	3.736721955
489867	2130797	3.736472545
489967	2130797	3.736297163
490067	2130797	3.736195801
490167	2130797	3.73616845
490267	2130797	3.7362151
490367	2130797	3.736335739
490467	2130797	3.736530352
490567	2130797	3.736798923
490667	2130797	3.737141432
490767	2130797	3.73755786
490867	2130797	3.738048184
490967	2130797	3.738612376
491067	2130797	3.739250411
491167	2130797	3.739962256
491267	2130797	3.74074788
491367	2130797	3.741607246
491467	2130797	3.742540315
491567	2130797	3.743547047
491667	2130797	3.744627396
491767	2130797	3.745781317
491867	2130797	3.747008759
491967	2130797	3.748309669
492067	2130797	3.749683991
492167	2130797	3.751131665
492267	2130797	3.75265263
492367	2130797	3.75424682
492467	2130797	3.755914167
492567	2130797	3.757654599
492667	2130797	3.759468041
492767	2130797	3.761354414
492867	2130797	3.763313638
492967	2130797	3.765345627
493067	2130797	3.767450294
493167	2130797	3.769627547
493267	2130797	3.771877293
493367	2130797	3.774199433
493467	2130797	3.776593866
493567	2130797	3.779060489
493667	2130797	3.781599194
493767	2130797	3.784209871
493867	2130797	3.786892405
493967	2130797	3.789646681
494067	2130797	3.792472577
494167	2130797	3.795369971
494267	2130797	3.798338738
494367	2130797	3.801378746
494467	2130797	3.804489866
494567	2130797	3.80767196
494667	2130797	3.810924892
494767	2130797	3.81424852
494867	2130797	3.817642702
494967	2130797	3.821107289
495067	2130797	3.824642133
495167	2130797	3.828247082
495267	2130797	3.831921982
495367	2130797	3.835666674
495467	2130797	3.839481001
495567	2130797	3.843364798
495667	2130797	3.847317902
495767	2130797	3.851340146
495867	2130797	3.85543136
495967	2130797	3.859591373
496067	2130797	3.86382001
496167	2130797	3.868117096
496267	2130797	3.872482454
496367	2130797	3.876915901
496467	2130797	3.881417258
496567	2130797	3.885986339
496667	2130797	3.890622958
496767	2130797	3.895326929
496867	2130797	3.90009806
496967	2130797	3.904936162
497067	2130797	3.909841042
497167	2130797	3.914812504
497267	2130797	3.919850353
497367	2130797	3.924954391
497467	2130797	3.93012442
497567	2130797	3.935360239
497667	2130797	3.940661646
497767	2130797	3.946028439
497867	2130797	3.951460413
497967	2130797	3.956957364
498067	2130797	3.962519084
498167	2130797	3.968145366
498267	2130797	3.973836001
498367	2130797	3.97959078
498467	2130797	3.985409492
498567	2130797	3.991291925
498667	2130797	3.997237868
498767	2130797	4.003247107
498867	2130797	4.009319428
498967	2130797	4.015454616
499067	2130797	4.021652456
499167	2130797	4.027912731
499267	2130797	4.034235226
499367	2130797	4.040619721
499467	2130797	4.047066
499567	2130797	4.053573844
499667	2130797	4.060143034
499767	2130797	4.066773349
499867	2130797	4.073464571
499967	2130797	4.080216479
500067	2130797	4.087028852
500167	2130797	4.093901468
500267	2130797	4.100834107
500367	2130797	4.107826545
500467	2130797	4.114878562
500567	2130797	4.121989934
500667	2130797	4.129160439
500767	2130797	4.136389853
500867	2130797	4.143677955
500967	2130797	4.151024519
501067	2130797	4.158429322
501167	2130797	4.165892142
501267	2130797	4.173412753
501367	2130797	4.180990932
501467	2130797	4.188626454
501567	2130797	4.196319095
501667	2130797	4.204068631
501767	2130797	4.211874838
501867	2130797	4.219737489
501967	2130797	4.227656362
502067	2130797	4.235631232
502167	2130797	4.243661873
502267	2130797	4.25174806
502367	2130797	4.25988957
502467	2130797	4.268086177
502567	2130797	4.276337657
502667	2130797	4.284643785
502767	2130797	4.293004336
502867	2130797	4.301419085
502967	2130797	4.309887808
503067	2130797	4.318410279
503167	2130797	4.326986275
503267	2130797	4.335615571
503367	2130797	4.344297943
503467	2130797	4.353033165
503567	2130797	4.361821014
503667	2130797	4.370661265
503767	2130797	4.379553693
503867	2130797	4.388498076
503967	2130797	4.397494189
504067	2130797	4.406541807
504167	2130797	4.415640708
504267	2130797	4.424790667
504367	2130797	4.43399146
504467	2130797	4.443242865
504567	2130797	4.452544658
504667	2130797	4.461896614
504767	2130797	4.471298513
504867	2130797	4.480750129
504967	2130797	4.490251241
505067	2130797	4.499801626
505167	2130797	4.50940106
505267	2130797	4.519049323
505367	2130797	4.52874619
505467	2130797	4.538491441
505567	2130797	4.548284853
505667	2130797	4.558126204
505767	2130797	4.568015274
505867	2130797	4.577951839
505967	2130797	4.58793568
506067	2130797	4.597966575
506167	2130797	4.608044303
506267	2130797	4.618168643
506367	2130797	4.628339375
486467	2130897	3.770551616
486567	2130897	3.767856387
486667	2130897	3.765235239
487467	2130897	3.746932914
487567	2130897	3.744978512
487667	2130897	3.743098211
487767	2130897	3.741292016
487867	2130897	3.739559935
487967	2130897	3.737901974
488067	2130897	3.736318141
488167	2130897	3.734808445
488267	2130897	3.733372892
488367	2130897	3.732011491
488467	2130897	3.73072425
488567	2130897	3.729511176
488667	2130897	3.728372279
488767	2130897	3.727307565
488867	2130897	3.726317042
488967	2130897	3.725400716
489067	2130897	3.724558594
489167	2130897	3.72379068
489267	2130897	3.723096981
489367	2130897	3.722477499
489467	2130897	3.721932237
489567	2130897	3.721461197
489667	2130897	3.721064381
489767	2130897	3.720741786
489867	2130897	3.72049341
489967	2130897	3.720319251
490067	2130897	3.720219302
490167	2130897	3.720193557
490267	2130897	3.720242007
490367	2130897	3.720364641
490467	2130897	3.720561446
490567	2130897	3.720832408
490667	2130897	3.721177509
490767	2130897	3.72159673
490867	2130897	3.72209005
490967	2130897	3.722657445
491067	2130897	3.723298887
491167	2130897	3.724014348
491267	2130897	3.724803796
491367	2130897	3.725667196
491467	2130897	3.726604511
491567	2130897	3.727615701
491667	2130897	3.728700722
491767	2130897	3.729859528
491867	2130897	3.73109207
491967	2130897	3.732398297
492067	2130897	3.733778152
492167	2130897	3.735231577
492267	2130897	3.73675851
492367	2130897	3.738358887
492467	2130897	3.74003264
492567	2130897	3.741779696
492667	2130897	3.743599982
492767	2130897	3.745493419
492867	2130897	3.747459926
492967	2130897	3.749499418
493067	2130897	3.751611808
493167	2130897	3.753797003
493267	2130897	3.756054911
493367	2130897	3.758385432
493467	2130897	3.760788465
493567	2130897	3.763263905
493667	2130897	3.765811646
493767	2130897	3.768431575
493867	2130897	3.771123579
493967	2130897	3.77388754
494067	2130897	3.776723336
494167	2130897	3.779630845
494267	2130897	3.782609939
494367	2130897	3.785660488
494467	2130897	3.788782359
494567	2130897	3.791975416
494667	2130897	3.795239518
494767	2130897	3.798574526
494867	2130897	3.801980292
494967	2130897	3.80545667
495067	2130897	3.809003509
495167	2130897	3.812620655
495267	2130897	3.816307953
495367	2130897	3.820065244
495467	2130897	3.823892367
495567	2130897	3.827789157
495667	2130897	3.831755449
495767	2130897	3.835791074
495867	2130897	3.839895861
495967	2130897	3.844069636
496067	2130897	3.848312225
496167	2130897	3.852623449
496267	2130897	3.857003129
496367	2130897	3.861451082
496467	2130897	3.865967125
496567	2130897	3.870551072
496667	2130897	3.875202735
496767	2130897	3.879921924
496867	2130897	3.884708449
496967	2130897	3.889562116
497067	2130897	3.894482731
497167	2130897	3.899470096
497267	2130897	3.904524014
497367	2130897	3.909644287
497467	2130897	3.914830712
497567	2130897	3.920083088
497667	2130897	3.925401212
497767	2130897	3.930784877
497867	2130897	3.93623388
497967	2130897	3.941748011
498067	2130897	3.947327063
498167	2130897	3.952970826
498267	2130897	3.95867909
498367	2130897	3.964451644
498467	2130897	3.970288274
498567	2130897	3.976188768
498667	2130897	3.982152911
498767	2130897	3.988180489
498867	2130897	3.994271285
498967	2130897	4.000425083
499067	2130897	4.006641666
499167	2130897	4.012920816
499267	2130897	4.019262314
499367	2130897	4.025665941
499467	2130897	4.032131478
499567	2130897	4.038658704
499667	2130897	4.045247398
499767	2130897	4.05189734
499867	2130897	4.058608307
499967	2130897	4.065380078
500067	2130897	4.07221243
500167	2130897	4.07910514
500267	2130897	4.086057985
500367	2130897	4.093070742
500467	2130897	4.100143187
500567	2130897	4.107275096
500667	2130897	4.114466245
500767	2130897	4.121716408
500867	2130897	4.129025363
500967	2130897	4.136392882
501067	2130897	4.143818743
501167	2130897	4.151302719
501267	2130897	4.158844584
501367	2130897	4.166444115
501467	2130897	4.174101084
501567	2130897	4.181815266
501667	2130897	4.189586436
501767	2130897	4.197414368
501867	2130897	4.205298835
501967	2130897	4.213239613
502067	2130897	4.221236474
502167	2130897	4.229289193
502267	2130897	4.237397544
502367	2130897	4.245561301
502467	2130897	4.253780238
502567	2130897	4.262054129
502667	2130897	4.270382748
502767	2130897	4.278765869
502867	2130897	4.287203266
502967	2130897	4.295694713
503067	2130897	4.304239984
503167	2130897	4.312838855
503267	2130897	4.321491098
503367	2130897	4.330196488
503467	2130897	4.3389548
503567	2130897	4.347765809
503667	2130897	4.356629288
503767	2130897	4.365545013
503867	2130897	4.374512758
503967	2130897	4.383532298
504067	2130897	4.392603408
504167	2130897	4.401725863
504267	2130897	4.410899439
504367	2130897	4.420123911
504467	2130897	4.429399053
504567	2130897	4.438724643
504667	2130897	4.448100454
504767	2130897	4.457526264
504867	2130897	4.467001848
504967	2130897	4.476526982
505067	2130897	4.486101442
505167	2130897	4.495725005
505267	2130897	4.505397448
505367	2130897	4.515118546
505467	2130897	4.524888077
505567	2130897	4.534705819
505667	2130897	4.544571547
505767	2130897	4.55448504
505867	2130897	4.564446074
505967	2130897	4.574454428
506067	2130897	4.58450988
506167	2130897	4.594612208
506267	2130897	4.60476119
506367	2130897	4.614956604
506467	2130897	4.62519823
486367	2130997	3.757429495
486467	2130997	3.754655697
487367	2130997	3.733031752
487467	2130997	3.731000247
487567	2130997	3.729042988
487667	2130997	3.727159982
487767	2130997	3.725351234
487867	2130997	3.723616753
487967	2130997	3.721956548
488067	2130997	3.720370627
488167	2130997	3.718858999
488267	2130997	3.717421674
488367	2130997	3.71605866
488467	2130997	3.714769969
488567	2130997	3.713555608
488667	2130997	3.712415589
488767	2130997	3.71134992
488867	2130997	3.710358609
488967	2130997	3.709441667
489067	2130997	3.7085991
489167	2130997	3.707830915
489267	2130997	3.70713712
489367	2130997	3.70651772
489467	2130997	3.70597272
489567	2130997	3.705502124
489667	2130997	3.705105933
489767	2130997	3.704784149
489867	2130997	3.704536772
489967	2130997	3.7043638
490067	2130997	3.704265229
490167	2130997	3.704241054
490267	2130997	3.704291268
490367	2130997	3.704415863
490467	2130997	3.704614826
490567	2130997	3.704888146
490667	2130997	3.705235807
490767	2130997	3.70565779
490867	2130997	3.706154077
490967	2130997	3.706724643
491067	2130997	3.707369465
491167	2130997	3.708088515
491267	2130997	3.708881761
491367	2130997	3.709749171
491467	2130997	3.710690708
491567	2130997	3.711706334
491667	2130997	3.712796005
491767	2130997	3.713959678
491867	2130997	3.715197304
491967	2130997	3.716508831
492067	2130997	3.717894205
492167	2130997	3.719353368
492267	2130997	3.720886259
492367	2130997	3.722492814
492467	2130997	3.724172965
492567	2130997	3.72592664
492667	2130997	3.727753766
492767	2130997	3.729654265
492867	2130997	3.731628055
492967	2130997	3.733675053
493067	2130997	3.735795169
493167	2130997	3.737988312
493267	2130997	3.740254389
493367	2130997	3.742593299
493467	2130997	3.745004943
493567	2130997	3.747489214
493667	2130997	3.750046005
493767	2130997	3.752675204
493867	2130997	3.755376696
493967	2130997	3.758150362
494067	2130997	3.76099608
494167	2130997	3.763913728
494267	2130997	3.766903175
494367	2130997	3.769964291
494467	2130997	3.773096942
494567	2130997	3.776300991
494667	2130997	3.779576297
494767	2130997	3.782922716
494867	2130997	3.786340103
494967	2130997	3.789828309
495067	2130997	3.793387181
495167	2130997	3.797016564
495267	2130997	3.800716302
495367	2130997	3.804486233
495467	2130997	3.808326196
495567	2130997	3.812236024
495667	2130997	3.81621555
495767	2130997	3.820264604
495867	2130997	3.824383012
495967	2130997	3.8285706
496067	2130997	3.832827191
496167	2130997	3.837152605
496267	2130997	3.84154666
496367	2130997	3.846009172
496467	2130997	3.850539957
496567	2130997	3.855138826
496667	2130997	3.859805589
496767	2130997	3.864540055
496867	2130997	3.869342031
496967	2130997	3.874211322
497067	2130997	3.879147732
497167	2130997	3.884151061
497267	2130997	3.88922111
497367	2130997	3.894357678
497467	2130997	3.899560562
497567	2130997	3.904829558
497667	2130997	3.91016446
497767	2130997	3.915565062
497867	2130997	3.921031156
497967	2130997	3.926562532
498067	2130997	3.932158981
498167	2130997	3.937820291
498267	2130997	3.943546249
498367	2130997	3.949336642
498467	2130997	3.955191257
498567	2130997	3.961109877
498667	2130997	3.967092287
498767	2130997	3.97313827
498867	2130997	3.979247607
498967	2130997	3.985420082
499067	2130997	3.991655475
499167	2130997	3.997953566
499267	2130997	4.004314135
499367	2130997	4.01073696
499467	2130997	4.017221821
499567	2130997	4.023768496
499667	2130997	4.030376762
499767	2130997	4.037046397
499867	2130997	4.043777176
499967	2130997	4.050568877
500067	2130997	4.057421275
500167	2130997	4.064334145
500267	2130997	4.071307264
500367	2130997	4.078340406
500467	2130997	4.085433346
500567	2130997	4.092585857
500667	2130997	4.099797716
500767	2130997	4.107068695
500867	2130997	4.114398568
500967	2130997	4.121787109
501067	2130997	4.129234092
501167	2130997	4.136739289
501267	2130997	4.144302474
501367	2130997	4.151923421
501467	2130997	4.159601902
501567	2130997	4.167337691
501667	2130997	4.175130559
501767	2130997	4.18298028
501867	2130997	4.190886627
501967	2130997	4.198849373
502067	2130997	4.20686829
502167	2130997	4.214943151
502267	2130997	4.223073729
502367	2130997	4.231259797
502467	2130997	4.239501126
502567	2130997	4.247797491
502667	2130997	4.256148664
502767	2130997	4.264554417
502867	2130997	4.273014525
502967	2130997	4.281528758
503067	2130997	4.290096892
503167	2130997	4.298718698
503267	2130997	4.30739395
503367	2130997	4.316122421
503467	2130997	4.324903885
503567	2130997	4.333738114
503667	2130997	4.342624883
503767	2130997	4.351563964
503867	2130997	4.360555132
503967	2130997	4.36959816
504067	2130997	4.378692822
504167	2130997	4.387838893
504267	2130997	4.397036146
504367	2130997	4.406284355
504467	2130997	4.415583296
504567	2130997	4.424932742
504667	2130997	4.434332467
504767	2130997	4.443782248
504867	2130997	4.453281858
504967	2130997	4.462831074
505067	2130997	4.472429669
505167	2130997	4.482077419
505267	2130997	4.491774101
505367	2130997	4.501519488
505467	2130997	4.511313359
505567	2130997	4.521155487
505667	2130997	4.53104565
505767	2130997	4.540983624
505867	2130997	4.550969186
505967	2130997	4.561002112
506067	2130997	4.571082179
506167	2130997	4.581209164
506267	2130997	4.591382845
506367	2130997	4.601602999
506467	2130997	4.611869404
506567	2130997	4.622181837
506667	2130997	4.632540078
506767	2130997	4.642943904
486267	2131097	3.744414296
487167	2131097	3.721417853
487267	2131097	3.719234557
487367	2131097	3.717125643
487467	2131097	3.715091116
487567	2131097	3.713130984
487667	2131097	3.711245253
487767	2131097	3.709433932
487867	2131097	3.707697031
487967	2131097	3.706034557
488067	2131097	3.704446522
488167	2131097	3.702932936
488267	2131097	3.70149381
488367	2131097	3.700129155
488467	2131097	3.698838982
488567	2131097	3.697623302
488667	2131097	3.696482128
488767	2131097	3.695415469
488867	2131097	3.694423336
488967	2131097	3.693505741
489067	2131097	3.692662693
489167	2131097	3.6918942
489267	2131097	3.691200272
489367	2131097	3.690580917
489467	2131097	3.69003614
489567	2131097	3.689565948
489667	2131097	3.689170345
489767	2131097	3.688849334
489867	2131097	3.688602916
489967	2131097	3.688431093
490067	2131097	3.688333861
490167	2131097	3.688311219
490267	2131097	3.688363161
490367	2131097	3.68848968
490467	2131097	3.688690766
490567	2131097	3.688966408
490667	2131097	3.689316594
490767	2131097	3.689741306
490867	2131097	3.690240526
490967	2131097	3.690814234
491067	2131097	3.691462405
491167	2131097	3.692185014
491267	2131097	3.692982031
491367	2131097	3.693853424
491467	2131097	3.694799158
491567	2131097	3.695819196
491667	2131097	3.696913497
491767	2131097	3.698082016
491867	2131097	3.699324706
491967	2131097	3.700641516
492067	2131097	3.702032394
492167	2131097	3.703497281
492267	2131097	3.705036117
492367	2131097	3.706648839
492467	2131097	3.70833538
492567	2131097	3.710095668
492667	2131097	3.71192963
492767	2131097	3.713837187
492867	2131097	3.71581826
492967	2131097	3.717872763
493067	2131097	3.720000608
493167	2131097	3.722201704
493267	2131097	3.724475956
493367	2131097	3.726823265
493467	2131097	3.72924353
493567	2131097	3.731736644
493667	2131097	3.734302499
493767	2131097	3.736940983
493867	2131097	3.739651981
493967	2131097	3.742435372
494067	2131097	3.745291034
494167	2131097	3.748218843
494267	2131097	3.751218669
494367	2131097	3.754290379
494467	2131097	3.757433839
494567	2131097	3.76064891
494667	2131097	3.763935451
494767	2131097	3.767293316
494867	2131097	3.770722359
494967	2131097	3.774222429
495067	2131097	3.777793372
495167	2131097	3.781435032
495267	2131097	3.78514725
495367	2131097	3.788929864
495467	2131097	3.79278271
495567	2131097	3.796705622
495667	2131097	3.800698428
495767	2131097	3.804760958
495867	2131097	3.808893037
495967	2131097	3.813094488
496067	2131097	3.817365132
496167	2131097	3.821704788
496267	2131097	3.826113271
496367	2131097	3.830590398
496467	2131097	3.835135979
496567	2131097	3.839749825
496667	2131097	3.844431746
496767	2131097	3.849181547
496867	2131097	3.853999032
496967	2131097	3.858884007
497067	2131097	3.86383627
497167	2131097	3.868855623
497267	2131097	3.873941864
497367	2131097	3.87909479
497467	2131097	3.884314194
497567	2131097	3.889599873
497667	2131097	3.894951618
497767	2131097	3.90036922
497867	2131097	3.905852469
497967	2131097	3.911401155
498067	2131097	3.917015065
498167	2131097	3.922693987
498267	2131097	3.928437704
498367	2131097	3.934246004
498467	2131097	3.940118668
498567	2131097	3.946055481
498667	2131097	3.952056223
498767	2131097	3.958120678
498867	2131097	3.964248624
498967	2131097	3.970439842
499067	2131097	3.976694111
499167	2131097	3.98301121
499267	2131097	3.989390916
499367	2131097	3.995833007
499467	2131097	4.002337259
499567	2131097	4.00890345
499667	2131097	4.015531355
499767	2131097	4.022220748
499867	2131097	4.028971406
499967	2131097	4.035783104
500067	2131097	4.042655614
500167	2131097	4.049588712
500267	2131097	4.05658217
500367	2131097	4.063635763
500467	2131097	4.070749264
500567	2131097	4.077922444
500667	2131097	4.085155078
500767	2131097	4.092446938
500867	2131097	4.099797795
500967	2131097	4.107207423
501067	2131097	4.114675593
501167	2131097	4.122202077
501267	2131097	4.129786648
501367	2131097	4.137429076
501467	2131097	4.145129133
501567	2131097	4.152886591
501667	2131097	4.160701222
501767	2131097	4.168572798
501867	2131097	4.176501088
501967	2131097	4.184485866
502067	2131097	4.192526902
502167	2131097	4.200623968
502267	2131097	4.208776836
502367	2131097	4.216985277
502467	2131097	4.225249062
502567	2131097	4.233567963
502667	2131097	4.241941752
502767	2131097	4.250370201
502867	2131097	4.25885308
502967	2131097	4.267390162
503067	2131097	4.275981219
503167	2131097	4.284626023
503267	2131097	4.293324345
503367	2131097	4.302075958
503467	2131097	4.310880633
503567	2131097	4.319738144
503667	2131097	4.328648263
503767	2131097	4.337610761
503867	2131097	4.346625412
503967	2131097	4.355691989
504067	2131097	4.364810263
504167	2131097	4.373980009
504267	2131097	4.383200998
504367	2131097	4.392473005
504467	2131097	4.401795803
504567	2131097	4.411169164
504667	2131097	4.420592863
504767	2131097	4.430066674
504867	2131097	4.43959037
504967	2131097	4.449163725
505067	2131097	4.458786513
505167	2131097	4.46845851
505267	2131097	4.478179488
505367	2131097	4.487949223
505467	2131097	4.497767491
505567	2131097	4.507634065
505667	2131097	4.51754872
505767	2131097	4.527511234
505867	2131097	4.53752138
505967	2131097	4.547578934
506067	2131097	4.557683673
506167	2131097	4.567835373
506267	2131097	4.57803381
506367	2131097	4.58827876
506467	2131097	4.598570001
506567	2131097	4.608907309
506667	2131097	4.619290461
506767	2131097	4.629719236
486067	2131197	3.734513106
486167	2131197	3.731506768
487067	2131197	3.707803286
487167	2131197	3.705542141
487267	2131197	3.703355517
487367	2131197	3.701243419
487467	2131197	3.699205855
487567	2131197	3.697242832
487667	2131197	3.695354358
487767	2131197	3.693540443
487867	2131197	3.691801096
487967	2131197	3.690136329
488067	2131197	3.688546153
488167	2131197	3.687030581
488267	2131197	3.685589624
488367	2131197	3.684223296
488467	2131197	3.682931609
488567	2131197	3.681714576
488667	2131197	3.680572211
488767	2131197	3.679504527
488867	2131197	3.678511535
488967	2131197	3.677593249
489067	2131197	3.676749681
489167	2131197	3.675980841
489267	2131197	3.67528674
489367	2131197	3.674667389
489467	2131197	3.674122795
489567	2131197	3.673652967
489667	2131197	3.67325791
489767	2131197	3.672937631
489867	2131197	3.672692132
489967	2131197	3.672521417
490067	2131197	3.672425485
490167	2131197	3.672404336
490267	2131197	3.672457966
490367	2131197	3.67258637
490467	2131197	3.67278954
490567	2131197	3.673067469
490667	2131197	3.673420142
490767	2131197	3.673847547
490867	2131197	3.674349667
490967	2131197	3.674926482
491067	2131197	3.67557797
491167	2131197	3.676304107
491267	2131197	3.677104865
491367	2131197	3.677980213
491467	2131197	3.678930118
491567	2131197	3.679954543
491667	2131197	3.681053448
491767	2131197	3.682226791
491867	2131197	3.683474524
491967	2131197	3.6847966
492067	2131197	3.686192963
492167	2131197	3.687663559
492267	2131197	3.689208328
492367	2131197	3.690827205
492467	2131197	3.692520126
492567	2131197	3.694287018
492667	2131197	3.696127809
492767	2131197	3.698042422
492867	2131197	3.700030775
492967	2131197	3.702092783
493067	2131197	3.704228359
493167	2131197	3.706437412
493267	2131197	3.708719845
493367	2131197	3.71107556
493467	2131197	3.713504455
493567	2131197	3.716006424
493667	2131197	3.718581357
493767	2131197	3.721229142
493867	2131197	3.723949662
493967	2131197	3.726742798
494067	2131197	3.729608425
494167	2131197	3.732546418
494267	2131197	3.735556647
494367	2131197	3.738638978
494467	2131197	3.741793275
494567	2131197	3.745019399
494667	2131197	3.748317206
494767	2131197	3.751686551
494867	2131197	3.755127284
494967	2131197	3.758639254
495067	2131197	3.762222307
495167	2131197	3.765876283
495267	2131197	3.769601023
495367	2131197	3.773396363
495467	2131197	3.777262137
495567	2131197	3.781198176
495667	2131197	3.78520431
495767	2131197	3.789280364
495867	2131197	3.793426162
495967	2131197	3.797641526
496067	2131197	3.801926274
496167	2131197	3.806280224
496267	2131197	3.81070319
496367	2131197	3.815194984
496467	2131197	3.819755418
496567	2131197	3.824384298
496667	2131197	3.829081433
496767	2131197	3.833846626
496867	2131197	3.83867968
496967	2131197	3.843580397
497067	2131197	3.848548575
497167	2131197	3.853584013
497267	2131197	3.858686507
497367	2131197	3.863855852
497467	2131197	3.86909184
497567	2131197	3.874394264
497667	2131197	3.879762914
497767	2131197	3.88519758
497867	2131197	3.89069805
497967	2131197	3.89626411
498067	2131197	3.901895547
498167	2131197	3.907592145
498267	2131197	3.913353687
498367	2131197	3.919179958
498467	2131197	3.925070738
498567	2131197	3.931025809
498667	2131197	3.937044951
498767	2131197	3.943127943
498867	2131197	3.949274564
498967	2131197	3.955484592
499067	2131197	3.961757805
499167	2131197	3.968093978
499267	2131197	3.974492888
499367	2131197	3.980954311
499467	2131197	3.987478022
499567	2131197	3.994063795
499667	2131197	4.000711405
499767	2131197	4.007420625
499867	2131197	4.014191228
499967	2131197	4.021022988
500067	2131197	4.027915677
500167	2131197	4.034869068
500267	2131197	4.041882933
500367	2131197	4.048957043
500467	2131197	4.05609117
500567	2131197	4.063285085
