x	y	coe_com_sup
491067	2131597	1.614741557
491167	2131597	1.616802073
491267	2131597	1.618721471
491367	2131597	1.620499822
491467	2131597	1.62213722
491567	2131597	1.623633775
491667	2131597	1.624989621
491767	2131597	1.626204907
491867	2131597	1.627279804
491967	2131597	1.6282145
492067	2131597	1.629009202
492167	2131597	1.629664134
492267	2131597	1.630179537
492367	2131597	1.63055567
492467	2131597	1.630792809
492567	2131597	1.630891244
492667	2131597	1.630851284
492767	2131597	1.630673252
492867	2131597	1.630357487
492967	2131597	1.629904343
493067	2131597	1.629314189
493167	2131597	1.628587408
493267	2131597	1.627724399
493367	2131597	1.626725574
493467	2131597	1.625591358
493567	2131597	1.624322191
493667	2131597	1.622918527
493767	2131597	1.621380832
493867	2131597	1.619709584
493967	2131597	1.617905278
494067	2131597	1.615968418
494167	2131597	1.613899523
494267	2131597	1.611699122
494367	2131597	1.609367759
494467	2131597	1.606905989
494567	2131597	1.60431438
494667	2131597	1.601593512
494767	2131597	1.598743975
494867	2131597	1.595766375
494967	2131597	1.592661328
495067	2131597	1.58942946
495167	2131597	1.586071413
495267	2131597	1.582587837
495367	2131597	1.578979398
495467	2131597	1.575246771
495567	2131597	1.571390643
495667	2131597	1.567411715
495767	2131597	1.5633107
495867	2131597	1.55908832
495967	2131597	1.554745314
496067	2131597	1.550282429
496167	2131597	1.545700428
496267	2131597	1.541000084
496367	2131597	1.536182183
496467	2131597	1.531247525
496567	2131597	1.526196922
496667	2131597	1.521031199
496767	2131597	1.515751195
496867	2131597	1.51035776
496967	2131597	1.504851761
497067	2131597	1.499234077
497167	2131597	1.493505599
497267	2131597	1.487667235
497367	2131597	1.481719906
497467	2131597	1.475664548
497567	2131597	1.469502111
497667	2131597	1.463233562
497767	2131597	1.45685988
497867	2131597	1.450382063
497967	2131597	1.443801123
498067	2131597	1.437118089
498167	2131597	1.430334007
498267	2131597	1.423449939
498367	2131597	1.416466965
498467	2131597	1.409386182
498567	2131597	1.402208706
498667	2131597	1.394935672
498767	2131597	1.387568234
498867	2131597	1.380107564
498967	2131597	1.372554857
499067	2131597	1.364911326
499167	2131597	1.357178208
499267	2131597	1.349356758
499367	2131597	1.341448259
499467	2131597	1.333454014
499567	2131597	1.325375349
499667	2131597	1.317213618
499767	2131597	1.308970198
499867	2131597	1.300646495
499967	2131597	1.29224394
500067	2131597	1.283763995
500167	2131597	1.275208148
500267	2131597	1.266577921
500367	2131597	1.257874866
500467	2131597	1.249100566
500567	2131597	1.240256642
500667	2131597	1.231344747
500767	2131597	1.222366571
500867	2131597	1.213323845
500967	2131597	1.204218335
501067	2131597	1.195051852
501167	2131597	1.185826248
501267	2131597	1.17654342
501367	2131597	1.167205311
501467	2131597	1.157813912
501567	2131597	1.148371265
501667	2131597	1.138879463
501767	2131597	1.129340655
501867	2131597	1.119757045
501967	2131597	1.110130896
502067	2131597	1.100464533
502167	2131597	1.090760343
502267	2131597	1.081020782
502367	2131597	1.071248372
502467	2131597	1.061445708
502567	2131597	1.05161546
502667	2131597	1.041760373
502767	2131597	1.031883274
502867	2131597	1.021987072
502967	2131597	1.012074763
503067	2131597	1.002149432
503167	2131597	0.992214254
503267	2131597	0.982272503
503367	2131597	0.972327548
503467	2131597	0.962382861
503567	2131597	0.952442018
503667	2131597	0.942508702
503767	2131597	0.932586705
503867	2131597	0.922679933
503967	2131597	0.912792405
504067	2131597	0.902928259
504167	2131597	0.893091749
504267	2131597	0.88328725
504367	2131597	0.87351926
504467	2131597	0.863792397
504567	2131597	0.8541114
504667	2131597	0.844481131
504767	2131597	0.834906569
504867	2131597	0.825392814
504967	2131597	0.815945078
505067	2131597	0.806568684
505167	2131597	0.79726906
505267	2131597	0.788051734
505367	2131597	0.778922325
505467	2131597	0.769886535
505567	2131597	0.760950139
505667	2131597	0.75211897
505767	2131597	0.74339891
505867	2131597	0.734795873
505967	2131597	0.726315789
506067	2131597	0.717964583
506167	2131597	0.709748158
506267	2131597	0.701672373
506367	2131597	0.693743019
506467	2131597	0.685965796
506567	2131597	0.678346285
506667	2131597	0.670889924
506767	2131597	0.663601979
482467	2131697	0.982743101
482667	2131697	1.003985236
482767	2131697	1.014615325
482867	2131697	1.025246589
482967	2131697	1.035875352
485267	2131697	1.271182366
485367	2131697	1.280666632
485467	2131697	1.290062717
485567	2131697	1.299367995
485667	2131697	1.308579927
485767	2131697	1.317696059
485867	2131697	1.326714022
485967	2131697	1.335631533
486067	2131697	1.344446394
486167	2131697	1.353156488
486267	2131697	1.361759783
486367	2131697	1.370254326
486467	2131697	1.378638241
486567	2131697	1.386909734
486667	2131697	1.39506708
486767	2131697	1.403108633
486867	2131697	1.411032813
486967	2131697	1.418838111
487067	2131697	1.426523084
487167	2131697	1.434086355
487267	2131697	1.441526606
487367	2131697	1.44884258
487467	2131697	1.456033079
487567	2131697	1.463096958
487667	2131697	1.470033127
487767	2131697	1.476840548
487867	2131697	1.48351823
487967	2131697	1.490065233
488067	2131697	1.49648066
488167	2131697	1.502763659
488267	2131697	1.508913423
488367	2131697	1.514929182
488467	2131697	1.52081021
488567	2131697	1.526555817
488667	2131697	1.53216535
488767	2131697	1.537638194
488867	2131697	1.542973768
488967	2131697	1.548171524
489067	2131697	1.553230951
489167	2131697	1.558151565
489267	2131697	1.562932918
489367	2131697	1.567574589
489467	2131697	1.572076191
489567	2131697	1.576437363
489667	2131697	1.580657774
489767	2131697	1.584737121
489867	2131697	1.588675129
489967	2131697	1.59247155
490067	2131697	1.596126162
490167	2131697	1.599638769
490267	2131697	1.603009201
490367	2131697	1.606237313
490467	2131697	1.609322984
490567	2131697	1.612266118
490667	2131697	1.615066643
490767	2131697	1.617724508
490867	2131697	1.620239688
490967	2131697	1.622612179
491067	2131697	1.624841998
491167	2131697	1.626929185
491267	2131697	1.628873801
491367	2131697	1.630675928
491467	2131697	1.632335666
491567	2131697	1.633853139
491667	2131697	1.635228489
491767	2131697	1.636461874
491867	2131697	1.637553476
491967	2131697	1.638503491
492067	2131697	1.639312137
492167	2131697	1.639979646
492267	2131697	1.64050627
492367	2131697	1.640892276
492467	2131697	1.641137949
492567	2131697	1.64124359
492667	2131697	1.641209516
492767	2131697	1.641036058
492867	2131697	1.640723565
492967	2131697	1.640272399
493067	2131697	1.639682938
493167	2131697	1.638955573
493267	2131697	1.638090711
493367	2131697	1.637088772
493467	2131697	1.635950189
493567	2131697	1.63467541
493667	2131697	1.633264896
493767	2131697	1.631719119
493867	2131697	1.630038568
493967	2131697	1.628223741
494067	2131697	1.62627515
494167	2131697	1.62419332
494267	2131697	1.621978787
494367	2131697	1.619632101
494467	2131697	1.617153822
494567	2131697	1.614544525
494667	2131697	1.611804793
494767	2131697	1.608935225
494867	2131697	1.605936429
494967	2131697	1.602809025
495067	2131697	1.599553647
495167	2131697	1.596170938
495267	2131697	1.592661555
495367	2131697	1.589026164
495467	2131697	1.585265447
495567	2131697	1.581380094
495667	2131697	1.577370808
495767	2131697	1.573238305
495867	2131697	1.568983312
495967	2131697	1.564606568
496067	2131697	1.560108823
496167	2131697	1.555490843
496267	2131697	1.550753402
496367	2131697	1.545897288
496467	2131697	1.540923303
496567	2131697	1.535832259
496667	2131697	1.530624984
496767	2131697	1.525302315
496867	2131697	1.519865106
496967	2131697	1.514314222
497067	2131697	1.508650541
497167	2131697	1.502874957
497267	2131697	1.496988376
497367	2131697	1.490991719
497467	2131697	1.484885921
497567	2131697	1.47867193
497667	2131697	1.472350712
497767	2131697	1.465923246
497867	2131697	1.459390526
497967	2131697	1.452753564
498067	2131697	1.446013385
498167	2131697	1.439171032
498267	2131697	1.432227565
498367	2131697	1.425184061
498467	2131697	1.418041613
498567	2131697	1.410801334
498667	2131697	1.403464354
498767	2131697	1.396031822
498867	2131697	1.388504907
498967	2131697	1.380884797
499067	2131697	1.373172702
499167	2131697	1.365369851
499267	2131697	1.357477496
499367	2131697	1.34949691
499467	2131697	1.341429391
499567	2131697	1.33327626
499667	2131697	1.32503886
499767	2131697	1.316718565
499867	2131697	1.308316769
499967	2131697	1.299834896
500067	2131697	1.2912744
500167	2131697	1.282636761
500267	2131697	1.27392349
500367	2131697	1.26513613
500467	2131697	1.256276256
500567	2131697	1.247345477
500667	2131697	1.238345437
500767	2131697	1.229277816
500867	2131697	1.220144334
500967	2131697	1.210946747
501067	2131697	1.201686855
501167	2131697	1.192366499
501267	2131697	1.182987565
501367	2131697	1.173551986
501467	2131697	1.164061743
501567	2131697	1.154518866
501667	2131697	1.14492544
501767	2131697	1.135283601
501867	2131697	1.125595547
501967	2131697	1.11586353
502067	2131697	1.106089868
502167	2131697	1.096276941
502267	2131697	1.086427197
502367	2131697	1.076543153
502467	2131697	1.066627401
502567	2131697	1.056682606
502667	2131697	1.046711513
502767	2131697	1.03671695
502867	2131697	1.026701829
502967	2131697	1.016669149
503067	2131697	1.006622004
503167	2131697	0.99656358
503267	2131697	0.986497162
503367	2131697	0.976426139
503467	2131697	0.966354002
503567	2131697	0.956284353
503667	2131697	0.946220905
503767	2131697	0.936167484
503867	2131697	0.926128037
503967	2131697	0.91610663
504067	2131697	0.906107453
504167	2131697	0.896134821
504267	2131697	0.886193177
504367	2131697	0.876287093
504467	2131697	0.866421272
504567	2131697	0.856600548
504667	2131697	0.846829885
504767	2131697	0.837114376
504867	2131697	0.827459245
504967	2131697	0.817869841
505067	2131697	0.808351633
505167	2131697	0.798910211
505267	2131697	0.789551273
505367	2131697	0.780280623
505467	2131697	0.771104161
505567	2131697	0.762027872
505667	2131697	0.753057812
505767	2131697	0.744200098
505867	2131697	0.735460892
505967	2131697	0.726846381
506067	2131697	0.718362758
506167	2131697	0.710016206
506267	2131697	0.701812868
506367	2131697	0.693758827
506467	2131697	0.685860079
506567	2131697	0.678122503
506667	2131697	0.670551837
506767	2131697	0.663153641
482467	2131797	0.984658115
482567	2131797	0.995412161
482767	2131797	1.016944815
482867	2131797	1.027715976
482967	2131797	1.03848533
483067	2131797	1.049249068
483167	2131797	1.060003356
485067	2131797	1.257491227
485167	2131797	1.267272923
485267	2131797	1.276970442
485367	2131797	1.286580934
485467	2131797	1.29610164
485567	2131797	1.30552989
485667	2131797	1.314863103
485767	2131797	1.324098789
485867	2131797	1.33323455
485967	2131797	1.342268073
486067	2131797	1.351197138
486167	2131797	1.360019609
486267	2131797	1.368733435
486367	2131797	1.377336651
486467	2131797	1.385827373
486567	2131797	1.394203796
486667	2131797	1.402464195
486767	2131797	1.410606918
486867	2131797	1.418630387
486967	2131797	1.426533094
487067	2131797	1.4343136
487167	2131797	1.441970532
487267	2131797	1.449502578
487367	2131797	1.45690849
487467	2131797	1.464187075
487567	2131797	1.4713372
487667	2131797	1.478357784
487767	2131797	1.485247798
487867	2131797	1.492006263
487967	2131797	1.498632247
488067	2131797	1.505124867
488167	2131797	1.51148328
488267	2131797	1.517706691
488367	2131797	1.523794342
488467	2131797	1.529745516
488567	2131797	1.535559535
488667	2131797	1.541235758
488767	2131797	1.546773579
488867	2131797	1.552172429
488967	2131797	1.557431772
489067	2131797	1.562551103
489167	2131797	1.567529952
489267	2131797	1.57236788
489367	2131797	1.577064477
489467	2131797	1.581619365
489567	2131797	1.586032193
489667	2131797	1.59030264
489767	2131797	1.594430414
489867	2131797	1.598415249
489967	2131797	1.602256906
490067	2131797	1.605955173
490167	2131797	1.609509864
490267	2131797	1.61292082
490367	2131797	1.616187904
490467	2131797	1.619311006
490567	2131797	1.622290039
490667	2131797	1.62512494
490767	2131797	1.62781567
490867	2131797	1.630362213
490967	2131797	1.632764574
491067	2131797	1.635022782
491167	2131797	1.637136885
491267	2131797	1.639106955
491367	2131797	1.640933083
491467	2131797	1.642615381
491567	2131797	1.644153981
491667	2131797	1.645549035
491767	2131797	1.646800714
491867	2131797	1.647909206
491967	2131797	1.64887472
492067	2131797	1.649697482
492167	2131797	1.650377734
492267	2131797	1.650915738
492367	2131797	1.651311772
492467	2131797	1.651566128
492567	2131797	1.651679119
492667	2131797	1.651651068
492767	2131797	1.651482319
492867	2131797	1.651173228
492967	2131797	1.650724166
493067	2131797	1.65013552
493167	2131797	1.649407689
493267	2131797	1.64854109
493367	2131797	1.64753615
493467	2131797	1.646393311
493567	2131797	1.645113027
493667	2131797	1.643695769
493767	2131797	1.642142015
493867	2131797	1.640452262
493967	2131797	1.638627014
494067	2131797	1.636666792
494167	2131797	1.634572125
494267	2131797	1.632343558
494367	2131797	1.629981645
494467	2131797	1.627486954
494567	2131797	1.624860063
494667	2131797	1.622101564
494767	2131797	1.619212058
494867	2131797	1.61619216
494967	2131797	1.613042495
495067	2131797	1.609763701
495167	2131797	1.606356425
495267	2131797	1.602821328
495367	2131797	1.599159083
495467	2131797	1.595370372
495567	2131797	1.591455889
495667	2131797	1.587416343
495767	2131797	1.58325245
495867	2131797	1.578964941
495967	2131797	1.574554558
496067	2131797	1.570022053
496167	2131797	1.565368194
496267	2131797	1.560593757
496367	2131797	1.555699533
496467	2131797	1.550686323
496567	2131797	1.545554943
496667	2131797	1.54030622
496767	2131797	1.534940993
496867	2131797	1.529460115
496967	2131797	1.523864453
497067	2131797	1.518154885
497167	2131797	1.512332303
497267	2131797	1.506397615
497367	2131797	1.50035174
497467	2131797	1.494195612
497567	2131797	1.48793018
497667	2131797	1.481556406
497767	2131797	1.475075267
497867	2131797	1.468487758
497967	2131797	1.461794886
498067	2131797	1.454997675
498167	2131797	1.448097165
498267	2131797	1.441094413
498367	2131797	1.433990492
498467	2131797	1.426786492
498567	2131797	1.419483522
498667	2131797	1.412082707
498767	2131797	1.404585192
498867	2131797	1.396992141
498967	2131797	1.389304736
499067	2131797	1.381524182
499167	2131797	1.373651702
499267	2131797	1.365688542
499367	2131797	1.357635968
499467	2131797	1.349495271
499567	2131797	1.341267764
499667	2131797	1.332954784
499767	2131797	1.324557694
499867	2131797	1.316077881
499967	2131797	1.307516763
500067	2131797	1.29887578
500167	2131797	1.290156405
500267	2131797	1.281360139
500367	2131797	1.272488515
500467	2131797	1.263543098
500567	2131797	1.254525484
500667	2131797	1.245437309
500767	2131797	1.236280239
500867	2131797	1.227055984
500967	2131797	1.217766287
501067	2131797	1.208412937
501167	2131797	1.198997763
501267	2131797	1.189522639
501367	2131797	1.179989484
501467	2131797	1.170400269
501567	2131797	1.160757012
501667	2131797	1.151061783
501767	2131797	1.141316711
501867	2131797	1.131523979
501967	2131797	1.121685829
502067	2131797	1.111804569
502167	2131797	1.101882568
502267	2131797	1.091922267
502367	2131797	1.081926174
502467	2131797	1.071896873
502567	2131797	1.061837026
502667	2131797	1.051749372
502767	2131797	1.041636736
502867	2131797	1.03150203
502967	2131797	1.021348256
503067	2131797	1.011178511
503167	2131797	1.000995987
503267	2131797	0.990803981
503367	2131797	0.980605894
503467	2131797	0.970405235
503567	2131797	0.960205626
503667	2131797	0.950010807
503767	2131797	0.939824637
503867	2131797	0.929651097
503967	2131797	0.919494297
504067	2131797	0.909358477
504167	2131797	0.899248008
504267	2131797	0.889167398
504367	2131797	0.879121292
504467	2131797	0.869114474
504567	2131797	0.859151871
504667	2131797	0.849238547
504767	2131797	0.83937971
504867	2131797	0.829580706
504967	2131797	0.819847021
505067	2131797	0.810184273
505167	2131797	0.800598212
505267	2131797	0.791094713
505367	2131797	0.78167977
505467	2131797	0.772359484
505567	2131797	0.763140057
505667	2131797	0.754027778
505767	2131797	0.745029008
505867	2131797	0.736150167
505967	2131797	0.727397713
506067	2131797	0.718778123
506167	2131797	0.710297873
506267	2131797	0.701963408
506367	2131797	0.693781124
506467	2131797	0.685757332
506567	2131797	0.677898232
506667	2131797	0.670209881
506767	2131797	0.662698161
482467	2131897	0.986538933
482567	2131897	0.997432486
482667	2131897	1.008336514
482867	2131897	1.030160714
482967	2131897	1.04107314
483067	2131897	1.051980563
483167	2131897	1.062879036
483267	2131897	1.073764594
483367	2131897	1.084633259
483467	2131897	1.095481052
484467	2131897	1.201946733
484567	2131897	1.212308127
484667	2131897	1.222603084
484767	2131897	1.232828177
484867	2131897	1.242980058
484967	2131897	1.253055464
485067	2131897	1.263051217
485167	2131897	1.27296423
485267	2131897	1.282791505
485367	2131897	1.292530138
485467	2131897	1.30217732
485567	2131897	1.311730336
485667	2131897	1.321186564
485767	2131897	1.330543481
485867	2131897	1.339798655
485967	2131897	1.34894975
486067	2131897	1.35799452
486167	2131897	1.366930811
486267	2131897	1.375756559
486367	2131897	1.384469787
486467	2131897	1.393068602
486567	2131897	1.401551194
486667	2131897	1.409915835
486767	2131897	1.418160872
486867	2131897	1.42628473
486967	2131897	1.434285904
487067	2131897	1.442162961
487167	2131897	1.449914533
487267	2131897	1.457539318
487367	2131897	1.465036075
487467	2131897	1.472403624
487567	2131897	1.47964084
487667	2131897	1.486746653
487767	2131897	1.493720047
487867	2131897	1.500560053
487967	2131897	1.507265754
488067	2131897	1.513836276
488167	2131897	1.520270791
488267	2131897	1.526568513
488367	2131897	1.532728698
488467	2131897	1.538750641
488567	2131897	1.544633676
488667	2131897	1.550377172
488767	2131897	1.555980537
488867	2131897	1.561443211
488967	2131897	1.56676467
489067	2131897	1.571944421
489167	2131897	1.576982003
489267	2131897	1.581876989
489367	2131897	1.586628979
489467	2131897	1.591237604
489567	2131897	1.595702526
489667	2131897	1.600023433
489767	2131897	1.604200043
489867	2131897	1.6082321
489967	2131897	1.612119375
490067	2131897	1.615861667
490167	2131897	1.619458799
490267	2131897	1.622910622
490367	2131897	1.626217009
490467	2131897	1.629377861
490567	2131897	1.6323931
490667	2131897	1.635262675
490767	2131897	1.637986555
490867	2131897	1.640564735
490967	2131897	1.642997231
491067	2131897	1.645284081
491167	2131897	1.647425344
491267	2131897	1.649421102
491367	2131897	1.651271458
491467	2131897	1.652976532
491567	2131897	1.654536468
491667	2131897	1.655951427
491767	2131897	1.657221591
491867	2131897	1.658347159
491967	2131897	1.65932835
492067	2131897	1.660165399
492167	2131897	1.660858559
492267	2131897	1.661408103
492367	2131897	1.661814317
492467	2131897	1.662077505
492567	2131897	1.662197987
492667	2131897	1.662176099
492767	2131897	1.662012192
492867	2131897	1.661706632
492967	2131897	1.6612598
493067	2131897	1.660672092
493167	2131897	1.659943916
493267	2131897	1.659075696
493367	2131897	1.658067868
493467	2131897	1.656920884
493567	2131897	1.655635206
493667	2131897	1.65421131
493767	2131897	1.652649686
493867	2131897	1.650950835
493967	2131897	1.64911527
494067	2131897	1.647143518
494167	2131897	1.645036116
494267	2131897	1.642793615
494367	2131897	1.640416575
494467	2131897	1.637905571
494567	2131897	1.635261187
494667	2131897	1.632484019
494767	2131897	1.629574675
494867	2131897	1.626533775
494967	2131897	1.623361949
495067	2131897	1.620059838
495167	2131897	1.616628097
495267	2131897	1.613067389
495367	2131897	1.60937839
495467	2131897	1.605561788
495567	2131897	1.60161828
495667	2131897	1.597548577
495767	2131897	1.5933534
495867	2131897	1.589033482
495967	2131897	1.584589567
496067	2131897	1.580022412
496167	2131897	1.575332784
496267	2131897	1.570521463
496367	2131897	1.56558924
496467	2131897	1.56053692
496567	2131897	1.555365318
496667	2131897	1.550075263
496767	2131897	1.544667595
496867	2131897	1.539143167
496967	2131897	1.533502847
497067	2131897	1.527747513
497167	2131897	1.521878057
497267	2131897	1.515895385
497367	2131897	1.509800417
497467	2131897	1.503594086
497567	2131897	1.497277339
497667	2131897	1.490851137
497767	2131897	1.484316456
497867	2131897	1.477674288
497967	2131897	1.470925638
498067	2131897	1.464071527
498167	2131897	1.457112993
498267	2131897	1.450051089
498367	2131897	1.442886884
498467	2131897	1.435621466
498567	2131897	1.428255938
498667	2131897	1.420791422
498767	2131897	1.413229058
498867	2131897	1.405570003
498967	2131897	1.397815437
499067	2131897	1.389966555
499167	2131897	1.382024576
499267	2131897	1.373990739
499367	2131897	1.365866303
499467	2131897	1.357652551
499567	2131897	1.349350789
499667	2131897	1.340962346
499767	2131897	1.332488575
499867	2131897	1.323930857
499967	2131897	1.315290596
500067	2131897	1.306569226
500167	2131897	1.297768208
500267	2131897	1.288889034
500367	2131897	1.279933224
500467	2131897	1.270902333
500567	2131897	1.261797945
500667	2131897	1.252621684
500767	2131897	1.243375204
500867	2131897	1.234060201
500967	2131897	1.224678407
501067	2131897	1.215231597
501167	2131897	1.205721585
501267	2131897	1.196150234
501367	2131897	1.186519448
501467	2131897	1.176831184
501567	2131897	1.167087446
501667	2131897	1.157290292
501767	2131897	1.147441836
501867	2131897	1.137544246
501967	2131897	1.127599754
502067	2131897	1.117610653
502167	2131897	1.107579302
502267	2131897	1.097508127
502367	2131897	1.087399629
502467	2131897	1.077256381
502567	2131897	1.067081035
502667	2131897	1.056876324
502767	2131897	1.046645068
502867	2131897	1.036390174
502967	2131897	1.026114643
503067	2131897	1.01582157
503167	2131897	1.005514155
503267	2131897	0.995195697
503367	2131897	0.984869608
503467	2131897	0.974539409
503567	2131897	0.964208743
503667	2131897	0.953881368
503767	2131897	0.943561171
503867	2131897	0.933252167
503967	2131897	0.922958505
504067	2131897	0.912684468
504167	2131897	0.902434482
504267	2131897	0.892213116
504367	2131897	0.882025083
504467	2131897	0.871875248
504567	2131897	0.861768625
504667	2131897	0.851710378
504767	2131897	0.841705826
504867	2131897	0.831760439
504967	2131897	0.821879837
505067	2131897	0.812069788
505167	2131897	0.802336207
505267	2131897	0.792685146
505367	2131897	0.78312279
505467	2131897	0.773655451
505567	2131897	0.764289553
505667	2131897	0.755031624
505767	2131897	0.745888281
505867	2131897	0.736866214
505967	2131897	0.727972164
506067	2131897	0.719212908
506167	2131897	0.71059523
506267	2131897	0.702125899
506367	2131897	0.693811641
506467	2131897	0.685659104
506567	2131897	0.677674834
506667	2131897	0.669865232
506767	2131897	0.662236526
482467	2131997	0.988383918
482567	2131997	0.999419358
482667	2131997	1.010466375
482767	2131997	1.021521049
482867	2131997	1.032579414
482967	2131997	1.043637461
483067	2131997	1.05469115
483167	2131997	1.065736412
483267	2131997	1.076769161
483367	2131997	1.0877853
483467	2131997	1.098780724
483567	2131997	1.109751336
483667	2131997	1.120693047
483767	2131997	1.131601787
483867	2131997	1.142473513
483967	2131997	1.153304212
484067	2131997	1.164089916
484167	2131997	1.174826701
484267	2131997	1.185510697
484367	2131997	1.196138094
484467	2131997	1.206705148
484567	2131997	1.217208187
484667	2131997	1.227643615
484767	2131997	1.238007916
484867	2131997	1.24829766
484967	2131997	1.258509507
485067	2131997	1.268640207
485167	2131997	1.278686606
485267	2131997	1.288645644
485367	2131997	1.298514364
485467	2131997	1.308289904
485567	2131997	1.317969505
485667	2131997	1.327550505
485767	2131997	1.337030345
485867	2131997	1.346406565
485967	2131997	1.355676801
486067	2131997	1.364838787
486167	2131997	1.373890352
486267	2131997	1.382829419
486367	2131997	1.391654
486467	2131997	1.400362196
486567	2131997	1.408952195
486667	2131997	1.417422266
486767	2131997	1.42577076
486867	2131997	1.433996103
486967	2131997	1.442096799
487067	2131997	1.45007142
487167	2131997	1.457918607
487267	2131997	1.465637069
487367	2131997	1.473225576
487467	2131997	1.480682959
487567	2131997	1.488008104
487667	2131997	1.495199957
487767	2131997	1.502257511
487867	2131997	1.509179815
487967	2131997	1.515965961
488067	2131997	1.522615091
488167	2131997	1.529126389
488267	2131997	1.535499083
488367	2131997	1.541732442
488467	2131997	1.547825774
488567	2131997	1.553778424
488667	2131997	1.559589775
488767	2131997	1.565259247
488867	2131997	1.570786292
488967	2131997	1.576170396
489067	2131997	1.581411079
489167	2131997	1.586507892
489267	2131997	1.591460417
489367	2131997	1.596268266
489467	2131997	1.600931081
489567	2131997	1.605448534
489667	2131997	1.609820323
489767	2131997	1.614046177
489867	2131997	1.618125851
489967	2131997	1.622059126
490067	2131997	1.625845811
490167	2131997	1.629485739
490267	2131997	1.632978772
490367	2131997	1.636324794
490467	2131997	1.639523714
490567	2131997	1.642575467
490667	2131997	1.64548001
490767	2131997	1.648237325
490867	2131997	1.650847416
490967	2131997	1.653310309
491067	2131997	1.655626054
491167	2131997	1.65779472
491267	2131997	1.6598164
491367	2131997	1.661691207
491467	2131997	1.663419273
491567	2131997	1.665000752
491667	2131997	1.666435815
491767	2131997	1.667724656
491867	2131997	1.668867483
491967	2131997	1.669864527
492067	2131997	1.670716033
492167	2131997	1.671422266
492267	2131997	1.671983507
492367	2131997	1.672400053
492467	2131997	1.67267222
492567	2131997	1.672800337
492667	2131997	1.672784749
492767	2131997	1.672625818
492867	2131997	1.67232392
492967	2131997	1.671879444
493067	2131997	1.671292796
493167	2131997	1.670564394
493267	2131997	1.66969467
493367	2131997	1.668684071
493467	2131997	1.667533054
493567	2131997	1.666242091
493667	2131997	1.664811668
493767	2131997	1.66324228
493867	2131997	1.661534438
493967	2131997	1.659688661
494067	2131997	1.657705484
494167	2131997	1.655585451
494267	2131997	1.65332912
494367	2131997	1.650937057
494467	2131997	1.648409843
494567	2131997	1.645748069
494667	2131997	1.642952336
494767	2131997	1.640023259
494867	2131997	1.636961461
494967	2131997	1.633767579
495067	2131997	1.630442259
495167	2131997	1.626986159
495267	2131997	1.623399947
495367	2131997	1.619684304
495467	2131997	1.61583992
495567	2131997	1.611867498
495667	2131997	1.607767752
495767	2131997	1.603541404
495867	2131997	1.599189192
495967	2131997	1.594711863
496067	2131997	1.590110174
496167	2131997	1.585384897
496267	2131997	1.580536813
496367	2131997	1.575566715
496467	2131997	1.570475408
496567	2131997	1.565263711
496667	2131997	1.559932451
496767	2131997	1.554482472
496867	2131997	1.548914626
496967	2131997	1.54322978
497067	2131997	1.537428814
497167	2131997	1.53151262
497267	2131997	1.525482103
497367	2131997	1.519338182
497467	2131997	1.513081789
497567	2131997	1.50671387
497667	2131997	1.500235385
497767	2131997	1.493647309
497867	2131997	1.486950629
497967	2131997	1.48014635
498067	2131997	1.47323549
498167	2131997	1.466219083
498267	2131997	1.45909818
498367	2131997	1.451873847
498467	2131997	1.444547165
498567	2131997	1.437119236
498667	2131997	1.429591175
498767	2131997	1.421964118
498867	2131997	1.414239218
498967	2131997	1.406417646
499067	2131997	1.398500594
499167	2131997	1.390489272
499267	2131997	1.382384914
499367	2131997	1.37418877
499467	2131997	1.365902117
499567	2131997	1.357526251
499667	2131997	1.349062494
499767	2131997	1.340512189
499867	2131997	1.331876707
499967	2131997	1.323157443
500067	2131997	1.31435582
500167	2131997	1.30547329
500267	2131997	1.29651133
500367	2131997	1.287471452
500467	2131997	1.278355196
500567	2131997	1.269164137
500667	2131997	1.259899882
500767	2131997	1.250564074
500867	2131997	1.241158394
500967	2131997	1.231684562
501067	2131997	1.222144335
501167	2131997	1.212539517
501267	2131997	1.202871951
501367	2131997	1.19314353
501467	2131997	1.183356193
501567	2131997	1.173511928
501667	2131997	1.16361278
501767	2131997	1.153660845
501867	2131997	1.143658277
501967	2131997	1.133607292
502067	2131997	1.123510168
502167	2131997	1.113369249
502267	2131997	1.103186948
502367	2131997	1.092965751
502467	2131997	1.08270822
502567	2131997	1.072416994
502667	2131997	1.062094796
502767	2131997	1.051744438
502867	2131997	1.041368818
502967	2131997	1.030970932
503067	2131997	1.020553873
503167	2131997	1.010120838
503267	2131997	0.999675129
503367	2131997	0.989220164
503467	2131997	0.978759474
503567	2131997	0.968296711
503667	2131997	0.957835654
503767	2131997	0.947380211
503867	2131997	0.936934426
503967	2131997	0.926502481
504067	2131997	0.916088702
504167	2131997	0.905697562
504267	2131997	0.895333686
504367	2131997	0.885001855
504467	2131997	0.874707007
504567	2131997	0.864454241
504667	2131997	0.85424882
504767	2131997	0.844096169
504867	2131997	0.834001881
504967	2131997	0.82397171
505067	2131997	0.814011575
505167	2131997	0.804127553
505267	2131997	0.794325876
505367	2131997	0.784612927
505467	2131997	0.774995229
505567	2131997	0.765479438
505667	2131997	0.756072328
505767	2131997	0.746780782
505867	2131997	0.737611768
505967	2131997	0.728572329
506067	2131997	0.719669553
506167	2131997	0.710910553
