x	y	coe_com_inf
488867	2134097	1.293579105
488967	2134097	1.295630082
489067	2134097	1.297713692
489167	2134097	1.299829843
489267	2134097	1.301978444
489367	2134097	1.304159407
489467	2134097	1.306372642
489567	2134097	1.308618061
489667	2134097	1.310895574
489767	2134097	1.313205092
489867	2134097	1.315546527
489967	2134097	1.31791979
490067	2134097	1.320324791
490167	2134097	1.322761441
490267	2134097	1.325229648
490367	2134097	1.327729321
490467	2134097	1.330260368
490567	2134097	1.332822696
490667	2134097	1.33541621
490767	2134097	1.338040814
490867	2134097	1.340696411
490967	2134097	1.343382903
491067	2134097	1.346100189
491167	2134097	1.348848168
491267	2134097	1.351626735
491367	2134097	1.354435784
491467	2134097	1.357275209
491567	2134097	1.3601449
491667	2134097	1.363044743
491767	2134097	1.365974627
491867	2134097	1.368934433
491967	2134097	1.371924044
492067	2134097	1.374943339
492167	2134097	1.377992193
492267	2134097	1.381070482
501767	2134097	1.783458254
501867	2134097	1.788584918
501967	2134097	1.793725188
502067	2134097	1.79887894
502167	2134097	1.804046054
502267	2134097	1.80922641
502367	2134097	1.814419888
502467	2134097	1.819626372
502567	2134097	1.824845746
502667	2134097	1.830077894
502767	2134097	1.835322703
502867	2134097	1.84058006
502967	2134097	1.845849855
503067	2134097	1.851131976
503167	2134097	1.856426316
503267	2134097	1.861732766
503367	2134097	1.86705122
503467	2134097	1.872381572
503567	2134097	1.877723719
503667	2134097	1.883077556
503767	2134097	1.888442982
503867	2134097	1.893819896
503967	2134097	1.899208198
504067	2134097	1.904607789
504167	2134097	1.91001857
504267	2134097	1.915440447
504367	2134097	1.920873322
504467	2134097	1.926317101
504567	2134097	1.93177169
504667	2134097	1.937236997
504767	2134097	1.942712929
504867	2134097	1.948199397
504967	2134097	1.953696309
505067	2134097	1.959203578
505167	2134097	1.964721114
505267	2134097	1.970248832
505367	2134097	1.975786645
505467	2134097	1.981334468
505567	2134097	1.986892217
505667	2134097	1.992459807
505767	2134097	1.998037157
505867	2134097	2.003624184
505967	2134097	2.009220808
506067	2134097	2.014826949
506167	2134097	2.020442527
506267	2134097	2.026067464
506367	2134097	2.031701682
506467	2134097	2.037345105
506567	2134097	2.042997656
506667	2134097	2.04865926
506767	2134097	2.054329843
484367	2134197	1.230090946
484467	2134197	1.230562183
484567	2134197	1.231071665
484667	2134197	1.231619252
484767	2134197	1.232204804
484867	2134197	1.23282818
484967	2134197	1.233489239
485067	2134197	1.234187838
485167	2134197	1.234923834
485267	2134197	1.235697085
485367	2134197	1.236507446
485467	2134197	1.237354775
485567	2134197	1.238238929
485667	2134197	1.239159765
485767	2134197	1.240117141
485867	2134197	1.241110915
485967	2134197	1.242140948
486067	2134197	1.2432071
486167	2134197	1.244309231
486267	2134197	1.245447206
486367	2134197	1.246620887
486467	2134197	1.24783014
486567	2134197	1.249074833
486667	2134197	1.250354833
486767	2134197	1.251670011
486867	2134197	1.253020239
486967	2134197	1.254405391
487067	2134197	1.255825342
487167	2134197	1.257279971
487267	2134197	1.258769155
487367	2134197	1.260292777
487467	2134197	1.261850721
487567	2134197	1.263442871
487667	2134197	1.265069115
487767	2134197	1.266729342
487867	2134197	1.268423443
487967	2134197	1.270151313
488067	2134197	1.271912844
488167	2134197	1.273707935
488267	2134197	1.275536484
488367	2134197	1.277398391
488467	2134197	1.279293557
488567	2134197	1.281221886
488667	2134197	1.283183283
488767	2134197	1.285177654
488867	2134197	1.287204905
488967	2134197	1.289264945
489067	2134197	1.291357684
489167	2134197	1.293483031
489267	2134197	1.295640898
489367	2134197	1.297831196
489467	2134197	1.300053836
489567	2134197	1.302308731
489667	2134197	1.304595795
489767	2134197	1.306914938
489867	2134197	1.309266074
489967	2134197	1.311649115
490067	2134197	1.314063973
490167	2134197	1.316510559
490267	2134197	1.318988783
490367	2134197	1.321498557
490467	2134197	1.324039788
490567	2134197	1.326612385
490667	2134197	1.329216255
490767	2134197	1.331851302
490867	2134197	1.334517431
490967	2134197	1.337214545
491067	2134197	1.339942543
491167	2134197	1.342701326
491267	2134197	1.34549079
491367	2134197	1.348310829
491467	2134197	1.351161338
491567	2134197	1.354042207
491667	2134197	1.356953325
491767	2134197	1.359894578
491867	2134197	1.362865849
491967	2134197	1.365867022
492067	2134197	1.368897973
492167	2134197	1.371958581
492267	2134197	1.375048719
501867	2134197	1.783903945
501967	2134197	1.789057622
502067	2134197	1.794224736
502167	2134197	1.799405167
502267	2134197	1.804598795
502367	2134197	1.809805499
502467	2134197	1.815025163
502567	2134197	1.820257671
502667	2134197	1.825502907
502767	2134197	1.830760757
502867	2134197	1.836031109
502967	2134197	1.841313851
503067	2134197	1.846608873
503167	2134197	1.851916067
503267	2134197	1.857235324
503367	2134197	1.862566537
503467	2134197	1.867909602
503567	2134197	1.873264414
503667	2134197	1.878630869
503767	2134197	1.884008865
503867	2134197	1.889398302
503967	2134197	1.894799079
504067	2134197	1.900211098
504167	2134197	1.90563426
504267	2134197	1.91106847
504367	2134197	1.91651363
504467	2134197	1.921969648
504567	2134197	1.927436427
504667	2134197	1.932913877
504767	2134197	1.938401906
504867	2134197	1.943900422
504967	2134197	1.949409336
505067	2134197	1.954928559
505167	2134197	1.960458003
505267	2134197	1.965997581
505367	2134197	1.971547208
505467	2134197	1.977106797
505567	2134197	1.982676265
505667	2134197	1.988255529
505767	2134197	1.993844505
505867	2134197	1.999443112
505967	2134197	2.00505127
506067	2134197	2.010668898
506167	2134197	2.016295917
506267	2134197	2.021932249
506367	2134197	2.027577817
506467	2134197	2.033232543
506567	2134197	2.038896352
506667	2134197	2.044569169
506767	2134197	2.050250918
484367	2134297	1.223391259
484467	2134297	1.223867691
484567	2134297	1.224382519
484667	2134297	1.2249356
484767	2134297	1.225526789
484867	2134297	1.226155942
484967	2134297	1.226822912
485067	2134297	1.227527553
485167	2134297	1.228269718
485267	2134297	1.22904926
485367	2134297	1.229866031
485467	2134297	1.230719884
485567	2134297	1.231610673
485667	2134297	1.232538252
485767	2134297	1.233502474
485867	2134297	1.234503195
485967	2134297	1.235540272
486067	2134297	1.23661356
486167	2134297	1.237722919
486267	2134297	1.238868208
486367	2134297	1.240049288
486467	2134297	1.241266022
486567	2134297	1.242518275
486667	2134297	1.243805912
486767	2134297	1.245128802
486867	2134297	1.246486814
486967	2134297	1.24787982
487067	2134297	1.249307695
487167	2134297	1.250770313
487267	2134297	1.252267553
487367	2134297	1.253799296
487467	2134297	1.255365422
487567	2134297	1.256965818
487667	2134297	1.258600369
487767	2134297	1.260268963
487867	2134297	1.261971493
487967	2134297	1.263707849
488067	2134297	1.265477928
488167	2134297	1.267281626
488267	2134297	1.269118841
488367	2134297	1.270989473
488467	2134297	1.272893426
488567	2134297	1.274830602
488667	2134297	1.276800908
488767	2134297	1.278804249
488867	2134297	1.280840533
488967	2134297	1.282909671
489067	2134297	1.285011571
489167	2134297	1.287146146
489267	2134297	1.289313308
489367	2134297	1.291512969
489467	2134297	1.293745042
489567	2134297	1.296009441
489667	2134297	1.29830608
489767	2134297	1.300634874
489867	2134297	1.302995735
489967	2134297	1.305388578
490067	2134297	1.307813316
490167	2134297	1.310269861
490267	2134297	1.312758127
490367	2134297	1.315278024
490467	2134297	1.317829463
490567	2134297	1.320412353
490667	2134297	1.323026602
490767	2134297	1.325672118
490867	2134297	1.328348804
490967	2134297	1.331056565
491067	2134297	1.333795303
491167	2134297	1.336564917
491267	2134297	1.339365306
491367	2134297	1.342196366
491467	2134297	1.345057989
491567	2134297	1.347950069
491667	2134297	1.350872494
491767	2134297	1.353825151
491867	2134297	1.356807923
491967	2134297	1.359820694
492067	2134297	1.362863342
492167	2134297	1.365935744
502067	2134297	1.789586951
502167	2134297	1.794780721
502267	2134297	1.79998764
502367	2134297	1.80520759
502467	2134297	1.810440453
502567	2134297	1.815686112
502667	2134297	1.820944453
502767	2134297	1.82621536
502867	2134297	1.831498723
502967	2134297	1.836794428
503067	2134297	1.842102365
503167	2134297	1.847422426
503267	2134297	1.852754503
503367	2134297	1.858098488
503467	2134297	1.863454277
503567	2134297	1.868821764
503667	2134297	1.874200847
503767	2134297	1.879591423
503867	2134297	1.884993392
503967	2134297	1.890406653
504067	2134297	1.895831107
504167	2134297	1.901266657
504267	2134297	1.906713206
504367	2134297	1.912170658
504467	2134297	1.917638919
504567	2134297	1.923117894
504667	2134297	1.928607492
504767	2134297	1.93410762
504867	2134297	1.939618188
504967	2134297	1.945139107
505067	2134297	1.950670286
505167	2134297	1.95621164
505267	2134297	1.961763079
505367	2134297	1.96732452
505467	2134297	1.972895876
505567	2134297	1.978477064
505667	2134297	1.984068
505767	2134297	1.989668602
505867	2134297	1.995278788
505967	2134297	2.000898477
506067	2134297	2.006527591
506167	2134297	2.012166049
506267	2134297	2.017813773
506367	2134297	2.023470687
506467	2134297	2.029136713
506567	2134297	2.034811776
506667	2134297	2.0404958
506767	2134297	2.046188712
484467	2134397	1.217179544
484567	2134397	1.217699836
484667	2134397	1.218258528
484767	2134397	1.218855471
484867	2134397	1.219490517
484967	2134397	1.220163515
485067	2134397	1.220874314
485167	2134397	1.221622762
485267	2134397	1.22240871
485367	2134397	1.223232004
485467	2134397	1.224092494
485567	2134397	1.224990029
485667	2134397	1.22592446
485767	2134397	1.226895637
485867	2134397	1.227903411
485967	2134397	1.228947634
486067	2134397	1.230028162
486167	2134397	1.231144849
486267	2134397	1.23229755
486367	2134397	1.233486126
486467	2134397	1.234710435
486567	2134397	1.23597034
486667	2134397	1.237265703
486767	2134397	1.238596391
486867	2134397	1.239962271
486967	2134397	1.241363213
487067	2134397	1.242799089
487167	2134397	1.244269774
487267	2134397	1.245775143
487367	2134397	1.247315076
487467	2134397	1.248889454
487567	2134397	1.25049816
487667	2134397	1.25214108
487767	2134397	1.253818102
487867	2134397	1.255529116
487967	2134397	1.257274015
488067	2134397	1.259052693
488167	2134397	1.260865047
488267	2134397	1.262710976
488367	2134397	1.264590379
488467	2134397	1.266503161
488567	2134397	1.268449225
488667	2134397	1.270428477
488767	2134397	1.272440825
488867	2134397	1.274486178
488967	2134397	1.276564445
489067	2134397	1.278675539
489167	2134397	1.280819371
489267	2134397	1.282995856
489367	2134397	1.285204907
489467	2134397	1.287446438
489567	2134397	1.289720366
489667	2134397	1.292026605
489767	2134397	1.294365072
489867	2134397	1.296735681
489967	2134397	1.299138347
490067	2134397	1.301572987
490167	2134397	1.304039514
490267	2134397	1.306537842
490367	2134397	1.309067884
490467	2134397	1.311629552
490567	2134397	1.314222757
490667	2134397	1.316847408
490767	2134397	1.319503414
490867	2134397	1.322190681
490967	2134397	1.324909114
491067	2134397	1.327658615
491167	2134397	1.330439087
491267	2134397	1.333250429
491367	2134397	1.336092536
491467	2134397	1.338965304
491567	2134397	1.341868625
491667	2134397	1.344802389
491767	2134397	1.347766483
491867	2134397	1.350760792
491967	2134397	1.353785198
492067	2134397	1.35683958
492167	2134397	1.359923815
502267	2134397	1.795393078
502367	2134397	1.800626292
502467	2134397	1.805872372
502567	2134397	1.8111312
502667	2134397	1.816402662
502767	2134397	1.821686643
502867	2134397	1.826983031
502967	2134397	1.832291713
503067	2134397	1.837612579
503167	2134397	1.84294552
503267	2134397	1.848290428
503367	2134397	1.853647197
503467	2134397	1.85901572
503567	2134397	1.864395893
503667	2134397	1.869787613
503767	2134397	1.875190778
503867	2134397	1.880605287
503967	2134397	1.886031039
504067	2134397	1.891467936
504167	2134397	1.89691588
504267	2134397	1.902374774
504367	2134397	1.907844523
504467	2134397	1.913325031
504567	2134397	1.918816207
504667	2134397	1.924317956
504767	2134397	1.929830187
504867	2134397	1.935352809
504967	2134397	1.940885734
505067	2134397	1.946428872
505167	2134397	1.951982135
505267	2134397	1.957545437
505367	2134397	1.963118692
505467	2134397	1.968701815
505567	2134397	1.974294721
505667	2134397	1.979897329
505767	2134397	1.985509554
505867	2134397	1.991131317
505967	2134397	1.996762536
506067	2134397	2.002403132
506167	2134397	2.008053025
506267	2134397	2.013712138
506367	2134397	2.019380394
506467	2134397	2.025057716
506567	2134397	2.030744028
506667	2134397	2.036439255
506767	2134397	2.042143324
484567	2134497	1.211023749
484667	2134497	1.211588173
484767	2134497	1.212190991
484867	2134497	1.212832051
484967	2134497	1.213511196
485067	2134497	1.214228272
485167	2134497	1.214983123
485267	2134497	1.215775593
485367	2134497	1.216605527
485467	2134497	1.217472769
485567	2134497	1.218377165
485667	2134497	1.21931856
485767	2134497	1.220296802
485867	2134497	1.221311737
485967	2134497	1.222363216
486067	2134497	1.223451088
486167	2134497	1.224575205
486267	2134497	1.225735421
486367	2134497	1.22693159
486467	2134497	1.228163569
486567	2134497	1.229431219
486667	2134497	1.230734399
486767	2134497	1.232072973
486867	2134497	1.233446806
486967	2134497	1.234855767
487067	2134497	1.236299725
487167	2134497	1.237778552
487267	2134497	1.239292125
487367	2134497	1.24084032
487467	2134497	1.242423017
487567	2134497	1.2440401
487667	2134497	1.245691452
487767	2134497	1.247376961
487867	2134497	1.249096517
487967	2134497	1.250850012
488067	2134497	1.252637341
488167	2134497	1.2544584
488267	2134497	1.256313089
488367	2134497	1.258201308
488467	2134497	1.260122961
488567	2134497	1.262077952
488667	2134497	1.264066188
488767	2134497	1.266087578
488867	2134497	1.268142031
488967	2134497	1.27022946
489067	2134497	1.272349776
489167	2134497	1.274502894
489267	2134497	1.276688728
489367	2134497	1.278907194
489467	2134497	1.281158208
489567	2134497	1.283441687
489667	2134497	1.285757549
489767	2134497	1.288105709
489867	2134497	1.290486086
489967	2134497	1.292898597
490067	2134497	1.295343157
490167	2134497	1.297819685
490267	2134497	1.300328094
490367	2134497	1.302868301
490467	2134497	1.305440217
490567	2134497	1.308043756
490667	2134497	1.31067883
490767	2134497	1.313345347
490867	2134497	1.316043216
490967	2134497	1.318772342
491067	2134497	1.321532632
491167	2134497	1.324323986
491267	2134497	1.327146304
491367	2134497	1.329999486
491467	2134497	1.332883426
491567	2134497	1.335798017
491667	2134497	1.338743151
491767	2134497	1.341718714
491867	2134497	1.344724593
491967	2134497	1.347760669
492067	2134497	1.350826822
492167	2134497	1.353922929
502667	2134497	1.811877667
502767	2134497	1.817174736
502867	2134497	1.822484162
502967	2134497	1.827805835
503067	2134497	1.833139642
503167	2134497	1.838485475
503267	2134497	1.843843227
503367	2134497	1.849212789
503467	2134497	1.854594056
503567	2134497	1.859986925
503667	2134497	1.865391291
503767	2134497	1.870807052
503867	2134497	1.876234108
503967	2134497	1.881672358
504067	2134497	1.887121704
504167	2134497	1.892582047
504267	2134497	1.898053291
504367	2134497	1.903535341
504467	2134497	1.909028102
504567	2134497	1.91453148
504667	2134497	1.920045383
504767	2134497	1.925569719
504867	2134497	1.931104398
504967	2134497	1.936649331
505067	2134497	1.942204427
505167	2134497	1.947769601
505267	2134497	1.953344765
505367	2134497	1.958929834
505467	2134497	1.964524722
505567	2134497	1.970129346
505667	2134497	1.975743623
505767	2134497	1.98136747
505867	2134497	1.987000807
505967	2134497	1.992643552
506067	2134497	1.998295627
506167	2134497	2.003956952
506267	2134497	2.009627449
506367	2134497	2.015307042
506467	2134497	2.020995654
506567	2134497	2.02669321
506667	2134497	2.032399634
506767	2134497	2.038114854
484567	2134597	1.204354396
484667	2134597	1.204924676
484767	2134597	1.205533494
484867	2134597	1.206180691
484967	2134597	1.206866107
485067	2134597	1.207589583
485167	2134597	1.208350958
485267	2134597	1.209150073
485367	2134597	1.209986766
485467	2134597	1.210860879
485567	2134597	1.211772252
485667	2134597	1.212720728
485767	2134597	1.213706148
485867	2134597	1.214728357
485967	2134597	1.2157872
486067	2134597	1.216882524
486167	2134597	1.218014177
486267	2134597	1.219182009
486367	2134597	1.220385872
486467	2134597	1.221625621
486567	2134597	1.22290111
486667	2134597	1.224212199
486767	2134597	1.225558749
486867	2134597	1.226940623
486967	2134597	1.228357685
487067	2134597	1.229809806
487167	2134597	1.231296854
487267	2134597	1.232818705
487367	2134597	1.234375234
487467	2134597	1.23596632
487567	2134597	1.237591844
487667	2134597	1.239251691
487767	2134597	1.240945747
487867	2134597	1.242673902
487967	2134597	1.244436048
488067	2134597	1.246232079
488167	2134597	1.248061892
488267	2134597	1.249925386
488367	2134597	1.251822464
488467	2134597	1.253753028
488567	2134597	1.255716984
488667	2134597	1.25771424
488767	2134597	1.259744706
488867	2134597	1.261808292
488967	2134597	1.263904911
489067	2134597	1.266034478
489167	2134597	1.268196907
489267	2134597	1.270392115
489367	2134597	1.27262002
489467	2134597	1.274880538
489567	2134597	1.277173589
489667	2134597	1.279499092
489767	2134597	1.281856966
489867	2134597	1.284247129
489967	2134597	1.286669501
490067	2134597	1.289124001
490167	2134597	1.291610546
490267	2134597	1.294129053
490367	2134597	1.296679441
490467	2134597	1.299261623
490567	2134597	1.301875515
490667	2134597	1.304521028
490767	2134597	1.307198075
490867	2134597	1.309906566
490967	2134597	1.312646407
491067	2134597	1.315417504
491167	2134597	1.318219762
491267	2134597	1.321053082
491367	2134597	1.323917363
491467	2134597	1.326812501
491567	2134597	1.32973839
491667	2134597	1.332694923
491767	2134597	1.335681986
491867	2134597	1.338699467
491967	2134597	1.341747247
492067	2134597	1.344825208
502767	2134597	1.812679769
502867	2134597	1.818002248
502967	2134597	1.823336923
503067	2134597	1.828683684
503167	2134597	1.83404242
503267	2134597	1.839413025
503367	2134597	1.844795391
503467	2134597	1.850189412
503567	2134597	1.855594984
503667	2134597	1.861012004
503767	2134597	1.866440369
503867	2134597	1.871879978
503967	2134597	1.877330732
504067	2134597	1.882792532
504167	2134597	1.888265279
504267	2134597	1.893748878
504367	2134597	1.899243233
504467	2134597	1.904748249
504567	2134597	1.910263832
504667	2134597	1.915789891
504767	2134597	1.921326334
504867	2134597	1.92687307
504967	2134597	1.932430011
505067	2134597	1.937997066
505167	2134597	1.94357415
505267	2134597	1.949161175
505367	2134597	1.954758056
505467	2134597	1.960364708
505567	2134597	1.965981048
505667	2134597	1.971606991
505767	2134597	1.977242457
505867	2134597	1.982887364
505967	2134597	1.988541632
506067	2134597	1.994205181
506167	2134597	1.999877933
506267	2134597	2.00555981
506367	2134597	2.011250734
506467	2134597	2.016950631
506567	2134597	2.022659424
506667	2134597	2.02837704
506767	2134597	2.034103403
484567	2134697	1.197691917
484667	2134697	1.198268181
484767	2134697	1.198883127
484867	2134697	1.199536589
484967	2134697	1.200228404
485067	2134697	1.200958407
485167	2134697	1.201726432
485267	2134697	1.202532315
485367	2134697	1.203375892
485467	2134697	1.204256997
485567	2134697	1.205175469
485667	2134697	1.206131143
485767	2134697	1.207123859
485867	2134697	1.208153457
485967	2134697	1.209219777
486067	2134697	1.210322663
486167	2134697	1.21146196
486267	2134697	1.212637514
486367	2134697	1.213849174
486467	2134697	1.21509679
486567	2134697	1.216380217
486667	2134697	1.21769931
486767	2134697	1.219053927
486867	2134697	1.220443928
486967	2134697	1.221869178
487067	2134697	1.223329543
487167	2134697	1.224824892
487267	2134697	1.226355096
487367	2134697	1.227920032
487467	2134697	1.229519575
487567	2134697	1.231153607
487667	2134697	1.232822012
487767	2134697	1.234524675
487867	2134697	1.236261485
487967	2134697	1.238032335
488067	2134697	1.239837119
488167	2134697	1.241675733
488267	2134697	1.243548078
488367	2134697	1.245454056
488467	2134697	1.247393571
488567	2134697	1.249366529
488667	2134697	1.25137284
488767	2134697	1.253412413
488867	2134697	1.255485162
488967	2134697	1.257591
489067	2134697	1.259729843
489167	2134697	1.261901608
489267	2134697	1.264106213
489367	2134697	1.266343577
489467	2134697	1.268613619
489567	2134697	1.270916261
489667	2134697	1.273251423
489767	2134697	1.275619026
489867	2134697	1.278018992
489967	2134697	1.280451241
490067	2134697	1.282915694
490167	2134697	1.285412271
490267	2134697	1.287940892
490367	2134697	1.290501475
490467	2134697	1.293093939
490567	2134697	1.295718198
490667	2134697	1.298374167
490767	2134697	1.301061761
490867	2134697	1.303780889
490967	2134697	1.306531463
491067	2134697	1.309313388
491167	2134697	1.312126571
491267	2134697	1.314970913
491367	2134697	1.317846316
491467	2134697	1.320752676
491567	2134697	1.32368989
491667	2134697	1.326657849
491767	2134697	1.329656442
491867	2134697	1.332685555
491967	2134697	1.335745073
492067	2134697	1.338834875
502867	2134697	1.813537419
502967	2134697	1.818885109
503067	2134697	1.824244833
503167	2134697	1.829616484
503267	2134697	1.834999951
503367	2134697	1.840395129
503467	2134697	1.845801912
503567	2134697	1.851220196
503667	2134697	1.856649876
503767	2134697	1.862090851
503867	2134697	1.86754302
503967	2134697	1.873006283
504067	2134697	1.878480541
504167	2134697	1.883965697
504267	2134697	1.889461653
504367	2134697	1.894968316
504467	2134697	1.900485589
504567	2134697	1.90601338
504667	2134697	1.911551596
504767	2134697	1.917100146
504867	2134697	1.92265894
504967	2134697	1.928227888
505067	2134697	1.933806902
505167	2134697	1.939395895
505267	2134697	1.944994779
505367	2134697	1.950603471
505467	2134697	1.956221884
505567	2134697	1.961849935
505667	2134697	1.967487542
505767	2134697	1.973134623
505867	2134697	1.978791096
505967	2134697	1.984456881
506067	2134697	1.9901319
506167	2134697	1.995816074
506267	2134697	2.001509324
506367	2134697	2.007211575
506467	2134697	2.01292275
506567	2134697	2.018642774
506667	2134697	2.024371573
506767	2134697	2.030109073
484567	2134797	1.191036455
484667	2134797	1.191618837
484767	2134797	1.192240042
484867	2134797	1.192899902
484967	2134797	1.193598247
485067	2134797	1.194334907
485167	2134797	1.195109712
485267	2134797	1.195922493
485367	2134797	1.19677308
485467	2134797	1.197661303
485567	2134797	1.198586997
485667	2134797	1.199549992
485767	2134797	1.200550123
485867	2134797	1.201587227
485967	2134797	1.202661141
486067	2134797	1.203771702
486167	2134797	1.204918753
486267	2134797	1.206102137
486367	2134797	1.207321699
486467	2134797	1.208577286
486567	2134797	1.209868749
486667	2134797	1.211195942
486767	2134797	1.212558718
486867	2134797	1.213956938
486967	2134797	1.215390462
487067	2134797	1.216859154
487167	2134797	1.218362882
487267	2134797	1.219901517
487367	2134797	1.221474931
487467	2134797	1.223083002
487567	2134797	1.224725609
487667	2134797	1.226402634
487767	2134797	1.228113963
487867	2134797	1.229859485
487967	2134797	1.231639093
488067	2134797	1.233452679
488167	2134797	1.235300142
488267	2134797	1.237181382
488367	2134797	1.239096301
488467	2134797	1.241044805
488567	2134797	1.243026801
488667	2134797	1.245042199
488767	2134797	1.247090911
488867	2134797	1.24917285
488967	2134797	1.251287933
489067	2134797	1.253436077
489167	2134797	1.255617199
489267	2134797	1.257831221
489367	2134797	1.260078063
489467	2134797	1.262357647
489567	2134797	1.264669896
489667	2134797	1.267014732
489767	2134797	1.269392079
489867	2134797	1.27180186
489967	2134797	1.274243999
490067	2134797	1.276718418
490167	2134797	1.27922504
490267	2134797	1.281763786
490367	2134797	1.284334578
490467	2134797	1.286937334
490567	2134797	1.289571973
490667	2134797	1.292238413
490767	2134797	1.294936567
490867	2134797	1.297666349
490967	2134797	1.300427671
491067	2134797	1.303220441
491167	2134797	1.306044566
491267	2134797	1.308899951
491367	2134797	1.311786497
491467	2134797	1.314704102
491567	2134797	1.317652664
491667	2134797	1.320632075
491767	2134797	1.323642225
491867	2134797	1.326683002
491967	2134797	1.329754288
492067	2134797	1.332855965
492167	2134797	1.33598791
492667	2134797	1.352097118
502867	2134797	1.809089807
502967	2134797	1.814450522
503067	2134797	1.819823221
503167	2134797	1.825207795
503267	2134797	1.830604134
503367	2134797	1.836012133
503467	2134797	1.841431685
503567	2134797	1.846862686
503667	2134797	1.852305033
503767	2134797	1.857758624
503867	2134797	1.863223357
503967	2134797	1.868699134
504067	2134797	1.874185854
504167	2134797	1.879683421
504267	2134797	1.885191738
504367	2134797	1.89071071
504467	2134797	1.896240242
504567	2134797	1.901780241
504667	2134797	1.907330615
504767	2134797	1.912891272
504867	2134797	1.918462123
504967	2134797	1.924043078
505067	2134797	1.929634049
505167	2134797	1.935234948
505267	2134797	1.94084569
505367	2134797	1.946466188
505467	2134797	1.952096359
505567	2134797	1.957736119
505667	2134797	1.963385385
505767	2134797	1.969044076
505867	2134797	1.974712111
505967	2134797	1.980389409
506067	2134797	1.986075891
506167	2134797	1.99177148
506267	2134797	1.997476098
506367	2134797	2.003189667
506467	2134797	2.008912114
506567	2134797	2.014643361
506667	2134797	2.020383336
506767	2134797	2.026131964
484567	2134897	1.184388159
484667	2134897	1.184976795
484767	2134897	1.185604397
484867	2134897	1.18627079
484967	2134897	1.186975801
485067	2134897	1.187719253
485167	2134897	1.188500971
485267	2134897	1.189320782
485367	2134897	1.190178509
485467	2134897	1.191073981
485567	2134897	1.192007023
485667	2134897	1.192977465
485767	2134897	1.193985136
485867	2134897	1.195029867
485967	2134897	1.196111492
486067	2134897	1.197229845
486167	2134897	1.198384764
486267	2134897	1.199576088
486367	2134897	1.200803659
486467	2134897	1.202067321
486567	2134897	1.203366922
486667	2134897	1.204702312
486767	2134897	1.206073343
486867	2134897	1.207479872
486967	2134897	1.208921757
487067	2134897	1.210398861
487167	2134897	1.21191105
487267	2134897	1.213458192
487367	2134897	1.215040159
487467	2134897	1.216656827
487567	2134897	1.218308075
487667	2134897	1.219993783
487767	2134897	1.221713838
487867	2134897	1.223468129
487967	2134897	1.225256546
488067	2134897	1.227078984
488167	2134897	1.228935342
488267	2134897	1.230825519
488367	2134897	1.23274942
488467	2134897	1.23470695
488567	2134897	1.236698017
488667	2134897	1.238722534
488767	2134897	1.240780413
488867	2134897	1.24287157
488967	2134897	1.244995922
489067	2134897	1.247153387
489167	2134897	1.249343888
489267	2134897	1.251567345
489367	2134897	1.253823681
489467	2134897	1.256112822
489567	2134897	1.258434691
489667	2134897	1.260789214
489767	2134897	1.263176316
489867	2134897	1.265595924
489967	2134897	1.268047962
490067	2134897	1.270532357
490167	2134897	1.273049034
490267	2134897	1.275597915
490367	2134897	1.278178924
490467	2134897	1.280791984
490567	2134897	1.283437014
490667	2134897	1.286113934
490767	2134897	1.28882266
490867	2134897	1.291563109
490967	2134897	1.294335192
491067	2134897	1.297138822
491167	2134897	1.299973906
491267	2134897	1.302840351
491367	2134897	1.305738059
491467	2134897	1.30866693
491567	2134897	1.311626863
491667	2134897	1.31461775
491767	2134897	1.317639484
491867	2134897	1.320691951
491967	2134897	1.323775036
492067	2134897	1.326888621
492167	2134897	1.330032582
492267	2134897	1.333206793
492367	2134897	1.336411125
492467	2134897	1.339645445
492567	2134897	1.342909616
492667	2134897	1.346203498
502867	2134897	1.804659545
502967	2134897	1.810033296
503067	2134897	1.815418979
503167	2134897	1.820816484
503267	2134897	1.826225703
503367	2134897	1.83164653
503467	2134897	1.837078858
503567	2134897	1.842522583
503667	2134897	1.847977602
503767	2134897	1.853443813
503867	2134897	1.858921115
503967	2134897	1.864409408
504067	2134897	1.869908593
504167	2134897	1.875418574
504267	2134897	1.880939253
504367	2134897	1.886470535
504467	2134897	1.892012327
504567	2134897	1.897564534
504667	2134897	1.903127065
504767	2134897	1.908699829
504867	2134897	1.914282736
504967	2134897	1.919875696
505067	2134897	1.925478621
505167	2134897	1.931091424
505267	2134897	1.93671402
505367	2134897	1.942346322
505467	2134897	1.947988246
505567	2134897	1.95363971
505667	2134897	1.959300631
505767	2134897	1.964970926
505867	2134897	1.970650516
505967	2134897	1.97633932
506067	2134897	1.98203726
506167	2134897	1.987744258
506267	2134897	1.993460236
484467	2134997	1.177191436
484567	2134997	1.17774718
484667	2134997	1.178342211
484767	2134997	1.17897635
484867	2134997	1.179649418
484967	2134997	1.180361233
485067	2134997	1.181111616
485167	2134997	1.181900386
485267	2134997	1.182727362
485367	2134997	1.183592366
485467	2134997	1.184495218
485567	2134997	1.185435741
485667	2134997	1.186413758
485767	2134997	1.187429095
485867	2134997	1.188481578
485967	2134997	1.189571036
486067	2134997	1.1906973
486167	2134997	1.191860203
486267	2134997	1.19305958
486367	2134997	1.194295271
486467	2134997	1.195567115
486567	2134997	1.196874957
