x	y	car_pre_dur
504567	2130597	5.249324104
504667	2130597	5.260320025
504767	2130597	5.271354864
504867	2130597	5.282428377
504967	2130597	5.293540323
505067	2130597	5.304690463
505167	2130597	5.31587856
505267	2130597	5.327104377
505367	2130597	5.338367683
505467	2130597	5.349668244
505567	2130597	5.361005832
505667	2130597	5.37238022
505767	2130597	5.38379118
505867	2130597	5.39523849
505967	2130597	5.406721927
506067	2130597	5.418241271
486667	2130697	4.236969668
486767	2130697	4.234950581
487767	2130697	4.220382367
487867	2130697	4.219489831
487967	2130697	4.21870005
488067	2130697	4.218013011
488167	2130697	4.217428685
488267	2130697	4.216947027
488367	2130697	4.216567977
488467	2130697	4.216291458
488567	2130697	4.21611738
488667	2130697	4.216045634
488767	2130697	4.216076099
488867	2130697	4.216208638
488967	2130697	4.216443098
489067	2130697	4.216779312
489167	2130697	4.2172171
489267	2130697	4.217756267
489367	2130697	4.218396602
489467	2130697	4.219137884
489567	2130697	4.219979875
489667	2130697	4.220922327
489767	2130697	4.221964976
489867	2130697	4.223107548
489967	2130697	4.224349755
490067	2130697	4.225691297
490167	2130697	4.227131865
490267	2130697	4.228671134
490367	2130697	4.230308772
490467	2130697	4.232044434
490567	2130697	4.233877765
490667	2130697	4.2358084
490767	2130697	4.237835964
490867	2130697	4.239960072
490967	2130697	4.242180332
491067	2130697	4.24449634
491167	2130697	4.246907685
491267	2130697	4.24941395
491367	2130697	4.252014706
491467	2130697	4.254709519
491567	2130697	4.257497948
491667	2130697	4.260379544
491767	2130697	4.263353851
491867	2130697	4.26642041
491967	2130697	4.269578751
492067	2130697	4.272828403
492167	2130697	4.276168887
492267	2130697	4.27959972
492367	2130697	4.283120415
492467	2130697	4.286730478
492567	2130697	4.290429413
492667	2130697	4.294216721
492767	2130697	4.298091897
492867	2130697	4.302054435
492967	2130697	4.306103823
493067	2130697	4.31023955
493167	2130697	4.3144611
493267	2130697	4.318767955
493367	2130697	4.323159596
493467	2130697	4.327635501
493567	2130697	4.332195148
493667	2130697	4.336838012
493767	2130697	4.341563567
493867	2130697	4.346371289
493967	2130697	4.351260649
494067	2130697	4.356231121
494167	2130697	4.361282177
494267	2130697	4.36641329
494367	2130697	4.371623932
494467	2130697	4.376913576
494567	2130697	4.382281694
494667	2130697	4.387727762
494767	2130697	4.393251253
494867	2130697	4.398851643
494967	2130697	4.404528409
495067	2130697	4.410281029
495167	2130697	4.416108982
495267	2130697	4.422011749
495367	2130697	4.427988812
495467	2130697	4.434039655
495567	2130697	4.440163765
495667	2130697	4.446360629
495767	2130697	4.452629738
495867	2130697	4.458970583
495967	2130697	4.46538266
496067	2130697	4.471865464
496167	2130697	4.478418496
496267	2130697	4.485041258
496367	2130697	4.491733253
496467	2130697	4.498493989
496567	2130697	4.505322976
496667	2130697	4.512219726
496767	2130697	4.519183756
496867	2130697	4.526214584
496967	2130697	4.533311731
497067	2130697	4.540474723
497167	2130697	4.547703086
497267	2130697	4.554996351
497367	2130697	4.562354053
497467	2130697	4.569775729
497567	2130697	4.57726092
497667	2130697	4.584809168
497767	2130697	4.592420021
497867	2130697	4.60009303
497967	2130697	4.607827748
498067	2130697	4.615623733
498167	2130697	4.623480544
498267	2130697	4.631397745
498367	2130697	4.639374905
498467	2130697	4.647411594
498567	2130697	4.655507385
498667	2130697	4.663661856
498767	2130697	4.67187459
498867	2130697	4.680145169
498967	2130697	4.688473182
499067	2130697	4.69685822
499167	2130697	4.705299878
499267	2130697	4.713797755
499367	2130697	4.722351451
499467	2130697	4.730960573
499567	2130697	4.739624728
499667	2130697	4.748343528
499767	2130697	4.757116589
499867	2130697	4.765943529
499967	2130697	4.77482397
500067	2130697	4.783757538
500167	2130697	4.792743861
500267	2130697	4.801782572
500367	2130697	4.810873304
500467	2130697	4.820015697
500567	2130697	4.829209393
500667	2130697	4.838454037
500767	2130697	4.847749276
500867	2130697	4.857094762
500967	2130697	4.86649015
501067	2130697	4.875935097
501167	2130697	4.885429264
501267	2130697	4.894972314
501367	2130697	4.904563915
501467	2130697	4.914203737
501567	2130697	4.923891452
501667	2130697	4.933626737
501767	2130697	4.943409269
501867	2130697	4.953238732
501967	2130697	4.963114809
502067	2130697	4.973037188
502167	2130697	4.983005559
502267	2130697	4.993019617
502367	2130697	5.003079055
502467	2130697	5.013183574
502567	2130697	5.023332875
502667	2130697	5.033526662
502767	2130697	5.043764641
502867	2130697	5.054046523
502967	2130697	5.064372019
503067	2130697	5.074740844
503167	2130697	5.085152715
503267	2130697	5.095607351
503367	2130697	5.106104476
503467	2130697	5.116643814
503567	2130697	5.127225092
503667	2130697	5.137848039
503767	2130697	5.148512388
503867	2130697	5.159217872
503967	2130697	5.169964229
504067	2130697	5.180751198
504167	2130697	5.191578519
504267	2130697	5.202445937
504367	2130697	5.213353196
504467	2130697	5.224300045
504567	2130697	5.235286235
504667	2130697	5.246311516
504767	2130697	5.257375644
504867	2130697	5.268478376
504967	2130697	5.279619468
505067	2130697	5.290798683
505167	2130697	5.302015783
505267	2130697	5.313270532
505367	2130697	5.324562697
505467	2130697	5.335892047
505567	2130697	5.347258351
505667	2130697	5.358661383
505767	2130697	5.370100916
505867	2130697	5.381576727
505967	2130697	5.393088593
506067	2130697	5.404636294
506167	2130697	5.416219612
486567	2130797	4.220862631
486667	2130797	4.218731652
487567	2130797	4.204176193
487667	2130797	4.203074785
487767	2130797	4.202076802
487867	2130797	4.201182261
487967	2130797	4.200391165
488067	2130797	4.1997035
488167	2130797	4.199119235
488267	2130797	4.198638323
488367	2130797	4.198260702
488467	2130797	4.197986292
488567	2130797	4.197814999
488667	2130797	4.197746712
488767	2130797	4.197781305
488867	2130797	4.197918636
488967	2130797	4.198158549
489067	2130797	4.198500873
489167	2130797	4.19894542
489267	2130797	4.19949199
489367	2130797	4.200140369
489467	2130797	4.200890326
489567	2130797	4.20174162
489667	2130797	4.202693994
489767	2130797	4.203747178
489867	2130797	4.204900891
489967	2130797	4.206154838
490067	2130797	4.207508711
490167	2130797	4.208962192
490267	2130797	4.210514951
490367	2130797	4.212166645
490467	2130797	4.213916921
490567	2130797	4.215765417
490667	2130797	4.217711758
490767	2130797	4.21975556
490867	2130797	4.221896432
490967	2130797	4.224133969
491067	2130797	4.226467761
491167	2130797	4.228897387
491267	2130797	4.231422419
491367	2130797	4.234042421
491467	2130797	4.236756948
491567	2130797	4.239565551
491667	2130797	4.24246777
491767	2130797	4.245463141
491867	2130797	4.248551194
491967	2130797	4.251731451
492067	2130797	4.25500343
492167	2130797	4.258366644
492267	2130797	4.2618206
492367	2130797	4.2653648
492467	2130797	4.268998743
492567	2130797	4.272721923
492667	2130797	4.276533831
492767	2130797	4.280433952
492867	2130797	4.284421772
492967	2130797	4.28849677
493067	2130797	4.292658425
493167	2130797	4.296906213
493267	2130797	4.301239606
493367	2130797	4.305658077
493467	2130797	4.310161095
493567	2130797	4.314748129
493667	2130797	4.319418646
493767	2130797	4.324172112
493867	2130797	4.329007992
493967	2130797	4.333925753
494067	2130797	4.338924858
494167	2130797	4.344004771
494267	2130797	4.349164958
494367	2130797	4.354404883
494467	2130797	4.359724011
494567	2130797	4.365121807
494667	2130797	4.370597739
494767	2130797	4.376151274
494867	2130797	4.38178188
494967	2130797	4.387489026
495067	2130797	4.393272184
495167	2130797	4.399130827
495267	2130797	4.405064427
495367	2130797	4.411072463
495467	2130797	4.41715441
495567	2130797	4.423309749
495667	2130797	4.429537961
495767	2130797	4.435838531
495867	2130797	4.442210946
495967	2130797	4.448654693
496067	2130797	4.455169264
496167	2130797	4.461754153
496267	2130797	4.468408856
496367	2130797	4.475132873
496467	2130797	4.481925706
496567	2130797	4.48878686
496667	2130797	4.495715841
496767	2130797	4.502712162
496867	2130797	4.509775337
496967	2130797	4.516904881
497067	2130797	4.524100317
497167	2130797	4.531361165
497267	2130797	4.538686955
497367	2130797	4.546077215
497467	2130797	4.553531479
497567	2130797	4.561049282
497667	2130797	4.568630167
497767	2130797	4.576273675
497867	2130797	4.583979353
497967	2130797	4.591746752
498067	2130797	4.599575426
498167	2130797	4.607464931
498267	2130797	4.615414829
498367	2130797	4.623424684
498467	2130797	4.631494063
498567	2130797	4.639622539
498667	2130797	4.647809684
498767	2130797	4.656055079
498867	2130797	4.664358304
498967	2130797	4.672718946
499067	2130797	4.681136593
499167	2130797	4.689610837
499267	2130797	4.698141275
499367	2130797	4.706727505
499467	2130797	4.715369132
499567	2130797	4.724065761
499667	2130797	4.732817002
499767	2130797	4.741622468
499867	2130797	4.750481777
499967	2130797	4.759394548
500067	2130797	4.768360405
500167	2130797	4.777378976
500267	2130797	4.786449889
500367	2130797	4.79557278
500467	2130797	4.804747285
500567	2130797	4.813973045
500667	2130797	4.823249702
500767	2130797	4.832576904
500867	2130797	4.841954302
500967	2130797	4.851381548
501067	2130797	4.860858298
501167	2130797	4.870384213
501267	2130797	4.879958955
501367	2130797	4.88958219
501467	2130797	4.899253588
501567	2130797	4.908972819
501667	2130797	4.918739559
501767	2130797	4.928553486
501867	2130797	4.938414281
501967	2130797	4.948321628
502067	2130797	4.958275214
502167	2130797	4.968274727
502267	2130797	4.978319862
502367	2130797	4.988410313
502467	2130797	4.998545779
502567	2130797	5.008725959
502667	2130797	5.018950558
502767	2130797	5.029219283
502867	2130797	5.039531842
502967	2130797	5.049887946
503067	2130797	5.060287311
503167	2130797	5.070729652
503267	2130797	5.08121469
503367	2130797	5.091742146
503467	2130797	5.102311744
503567	2130797	5.112923212
503667	2130797	5.123576278
503767	2130797	5.134270675
503867	2130797	5.145006137
503967	2130797	5.155782399
504067	2130797	5.166599202
504167	2130797	5.177456285
504267	2130797	5.188353392
504367	2130797	5.199290269
504467	2130797	5.210266664
504567	2130797	5.221282326
504667	2130797	5.232337008
504767	2130797	5.243430464
504867	2130797	5.254562451
504967	2130797	5.265732726
505067	2130797	5.276941051
505167	2130797	5.288187187
505267	2130797	5.299470901
505367	2130797	5.310791957
505467	2130797	5.322150125
505567	2130797	5.333545175
505667	2130797	5.344976879
505767	2130797	5.356445012
505867	2130797	5.36794935
505967	2130797	5.379489671
506067	2130797	5.391065754
506167	2130797	5.402677382
506267	2130797	5.414324336
506367	2130797	5.426006404
486467	2130897	4.204883553
486567	2130897	4.202639409
486667	2130897	4.200498074
487467	2130897	4.187089452
487567	2130897	4.185880556
487667	2130897	4.18477575
487767	2130897	4.18377507
487867	2130897	4.182878535
487967	2130897	4.182086145
488067	2130897	4.181397885
488167	2130897	4.180813722
488267	2130897	4.180333609
488367	2130897	4.179957479
488467	2130897	4.179685251
488567	2130897	4.179516826
488667	2130897	4.17945209
488767	2130897	4.179490914
488867	2130897	4.17963315
488967	2130897	4.179878638
489067	2130897	4.180227201
489167	2130897	4.180678648
489267	2130897	4.181232771
489367	2130897	4.18188935
489467	2130897	4.18264815
489567	2130897	4.18350892
489667	2130897	4.184471399
489767	2130897	4.185535309
489867	2130897	4.186700361
489967	2130897	4.187966252
490067	2130897	4.189332668
490167	2130897	4.190799282
490267	2130897	4.192365755
490367	2130897	4.194031736
490467	2130897	4.195796865
490567	2130897	4.197660769
490667	2130897	4.199623065
490767	2130897	4.201683361
490867	2130897	4.203841255
490967	2130897	4.206096334
491067	2130897	4.208448178
491167	2130897	4.210896357
491267	2130897	4.213440433
491367	2130897	4.216079961
491467	2130897	4.218814486
491567	2130897	4.221643549
491667	2130897	4.224566682
491767	2130897	4.227583409
491867	2130897	4.230693251
491967	2130897	4.233895722
492067	2130897	4.237190328
492167	2130897	4.240576572
492267	2130897	4.244053953
492367	2130897	4.247621963
492467	2130897	4.251280091
492567	2130897	4.255027822
492667	2130897	4.258864635
492767	2130897	4.262790009
492867	2130897	4.266803419
492967	2130897	4.270904334
493067	2130897	4.275092225
493167	2130897	4.279366558
493267	2130897	4.283726796
493367	2130897	4.288172404
493467	2130897	4.29270284
493567	2130897	4.297317566
493667	2130897	4.30201604
493767	2130897	4.306797719
493867	2130897	4.31166206
493967	2130897	4.316608521
494067	2130897	4.321636557
494167	2130897	4.326745625
494267	2130897	4.33193518
494367	2130897	4.337204681
494467	2130897	4.342553584
494567	2130897	4.347981348
494667	2130897	4.353487431
494767	2130897	4.359071294
494867	2130897	4.364732397
494967	2130897	4.370470204
495067	2130897	4.376284177
495167	2130897	4.382173784
495267	2130897	4.388138491
495367	2130897	4.394177767
495467	2130897	4.400291085
495567	2130897	4.406477916
495667	2130897	4.412737738
495767	2130897	4.419070027
495867	2130897	4.425474265
495967	2130897	4.431949935
496067	2130897	4.438496521
496167	2130897	4.445113513
496267	2130897	4.451800401
496367	2130897	4.45855668
496467	2130897	4.465381845
496567	2130897	4.472275398
496667	2130897	4.479236841
496767	2130897	4.48626568
496867	2130897	4.493361424
496967	2130897	4.500523586
497067	2130897	4.507751682
497167	2130897	4.515045231
497267	2130897	4.522403755
497367	2130897	4.529826779
497467	2130897	4.537313835
497567	2130897	4.544864453
497667	2130897	4.55247817
497767	2130897	4.560154527
497867	2130897	4.567893066
497967	2130897	4.575693334
498067	2130897	4.583554882
498167	2130897	4.591477264
498267	2130897	4.599460036
498367	2130897	4.607502761
498467	2130897	4.615605003
498567	2130897	4.623766331
498667	2130897	4.631986317
498767	2130897	4.640264536
498867	2130897	4.648600567
498967	2130897	4.656993994
499067	2130897	4.665444403
499167	2130897	4.673951384
499267	2130897	4.682514531
499367	2130897	4.691133441
499467	2130897	4.699807715
499567	2130897	4.708536957
499667	2130897	4.717320775
499767	2130897	4.726158781
499867	2130897	4.735050589
499967	2130897	4.743995819
500067	2130897	4.752994091
500167	2130897	4.762045031
500267	2130897	4.771148269
500367	2130897	4.780303436
500467	2130897	4.789510168
500567	2130897	4.798768104
500667	2130897	4.808076886
500767	2130897	4.817436159
500867	2130897	4.826845573
500967	2130897	4.83630478
501067	2130897	4.845813434
501167	2130897	4.855371196
501267	2130897	4.864977726
501367	2130897	4.874632689
501467	2130897	4.884335753
501567	2130897	4.89408659
501667	2130897	4.903884873
501767	2130897	4.91373028
501867	2130897	4.923622491
501967	2130897	4.933561189
502067	2130897	4.94354606
502167	2130897	4.953576793
502267	2130897	4.963653081
502367	2130897	4.973774617
502467	2130897	4.9839411
502567	2130897	4.99415223
502667	2130897	5.00440771
502767	2130897	5.014707246
502867	2130897	5.025050546
502967	2130897	5.035437321
503067	2130897	5.045867287
503167	2130897	5.056340158
503267	2130897	5.066855654
503367	2130897	5.077413497
503467	2130897	5.08801341
503567	2130897	5.098655121
503667	2130897	5.109338359
503767	2130897	5.120062854
503867	2130897	5.130828341
503967	2130897	5.141634556
504067	2130897	5.152481238
504167	2130897	5.163368127
504267	2130897	5.174294967
504367	2130897	5.185261504
504467	2130897	5.196267484
504567	2130897	5.207312659
504667	2130897	5.218396779
504767	2130897	5.229519599
504867	2130897	5.240680877
504967	2130897	5.251880369
505067	2130897	5.263117836
505167	2130897	5.274393042
505267	2130897	5.28570575
505367	2130897	5.297055727
505467	2130897	5.308442743
505567	2130897	5.319866566
505667	2130897	5.33132697
505767	2130897	5.342823729
505867	2130897	5.354356619
505967	2130897	5.365925418
506067	2130897	5.377529906
506167	2130897	5.389169865
506267	2130897	5.400845078
506367	2130897	5.41255533
506467	2130897	5.424300408
486367	2130997	4.189034696
486467	2130997	4.186676108
487367	2130997	4.170119599
487467	2130997	4.168801828
487567	2130997	4.167588808
487667	2130997	4.166480592
487767	2130997	4.165477216
487867	2130997	4.164578696
487967	2130997	4.163785034
488067	2130997	4.163096212
488167	2130997	4.162512196
488267	2130997	4.162032936
488367	2130997	4.161658362
488467	2130997	4.161388391
488567	2130997	4.16122292
488667	2130997	4.161161831
488767	2130997	4.161204991
488867	2130997	4.161352248
488967	2130997	4.161603436
489067	2130997	4.161958374
489167	2130997	4.162416864
489267	2130997	4.162978694
489367	2130997	4.163643636
489467	2130997	4.164411448
489567	2130997	4.165281875
489667	2130997	4.166254645
489767	2130997	4.167329476
489867	2130997	4.168506069
489967	2130997	4.169784116
490067	2130997	4.171163292
490167	2130997	4.172643263
490267	2130997	4.174223681
490367	2130997	4.175904187
490467	2130997	4.177684411
490567	2130997	4.179563973
490667	2130997	4.181542479
490767	2130997	4.183619528
490867	2130997	4.185794709
490967	2130997	4.1880676
491067	2130997	4.19043777
491167	2130997	4.19290478
491267	2130997	4.195468183
491367	2130997	4.198127523
491467	2130997	4.200882336
491567	2130997	4.203732152
491667	2130997	4.206676494
491767	2130997	4.209714876
491867	2130997	4.212846808
491967	2130997	4.216071794
492067	2130997	4.219389332
492167	2130997	4.222798914
492267	2130997	4.226300028
492367	2130997	4.229892157
492467	2130997	4.23357478
492567	2130997	4.237347371
492667	2130997	4.241209403
492767	2130997	4.245160342
492867	2130997	4.249199653
492967	2130997	4.253326799
493067	2130997	4.257541237
493167	2130997	4.261842427
493267	2130997	4.266229822
493367	2130997	4.270702876
493467	2130997	4.275261042
493567	2130997	4.279903769
493667	2130997	4.284630507
493767	2130997	4.289440706
493867	2130997	4.294333813
493967	2130997	4.299309277
494067	2130997	4.304366546
494167	2130997	4.309505068
494267	2130997	4.314724291
494367	2130997	4.320023664
494467	2130997	4.325402637
494567	2130997	4.33086066
494667	2130997	4.336397184
494767	2130997	4.342011662
494867	2130997	4.347703547
494967	2130997	4.353472296
495067	2130997	4.359317365
495167	2130997	4.365238212
495267	2130997	4.371234299
495367	2130997	4.377305088
495467	2130997	4.383450044
495567	2130997	4.389668633
495667	2130997	4.395960326
495767	2130997	4.402324595
495867	2130997	4.408760913
495967	2130997	4.415268758
496067	2130997	4.421847609
496167	2130997	4.42849695
496267	2130997	4.435216267
496367	2130997	4.442005047
496467	2130997	4.448862782
496567	2130997	4.455788968
496667	2130997	4.462783103
496767	2130997	4.469844686
496867	2130997	4.476973225
496967	2130997	4.484168225
497067	2130997	4.491429199
497167	2130997	4.498755661
497267	2130997	4.50614713
497367	2130997	4.513603127
497467	2130997	4.521123178
497567	2130997	4.528706811
497667	2130997	4.536353559
497767	2130997	4.544062958
497867	2130997	4.551834549
497967	2130997	4.559667873
498067	2130997	4.56756248
498167	2130997	4.575517918
498267	2130997	4.583533743
498367	2130997	4.591609513
498467	2130997	4.599744789
498567	2130997	4.607939138
498667	2130997	4.616192128
498767	2130997	4.624503334
498867	2130997	4.63287233
498967	2130997	4.641298698
499067	2130997	4.649782022
499167	2130997	4.65832189
499267	2130997	4.666917893
499367	2130997	4.675569626
499467	2130997	4.684276688
499567	2130997	4.693038681
499667	2130997	4.701855212
499767	2130997	4.710725889
499867	2130997	4.719650327
499967	2130997	4.728628142
500067	2130997	4.737658953
500167	2130997	4.746742386
500267	2130997	4.755878066
500367	2130997	4.765065626
500467	2130997	4.774304698
500567	2130997	4.783594921
500667	2130997	4.792935936
500767	2130997	4.802327387
500867	2130997	4.811768921
500967	2130997	4.82126019
501067	2130997	4.830800848
501167	2130997	4.840390553
501267	2130997	4.850028965
501367	2130997	4.859715748
501467	2130997	4.869450569
501567	2130997	4.879233099
501667	2130997	4.889063011
501767	2130997	4.898939981
501867	2130997	4.908863689
501967	2130997	4.918833818
502067	2130997	4.928850052
502167	2130997	4.93891208
502267	2130997	4.949019594
502367	2130997	4.959172288
502467	2130997	4.969369858
502567	2130997	4.979612005
502667	2130997	4.989898431
502767	2130997	5.000228842
502867	2130997	5.010602946
502967	2130997	5.021020454
503067	2130997	5.031481079
503167	2130997	5.041984537
503267	2130997	5.052530548
503367	2130997	5.063118832
503467	2130997	5.073749114
503567	2130997	5.084421119
503667	2130997	5.095134577
503767	2130997	5.105889218
503867	2130997	5.116684777
503967	2130997	5.12752099
504067	2130997	5.138397596
504167	2130997	5.149314334
504267	2130997	5.160270948
504367	2130997	5.171267184
504467	2130997	5.182302789
504567	2130997	5.193377513
504667	2130997	5.204491108
504767	2130997	5.215643328
504867	2130997	5.226833929
504967	2130997	5.23806267
505067	2130997	5.249329312
505167	2130997	5.260633617
505267	2130997	5.27197535
505367	2130997	5.283354277
505467	2130997	5.294770166
505567	2130997	5.306222789
505667	2130997	5.317711918
505767	2130997	5.329237327
505867	2130997	5.340798792
505967	2130997	5.352396092
506067	2130997	5.364029006
506167	2130997	5.375697317
506267	2130997	5.387400807
506367	2130997	5.399139262
506467	2130997	5.410912469
506567	2130997	5.422720217
506667	2130997	5.434562297
506767	2130997	5.446438499
486267	2131097	4.173318362
487167	2131097	4.154802209
487267	2131097	4.153268846
487367	2131097	4.151840799
487467	2131097	4.150518158
487567	2131097	4.149300993
487667	2131097	4.148189356
487767	2131097	4.147183284
487867	2131097	4.146282792
487967	2131097	4.145487881
488067	2131097	4.144798531
488167	2131097	4.144214707
488267	2131097	4.143736356
488367	2131097	4.143363406
488467	2131097	4.143095769
488567	2131097	4.142933341
488667	2131097	4.142875998
488767	2131097	4.142923603
488867	2131097	4.143076001
488967	2131097	4.143333019
489067	2131097	4.14369447
489167	2131097	4.144160152
489267	2131097	4.144729845
489367	2131097	4.145403317
489467	2131097	4.146180317
489567	2131097	4.147060584
489667	2131097	4.148043838
489767	2131097	4.14912979
489867	2131097	4.150318134
489967	2131097	4.151608551
490067	2131097	4.15300071
490167	2131097	4.154494267
490267	2131097	4.156088867
490367	2131097	4.157784141
490467	2131097	4.15957971
490567	2131097	4.161475184
490667	2131097	4.163470161
490767	2131097	4.16556423
490867	2131097	4.167756969
490967	2131097	4.170047947
491067	2131097	4.172436723
491167	2131097	4.17492285
491267	2131097	4.177505867
491367	2131097	4.180185311
491467	2131097	4.182960707
491567	2131097	4.185831575
491667	2131097	4.188797427
491767	2131097	4.191857767
491867	2131097	4.195012096
491967	2131097	4.198259906
492067	2131097	4.201600686
492167	2131097	4.205033917
492267	2131097	4.208559077
492367	2131097	4.21217564
492467	2131097	4.215883073
492567	2131097	4.219680842
492667	2131097	4.223568409
492767	2131097	4.227545229
492867	2131097	4.23161076
492967	2131097	4.235764452
493067	2131097	4.240005756
493167	2131097	4.244334119
493267	2131097	4.248748987
493367	2131097	4.253249803
493467	2131097	4.257836011
493567	2131097	4.262507052
493667	2131097	4.267262367
493767	2131097	4.272101396
493867	2131097	4.277023578
493967	2131097	4.282028353
494067	2131097	4.28711516
494167	2131097	4.29228344
494267	2131097	4.297532632
494367	2131097	4.302862177
494467	2131097	4.308271516
494567	2131097	4.313760093
494667	2131097	4.31932735
494767	2131097	4.324972733
494867	2131097	4.330695688
494967	2131097	4.336495663
495067	2131097	4.342372109
495167	2131097	4.348324476
495267	2131097	4.354352219
495367	2131097	4.360454794
495467	2131097	4.366631658
495567	2131097	4.372882273
495667	2131097	4.379206101
495767	2131097	4.385602609
495867	2131097	4.392071265
495967	2131097	4.39861154
496067	2131097	4.405222908
496167	2131097	4.411904846
496267	2131097	4.418656835
496367	2131097	4.425478358
496467	2131097	4.432368901
496567	2131097	4.439327955
496667	2131097	4.446355011
496767	2131097	4.453449568
496867	2131097	4.460611124
496967	2131097	4.467839184
497067	2131097	4.475133253
497167	2131097	4.482492843
497267	2131097	4.489917467
497367	2131097	4.497406643
497467	2131097	4.504959893
497567	2131097	4.512576742
497667	2131097	4.520256718
497767	2131097	4.527999354
497867	2131097	4.535804186
497967	2131097	4.543670754
498067	2131097	4.551598602
498167	2131097	4.559587277
498267	2131097	4.567636332
498367	2131097	4.57574532
498467	2131097	4.583913801
498567	2131097	4.592141338
498667	2131097	4.600427498
498767	2131097	4.60877185
498867	2131097	4.61717397
498967	2131097	4.625633434
499067	2131097	4.634149825
499167	2131097	4.642722728
499267	2131097	4.651351732
499367	2131097	4.660036431
499467	2131097	4.668776421
499567	2131097	4.677571303
499667	2131097	4.68642068
499767	2131097	4.69532416
499867	2131097	4.704281355
499967	2131097	4.713291881
500067	2131097	4.722355354
500167	2131097	4.731471399
500267	2131097	4.740639639
500367	2131097	4.749859706
500467	2131097	4.759131231
500567	2131097	4.768453852
500667	2131097	4.777827206
500767	2131097	4.787250939
500867	2131097	4.796724696
500967	2131097	4.806248127
501067	2131097	4.815820886
501167	2131097	4.825442629
501267	2131097	4.835113015
501367	2131097	4.844831709
501467	2131097	4.854598376
501567	2131097	4.864412685
501667	2131097	4.874274309
501767	2131097	4.884182925
501867	2131097	4.894138209
501967	2131097	4.904139846
502067	2131097	4.914187519
502167	2131097	4.924280915
502267	2131097	4.934419727
502367	2131097	4.944603648
502467	2131097	4.954832373
502567	2131097	4.965105603
502667	2131097	4.97542304
502767	2131097	4.985784389
502867	2131097	4.996189358
502967	2131097	5.006637656
503067	2131097	5.017128998
503167	2131097	5.0276631
503267	2131097	5.038239679
503367	2131097	5.048858456
503467	2131097	5.059519157
503567	2131097	5.070221505
503667	2131097	5.080965231
503767	2131097	5.091750066
503867	2131097	5.102575742
503967	2131097	5.113441997
504067	2131097	5.124348568
504167	2131097	5.135295195
504267	2131097	5.146281623
504367	2131097	5.157307596
504467	2131097	5.168372863
504567	2131097	5.179477172
504667	2131097	5.190620275
504767	2131097	5.201801928
504867	2131097	5.213021886
504967	2131097	5.224279908
505067	2131097	5.235575754
505167	2131097	5.246909187
505267	2131097	5.258279971
505367	2131097	5.269687874
505467	2131097	5.281132663
505567	2131097	5.29261411
505667	2131097	5.304131987
505767	2131097	5.315686069
505867	2131097	5.327276131
505967	2131097	5.338901952
506067	2131097	5.350563312
506167	2131097	5.362259993
506267	2131097	5.373991779
506367	2131097	5.385758454
506467	2131097	5.397559807
506567	2131097	5.409395626
506667	2131097	5.421265701
506767	2131097	5.433169825
486067	2131197	4.160432095
486167	2131197	4.157736894
487067	2131197	4.138185132
487167	2131197	4.136539452
487267	2131197	4.134999716
487367	2131197	4.133566031
487467	2131197	4.132238486
487567	2131197	4.131017154
487667	2131197	4.129902087
487767	2131197	4.12889332
487867	2131197	4.127990869
487967	2131197	4.127194733
488067	2131197	4.126504892
488167	2131197	4.125921307
488267	2131197	4.125443924
488367	2131197	4.125072667
488467	2131197	4.124807446
488567	2131197	4.124648151
488667	2131197	4.124594657
488767	2131197	4.12464682
488867	2131197	4.124804481
488967	2131197	4.125067462
489067	2131197	4.12543557
489167	2131197	4.125908596
489267	2131197	4.126486315
489367	2131197	4.127168487
489467	2131197	4.127954856
489567	2131197	4.128845152
489667	2131197	4.129839088
489767	2131197	4.130936367
489867	2131197	4.132136673
489967	2131197	4.133439682
490067	2131197	4.134845053
490167	2131197	4.136352433
490267	2131197	4.137961457
490367	2131197	4.139671747
490467	2131197	4.141482917
490567	2131197	4.143394564
490667	2131197	4.145406278
490767	2131197	4.147517638
490867	2131197	4.149728212
490967	2131197	4.152037559
491067	2131197	4.154445229
491167	2131197	4.156950761
491267	2131197	4.159553688
491367	2131197	4.162253534
491467	2131197	4.165049815
491567	2131197	4.167942038
491667	2131197	4.170929707
491767	2131197	4.174012316
491867	2131197	4.177189353
491967	2131197	4.180460302
492067	2131197	4.18382464
492167	2131197	4.187281838
492267	2131197	4.190831363
492367	2131197	4.194472679
492467	2131197	4.198205244
492567	2131197	4.202028513
492667	2131197	4.205941935
492767	2131197	4.20994496
492867	2131197	4.214037032
492967	2131197	4.218217593
493067	2131197	4.222486084
493167	2131197	4.226841941
493267	2131197	4.231284602
493367	2131197	4.2358135
493467	2131197	4.240428069
493567	2131197	4.245127741
493667	2131197	4.249911948
493767	2131197	4.254780121
493867	2131197	4.259731691
493967	2131197	4.264766087
494067	2131197	4.269882742
494167	2131197	4.275081087
494267	2131197	4.280360552
494367	2131197	4.285720571
494467	2131197	4.291160577
494567	2131197	4.296680005
494667	2131197	4.302278291
494767	2131197	4.307954871
494867	2131197	4.313709186
494967	2131197	4.319540675
495067	2131197	4.325448781
495167	2131197	4.331432949
495267	2131197	4.337492626
495367	2131197	4.343627262
495467	2131197	4.349836307
495567	2131197	4.356119215
495667	2131197	4.362475445
495767	2131197	4.368904454
495867	2131197	4.375405706
495967	2131197	4.381978666
496067	2131197	4.388622803
