x	y	error_car_pre_inf
488767	2129997	0.838137393
488867	2129997	0.837275545
488967	2129997	0.836412483
489067	2129997	0.835548466
489167	2129997	0.834683751
489267	2129997	0.833818598
489367	2129997	0.832953265
489467	2129997	0.832088012
489567	2129997	0.831223099
489667	2129997	0.830358784
489767	2129997	0.829495326
489867	2129997	0.828632985
489967	2129997	0.827772018
490067	2129997	0.826912682
490167	2129997	0.826055232
490267	2129997	0.825199924
490367	2129997	0.824347012
490467	2129997	0.823496746
490567	2129997	0.822649378
490667	2129997	0.821805156
490767	2129997	0.820964327
490867	2129997	0.820127134
490967	2129997	0.81929382
491067	2129997	0.818464625
491167	2129997	0.817639786
491267	2129997	0.816819538
491367	2129997	0.816004113
491467	2129997	0.815193741
491567	2129997	0.814388647
491667	2129997	0.813589054
491767	2129997	0.812795184
491867	2129997	0.812007251
491967	2129997	0.811225471
492067	2129997	0.810450053
492167	2129997	0.809681204
492267	2129997	0.808919126
492367	2129997	0.80816402
492467	2129997	0.80741608
492567	2129997	0.8066755
492667	2129997	0.805942467
492767	2129997	0.805217166
492867	2129997	0.804499777
492967	2129997	0.803790478
493067	2129997	0.80308944
493167	2129997	0.802396833
493267	2129997	0.801712822
493367	2129997	0.801037567
493467	2129997	0.800371225
493567	2129997	0.799713949
493667	2129997	0.799065888
493767	2129997	0.798427186
493867	2129997	0.797797985
493967	2129997	0.797178421
494067	2129997	0.796568626
494167	2129997	0.79596873
494267	2129997	0.795378858
494367	2129997	0.794799129
494467	2129997	0.794229662
494567	2129997	0.793670569
494667	2129997	0.79312196
494767	2129997	0.792583939
494867	2129997	0.792056609
494967	2129997	0.791540067
495067	2129997	0.791034408
495167	2129997	0.790539721
495267	2129997	0.790056094
495367	2129997	0.78958361
495467	2129997	0.789122348
495567	2129997	0.788672386
495667	2129997	0.788233796
495767	2129997	0.787806646
495867	2129997	0.787391005
495967	2129997	0.786986934
496067	2129997	0.786594493
496167	2129997	0.786213739
496267	2129997	0.785844725
496367	2129997	0.785487502
496467	2129997	0.785142117
496567	2129997	0.784808616
496667	2129997	0.784487039
496767	2129997	0.784177427
496867	2129997	0.783879814
496967	2129997	0.783594236
497067	2129997	0.783320722
497167	2129997	0.783059303
497267	2129997	0.782810003
497367	2129997	0.782572847
497467	2129997	0.782347855
497567	2129997	0.782135048
497667	2129997	0.781934442
497767	2129997	0.781746051
497867	2129997	0.781569889
497967	2129997	0.781405967
498067	2129997	0.781254291
498167	2129997	0.781114871
498267	2129997	0.78098771
498367	2129997	0.780872811
498467	2129997	0.780770176
498567	2129997	0.780679805
498667	2129997	0.780601696
498767	2129997	0.780535844
498867	2129997	0.780482246
498967	2129997	0.780440894
499067	2129997	0.78041178
499167	2129997	0.780394895
499267	2129997	0.780390229
499367	2129997	0.78039777
499467	2129997	0.780417503
499567	2129997	0.780449415
499667	2129997	0.780493491
499767	2129997	0.780549713
499867	2129997	0.780618064
499967	2129997	0.780698525
500067	2129997	0.780791076
500167	2129997	0.780895697
500267	2129997	0.781012367
500367	2129997	0.781141062
500467	2129997	0.781281759
500567	2129997	0.781434435
500667	2129997	0.781599064
500767	2129997	0.781775622
500867	2129997	0.78196408
500967	2129997	0.782164414
501067	2129997	0.782376594
501167	2129997	0.782600593
501267	2129997	0.782836382
501367	2129997	0.783083932
501467	2129997	0.783343212
501567	2129997	0.783614193
501667	2129997	0.783896842
501767	2129997	0.78419113
501867	2129997	0.784497024
501967	2129997	0.784814491
502067	2129997	0.785143499
502167	2129997	0.785484015
502267	2129997	0.785836006
502367	2129997	0.786199437
502467	2129997	0.786574275
502567	2129997	0.786960485
502667	2129997	0.787358032
502767	2129997	0.787766882
502867	2129997	0.788186999
502967	2129997	0.788618346
503067	2129997	0.78906089
503167	2129997	0.789514593
503267	2129997	0.789979419
503367	2129997	0.790455332
503467	2129997	0.790942294
503567	2129997	0.79144027
503667	2129997	0.791949221
503767	2129997	0.792469112
503867	2129997	0.792999903
503967	2129997	0.793541558
504067	2129997	0.794094039
504167	2129997	0.794657308
504267	2129997	0.795231326
504367	2129997	0.795816057
504467	2129997	0.796411461
504567	2129997	0.7970175
504667	2129997	0.797634135
504767	2129997	0.798261329
504867	2129997	0.798899041
487467	2130097	0.847525596
487567	2130097	0.846693731
488167	2130097	0.8416156
488267	2130097	0.840757016
488367	2130097	0.8398956
488467	2130097	0.839031607
488567	2130097	0.838165292
488667	2130097	0.837296915
488767	2130097	0.836426733
488867	2130097	0.835555008
488967	2130097	0.834682003
489067	2130097	0.83380798
489167	2130097	0.832933203
489267	2130097	0.832057937
489367	2130097	0.831182446
489467	2130097	0.830306996
489567	2130097	0.829431852
489667	2130097	0.828557279
489767	2130097	0.827683541
489867	2130097	0.826810903
489967	2130097	0.825939627
490067	2130097	0.825069977
490167	2130097	0.824202213
490267	2130097	0.823336596
490367	2130097	0.822473385
490467	2130097	0.821612835
490567	2130097	0.820755204
490667	2130097	0.819900743
490767	2130097	0.819049705
490867	2130097	0.818202339
490967	2130097	0.817358891
491067	2130097	0.816519606
491167	2130097	0.815684726
491267	2130097	0.81485449
491367	2130097	0.814029134
491467	2130097	0.813208892
491567	2130097	0.812393993
491667	2130097	0.811584665
491767	2130097	0.810781131
491867	2130097	0.809983613
491967	2130097	0.809192327
492067	2130097	0.808407486
492167	2130097	0.8076293
492267	2130097	0.806857977
492367	2130097	0.806093717
492467	2130097	0.80533672
492567	2130097	0.804587181
492667	2130097	0.803845291
492767	2130097	0.803111236
492867	2130097	0.8023852
492967	2130097	0.801667361
493067	2130097	0.800957894
493167	2130097	0.800256971
493267	2130097	0.799564758
493367	2130097	0.798881418
493467	2130097	0.798207109
493567	2130097	0.797541985
493667	2130097	0.796886197
493767	2130097	0.79623989
493867	2130097	0.795603208
493967	2130097	0.794976287
494067	2130097	0.794359262
494167	2130097	0.793752261
494267	2130097	0.793155411
494367	2130097	0.792568834
494467	2130097	0.791992646
494567	2130097	0.791426961
494667	2130097	0.790871889
494767	2130097	0.790327535
494867	2130097	0.789794002
494967	2130097	0.789271387
495067	2130097	0.788759784
495167	2130097	0.788259284
495267	2130097	0.787769974
495367	2130097	0.787291936
495467	2130097	0.78682525
495567	2130097	0.786369993
495667	2130097	0.785926235
495767	2130097	0.785494048
495867	2130097	0.785073495
495967	2130097	0.78466464
496067	2130097	0.784267541
496167	2130097	0.783882255
496267	2130097	0.783508834
496367	2130097	0.783147328
496467	2130097	0.782797784
496567	2130097	0.782460244
496667	2130097	0.782134752
496767	2130097	0.781821343
496867	2130097	0.781520054
496967	2130097	0.781230917
497067	2130097	0.780953963
497167	2130097	0.780689218
497267	2130097	0.780436708
497367	2130097	0.780196456
497467	2130097	0.779968481
497567	2130097	0.779752801
497667	2130097	0.779549433
497767	2130097	0.779358389
497867	2130097	0.779179681
497967	2130097	0.779013319
498067	2130097	0.77885931
498167	2130097	0.778717659
498267	2130097	0.77858837
498367	2130097	0.778471445
498467	2130097	0.778366884
498567	2130097	0.778274685
498667	2130097	0.778194844
498767	2130097	0.778127358
498867	2130097	0.778072219
498967	2130097	0.77802942
499067	2130097	0.777998951
499167	2130097	0.777980802
499267	2130097	0.777974961
499367	2130097	0.777981415
499467	2130097	0.778000148
499567	2130097	0.778031146
499667	2130097	0.778074391
499767	2130097	0.778129866
499867	2130097	0.778197551
499967	2130097	0.778277427
500067	2130097	0.778369473
500167	2130097	0.778473666
500267	2130097	0.778589984
500367	2130097	0.778718404
500467	2130097	0.778858901
500567	2130097	0.779011449
500667	2130097	0.779176023
500767	2130097	0.779352596
500867	2130097	0.77954114
500967	2130097	0.779741628
501067	2130097	0.77995403
501167	2130097	0.780178318
501267	2130097	0.780414462
501367	2130097	0.78066243
501467	2130097	0.780922193
501567	2130097	0.781193719
501667	2130097	0.781476975
501767	2130097	0.78177193
501867	2130097	0.78207855
501967	2130097	0.782396803
502067	2130097	0.782726654
502167	2130097	0.78306807
502267	2130097	0.783421017
502367	2130097	0.783785459
502467	2130097	0.784161362
502567	2130097	0.784548691
502667	2130097	0.784947409
502767	2130097	0.785357482
502867	2130097	0.785778872
502967	2130097	0.786211544
503067	2130097	0.786655461
503167	2130097	0.787110585
503267	2130097	0.787576881
503367	2130097	0.788054311
503467	2130097	0.788542837
503567	2130097	0.789042421
503667	2130097	0.789553027
503767	2130097	0.790074616
503867	2130097	0.790607149
503967	2130097	0.79115059
504067	2130097	0.791704898
504167	2130097	0.792270036
504267	2130097	0.792845966
504367	2130097	0.793432647
504467	2130097	0.794030042
504567	2130097	0.794638112
504667	2130097	0.795256817
504767	2130097	0.795886118
504867	2130097	0.796525976
504967	2130097	0.797176352
505067	2130097	0.797837206
505167	2130097	0.798508498
505367	2130097	0.79988224
505467	2130097	0.80058461
505567	2130097	0.80129726
505667	2130097	0.802020149
487467	2130197	0.845942045
488067	2130197	0.840833783
488167	2130197	0.839968881
488267	2130197	0.839100785
488367	2130197	0.838229753
488467	2130197	0.837356046
488567	2130197	0.836479924
488667	2130197	0.835601653
488767	2130197	0.834721498
488867	2130197	0.833839725
488967	2130197	0.832956602
489067	2130197	0.8320724
489167	2130197	0.831187386
489267	2130197	0.830301833
489367	2130197	0.82941601
489467	2130197	0.828530189
489567	2130197	0.827644641
489667	2130197	0.826759637
489767	2130197	0.825875447
489867	2130197	0.82499234
489967	2130197	0.824110585
490067	2130197	0.823230452
490167	2130197	0.822352205
490267	2130197	0.821476112
490367	2130197	0.820602435
490467	2130197	0.819731438
490567	2130197	0.81886338
490667	2130197	0.817998521
490767	2130197	0.817137116
490867	2130197	0.816279419
490967	2130197	0.815425683
491067	2130197	0.814576156
491167	2130197	0.813731085
491267	2130197	0.812890713
491367	2130197	0.81205528
491467	2130197	0.811225025
491567	2130197	0.810400181
491667	2130197	0.80958098
491767	2130197	0.808767649
491867	2130197	0.807960413
491967	2130197	0.807159491
492067	2130197	0.806365101
492167	2130197	0.805577457
492267	2130197	0.804796767
492367	2130197	0.804023237
492467	2130197	0.803257069
492567	2130197	0.80249846
492667	2130197	0.801747604
492767	2130197	0.801004691
492867	2130197	0.800269905
492967	2130197	0.799543429
493067	2130197	0.798825439
493167	2130197	0.798116108
493267	2130197	0.797415604
493367	2130197	0.796724093
493467	2130197	0.796041734
493567	2130197	0.795368683
493667	2130197	0.794705092
493767	2130197	0.794051109
493867	2130197	0.793406876
493967	2130197	0.792772532
494067	2130197	0.792148212
494167	2130197	0.791534046
494267	2130197	0.790930162
494367	2130197	0.79033668
494467	2130197	0.78975372
494567	2130197	0.789181395
494667	2130197	0.788619814
494767	2130197	0.788069085
494867	2130197	0.787529309
494967	2130197	0.787000584
495067	2130197	0.786483004
495167	2130197	0.785976659
495267	2130197	0.785481636
495367	2130197	0.784998018
495467	2130197	0.784525884
495567	2130197	0.78406531
495667	2130197	0.783616367
495767	2130197	0.783179124
495867	2130197	0.782753646
495967	2130197	0.782339994
496067	2130197	0.781938228
496167	2130197	0.781548402
496267	2130197	0.781170568
496367	2130197	0.780804775
496467	2130197	0.780451069
496567	2130197	0.780109493
496667	2130197	0.779780085
496767	2130197	0.779462885
496867	2130197	0.779157924
496967	2130197	0.778865237
497067	2130197	0.77858485
497167	2130197	0.778316791
497267	2130197	0.778061082
497367	2130197	0.777817747
497467	2130197	0.777586803
497567	2130197	0.777368267
497667	2130197	0.777162154
497767	2130197	0.776968476
497867	2130197	0.776787243
497967	2130197	0.776618462
498067	2130197	0.776462141
498167	2130197	0.776318283
498267	2130197	0.776186891
498367	2130197	0.776067964
498467	2130197	0.775961502
498567	2130197	0.775867501
498667	2130197	0.775785958
498767	2130197	0.775716865
498867	2130197	0.775660215
498967	2130197	0.775615998
499067	2130197	0.775584205
499167	2130197	0.775564823
499267	2130197	0.775557839
499367	2130197	0.775563237
499467	2130197	0.775581003
499567	2130197	0.77561112
499667	2130197	0.775653568
499767	2130197	0.775708329
499867	2130197	0.775775384
499967	2130197	0.775854709
500067	2130197	0.775946284
500167	2130197	0.776050085
500267	2130197	0.776166088
500367	2130197	0.776294268
500467	2130197	0.776434599
500567	2130197	0.776587056
500667	2130197	0.776751611
500767	2130197	0.776928236
500867	2130197	0.777116902
500967	2130197	0.777317581
501067	2130197	0.777530242
501167	2130197	0.777754856
501267	2130197	0.77799139
501367	2130197	0.778239815
501467	2130197	0.778500097
501567	2130197	0.778772204
501667	2130197	0.779056103
501767	2130197	0.779351762
501867	2130197	0.779659146
501967	2130197	0.77997822
502067	2130197	0.780308951
502167	2130197	0.780651304
502267	2130197	0.781005243
502367	2130197	0.781370732
502467	2130197	0.781747737
502567	2130197	0.78213622
502667	2130197	0.782536145
502767	2130197	0.782947476
502867	2130197	0.783370176
502967	2130197	0.783804207
503067	2130197	0.784249532
503167	2130197	0.784706114
503267	2130197	0.785173915
503367	2130197	0.785652896
503467	2130197	0.78614302
503567	2130197	0.786644248
503667	2130197	0.787156542
503767	2130197	0.787679864
503867	2130197	0.788214173
503967	2130197	0.788759433
504067	2130197	0.789315602
504167	2130197	0.789882644
504267	2130197	0.790460517
504367	2130197	0.791049183
504467	2130197	0.791648602
504567	2130197	0.792258735
504667	2130197	0.792879542
504767	2130197	0.793510984
504867	2130197	0.79415302
504967	2130197	0.79480561
505067	2130197	0.795468715
505167	2130197	0.796142294
505267	2130197	0.796826308
505367	2130197	0.797520717
505467	2130197	0.798225479
505567	2130197	0.798940554
505667	2130197	0.799665903
505767	2130197	0.800401485
487367	2130297	0.84521031
488067	2130297	0.839203132
488167	2130297	0.838328661
488267	2130297	0.837450883
488367	2130297	0.836570065
488467	2130297	0.83568647
488567	2130297	0.834800368
488667	2130297	0.833912029
488767	2130297	0.833021724
488867	2130297	0.832129726
488967	2130297	0.831236309
489067	2130297	0.830341749
489167	2130297	0.829446322
489267	2130297	0.828550303
489367	2130297	0.827653971
489467	2130297	0.826757602
489567	2130297	0.825861473
489667	2130297	0.824965861
489767	2130297	0.824071041
489867	2130297	0.823177291
489967	2130297	0.822284884
490067	2130297	0.821394093
490167	2130297	0.820505193
490267	2130297	0.819618452
490367	2130297	0.818734142
490467	2130297	0.817852529
490567	2130297	0.81697388
490667	2130297	0.816098458
490767	2130297	0.815226524
490867	2130297	0.814358338
490967	2130297	0.813494156
491067	2130297	0.812634232
491167	2130297	0.811778816
491267	2130297	0.810928158
491367	2130297	0.810082501
491467	2130297	0.809242088
491567	2130297	0.808407157
491667	2130297	0.807577944
491767	2130297	0.806754679
491867	2130297	0.80593759
491967	2130297	0.805126903
492067	2130297	0.804322836
492167	2130297	0.803525608
492267	2130297	0.80273543
492367	2130297	0.801952511
492467	2130297	0.801177056
492567	2130297	0.800409266
492667	2130297	0.799649336
492767	2130297	0.798897458
492867	2130297	0.798153821
492967	2130297	0.797418608
493067	2130297	0.796691998
493167	2130297	0.795974167
493267	2130297	0.795265284
493367	2130297	0.794565516
493467	2130297	0.793875025
493567	2130297	0.793193967
493667	2130297	0.792522498
493767	2130297	0.791860764
493867	2130297	0.79120891
493967	2130297	0.790567077
494067	2130297	0.789935399
494167	2130297	0.789314009
494267	2130297	0.788703032
494367	2130297	0.788102593
494467	2130297	0.78751281
494567	2130297	0.786933796
494667	2130297	0.786365663
494767	2130297	0.785808516
494867	2130297	0.785262458
494967	2130297	0.784727586
495067	2130297	0.784203995
495167	2130297	0.783691775
495267	2130297	0.783191011
495367	2130297	0.782701788
495467	2130297	0.782224182
495567	2130297	0.781758271
495667	2130297	0.781304124
495767	2130297	0.78086181
495867	2130297	0.780431394
495967	2130297	0.780012935
496067	2130297	0.779606493
496167	2130297	0.77921212
496267	2130297	0.778829869
496367	2130297	0.778459787
496467	2130297	0.778101918
496567	2130297	0.777756306
496667	2130297	0.777422988
496767	2130297	0.777102
496867	2130297	0.776793376
496967	2130297	0.776497145
497067	2130297	0.776213336
497167	2130297	0.775941974
497267	2130297	0.775683081
497367	2130297	0.775436678
497467	2130297	0.775202781
497567	2130297	0.774981407
497667	2130297	0.774772568
497767	2130297	0.774576275
497867	2130297	0.774392537
497967	2130297	0.774221361
498067	2130297	0.774062752
498167	2130297	0.773916711
498267	2130297	0.77378324
498367	2130297	0.773662338
498467	2130297	0.773554003
498567	2130297	0.773458229
498667	2130297	0.773375011
498767	2130297	0.773304342
498867	2130297	0.773246211
498967	2130297	0.773200609
499067	2130297	0.773167523
499167	2130297	0.773146939
499267	2130297	0.773138845
499367	2130297	0.773143222
499467	2130297	0.773160054
499567	2130297	0.773189324
499667	2130297	0.77323101
499767	2130297	0.773285093
499867	2130297	0.773351551
499967	2130297	0.773430362
500067	2130297	0.773521502
500167	2130297	0.773624947
500267	2130297	0.773740671
500367	2130297	0.773868648
500467	2130297	0.774008851
500567	2130297	0.774161254
500667	2130297	0.774325827
500767	2130297	0.774502541
500867	2130297	0.774691367
500967	2130297	0.774892274
501067	2130297	0.775105232
501167	2130297	0.775330208
501267	2130297	0.775567171
501367	2130297	0.775816089
501467	2130297	0.776076928
501567	2130297	0.776349654
501667	2130297	0.776634235
501767	2130297	0.776930634
501867	2130297	0.777238819
501967	2130297	0.777558752
502067	2130297	0.7778904
502167	2130297	0.778233726
502267	2130297	0.778588695
502367	2130297	0.778955268
502467	2130297	0.779333411
502567	2130297	0.779723085
502667	2130297	0.780124254
502767	2130297	0.78053688
502867	2130297	0.780960925
502967	2130297	0.781396351
503067	2130297	0.781843121
503167	2130297	0.782301195
503267	2130297	0.782770536
503367	2130297	0.783251104
503467	2130297	0.783742861
503567	2130297	0.784245768
503667	2130297	0.784759785
503767	2130297	0.785284874
503867	2130297	0.785820994
503967	2130297	0.786368107
504067	2130297	0.786926172
504167	2130297	0.787495149
504267	2130297	0.788075
504367	2130297	0.788665684
504467	2130297	0.789267161
504567	2130297	0.78987939
504667	2130297	0.790502332
504767	2130297	0.791135946
504867	2130297	0.791780192
504967	2130297	0.79243503
505067	2130297	0.793100418
505167	2130297	0.793776316
505267	2130297	0.794462685
505367	2130297	0.795159482
505467	2130297	0.795866668
505567	2130297	0.796584201
505667	2130297	0.79731204
505767	2130297	0.798050145
505867	2130297	0.798798476
487967	2130397	0.838459739
488067	2130397	0.837579212
488167	2130397	0.836695
488267	2130397	0.835807368
488367	2130397	0.834916587
488467	2130397	0.834022929
488567	2130397	0.833126668
488667	2130397	0.832228082
488767	2130397	0.831327447
488867	2130397	0.830425043
488967	2130397	0.829521151
489067	2130397	0.828616052
489167	2130397	0.827710029
489267	2130397	0.826803364
489367	2130397	0.82589634
489467	2130397	0.824989242
489567	2130397	0.824082351
489667	2130397	0.82317595
489767	2130397	0.822270323
489867	2130397	0.82136575
489967	2130397	0.820462512
490067	2130397	0.819560888
490167	2130397	0.818661158
490267	2130397	0.817763597
490367	2130397	0.816868481
490467	2130397	0.815976083
490567	2130397	0.815086673
490667	2130397	0.814200522
490767	2130397	0.813317895
490867	2130397	0.812439056
490967	2130397	0.811564268
491067	2130397	0.810693789
491167	2130397	0.809827874
491267	2130397	0.808966777
491367	2130397	0.808110746
491467	2130397	0.807260028
491567	2130397	0.806414865
491667	2130397	0.805575497
491767	2130397	0.804742159
491867	2130397	0.803915083
491967	2130397	0.803094497
492067	2130397	0.802280624
492167	2130397	0.801473686
492267	2130397	0.800673897
492367	2130397	0.799881469
492467	2130397	0.799096611
492567	2130397	0.798319525
492667	2130397	0.797550411
492767	2130397	0.796789463
492867	2130397	0.796036871
492967	2130397	0.795292821
493067	2130397	0.794557495
493167	2130397	0.79383107
493267	2130397	0.793113718
493367	2130397	0.792405607
493467	2130397	0.791706901
493567	2130397	0.791017758
493667	2130397	0.790338333
493767	2130397	0.789668776
493867	2130397	0.789009232
493967	2130397	0.788359843
494067	2130397	0.787720745
494167	2130397	0.78709207
494267	2130397	0.786473945
494367	2130397	0.785866495
494467	2130397	0.785269838
494567	2130397	0.784684089
494667	2130397	0.784109358
494767	2130397	0.783545753
494867	2130397	0.782993374
494967	2130397	0.78245232
495067	2130397	0.781922685
495167	2130397	0.781404559
495267	2130397	0.780898028
495367	2130397	0.780403175
495467	2130397	0.779920076
495567	2130397	0.779448808
495667	2130397	0.778989441
495767	2130397	0.778542042
495867	2130397	0.778106675
495967	2130397	0.777683399
496067	2130397	0.777272273
496167	2130397	0.776873349
496267	2130397	0.776486677
496367	2130397	0.776112305
496467	2130397	0.775750275
496567	2130397	0.775400629
496667	2130397	0.775063405
496767	2130397	0.774738637
496867	2130397	0.774426357
496967	2130397	0.774126594
497067	2130397	0.773839375
497167	2130397	0.773564723
497267	2130397	0.77330266
497367	2130397	0.773053205
497467	2130397	0.772816373
497567	2130397	0.772592179
497667	2130397	0.772380635
497767	2130397	0.772181749
497867	2130397	0.771995529
497967	2130397	0.771821982
498067	2130397	0.771661108
498167	2130397	0.771512911
498267	2130397	0.771377389
498367	2130397	0.77125454
498467	2130397	0.77114436
498567	2130397	0.771046843
498667	2130397	0.770961981
498767	2130397	0.770889765
498867	2130397	0.770830186
498967	2130397	0.77078323
499067	2130397	0.770748884
499167	2130397	0.770727134
499267	2130397	0.770717962
499367	2130397	0.770721353
499467	2130397	0.770737287
499567	2130397	0.770765745
499667	2130397	0.770806705
499767	2130397	0.770860146
499867	2130397	0.770926045
499967	2130397	0.771004378
500067	2130397	0.77109512
500167	2130397	0.771198246
500267	2130397	0.771313729
500367	2130397	0.771441541
500467	2130397	0.771581654
500567	2130397	0.771734041
500667	2130397	0.77189867
500767	2130397	0.772075511
500867	2130397	0.772264535
500967	2130397	0.772465709
501067	2130397	0.772679001
501167	2130397	0.772904379
501267	2130397	0.77314181
501367	2130397	0.773391259
501467	2130397	0.773652693
501567	2130397	0.773926077
501667	2130397	0.774211376
501767	2130397	0.774508555
501867	2130397	0.774817578
501967	2130397	0.775138409
502067	2130397	0.775471012
502167	2130397	0.775815349
502267	2130397	0.776171384
502367	2130397	0.776539079
502467	2130397	0.776918397
502567	2130397	0.7773093
502667	2130397	0.777711749
502767	2130397	0.778125706
502867	2130397	0.778551134
502967	2130397	0.778987992
503067	2130397	0.779436242
503167	2130397	0.779895845
503267	2130397	0.780366762
503367	2130397	0.780848953
503467	2130397	0.781342379
503567	2130397	0.781846999
503667	2130397	0.782362775
503767	2130397	0.782889665
503867	2130397	0.783427631
503967	2130397	0.783976631
504067	2130397	0.784536625
504167	2130397	0.785107574
504267	2130397	0.785689436
504367	2130397	0.786282171
504467	2130397	0.786885739
504567	2130397	0.787500098
504667	2130397	0.788125208
504767	2130397	0.788761028
504867	2130397	0.789407517
504967	2130397	0.790064633
505067	2130397	0.790732337
505167	2130397	0.791410587
505267	2130397	0.792099342
505367	2130397	0.79279856
505467	2130397	0.7935082
505567	2130397	0.794228222
505667	2130397	0.794958583
505767	2130397	0.795699243
505867	2130397	0.79645016
486767	2130497	0.847144076
486867	2130497	0.846319557
487867	2130497	0.837738651
487967	2130497	0.83685241
488067	2130497	0.835962088
488167	2130497	0.835067959
488267	2130497	0.834170294
488367	2130497	0.833269372
488467	2130497	0.832365469
488567	2130497	0.831458868
488667	2130497	0.830549851
488767	2130497	0.829638703
488867	2130497	0.828725709
488967	2130497	0.827811156
489067	2130497	0.826895333
489167	2130497	0.825978528
489267	2130497	0.825061031
489367	2130497	0.82414313
489467	2130497	0.823225116
489567	2130497	0.822307278
489667	2130497	0.821389905
489767	2130497	0.820473286
489867	2130497	0.819557708
489967	2130497	0.818643458
490067	2130497	0.817730822
490167	2130497	0.816820083
490267	2130497	0.815911525
490367	2130497	0.815005427
490467	2130497	0.814102069
490567	2130497	0.813201728
490667	2130497	0.812304677
490767	2130497	0.811411189
490867	2130497	0.810521533
490967	2130497	0.809635976
491067	2130497	0.808754781
491167	2130497	0.807878209
491267	2130497	0.807006517
491367	2130497	0.806139959
491467	2130497	0.805278786
491567	2130497	0.804423245
491667	2130497	0.803573579
491767	2130497	0.802730028
491867	2130497	0.801892826
491967	2130497	0.801062207
492067	2130497	0.800238397
492167	2130497	0.79942162
492267	2130497	0.798612096
492367	2130497	0.797810038
492467	2130497	0.797015659
492567	2130497	0.796229163
492667	2130497	0.795450754
492767	2130497	0.794680627
492867	2130497	0.793918977
492967	2130497	0.79316599
493067	2130497	0.792421851
493167	2130497	0.791686739
493267	2130497	0.790960828
493367	2130497	0.790244287
493467	2130497	0.789537282
493567	2130497	0.788839974
493667	2130497	0.788152517
493767	2130497	0.787475064
493867	2130497	0.786807761
493967	2130497	0.78615075
494067	2130497	0.785504168
494167	2130497	0.784868149
494267	2130497	0.78424282
494367	2130497	0.783628306
494467	2130497	0.783024725
494567	2130497	0.782432194
494667	2130497	0.781850823
494767	2130497	0.781280718
494867	2130497	0.780721981
494967	2130497	0.78017471
495067	2130497	0.779639
495167	2130497	0.77911494
495267	2130497	0.778602615
495367	2130497	0.778102108
495467	2130497	0.777613496
495567	2130497	0.777136853
495667	2130497	0.77667225
495767	2130497	0.776219752
495867	2130497	0.775779424
495967	2130497	0.775351323
496067	2130497	0.774935507
496167	2130497	0.774532027
496267	2130497	0.774140933
496367	2130497	0.773762271
496467	2130497	0.773396082
496567	2130497	0.773042408
496667	2130497	0.772701284
496767	2130497	0.772372743
496867	2130497	0.772056817
496967	2130497	0.771753534
497067	2130497	0.771462917
497167	2130497	0.771184991
497267	2130497	0.770919774
497367	2130497	0.770667285
497467	2130497	0.770427537
497567	2130497	0.770200544
497667	2130497	0.769986316
497767	2130497	0.769784861
497867	2130497	0.769596184
497967	2130497	0.769420289
498067	2130497	0.769257179
498167	2130497	0.769106852
498267	2130497	0.768969307
498367	2130497	0.768844541
498467	2130497	0.768732546
498567	2130497	0.768633316
498667	2130497	0.768546842
498767	2130497	0.768473114
498867	2130497	0.768412118
498967	2130497	0.768363842
499067	2130497	0.768328271
499167	2130497	0.768305388
499267	2130497	0.768295176
499367	2130497	0.768297616
499467	2130497	0.768312688
499567	2130497	0.768340371
499667	2130497	0.768380642
499767	2130497	0.768433479
499867	2130497	0.768498856
499967	2130497	0.76857675
500067	2130497	0.768667132
500167	2130497	0.768769978
500267	2130497	0.768885258
500367	2130497	0.769012944
500467	2130497	0.769153006
500567	2130497	0.769305415
500667	2130497	0.769470139
500767	2130497	0.769647148
500867	2130497	0.769836409
500967	2130497	0.770037889
501067	2130497	0.770251555
501167	2130497	0.770477374
501267	2130497	0.77071531
501367	2130497	0.77096533
501467	2130497	0.771227399
501567	2130497	0.771501479
501667	2130497	0.771787537
501767	2130497	0.772085534
501867	2130497	0.772395435
501967	2130497	0.772717201
502067	2130497	0.773050797
502167	2130497	0.773396184
502267	2130497	0.773753324
502367	2130497	0.774122179
502467	2130497	0.77450271
502567	2130497	0.774894878
502667	2130497	0.775298645
502767	2130497	0.775713972
502867	2130497	0.776140818
502967	2130497	0.776579145
503067	2130497	0.777028913
503167	2130497	0.777490081
503267	2130497	0.777962611
503367	2130497	0.778446461
503467	2130497	0.778941591
503567	2130497	0.779447961
503667	2130497	0.77996553
503767	2130497	0.780494258
503867	2130497	0.781034103
503967	2130497	0.781585026
504067	2130497	0.782146985
504167	2130497	0.782719939
504267	2130497	0.783303847
504367	2130497	0.783898667
504467	2130497	0.784504359
504567	2130497	0.785120882
504667	2130497	0.785748193
504767	2130497	0.786386251
504867	2130497	0.787035016
504967	2130497	0.787694445
505067	2130497	0.788364497
505167	2130497	0.789045131
505267	2130497	0.789736304
505367	2130497	0.790437974
505467	2130497	0.791150102
505567	2130497	0.791872643
505667	2130497	0.792605558
505767	2130497	0.793348803
505867	2130497	0.794102337
505967	2130497	0.794866119
486667	2130597	0.84647679
486767	2130597	0.845651501
487767	2130597	0.837039804
487867	2130597	0.836148204
487967	2130597	0.835252119
488067	2130597	0.834351825
488167	2130597	0.833447598
488267	2130597	0.832539719
488367	2130597	0.831628471
488467	2130597	0.83071414
488567	2130597	0.829797012
488667	2130597	0.828877377
488767	2130597	0.827955527
488867	2130597	0.827031754
