x	y	error_car_pre_inf
502067	2125697	0.888230561
502167	2125697	0.888558176
502267	2125697	0.888894964
502367	2125697	0.88924092
502467	2125697	0.889596036
502567	2125697	0.889960306
502667	2125697	0.89033372
502767	2125697	0.890716271
502867	2125697	0.89110795
502967	2125697	0.891508746
503067	2125697	0.89191865
503167	2125697	0.892337651
503267	2125697	0.892765738
503367	2125697	0.893202899
503467	2125697	0.893649122
503567	2125697	0.894104395
503667	2125697	0.894568705
503767	2125697	0.895042038
503867	2125697	0.89552438
503967	2125697	0.896015717
504067	2125697	0.896516035
504167	2125697	0.897025318
504267	2125697	0.89754355
504367	2125697	0.898070716
504467	2125697	0.8986068
504567	2125697	0.899151785
504667	2125697	0.899705654
504767	2125697	0.900268389
504867	2125697	0.900839973
504967	2125697	0.901420388
505067	2125697	0.902009615
505167	2125697	0.902607635
505267	2125697	0.903214431
505367	2125697	0.903829982
505467	2125697	0.904454268
505567	2125697	0.90508727
505667	2125697	0.905728968
505767	2125697	0.906379341
505867	2125697	0.907038368
505967	2125697	0.907706029
506067	2125697	0.908382301
506167	2125697	0.909067164
501367	2125797	0.883816823
501467	2125797	0.884079639
501567	2125797	0.884351706
501667	2125797	0.884633023
501767	2125797	0.884923587
501867	2125797	0.885223394
501967	2125797	0.885532439
502067	2125797	0.885850718
502167	2125797	0.886178225
502267	2125797	0.886514955
502367	2125797	0.8868609
502467	2125797	0.887216053
502567	2125797	0.887580406
502667	2125797	0.887953951
502767	2125797	0.88833668
502867	2125797	0.888728581
502967	2125797	0.889129646
503067	2125797	0.889539864
503167	2125797	0.889959223
503267	2125797	0.890387712
503367	2125797	0.89082532
503467	2125797	0.891272034
503567	2125797	0.89172784
503667	2125797	0.892192725
503767	2125797	0.892666676
503867	2125797	0.893149678
503967	2125797	0.893641716
504067	2125797	0.894142776
504167	2125797	0.894652841
504267	2125797	0.895171896
504367	2125797	0.895699925
504467	2125797	0.896236911
504567	2125797	0.896782837
504667	2125797	0.897337685
504767	2125797	0.897901438
504867	2125797	0.898474078
504967	2125797	0.899055586
505067	2125797	0.899645943
505167	2125797	0.90024513
505267	2125797	0.900853128
505367	2125797	0.901469918
505467	2125797	0.902095478
505567	2125797	0.90272979
505667	2125797	0.903372832
505767	2125797	0.904024583
505867	2125797	0.904685022
505967	2125797	0.905354129
506067	2125797	0.90603188
506167	2125797	0.906718255
501367	2125897	0.881438304
501467	2125897	0.881700672
501567	2125897	0.881972344
501667	2125897	0.882253316
501767	2125897	0.882543586
501867	2125897	0.882843149
501967	2125897	0.883152001
502067	2125897	0.883470136
502167	2125897	0.883797549
502267	2125897	0.884134233
502367	2125897	0.88448018
502467	2125897	0.884835384
502567	2125897	0.885199835
502667	2125897	0.885573526
502767	2125897	0.885956445
502867	2125897	0.886348585
502967	2125897	0.886749933
503067	2125897	0.88716048
503167	2125897	0.887580213
503267	2125897	0.888009121
503367	2125897	0.888447192
503467	2125897	0.888894411
503567	2125897	0.889350767
503667	2125897	0.889816245
503767	2125897	0.89029083
503867	2125897	0.890774509
503967	2125897	0.891267265
504067	2125897	0.891769085
504167	2125897	0.89227995
504267	2125897	0.892799846
504367	2125897	0.893328756
504467	2125897	0.893866662
504567	2125897	0.894413547
504667	2125897	0.894969393
504767	2125897	0.895534182
504867	2125897	0.896107896
504967	2125897	0.896690515
505067	2125897	0.897282021
505167	2125897	0.897882394
505267	2125897	0.898491614
505367	2125897	0.899109661
505467	2125897	0.899736515
505567	2125897	0.900372155
505667	2125897	0.90101656
505767	2125897	0.901669709
505867	2125897	0.902331581
505967	2125897	0.903002153
506067	2125897	0.903681403
506167	2125897	0.90436931
501267	2125997	0.878806381
501367	2125997	0.879058954
501467	2125997	0.879320885
501567	2125997	0.879592172
501667	2125997	0.879872811
501767	2125997	0.880162799
501867	2125997	0.880462131
501967	2125997	0.880770802
502067	2125997	0.881088806
502167	2125997	0.881416138
502267	2125997	0.881752789
502367	2125997	0.882098753
502467	2125997	0.882454022
502567	2125997	0.882818586
502667	2125997	0.883192436
502767	2125997	0.883575562
502867	2125997	0.883967955
502967	2125997	0.884369603
503067	2125997	0.884780494
503167	2125997	0.885200617
503267	2125997	0.88562996
503367	2125997	0.88606851
503467	2125997	0.886516252
503567	2125997	0.886973174
503667	2125997	0.887439261
503767	2125997	0.887914498
503867	2125997	0.888398871
503967	2125997	0.888892364
504067	2125997	0.88939496
504167	2125997	0.889906644
504267	2125997	0.890427399
504367	2125997	0.890957207
504467	2125997	0.891496051
504567	2125997	0.892043914
504667	2125997	0.892600776
504767	2125997	0.89316662
504867	2125997	0.893741427
504967	2125997	0.894325177
505067	2125997	0.894917851
505167	2125997	0.895519428
505267	2125997	0.896129889
505367	2125997	0.896749214
505467	2125997	0.897377381
505567	2125997	0.898014369
505667	2125997	0.898660157
505767	2125997	0.899314724
505867	2125997	0.899978047
505967	2125997	0.900650104
506067	2125997	0.901330873
501267	2126097	0.876426666
501367	2126097	0.876678761
501467	2126097	0.876940266
501567	2126097	0.877211179
501667	2126097	0.877491497
501767	2126097	0.877781215
501867	2126097	0.878080329
501967	2126097	0.878388833
502067	2126097	0.87870672
502167	2126097	0.879033984
502267	2126097	0.879370617
502367	2126097	0.879716612
502467	2126097	0.880071959
502567	2126097	0.88043665
502667	2126097	0.880810675
502767	2126097	0.881194024
502867	2126097	0.881586685
502967	2126097	0.881988648
503067	2126097	0.882399901
503167	2126097	0.88282043
503267	2126097	0.883250224
503367	2126097	0.88368927
503467	2126097	0.884137552
503567	2126097	0.884595057
503667	2126097	0.885061771
503767	2126097	0.885537678
503867	2126097	0.886022763
503967	2126097	0.886517009
504067	2126097	0.887020401
504167	2126097	0.887532921
504267	2126097	0.888054553
504367	2126097	0.888585278
504467	2126097	0.88912508
504567	2126097	0.889673939
504667	2126097	0.890231837
504767	2126097	0.890798755
504867	2126097	0.891374673
504967	2126097	0.891959573
505067	2126097	0.892553434
505167	2126097	0.893156236
505267	2126097	0.893767958
505367	2126097	0.894388579
505467	2126097	0.895018078
505567	2126097	0.895656435
505667	2126097	0.896303626
505767	2126097	0.89695963
505867	2126097	0.897624424
505967	2126097	0.898297987
506067	2126097	0.898980295
501167	2126197	0.873803925
501267	2126197	0.874046085
501367	2126197	0.874297712
501467	2126197	0.874558803
501567	2126197	0.874829355
501667	2126197	0.875109365
501767	2126197	0.875398826
501867	2126197	0.875697734
501967	2126197	0.876006084
502067	2126197	0.876323867
502167	2126197	0.876651078
502267	2126197	0.876987707
502367	2126197	0.877333747
502467	2126197	0.877689189
502567	2126197	0.878054023
502667	2126197	0.878428238
502767	2126197	0.878811825
502867	2126197	0.879204771
502967	2126197	0.879607065
503067	2126197	0.880018695
503167	2126197	0.880439648
503267	2126197	0.88086991
503367	2126197	0.881309468
503467	2126197	0.881758308
503567	2126197	0.882216414
503667	2126197	0.882683773
503767	2126197	0.883160367
503867	2126197	0.883646182
503967	2126197	0.8841412
504067	2126197	0.884645406
504167	2126197	0.885158781
504267	2126197	0.885681308
504367	2126197	0.88621297
504467	2126197	0.886753747
504567	2126197	0.887303622
504667	2126197	0.887862574
504767	2126197	0.888430586
504867	2126197	0.889007636
504967	2126197	0.889593705
505067	2126197	0.890188773
505167	2126197	0.890792819
505267	2126197	0.891405821
505367	2126197	0.892027759
505467	2126197	0.892658611
505567	2126197	0.893298355
505667	2126197	0.89394697
505767	2126197	0.894604431
505867	2126197	0.895270718
505967	2126197	0.895945807
506067	2126197	0.896629674
501067	2126297	0.871190848
501167	2126297	0.871422975
501267	2126297	0.871664625
501367	2126297	0.871915796
501467	2126297	0.872176486
501567	2126297	0.872446689
501667	2126297	0.872726402
501767	2126297	0.87301562
501867	2126297	0.873314337
501967	2126297	0.873622546
502067	2126297	0.87394024
502167	2126297	0.874267411
502267	2126297	0.874604052
502367	2126297	0.874950152
502467	2126297	0.875305704
