x	y	error_coe_com_tot
504567	2124597	2.983485903
504667	2124597	2.988775894
504767	2124597	2.994084006
504867	2124597	2.999410142
504967	2124597	3.004754205
505067	2124597	3.010116098
505167	2124597	3.015495726
505267	2124597	3.020892992
505367	2124597	3.026307802
505467	2124597	3.031740059
505567	2124597	3.03718967
505667	2124597	3.04265654
505767	2124597	3.048140575
505867	2124597	3.053641681
505967	2124597	3.059159766
506067	2124597	3.064694737
506167	2124597	3.0702465
506267	2124597	3.075814965
506367	2124597	3.08140004
506467	2124597	3.087001633
502667	2124697	2.879069943
502767	2124697	2.884009469
502867	2124697	2.888969034
502967	2124697	2.893948536
503067	2124697	2.89894787
503167	2124697	2.903966933
503267	2124697	2.909005623
503367	2124697	2.914063837
503467	2124697	2.919141472
503567	2124697	2.924238427
503667	2124697	2.9293546
503767	2124697	2.934489889
503867	2124697	2.939644194
503967	2124697	2.944817413
504067	2124697	2.950009446
504167	2124697	2.955220194
504267	2124697	2.960449556
504367	2124697	2.965697432
504467	2124697	2.970963725
504567	2124697	2.976248334
504667	2124697	2.981551162
504767	2124697	2.98687211
504867	2124697	2.992211081
504967	2124697	2.997567977
505067	2124697	3.002942701
505167	2124697	3.008335157
505267	2124697	3.013745249
505367	2124697	3.01917288
505467	2124697	3.024617955
505567	2124697	3.030080379
505667	2124697	3.035560057
505767	2124697	3.041056895
505867	2124697	3.046570799
505967	2124697	3.052101675
506067	2124697	3.05764943
506167	2124697	3.063213971
506267	2124697	3.068795206
506367	2124697	3.074393042
506467	2124697	3.080007389
502367	2124797	2.856862393
502467	2124797	2.86175394
502567	2124797	2.866665851
502667	2124797	2.871598021
502767	2124797	2.876550345
502867	2124797	2.881522718
502967	2124797	2.886515036
503067	2124797	2.891527196
503167	2124797	2.896559092
503267	2124797	2.901610623
503367	2124797	2.906681684
503467	2124797	2.911772172
503567	2124797	2.916881986
503667	2124797	2.922011023
503767	2124797	2.92715918
503867	2124797	2.932326357
503967	2124797	2.937512451
504067	2124797	2.942717363
504167	2124797	2.94794099
504267	2124797	2.953183234
504367	2124797	2.958443993
504467	2124797	2.963723168
504567	2124797	2.969020661
504667	2124797	2.974336371
504767	2124797	2.979670201
504867	2124797	2.985022051
504967	2124797	2.990391826
505067	2124797	2.995779426
505167	2124797	3.001184754
505267	2124797	3.006607715
505367	2124797	3.012048212
505467	2124797	3.017506148
505567	2124797	3.022981428
505667	2124797	3.028473957
505767	2124797	3.03398364
505867	2124797	3.039510383
505967	2124797	3.045054091
506067	2124797	3.050614671
506167	2124797	3.05619203
506267	2124797	3.061786075
506367	2124797	3.067396713
506467	2124797	3.073023853
502267	2124897	2.844477127
502367	2124897	2.849361011
502467	2124897	2.854265377
502567	2124897	2.859190117
502667	2124897	2.864135127
502767	2124897	2.869100302
502867	2124897	2.874085535
502967	2124897	2.879090722
503067	2124897	2.884115758
503167	2124897	2.889160539
503267	2124897	2.894224961
503367	2124897	2.89930892
503467	2124897	2.904412312
503567	2124897	2.909535035
503667	2124897	2.914676984
503767	2124897	2.919838059
503867	2124897	2.925018157
503967	2124897	2.930217175
504067	2124897	2.935435012
504167	2124897	2.940671567
504267	2124897	2.945926739
504367	2124897	2.951200428
504467	2124897	2.956492534
504567	2124897	2.961802955
504667	2124897	2.967131594
504767	2124897	2.972478351
504867	2124897	2.977843128
504967	2124897	2.983225825
505067	2124897	2.988626345
505167	2124897	2.994044591
505267	2124897	2.999480465
505367	2124897	3.00493387
505467	2124897	3.01040471
505567	2124897	3.015892889
505667	2124897	3.021398312
505767	2124897	3.026920882
505867	2124897	3.032460505
505967	2124897	3.038017087
506067	2124897	3.043590534
506167	2124897	3.049180752
506267	2124897	3.054787647
506367	2124897	3.060411128
502167	2124997	2.832095683
502267	2124997	2.836971827
502367	2124997	2.841868571
502467	2124997	2.846785807
502567	2124997	2.851723431
502667	2124997	2.856681334
502767	2124997	2.861659411
502867	2124997	2.866657556
502967	2124997	2.871675664
503067	2124997	2.876713629
503167	2124997	2.881771345
503267	2124997	2.88684871
503367	2124997	2.891945617
503467	2124997	2.897061963
503567	2124997	2.902197644
503667	2124997	2.907352557
503767	2124997	2.912526598
503867	2124997	2.917719665
503967	2124997	2.922931655
504067	2124997	2.928162467
504167	2124997	2.933411998
504267	2124997	2.938680146
504367	2124997	2.943966812
504467	2124997	2.949271894
504567	2124997	2.954595292
504667	2124997	2.959936906
504767	2124997	2.965296636
504867	2124997	2.970674383
504967	2124997	2.976070049
505067	2124997	2.981483534
505167	2124997	2.986914741
505267	2124997	2.992363572
505367	2124997	2.997829929
505467	2124997	3.003313717
505567	2124997	3.008814838
505667	2124997	3.014333196
505767	2124997	3.019868696
505867	2124997	3.025421242
505967	2124997	3.030990739
506067	2124997	3.036577093
506167	2124997	3.042180211
506267	2124997	3.047799997
506367	2124997	3.053436359
502067	2125097	2.819718113
502167	2125097	2.824586438
502267	2125097	2.829475484
502367	2125097	2.834385141
502467	2125097	2.839315303
502567	2125097	2.844265863
502667	2125097	2.849236712
502767	2125097	2.854227745
502867	2125097	2.859238854
502967	2125097	2.864269934
503067	2125097	2.869320879
503167	2125097	2.874391583
503267	2125097	2.879481941
503367	2125097	2.884591847
503467	2125097	2.889721197
503567	2125097	2.894869887
503667	2125097	2.900037812
503767	2125097	2.905224869
503867	2125097	2.910430955
503967	2125097	2.915655966
504067	2125097	2.9208998
504167	2125097	2.926162355
504267	2125097	2.931443528
504367	2125097	2.936743218
504467	2125097	2.942061324
504567	2125097	2.947397744
504667	2125097	2.952752379
504767	2125097	2.958125128
504867	2125097	2.963515892
504967	2125097	2.968924571
505067	2125097	2.974351066
505167	2125097	2.979795278
505267	2125097	2.98525711
505367	2125097	2.990736464
505467	2125097	2.996233243
505567	2125097	3.001747348
505667	2125097	3.007278685
505767	2125097	3.012827156
505867	2125097	3.018392667
505967	2125097	3.023975121
506067	2125097	3.029574424
506167	2125097	3.035190481
506267	2125097	3.040823198
506367	2125097	3.046472483
501967	2125197	2.807344471
502067	2125197	2.812204899
502167	2125197	2.817086168
502267	2125197	2.821988169
502367	2125197	2.826910795
502467	2125197	2.831853936
502567	2125197	2.836817485
502667	2125197	2.841801333
502767	2125197	2.846805374
502867	2125197	2.851829501
502967	2125197	2.856873606
503067	2125197	2.861937583
503167	2125197	2.867021325
503267	2125197	2.872124727
503367	2125197	2.877247683
503467	2125197	2.882390088
503567	2125197	2.887551837
503667	2125197	2.892732825
503767	2125197	2.897932948
503867	2125197	2.903152102
503967	2125197	2.908390183
504067	2125197	2.913647088
504167	2125197	2.918922714
504267	2125197	2.924216959
504367	2125197	2.929529721
504467	2125197	2.934860897
504567	2125197	2.940210387
504667	2125197	2.945578089
504767	2125197	2.950963903
504867	2125197	2.956367729
504967	2125197	2.961789466
505067	2125197	2.967229016
505167	2125197	2.972686279
505267	2125197	2.978161156
505367	2125197	2.98365355
505467	2125197	2.989163362
505567	2125197	2.994690496
505667	2125197	3.000234854
505767	2125197	3.005796339
505867	2125197	3.011374856
505967	2125197	3.016970308
506067	2125197	3.022582601
506167	2125197	3.028211639
506267	2125197	3.033857328
501867	2125297	2.794974813
501967	2125297	2.799827262
502067	2125297	2.804700676
502167	2125297	2.809594943
502267	2125297	2.814509955
502367	2125297	2.819445603
502467	2125297	2.824401777
502567	2125297	2.829378369
502667	2125297	2.83437527
502767	2125297	2.839392373
502867	2125297	2.844429569
502967	2125297	2.849486751
503067	2125297	2.854563812
503167	2125297	2.859660645
503267	2125297	2.864777143
503367	2125297	2.869913201
503467	2125297	2.875068711
503567	2125297	2.880243569
503667	2125297	2.88543767
503767	2125297	2.890650907
503867	2125297	2.895883178
503967	2125297	2.901134378
504067	2125297	2.906404403
504167	2125297	2.911693149
504267	2125297	2.917000514
504367	2125297	2.922326395
504467	2125297	2.927670689
504567	2125297	2.933033295
504667	2125297	2.938414111
504767	2125297	2.943813036
504867	2125297	2.94922997
504967	2125297	2.954664811
505067	2125297	2.96011746
505167	2125297	2.965587818
505267	2125297	2.971075785
505367	2125297	2.976581262
505467	2125297	2.982104152
505567	2125297	2.987644357
505667	2125297	2.993201778
505767	2125297	2.998776319
505867	2125297	3.004367884
505967	2125297	3.009976376
506067	2125297	3.0156017
506167	2125297	3.02124376
506267	2125297	3.026902461
501767	2125397	2.782609195
501867	2125397	2.787453584
501967	2125397	2.792319061
502067	2125397	2.797205515
502167	2125397	2.802112837
502267	2125397	2.807040914
502367	2125397	2.811989639
502467	2125397	2.8169589
502567	2125397	2.821948589
502667	2125397	2.826958597
502767	2125397	2.831988814
502867	2125397	2.837039133
502967	2125397	2.842109445
503067	2125397	2.847199642
503167	2125397	2.852309617
503267	2125397	2.857439263
503367	2125397	2.862588473
503467	2125397	2.86775714
503567	2125397	2.872945157
503667	2125397	2.878152421
503767	2125397	2.883378824
503867	2125397	2.888624261
503967	2125397	2.893888629
504067	2125397	2.899171822
504167	2125397	2.904473737
504267	2125397	2.90979427
504367	2125397	2.915133317
504467	2125397	2.920490777
504567	2125397	2.925866545
504667	2125397	2.931260522
504767	2125397	2.936672604
504867	2125397	2.942102691
504967	2125397	2.947550681
505067	2125397	2.953016475
505167	2125397	2.958499972
505267	2125397	2.964001073
505367	2125397	2.969519678
505467	2125397	2.975055689
505567	2125397	2.980609007
505667	2125397	2.986179535
505767	2125397	2.991767175
505867	2125397	2.99737183
505967	2125397	3.002993403
506067	2125397	3.008631799
506167	2125397	3.014286921
506267	2125397	3.019958675
501667	2125497	2.770247674
501767	2125497	2.77508392
501867	2125497	2.779941379
501967	2125497	2.78481994
502067	2125497	2.789719491
502167	2125497	2.794639921
502267	2125497	2.79958112
502367	2125497	2.804542976
502467	2125497	2.809525379
502567	2125497	2.814528219
502667	2125497	2.819551387
502767	2125497	2.824594772
502867	2125497	2.829658267
502967	2125497	2.834741761
503067	2125497	2.839845147
503167	2125497	2.844968317
503267	2125497	2.850111162
503367	2125497	2.855273575
503467	2125497	2.86045545
503567	2125497	2.865656678
503667	2125497	2.870877154
503767	2125497	2.876116772
503867	2125497	2.881375426
503967	2125497	2.886653011
504067	2125497	2.891949421
504167	2125497	2.897264553
504267	2125497	2.902598301
504367	2125497	2.907950563
504467	2125497	2.913321235
504567	2125497	2.918710214
504667	2125497	2.924117398
504767	2125497	2.929542683
504867	2125497	2.934985969
504967	2125497	2.940447154
505067	2125497	2.945926137
505167	2125497	2.951422818
505267	2125497	2.956937097
505367	2125497	2.962468874
505467	2125497	2.968018049
505567	2125497	2.973584525
505667	2125497	2.979168202
505767	2125497	2.984768982
505867	2125497	2.99038677
505967	2125497	2.996021466
506067	2125497	3.001672975
506167	2125497	3.0073412
501567	2125597	2.757890309
501667	2125597	2.762718327
501767	2125597	2.767567686
501867	2125597	2.772438272
501967	2125597	2.777329973
502067	2125597	2.782242676
502167	2125597	2.787176271
502267	2125597	2.792130645
502367	2125597	2.797105688
502467	2125597	2.802101287
502567	2125597	2.807117333
502667	2125597	2.812153714
502767	2125597	2.817210322
502867	2125597	2.822287046
502967	2125597	2.827383776
503067	2125597	2.832500403
503167	2125597	2.837636819
503267	2125597	2.842792916
503367	2125597	2.847968584
503467	2125597	2.853163717
503567	2125597	2.858378207
503667	2125597	2.863611946
503767	2125597	2.868864829
503867	2125597	2.874136749
503967	2125597	2.8794276
504067	2125597	2.884737277
504167	2125597	2.890065674
504267	2125597	2.895412687
504367	2125597	2.900778211
504467	2125597	2.906162143
504567	2125597	2.911564379
504667	2125597	2.916984816
504767	2125597	2.922423351
504867	2125597	2.927879882
504967	2125597	2.933354307
505067	2125597	2.938846525
505167	2125597	2.944356435
505267	2125597	2.949883936
505367	2125597	2.955428928
505467	2125597	2.960991311
505567	2125597	2.966570987
505667	2125597	2.972167856
505767	2125597	2.97778182
505867	2125597	2.983412781
505967	2125597	2.989060642
506067	2125597	2.994725305
506167	2125597	3.000406675
501467	2125697	2.745537159
501567	2125697	2.750356865
501667	2125697	2.755198038
501767	2125697	2.760060566
501867	2125697	2.764944335
501967	2125697	2.769849232
502067	2125697	2.774775145
502167	2125697	2.77972196
502267	2125697	2.784689566
502367	2125697	2.78967785
502467	2125697	2.794686701
502567	2125697	2.799716006
502667	2125697	2.804765656
502767	2125697	2.809835539
502867	2125697	2.814925545
502967	2125697	2.820035564
503067	2125697	2.825165486
503167	2125697	2.830315201
503267	2125697	2.835484601
503367	2125697	2.840673576
503467	2125697	2.845882019
503567	2125697	2.851109821
503667	2125697	2.856356874
503767	2125697	2.861623072
503867	2125697	2.866908308
503967	2125697	2.872212475
504067	2125697	2.877535467
504167	2125697	2.882877178
504267	2125697	2.888237503
504367	2125697	2.893616338
504467	2125697	2.899013577
504567	2125697	2.904429117
504667	2125697	2.909862855
504767	2125697	2.915314686
504867	2125697	2.920784508
504967	2125697	2.926272219
505067	2125697	2.931777717
505167	2125697	2.9373009
505267	2125697	2.942841668
505367	2125697	2.948399919
505467	2125697	2.953975554
505567	2125697	2.959568473
505667	2125697	2.965178577
505767	2125697	2.970805767
505867	2125697	2.976449944
505967	2125697	2.98211101
506067	2125697	2.987788869
506167	2125697	2.993483424
501367	2125797	2.733188286
501467	2125797	2.737999591
501567	2125797	2.742832494
501667	2125797	2.74768688
501767	2125797	2.752562635
501867	2125797	2.757459644
501967	2125797	2.762377795
502067	2125797	2.767316973
502167	2125797	2.772277064
502267	2125797	2.777257957
502367	2125797	2.782259538
502467	2125797	2.787281695
502567	2125797	2.792324315
502667	2125797	2.797387288
502767	2125797	2.802470501
502867	2125797	2.807573843
502967	2125797	2.812697204
503067	2125797	2.817840472
503167	2125797	2.823003539
503267	2125797	2.828186294
503367	2125797	2.833388628
503467	2125797	2.838610432
503567	2125797	2.843851598
503667	2125797	2.849112016
503767	2125797	2.85439158
503867	2125797	2.859690181
503967	2125797	2.865007713
504067	2125797	2.87034407
504167	2125797	2.875699144
504267	2125797	2.88107283
504367	2125797	2.886465023
504467	2125797	2.891875617
504567	2125797	2.897304509
504667	2125797	2.902751593
504767	2125797	2.908216766
504867	2125797	2.913699926
504967	2125797	2.919200968
505067	2125797	2.924719791
505167	2125797	2.930256293
505267	2125797	2.935810371
505367	2125797	2.941381926
505467	2125797	2.946970856
505567	2125797	2.952577062
505667	2125797	2.958200443
505767	2125797	2.963840901
505867	2125797	2.969498336
505967	2125797	2.97517265
506067	2125797	2.980863746
506167	2125797	2.986571526
501367	2125897	2.725646568
501467	2125897	2.730471113
501567	2125897	2.735317271
501667	2125897	2.740184928
501767	2125897	2.745073967
501867	2125897	2.749984274
501967	2125897	2.754915735
502067	2125897	2.759868234
502167	2125897	2.764841659
502267	2125897	2.769835895
502367	2125897	2.774850828
502467	2125897	2.779886347
502567	2125897	2.784942337
502667	2125897	2.790018686
502767	2125897	2.795115283
502867	2125897	2.800232015
502967	2125897	2.805368771
503067	2125897	2.810525441
503167	2125897	2.815701912
503267	2125897	2.820898075
503367	2125897	2.826113819
503467	2125897	2.831349036
503567	2125897	2.836603616
503667	2125897	2.84187745
503767	2125897	2.84717043
503867	2125897	2.852482447
503967	2125897	2.857813394
504067	2125897	2.863163164
504167	2125897	2.86853165
504267	2125897	2.873918746
504367	2125897	2.879324345
504467	2125897	2.884748342
504567	2125897	2.890190632
504667	2125897	2.89565111
504767	2125897	2.901129672
504867	2125897	2.906626215
504967	2125897	2.912140634
505067	2125897	2.917672828
505167	2125897	2.923222692
505267	2125897	2.928790127
505367	2125897	2.934375029
505467	2125897	2.939977298
505567	2125897	2.945596834
505667	2125897	2.951233535
505767	2125897	2.956887303
505867	2125897	2.962558038
505967	2125897	2.968245642
506067	2125897	2.973950015
506167	2125897	2.979671062
501267	2125997	2.713297857
501367	2125997	2.718113956
501467	2125997	2.7229518
501567	2125997	2.727811272
501667	2125997	2.732692257
501767	2125997	2.737594639
501867	2125997	2.742518301
501967	2125997	2.747463129
502067	2125997	2.752429007
502167	2125997	2.757415821
502267	2125997	2.762423456
502367	2125997	2.767451798
502467	2125997	2.772500733
502567	2125997	2.777570148
502667	2125997	2.78265993
502767	2125997	2.787769965
502867	2125997	2.792900141
502967	2125997	2.798050346
503067	2125997	2.803220469
503167	2125997	2.808410397
503267	2125997	2.81362002
503367	2125997	2.818849228
503467	2125997	2.82409791
503567	2125997	2.829365955
503667	2125997	2.834653256
503767	2125997	2.839959702
503867	2125997	2.845285185
503967	2125997	2.850629597
504067	2125997	2.85599283
504167	2125997	2.861374777
504267	2125997	2.86677533
504367	2125997	2.872194384
504467	2125997	2.877631832
504567	2125997	2.883087568
504667	2125997	2.888561487
504767	2125997	2.894053484
504867	2125997	2.899563456
504967	2125997	2.905091298
505067	2125997	2.910636907
505167	2125997	2.91620018
505267	2125997	2.921781014
505367	2125997	2.927379308
505467	2125997	2.93299496
505567	2125997	2.938627868
505667	2125997	2.944277933
505767	2125997	2.949945054
505867	2125997	2.955629131
505967	2125997	2.961330065
506067	2125997	2.967047758
501267	2126097	2.705761084
501367	2126097	2.710590525
501467	2126097	2.715441727
501567	2126097	2.720314573
501667	2126097	2.725208945
501767	2126097	2.730124726
501867	2126097	2.735061802
501967	2126097	2.740020054
502067	2126097	2.744999368
502167	2126097	2.749999628
502267	2126097	2.755020719
502367	2126097	2.760062525
502467	2126097	2.765124933
502567	2126097	2.770207828
502667	2126097	2.775311096
502767	2126097	2.780434624
502867	2126097	2.785578298
502967	2126097	2.790742006
503067	2126097	2.795925636
503167	2126097	2.801129075
503267	2126097	2.806352211
503367	2126097	2.811594934
503467	2126097	2.816857132
503567	2126097	2.822138695
503667	2126097	2.827439513
503767	2126097	2.832759476
503867	2126097	2.838098476
503967	2126097	2.843456403
504067	2126097	2.848833148
504167	2126097	2.854228605
504267	2126097	2.859642665
504367	2126097	2.865075221
504467	2126097	2.870526167
504567	2126097	2.875995396
504667	2126097	2.881482803
504767	2126097	2.886988283
504867	2126097	2.89251173
504967	2126097	2.898053041
505067	2126097	2.903612111
505167	2126097	2.909188837
505267	2126097	2.914783115
505367	2126097	2.920394845
505467	2126097	2.926023923
505567	2126097	2.931670247
505667	2126097	2.937333718
505767	2126097	2.943014234
505867	2126097	2.948711695
505967	2126097	2.954426002
506067	2126097	2.960157055
501167	2126197	2.69341256
501267	2126197	2.698233509
501367	2126197	2.703076352
501467	2126197	2.707940972
501567	2126197	2.712827249
501667	2126197	2.717735067
501767	2126197	2.722664308
501867	2126197	2.727614854
501967	2126197	2.732586589
502067	2126197	2.737579396
502167	2126197	2.742593158
502267	2126197	2.747627761
502367	2126197	2.752683088
502467	2126197	2.757759025
502567	2126197	2.762855455
502667	2126197	2.767972265
502767	2126197	2.773109341
502867	2126197	2.778266567
502967	2126197	2.783443832
503067	2126197	2.788641022
503167	2126197	2.793858024
503267	2126197	2.799094727
503367	2126197	2.804351017
503467	2126197	2.809626784
503567	2126197	2.814921916
503667	2126197	2.820236303
503767	2126197	2.825569834
503867	2126197	2.8309224
503967	2126197	2.836293892
504067	2126197	2.841684199
504167	2126197	2.847093215
504267	2126197	2.85252083
504367	2126197	2.857966937
504467	2126197	2.863431429
504567	2126197	2.8689142
504667	2126197	2.874415142
504767	2126197	2.87993415
504867	2126197	2.885471119
504967	2126197	2.891025944
505067	2126197	2.89659852
505167	2126197	2.902188744
505267	2126197	2.907796512
505367	2126197	2.913421721
505467	2126197	2.919064269
505567	2126197	2.924724053
505667	2126197	2.930400972
505767	2126197	2.936094926
505867	2126197	2.941805813
505967	2126197	2.947533533
506067	2126197	2.953277988
501067	2126297	2.681068449
501167	2126297	2.685880815
501267	2126297	2.69071521
501367	2126297	2.695571515
501467	2126297	2.700449611
501567	2126297	2.70534938
501667	2126297	2.710270702
501767	2126297	2.71521346
501867	2126297	2.720177535
501967	2126297	2.72516281
502067	2126297	2.730169168
502167	2126297	2.735196491
502267	2126297	2.740244663
502367	2126297	2.745313567
502467	2126297	2.750403088
502567	2126297	2.755513109
502667	2126297	2.760643517
