x	y	error_coe_com_tot
496367	2130497	2.146426763
496467	2130497	2.150620836
496567	2130497	2.154845324
496667	2130497	2.159100052
496767	2130497	2.163384845
496867	2130497	2.167699528
496967	2130497	2.172043925
497067	2130497	2.176417861
497167	2130497	2.180821158
497267	2130497	2.18525364
497367	2130497	2.189715132
497467	2130497	2.194205456
497567	2130497	2.198724435
497667	2130497	2.203271893
497767	2130497	2.207847653
497867	2130497	2.212451538
497967	2130497	2.21708337
498067	2130497	2.221742975
498167	2130497	2.226430174
498267	2130497	2.231144791
498367	2130497	2.235886651
498467	2130497	2.240655576
498567	2130497	2.245451393
498667	2130497	2.250273924
498767	2130497	2.255122995
498867	2130497	2.25999843
498967	2130497	2.264900057
499067	2130497	2.2698277
499167	2130497	2.274781185
499267	2130497	2.27976034
499367	2130497	2.284764992
499467	2130497	2.289794969
499567	2130497	2.294850099
499667	2130497	2.29993021
499767	2130497	2.305035133
499867	2130497	2.310164697
499967	2130497	2.315318733
500067	2130497	2.320497072
500167	2130497	2.325699546
500267	2130497	2.330925988
500367	2130497	2.33617623
500467	2130497	2.341450108
500567	2130497	2.346747454
500667	2130497	2.352068106
500767	2130497	2.357411898
500867	2130497	2.362778668
500967	2130497	2.368168254
501067	2130497	2.373580493
501167	2130497	2.379015226
501267	2130497	2.384472292
501367	2130497	2.389951533
501467	2130497	2.395452789
501567	2130497	2.400975903
501667	2130497	2.40652072
501767	2130497	2.412087083
501867	2130497	2.417674837
501967	2130497	2.423283828
502067	2130497	2.428913904
502167	2130497	2.434564912
502267	2130497	2.4402367
502367	2130497	2.44592912
502467	2130497	2.45164202
502567	2130497	2.457375252
502667	2130497	2.463128669
502767	2130497	2.468902125
502867	2130497	2.474695472
502967	2130497	2.480508567
503067	2130497	2.486341265
503167	2130497	2.492193424
503267	2130497	2.498064902
503367	2130497	2.503955556
503467	2130497	2.509865248
503567	2130497	2.515793837
503667	2130497	2.521741186
503767	2130497	2.527707157
503867	2130497	2.533691614
503967	2130497	2.539694422
504067	2130497	2.545715445
504167	2130497	2.551754551
504267	2130497	2.557811606
504367	2130497	2.563886479
504467	2130497	2.569979039
504567	2130497	2.576089157
504667	2130497	2.582216703
504767	2130497	2.588361549
504867	2130497	2.594523569
504967	2130497	2.600702636
505067	2130497	2.606898626
505167	2130497	2.613111413
505267	2130497	2.619340876
505367	2130497	2.62558689
505467	2130497	2.631849335
505567	2130497	2.638128091
505667	2130497	2.644423037
505767	2130497	2.650734054
505867	2130497	2.657061026
505967	2130497	2.663403834
486667	2130597	1.89826168
486767	2130597	1.898878941
487767	2130597	1.907288903
487867	2130597	1.908352948
487967	2130597	1.909457404
488067	2130597	1.910602231
488167	2130597	1.911787386
488267	2130597	1.913012827
488367	2130597	1.914278509
488467	2130597	1.915584384
488567	2130597	1.916930405
488667	2130597	1.918316523
488767	2130597	1.919742685
488867	2130597	1.921208838
488967	2130597	1.922714929
489067	2130597	1.9242609
489167	2130597	1.925846694
489267	2130597	1.92747225
489367	2130597	1.929137508
489467	2130597	1.930842404
489567	2130597	1.932586873
489667	2130597	1.934370848
489767	2130597	1.93619426
489867	2130597	1.938057038
489967	2130597	1.939959111
490067	2130597	1.941900403
490167	2130597	1.943880838
490267	2130597	1.945900339
490367	2130597	1.947958824
490467	2130597	1.950056213
490567	2130597	1.95219242
490667	2130597	1.95436736
490767	2130597	1.956580944
490867	2130597	1.958833083
490967	2130597	1.961123685
491067	2130597	1.963452655
491167	2130597	1.965819897
491267	2130597	1.968225314
491367	2130597	1.970668804
491467	2130597	1.973150266
491567	2130597	1.975669596
491667	2130597	1.978226687
491767	2130597	1.980821431
491867	2130597	1.983453718
491967	2130597	1.986123436
492067	2130597	1.988830469
492167	2130597	1.991574702
492267	2130597	1.994356016
492367	2130597	1.997174292
492467	2130597	2.000029406
492567	2130597	2.002921235
492667	2130597	2.005849652
492767	2130597	2.00881453
492867	2130597	2.011815738
492967	2130597	2.014853144
493067	2130597	2.017926616
493167	2130597	2.021036017
493267	2130597	2.02418121
493367	2130597	2.027362056
493467	2130597	2.030578414
493567	2130597	2.033830142
493667	2130597	2.037117096
493767	2130597	2.040439129
493867	2130597	2.043796094
493967	2130597	2.047187842
494067	2130597	2.050614223
494167	2130597	2.054075084
494267	2130597	2.057570272
494367	2130597	2.061099631
494467	2130597	2.064663006
494567	2130597	2.068260238
494667	2130597	2.071891168
494767	2130597	2.075555636
494867	2130597	2.079253481
494967	2130597	2.082984539
495067	2130597	2.086748646
495167	2130597	2.090545638
495267	2130597	2.094375348
495367	2130597	2.098237609
495467	2130597	2.102132252
495567	2130597	2.10605911
495667	2130597	2.110018011
495767	2130597	2.114008786
495867	2130597	2.118031262
495967	2130597	2.122085267
496067	2130597	2.126170627
496167	2130597	2.13028717
496267	2130597	2.134434721
496367	2130597	2.138613105
496467	2130597	2.142822145
496567	2130597	2.147061668
496667	2130597	2.151331495
496767	2130597	2.15563145
496867	2130597	2.159961356
496967	2130597	2.164321036
497067	2130597	2.168710311
497167	2130597	2.173129004
497267	2130597	2.177576936
497367	2130597	2.182053929
497467	2130597	2.186559805
497567	2130597	2.191094384
497667	2130597	2.195657489
497767	2130597	2.20024894
497867	2130597	2.20486856
497967	2130597	2.209516168
498067	2130597	2.214191588
498167	2130597	2.218894641
498267	2130597	2.223625148
498367	2130597	2.228382932
498467	2130597	2.233167814
498567	2130597	2.237979619
498667	2130597	2.242818168
498767	2130597	2.247683285
498867	2130597	2.252574793
498967	2130597	2.257492516
499067	2130597	2.262436279
499167	2130597	2.267405907
499267	2130597	2.272401225
499367	2130597	2.277422058
499467	2130597	2.282468233
499567	2130597	2.287539577
499667	2130597	2.292635917
499767	2130597	2.297757081
499867	2130597	2.302902898
499967	2130597	2.308073198
500067	2130597	2.313267809
500167	2130597	2.318486563
500267	2130597	2.323729291
500367	2130597	2.328995824
500467	2130597	2.334285996
500567	2130597	2.33959964
500667	2130597	2.34493659
500767	2130597	2.350296681
500867	2130597	2.355679749
500967	2130597	2.36108563
501067	2130597	2.366514161
501167	2130597	2.371965182
501267	2130597	2.37743853
501367	2130597	2.382934045
501467	2130597	2.388451569
501567	2130597	2.393990943
501667	2130597	2.399552008
501767	2130597	2.40513461
501867	2130597	2.410738591
501967	2130597	2.416363797
502067	2130597	2.422010073
502167	2130597	2.427677268
502267	2130597	2.433365228
502367	2130597	2.439073802
502467	2130597	2.44480284
502567	2130597	2.450552193
502667	2130597	2.456321712
502767	2130597	2.46211125
502867	2130597	2.46792066
502967	2130597	2.473749796
503067	2130597	2.479598514
503167	2130597	2.48546667
503267	2130597	2.491354122
503367	2130597	2.497260727
503467	2130597	2.503186345
503567	2130597	2.509130835
503667	2130597	2.51509406
503767	2130597	2.521075881
503867	2130597	2.52707616
503967	2130597	2.533094763
504067	2130597	2.539131553
504167	2130597	2.545186397
504267	2130597	2.551259161
504367	2130597	2.557349714
504467	2130597	2.563457924
504567	2130597	2.569583661
504667	2130597	2.575726795
504767	2130597	2.581887197
504867	2130597	2.588064742
504967	2130597	2.594259301
505067	2130597	2.60047075
505167	2130597	2.606698963
505267	2130597	2.612943818
505367	2130597	2.61920519
505467	2130597	2.625482959
505567	2130597	2.631777004
505667	2130597	2.638087203
505767	2130597	2.644413439
505867	2130597	2.650755593
505967	2130597	2.657113548
506067	2130597	2.663487187
486667	2130697	1.889547402
486767	2130697	1.890167205
487767	2130697	1.89861085
487867	2130697	1.899679089
487967	2130697	1.90078789
488067	2130697	1.901937211
488167	2130697	1.903127012
488267	2130697	1.904357249
488367	2130697	1.905627877
488467	2130697	1.906938849
488567	2130697	1.908290117
488667	2130697	1.909681632
488767	2130697	1.911113341
488867	2130697	1.912585193
488967	2130697	1.914097133
489067	2130697	1.915649103
489167	2130697	1.917241047
489267	2130697	1.918872903
489367	2130697	1.920544612
489467	2130697	1.922256108
489567	2130697	1.924007327
489667	2130697	1.925798202
489767	2130697	1.927628664
489867	2130697	1.929498642
489967	2130697	1.931408064
490067	2130697	1.933356854
490167	2130697	1.935344936
490267	2130697	1.937372233
490367	2130697	1.939438662
490467	2130697	1.941544143
490567	2130697	1.94368859
490667	2130697	1.945871916
490767	2130697	1.948094034
490867	2130697	1.950354853
490967	2130697	1.952654281
491067	2130697	1.954992222
491167	2130697	1.95736858
491267	2130697	1.959783256
491367	2130697	1.96223615
491467	2130697	1.964727159
491567	2130697	1.967256177
491667	2130697	1.969823098
491767	2130697	1.972427813
491867	2130697	1.97507021
491967	2130697	1.977750176
492067	2130697	1.980467596
492167	2130697	1.983222353
492267	2130697	1.986014327
492367	2130697	1.988843398
492467	2130697	1.991709441
492567	2130697	1.994612332
492667	2130697	1.997551943
492767	2130697	2.000528144
492867	2130697	2.003540806
492967	2130697	2.006589794
493067	2130697	2.009674974
493167	2130697	2.012796209
493267	2130697	2.01595336
493367	2130697	2.019146287
493467	2130697	2.022374848
493567	2130697	2.025638898
493667	2130697	2.028938292
493767	2130697	2.032272882
493867	2130697	2.03564252
493967	2130697	2.039047055
494067	2130697	2.042486335
494167	2130697	2.045960205
494267	2130697	2.049468511
494367	2130697	2.053011096
494467	2130697	2.056587802
494567	2130697	2.060198469
494667	2130697	2.063842936
494767	2130697	2.067521042
494867	2130697	2.071232622
494967	2130697	2.074977513
495067	2130697	2.078755548
495167	2130697	2.082566561
495267	2130697	2.086410383
495367	2130697	2.090286845
495467	2130697	2.094195778
495567	2130697	2.098137011
495667	2130697	2.102110371
495767	2130697	2.106115686
495867	2130697	2.110152783
495967	2130697	2.114221487
496067	2130697	2.118321623
496167	2130697	2.122453015
496267	2130697	2.126615488
496367	2130697	2.130808864
496467	2130697	2.135032967
496567	2130697	2.139287617
496667	2130697	2.143572637
496767	2130697	2.147887849
496867	2130697	2.152233072
496967	2130697	2.156608128
497067	2130697	2.161012837
497167	2130697	2.165447019
497267	2130697	2.169910494
497367	2130697	2.174403082
497467	2130697	2.178924602
497567	2130697	2.183474874
497667	2130697	2.188053718
497767	2130697	2.192660953
497867	2130697	2.197296398
497967	2130697	2.201959874
498067	2130697	2.206651201
498167	2130697	2.211370197
498267	2130697	2.216116685
498367	2130697	2.220890482
498467	2130697	2.225691412
498567	2130697	2.230519294
498667	2130697	2.235373949
498767	2130697	2.240255199
498867	2130697	2.245162867
498967	2130697	2.250096775
499067	2130697	2.255056744
499167	2130697	2.2600426
499267	2130697	2.265054165
499367	2130697	2.270091263
499467	2130697	2.275153721
499567	2130697	2.280241362
499667	2130697	2.285354013
499767	2130697	2.290491501
499867	2130697	2.295653653
499967	2130697	2.300840296
500067	2130697	2.306051259
500167	2130697	2.311286372
500267	2130697	2.316545464
500367	2130697	2.321828366
500467	2130697	2.32713491
500567	2130697	2.332464927
500667	2130697	2.337818251
500767	2130697	2.343194715
500867	2130697	2.348594154
500967	2130697	2.354016404
501067	2130697	2.359461299
501167	2130697	2.364928679
501267	2130697	2.370418379
501367	2130697	2.37593024
501467	2130697	2.381464101
501567	2130697	2.387019802
501667	2130697	2.392597184
501767	2130697	2.398196091
501867	2130697	2.403816365
501967	2130697	2.40945785
502067	2130697	2.415120392
502167	2130697	2.420803836
502267	2130697	2.42650803
502367	2130697	2.432232822
502467	2130697	2.437978059
502567	2130697	2.443743593
502667	2130697	2.449529273
502767	2130697	2.455334951
502867	2130697	2.461160481
502967	2130697	2.467005716
503067	2130697	2.47287051
503167	2130697	2.478754719
503267	2130697	2.4846582
503367	2130697	2.490580809
503467	2130697	2.496522406
503567	2130697	2.50248285
503667	2130697	2.508462002
503767	2130697	2.514459723
503867	2130697	2.520475875
503967	2130697	2.526510321
504067	2130697	2.532562927
504167	2130697	2.538633557
504267	2130697	2.544722078
504367	2130697	2.550828356
504467	2130697	2.556952261
504567	2130697	2.563093661
504667	2130697	2.569252427
504767	2130697	2.57542843
504867	2130697	2.581621541
504967	2130697	2.587831634
505067	2130697	2.594058583
505167	2130697	2.600302262
505267	2130697	2.606562548
505367	2130697	2.612839318
505467	2130697	2.619132449
505567	2130697	2.625441819
505667	2130697	2.63176731
505767	2130697	2.6381088
505867	2130697	2.644466172
505967	2130697	2.650839308
506067	2130697	2.657228091
506167	2130697	2.663632406
486567	2130797	1.880255852
486667	2130797	1.880837126
487567	2130797	1.887914378
487667	2130797	1.888905293
487767	2130797	1.889936996
487867	2130797	1.891009451
487967	2130797	1.892122618
488067	2130797	1.893276458
488167	2130797	1.894470927
488267	2130797	1.895705984
488367	2130797	1.896981582
488467	2130797	1.898297677
488567	2130797	1.899654218
488667	2130797	1.901051157
488767	2130797	1.902488443
488867	2130797	1.903966022
488967	2130797	1.90548384
489067	2130797	1.90704184
489167	2130797	1.908639964
489267	2130797	1.910278153
489367	2130797	1.911956344
489467	2130797	1.913674475
489567	2130797	1.91543248
489667	2130797	1.917230291
489767	2130797	1.91906784
489867	2130797	1.920945055
489967	2130797	1.922861865
490067	2130797	1.924818193
490167	2130797	1.926813964
490267	2130797	1.928849098
490367	2130797	1.930923515
490467	2130797	1.933037132
490567	2130797	1.935189864
490667	2130797	1.937381624
490767	2130797	1.939612323
490867	2130797	1.941881871
490967	2130797	1.944190175
491067	2130797	1.946537138
491167	2130797	1.948922665
491267	2130797	1.951346655
491367	2130797	1.953809007
491467	2130797	1.956309618
491567	2130797	1.958848382
491667	2130797	1.961425191
491767	2130797	1.964039935
491867	2130797	1.966692503
491967	2130797	1.969382781
492067	2130797	1.972110651
492167	2130797	1.974875996
492267	2130797	1.977678696
492367	2130797	1.980518628
492467	2130797	1.983395669
492567	2130797	1.98630969
492667	2130797	1.989260565
492767	2130797	1.992248162
492867	2130797	1.99527235
492967	2130797	1.998332993
493067	2130797	2.001429956
493167	2130797	2.0045631
493267	2130797	2.007732286
493367	2130797	2.010937372
493467	2130797	2.014178213
493567	2130797	2.017454665
493667	2130797	2.02076658
493767	2130797	2.024113809
493867	2130797	2.027496203
493967	2130797	2.030913607
494067	2130797	2.03436587
494167	2130797	2.037852835
494267	2130797	2.041374345
494367	2130797	2.044930242
494467	2130797	2.048520366
494567	2130797	2.052144555
494667	2130797	2.055802648
494767	2130797	2.05949448
494867	2130797	2.063219886
494967	2130797	2.0669787
495067	2130797	2.070770754
495167	2130797	2.074595878
495267	2130797	2.078453904
495367	2130797	2.082344661
495467	2130797	2.086267976
495567	2130797	2.090223676
495667	2130797	2.094211588
495767	2130797	2.098231538
495867	2130797	2.102283349
495967	2130797	2.106366846
496067	2130797	2.110481851
496167	2130797	2.114628188
496267	2130797	2.118805677
496367	2130797	2.123014141
496467	2130797	2.127253399
496567	2130797	2.131523272
496667	2130797	2.13582358
496767	2130797	2.140154142
496867	2130797	2.144514778
496967	2130797	2.148905305
497067	2130797	2.153325542
497167	2130797	2.157775307
497267	2130797	2.162254419
497367	2130797	2.166762696
497467	2130797	2.171299954
497567	2130797	2.175866012
497667	2130797	2.180460688
497767	2130797	2.1850838
497867	2130797	2.189735164
497967	2130797	2.1944146
498067	2130797	2.199121925
498167	2130797	2.203856957
498267	2130797	2.208619515
498367	2130797	2.213409418
498467	2130797	2.218226483
498567	2130797	2.223070532
498667	2130797	2.227941383
498767	2130797	2.232838855
498867	2130797	2.237762771
498967	2130797	2.242712949
499067	2130797	2.247689213
499167	2130797	2.252691382
499267	2130797	2.25771928
499367	2130797	2.262772729
499467	2130797	2.267851553
499567	2130797	2.272955575
499667	2130797	2.27808462
499767	2130797	2.283238514
499867	2130797	2.288417081
499967	2130797	2.293620149
500067	2130797	2.298847544
500167	2130797	2.304099095
500267	2130797	2.309374631
500367	2130797	2.314673979
500467	2130797	2.319996972
500567	2130797	2.325343439
500667	2130797	2.330713212
500767	2130797	2.336106124
500867	2130797	2.341522009
500967	2130797	2.3469607
501067	2130797	2.352422032
501167	2130797	2.357905842
501267	2130797	2.363411966
501367	2130797	2.368940242
501467	2130797	2.374490509
501567	2130797	2.380062605
501667	2130797	2.385656372
501767	2130797	2.391271651
501867	2130797	2.396908284
501967	2130797	2.402566114
502067	2130797	2.408244985
502167	2130797	2.413944743
502267	2130797	2.419665234
502367	2130797	2.425406304
502467	2130797	2.431167801
502567	2130797	2.436949576
502667	2130797	2.442751477
502767	2130797	2.448573355
502867	2130797	2.454415062
502967	2130797	2.460276452
503067	2130797	2.466157379
503167	2130797	2.472057696
503267	2130797	2.47797726
503367	2130797	2.483915927
503467	2130797	2.489873557
503567	2130797	2.495850006
503667	2130797	2.501845136
503767	2130797	2.507858808
503867	2130797	2.513890882
503967	2130797	2.519941221
504067	2130797	2.526009691
504167	2130797	2.532096154
504267	2130797	2.538200478
504367	2130797	2.544322528
504467	2130797	2.550462173
504567	2130797	2.556619281
504667	2130797	2.562793722
504767	2130797	2.568985367
504867	2130797	2.575194087
504967	2130797	2.581419755
505067	2130797	2.587662245
505167	2130797	2.59392143
505267	2130797	2.600197187
505367	2130797	2.606489392
505467	2130797	2.612797923
505567	2130797	2.619122657
505667	2130797	2.625463474
505767	2130797	2.631820254
505867	2130797	2.638192879
505967	2130797	2.644581231
506067	2130797	2.650985191
506167	2130797	2.657404646
506267	2130797	2.663839478
506367	2130797	2.670289575
486467	2130897	1.871004792
486567	2130897	1.871547227
486667	2130897	1.872130922
487467	2130897	1.878282902
487567	2130897	1.879236774
487667	2130897	1.880231623
487767	2130897	1.881267412
487867	2130897	1.882344103
487967	2130897	1.883461659
488067	2130897	1.884620039
488167	2130897	1.8858192
488267	2130897	1.887059101
488367	2130897	1.888339695
488467	2130897	1.889660936
488567	2130897	1.891022777
488667	2130897	1.892425168
488767	2130897	1.893868057
488867	2130897	1.895351391
488967	2130897	1.896875117
489067	2130897	1.898439177
489167	2130897	1.900043513
489267	2130897	1.901688066
489367	2130897	1.903372774
489467	2130897	1.905097572
489567	2130897	1.906862397
489667	2130897	1.90866718
489767	2130897	1.910511853
489867	2130897	1.912396344
489967	2130897	1.91432058
490067	2130897	1.916284487
490167	2130897	1.918287986
490267	2130897	1.920331001
490367	2130897	1.922413448
490467	2130897	1.924535245
490567	2130897	1.926696308
490667	2130897	1.928896548
490767	2130897	1.931135877
490867	2130897	1.933414203
490967	2130897	1.935731432
491067	2130897	1.93808747
491167	2130897	1.940482217
491267	2130897	1.942915574
491367	2130897	1.94538744
491467	2130897	1.94789771
491567	2130897	1.950446277
491667	2130897	1.953033033
491767	2130897	1.955657867
491867	2130897	1.958320667
491967	2130897	1.961021318
492067	2130897	1.963759702
492167	2130897	1.9665357
492267	2130897	1.969349192
492367	2130897	1.972200053
492467	2130897	1.975088158
492567	2130897	1.97801338
492667	2130897	1.980975589
492767	2130897	1.983974654
492867	2130897	1.98701044
492967	2130897	1.990082813
493067	2130897	1.993191634
493167	2130897	1.996336764
493267	2130897	1.999518062
493367	2130897	2.002735384
493467	2130897	2.005988586
493567	2130897	2.00927752
493667	2130897	2.012602037
493767	2130897	2.015961988
493867	2130897	2.019357219
493967	2130897	2.022787578
494067	2130897	2.026252908
494167	2130897	2.029753053
494267	2130897	2.033287853
494367	2130897	2.036857149
494467	2130897	2.040460779
494567	2130897	2.044098581
494667	2130897	2.047770388
494767	2130897	2.051476037
494867	2130897	2.055215359
494967	2130897	2.058988187
495067	2130897	2.062794351
495167	2130897	2.06663368
495267	2130897	2.070506002
495367	2130897	2.074411146
495467	2130897	2.078348936
495567	2130897	2.082319198
495667	2130897	2.086321756
495767	2130897	2.090356434
495867	2130897	2.094423055
495967	2130897	2.09852144
496067	2130897	2.10265141
496167	2130897	2.106812786
496267	2130897	2.111005388
496367	2130897	2.115229034
496467	2130897	2.119483544
496567	2130897	2.123768736
496667	2130897	2.128084427
496767	2130897	2.132430436
496867	2130897	2.136806578
496967	2130897	2.141212671
497067	2130897	2.145648532
497167	2130897	2.150113976
497267	2130897	2.15460882
497367	2130897	2.15913288
497467	2130897	2.163685971
497567	2130897	2.16826791
497667	2130897	2.172878512
497767	2130897	2.177517594
497867	2130897	2.18218497
497967	2130897	2.186880458
498067	2130897	2.191603874
498167	2130897	2.196355034
498267	2130897	2.201133754
498367	2130897	2.205939853
498467	2130897	2.210773145
498567	2130897	2.215633451
498667	2130897	2.220520586
498767	2130897	2.225434371
498867	2130897	2.230374622
498967	2130897	2.23534116
499067	2130897	2.240333804
499167	2130897	2.245352374
499267	2130897	2.25039669
499367	2130897	2.255466575
499467	2130897	2.26056185
499567	2130897	2.265682338
499667	2130897	2.27082786
499767	2130897	2.275998242
499867	2130897	2.281193307
499967	2130897	2.286412881
500067	2130897	2.291656789
500167	2130897	2.296924858
500267	2130897	2.302216915
500367	2130897	2.307532788
500467	2130897	2.312872307
500567	2130897	2.3182353
500667	2130897	2.323621599
500767	2130897	2.329031034
500867	2130897	2.334463439
500967	2130897	2.339918644
501067	2130897	2.345396486
501167	2130897	2.350896798
501267	2130897	2.356419417
501367	2130897	2.361964178
501467	2130897	2.36753092
501567	2130897	2.373119481
501667	2130897	2.3787297
501767	2130897	2.384361417
501867	2130897	2.390014475
501967	2130897	2.395688715
502067	2130897	2.40138398
502167	2130897	2.407100115
502267	2130897	2.412836965
502367	2130897	2.418594375
502467	2130897	2.424372194
502567	2130897	2.430170269
502667	2130897	2.43598845
502767	2130897	2.441826586
502867	2130897	2.44768453
502967	2130897	2.453562132
503067	2130897	2.459459246
503167	2130897	2.465375726
503267	2130897	2.471311428
503367	2130897	2.477266207
503467	2130897	2.483239922
503567	2130897	2.489232429
503667	2130897	2.495243588
503767	2130897	2.50127326
503867	2130897	2.507321306
503967	2130897	2.513387587
504067	2130897	2.519471968
504167	2130897	2.525574312
504267	2130897	2.531694485
504367	2130897	2.537832353
504467	2130897	2.543987782
504567	2130897	2.550160643
504667	2130897	2.556350803
504767	2130897	2.562558132
504867	2130897	2.568782503
504967	2130897	2.575023787
505067	2130897	2.581281858
505167	2130897	2.587556589
505267	2130897	2.593847856
505367	2130897	2.600155535
505467	2130897	2.606479502
505567	2130897	2.612819636
505667	2130897	2.619175816
505767	2130897	2.625547922
505867	2130897	2.631935835
505967	2130897	2.638339435
506067	2130897	2.644758607
506167	2130897	2.651193234
506267	2130897	2.6576432
506367	2130897	2.66410839
506467	2130897	2.670588692
486367	2130997	1.861794725
486467	2130997	1.86229801
487367	2130997	1.868689283
487467	2130997	1.869605795
487567	2130997	1.870563469
487667	2130997	1.871562272
487767	2130997	1.872602167
487867	2130997	1.873683117
487967	2130997	1.874805083
488067	2130997	1.875968025
488167	2130997	1.877171902
488267	2130997	1.878416669
488367	2130997	1.879702283
488467	2130997	1.881028697
488567	2130997	1.882395864
488667	2130997	1.883803732
488767	2130997	1.885252252
488867	2130997	1.886741371
488967	2130997	1.888271033
489067	2130997	1.889841183
489167	2130997	1.891451762
489267	2130997	1.893102711
489367	2130997	1.894793967
489467	2130997	1.896525468
489567	2130997	1.898297147
489667	2130997	1.900108938
489767	2130997	1.901960771
489867	2130997	1.903852575
489967	2130997	1.905784277
490067	2130997	1.907755801
490167	2130997	1.909767071
490267	2130997	1.911818007
490367	2130997	1.913908528
490467	2130997	1.916038551
490567	2130997	1.918207989
490667	2130997	1.920416756
490767	2130997	1.922664762
490867	2130997	1.924951915
490967	2130997	1.927278121
491067	2130997	1.929643283
491167	2130997	1.932047304
491267	2130997	1.934490083
491367	2130997	1.936971517
491467	2130997	1.939491502
491567	2130997	1.94204993
491667	2130997	1.944646692
491767	2130997	1.947281676
491867	2130997	1.949954769
491967	2130997	1.952665856
492067	2130997	1.955414818
492167	2130997	1.958201534
492267	2130997	1.961025884
492367	2130997	1.963887742
492467	2130997	1.966786981
492567	2130997	1.969723473
492667	2130997	1.972697088
492767	2130997	1.975707692
492867	2130997	1.978755151
492967	2130997	1.981839327
493067	2130997	1.984960082
493167	2130997	1.988117275
493267	2130997	1.991310763
493367	2130997	1.994540401
493467	2130997	1.997806042
493567	2130997	2.001107539
493667	2130997	2.004444741
493767	2130997	2.007817496
493867	2130997	2.011225649
493967	2130997	2.014669047
494067	2130997	2.01814753
494167	2130997	2.021660941
494267	2130997	2.025209119
494367	2130997	2.028791903
494467	2130997	2.032409128
494567	2130997	2.03606063
494667	2130997	2.039746243
494767	2130997	2.043465799
494867	2130997	2.047219129
494967	2130997	2.051006063
495067	2130997	2.054826429
495167	2130997	2.058680056
495267	2130997	2.062566769
495367	2130997	2.066486393
495467	2130997	2.070438752
495567	2130997	2.074423671
495667	2130997	2.078440971
495767	2130997	2.082490473
495867	2130997	2.086571999
495967	2130997	2.090685367
496067	2130997	2.094830398
496167	2130997	2.09900691
496267	2130997	2.10321472
496367	2130997	2.107453646
496467	2130997	2.111723504
496567	2130997	2.116024111
496667	2130997	2.120355282
496767	2130997	2.124716833
496867	2130997	2.129108579
496967	2130997	2.133530335
497067	2130997	2.137981915
497167	2130997	2.142463134
497267	2130997	2.146973806
497367	2130997	2.151513744
497467	2130997	2.156082764
497567	2130997	2.160680678
497667	2130997	2.165307301
497767	2130997	2.169962447
497867	2130997	2.17464593
497967	2130997	2.179357564
498067	2130997	2.184097164
498167	2130997	2.188864544
498267	2130997	2.193659519
498367	2130997	2.198481905
498467	2130997	2.203331516
498567	2130997	2.208208169
498667	2130997	2.213111679
498767	2130997	2.218041864
498867	2130997	2.222998541
498967	2130997	2.227981526
499067	2130997	2.232990639
499167	2130997	2.238025696
499267	2130997	2.243086519
499367	2130997	2.248172925
499467	2130997	2.253284737
499567	2130997	2.258421773
499667	2130997	2.263583857
499767	2130997	2.26877081
499867	2130997	2.273982455
499967	2130997	2.279218616
500067	2130997	2.284479118
500167	2130997	2.289763784
500267	2130997	2.295072443
500367	2130997	2.30040492
500467	2130997	2.305761042
500567	2130997	2.311140639
500667	2130997	2.316543539
500767	2130997	2.321969572
500867	2130997	2.32741857
500967	2130997	2.332890365
501067	2130997	2.338384789
501167	2130997	2.343901675
501267	2130997	2.349440859
501367	2130997	2.355002176
501467	2130997	2.360585463
501567	2130997	2.366190556
501667	2130997	2.371817295
501767	2130997	2.377465518
501867	2130997	2.383135066
501967	2130997	2.388825781
502067	2130997	2.394537504
502167	2130997	2.40027008
502267	2130997	2.406023351
502367	2130997	2.411797164
502467	2130997	2.417591365
502567	2130997	2.423405802
502667	2130997	2.429240321
502767	2130997	2.435094774
502867	2130997	2.44096901
502967	2130997	2.446862881
503067	2130997	2.452776239
503167	2130997	2.458708938
503267	2130997	2.464660831
503367	2130997	2.470631776
503467	2130997	2.476621628
503567	2130997	2.482630244
503667	2130997	2.488657484
503767	2130997	2.494703207
503867	2130997	2.500767273
503967	2130997	2.506849545
504067	2130997	2.512949885
504167	2130997	2.519068156
504267	2130997	2.525204225
504367	2130997	2.531357955
504467	2130997	2.537529214
504567	2130997	2.54371787
504667	2130997	2.549923792
504767	2130997	2.556146849
504867	2130997	2.562386912
504967	2130997	2.568643853
505067	2130997	2.574917545
505167	2130997	2.581207861
505267	2130997	2.587514676
505367	2130997	2.593837866
505467	2130997	2.600177308
505567	2130997	2.606532878
505667	2130997	2.612904457
505767	2130997	2.619291923
505867	2130997	2.625695158
505967	2130997	2.632114041
506067	2130997	2.638548457
506167	2130997	2.644998288
506267	2130997	2.651463419
506367	2130997	2.657943735
506467	2130997	2.664439122
506567	2130997	2.670949467
506667	2130997	2.677474658
506767	2130997	2.684014584
486267	2131097	1.852626156
487167	2131097	1.858296574
487267	2131097	1.859134027
487367	2131097	1.86001286
487467	2131097	1.860933041
487567	2131097	1.861894537
487667	2131097	1.862897313
487767	2131097	1.863941335
487867	2131097	1.865026564
487967	2131097	1.866152962
488067	2131097	1.867320488
488167	2131097	1.868529103
488267	2131097	1.869778761
488367	2131097	1.87106942
488467	2131097	1.872401031
488567	2131097	1.873773548
488667	2131097	1.875186922
488767	2131097	1.8766411
488867	2131097	1.87813603
488967	2131097	1.879671658
489067	2131097	1.881247927
489167	2131097	1.88286478
489267	2131097	1.884522156
