x	y	error_coe_com_inf
501667	2125497	0.604888924
501767	2125497	0.606005897
501867	2125497	0.607127189
501967	2125497	0.608252773
502067	2125497	0.609382621
502167	2125497	0.610516708
502267	2125497	0.611655005
502367	2125497	0.612797487
502467	2125497	0.613944126
502567	2125497	0.615094897
502667	2125497	0.616249771
502767	2125497	0.617408723
502867	2125497	0.618571727
502967	2125497	0.619738755
503067	2125497	0.620909783
503167	2125497	0.622084783
503267	2125497	0.623263729
503367	2125497	0.624446596
503467	2125497	0.625633358
503567	2125497	0.626823988
503667	2125497	0.628018462
503767	2125497	0.629216754
503867	2125497	0.630418838
503967	2125497	0.631624689
504067	2125497	0.632834281
504167	2125497	0.63404759
504267	2125497	0.63526459
504367	2125497	0.636485257
504467	2125497	0.637709566
504567	2125497	0.638937492
504667	2125497	0.64016901
504767	2125497	0.641404097
504867	2125497	0.642642728
504967	2125497	0.643884878
505067	2125497	0.645130524
505167	2125497	0.646379641
505267	2125497	0.647632207
505367	2125497	0.648888197
505467	2125497	0.650147587
505567	2125497	0.651410355
505667	2125497	0.652676477
505767	2125497	0.65394593
505867	2125497	0.65521869
505967	2125497	0.656494736
506067	2125497	0.657774043
506167	2125497	0.659056591
501567	2125597	0.602258577
501667	2125597	0.603374153
501767	2125597	0.604494078
501867	2125597	0.605618326
501967	2125597	0.606746868
502067	2125597	0.607879679
502167	2125597	0.609016729
502267	2125597	0.610157993
502367	2125597	0.611303444
502467	2125597	0.612453054
502567	2125597	0.613606796
502667	2125597	0.614764644
502767	2125597	0.615926572
502867	2125597	0.617092551
502967	2125597	0.618262557
503067	2125597	0.619436562
503167	2125597	0.620614541
503267	2125597	0.621796466
503367	2125597	0.622982312
503467	2125597	0.624172052
503567	2125597	0.625365662
503667	2125597	0.626563114
503767	2125597	0.627764383
503867	2125597	0.628969444
503967	2125597	0.63017827
504067	2125597	0.631390838
504167	2125597	0.63260712
504267	2125597	0.633827093
504367	2125597	0.63505073
504467	2125597	0.636278008
504567	2125597	0.6375089
504667	2125597	0.638743384
504767	2125597	0.639981433
504867	2125597	0.641223024
504967	2125597	0.642468132
505067	2125597	0.643716733
505167	2125597	0.644968803
505267	2125597	0.646224317
505367	2125597	0.647483254
505467	2125597	0.648745587
505567	2125597	0.650011295
505667	2125597	0.651280353
505767	2125597	0.652552738
505867	2125597	0.653828428
505967	2125597	0.655107399
506067	2125597	0.656389628
506167	2125597	0.657675093
501467	2125697	0.5996287
501567	2125697	0.600742859
501667	2125697	0.601861398
501767	2125697	0.602984291
501867	2125697	0.604111509
501967	2125697	0.605243024
502067	2125697	0.60637881
502167	2125697	0.607518839
502267	2125697	0.608663084
502367	2125697	0.609811517
502467	2125697	0.610964112
502567	2125697	0.612120841
502667	2125697	0.613281677
502767	2125697	0.614446593
502867	2125697	0.615615563
502967	2125697	0.616788559
503067	2125697	0.617965556
503167	2125697	0.619146526
503267	2125697	0.620331443
503367	2125697	0.621520281
503467	2125697	0.622713013
503567	2125697	0.623909614
503667	2125697	0.625110057
503767	2125697	0.626314316
503867	2125697	0.627522367
503967	2125697	0.628734182
504067	2125697	0.629949736
504167	2125697	0.631169004
504267	2125697	0.632391961
504367	2125697	0.633618581
504467	2125697	0.634848839
504567	2125697	0.63608271
504667	2125697	0.63732017
504767	2125697	0.638561193
504867	2125697	0.639805756
504967	2125697	0.641053833
505067	2125697	0.6423054
505167	2125697	0.643560433
505267	2125697	0.644818908
505367	2125697	0.646080801
505467	2125697	0.647346088
505567	2125697	0.648614746
505667	2125697	0.649886751
505767	2125697	0.65116208
505867	2125697	0.652440709
505967	2125697	0.653722615
506067	2125697	0.655007775
506167	2125697	0.656296167
501367	2125797	0.596999303
501467	2125797	0.598112025
501567	2125797	0.599229159
501667	2125797	0.600350677
501767	2125797	0.601476552
501867	2125797	0.602606754
501967	2125797	0.603741258
502067	2125797	0.604880034
502167	2125797	0.606023056
502267	2125797	0.607170296
502367	2125797	0.608321726
502467	2125797	0.609477319
502567	2125797	0.610637048
502667	2125797	0.611800886
502767	2125797	0.612968805
502867	2125797	0.614140778
502967	2125797	0.615316779
503067	2125797	0.61649678
503167	2125797	0.617680755
503267	2125797	0.618868678
503367	2125797	0.620060521
503467	2125797	0.621256258
503567	2125797	0.622455863
503667	2125797	0.62365931
503767	2125797	0.624866573
503867	2125797	0.626077625
503967	2125797	0.627292441
504067	2125797	0.628510995
504167	2125797	0.629733261
504267	2125797	0.630959214
504367	2125797	0.632188828
504467	2125797	0.633422079
504567	2125797	0.63465894
504667	2125797	0.635899388
504767	2125797	0.637143397
504867	2125797	0.638390942
504967	2125797	0.639642
505067	2125797	0.640896544
505167	2125797	0.642154551
505267	2125797	0.643415998
505367	2125797	0.644680859
505467	2125797	0.64594911
505567	2125797	0.647220729
505667	2125797	0.648495691
505767	2125797	0.649773973
505867	2125797	0.651055551
505967	2125797	0.652340403
506067	2125797	0.653628504
506167	2125797	0.654919833
501367	2125897	0.595481664
501467	2125897	0.596597372
501567	2125897	0.597717496
501667	2125897	0.598842007
501767	2125897	0.599970878
501867	2125897	0.601104081
501967	2125897	0.602241586
502067	2125897	0.603383368
502167	2125897	0.604529397
502267	2125897	0.605679646
502367	2125897	0.606834088
502467	2125897	0.607992694
502567	2125897	0.609155437
502667	2125897	0.61032229
502767	2125897	0.611493226
502867	2125897	0.612668216
502967	2125897	0.613847235
503067	2125897	0.615030255
503167	2125897	0.616217249
503267	2125897	0.61740819
503367	2125897	0.618603051
503467	2125897	0.619801806
503567	2125897	0.621004429
503667	2125897	0.622210893
503767	2125897	0.623421171
503867	2125897	0.624635238
503967	2125897	0.625853067
504067	2125897	0.627074633
504167	2125897	0.628299909
504267	2125897	0.62952887
504367	2125897	0.630761491
504467	2125897	0.631997746
504567	2125897	0.63323761
504667	2125897	0.634481058
504767	2125897	0.635728064
504867	2125897	0.636978603
504967	2125897	0.638232652
505067	2125897	0.639490185
505167	2125897	0.640751178
505267	2125897	0.642015606
505367	2125897	0.643283445
505467	2125897	0.644554672
505567	2125897	0.645829262
505667	2125897	0.647107192
505767	2125897	0.648388437
505867	2125897	0.649672975
505967	2125897	0.650960782
506067	2125897	0.652251834
506167	2125897	0.65354611
501267	2125997	0.592851785
501367	2125997	0.593966047
501467	2125997	0.595084757
501567	2125997	0.596207885
501667	2125997	0.597335405
501767	2125997	0.598467288
501867	2125997	0.599603505
501967	2125997	0.600744028
502067	2125997	0.601888829
502167	2125997	0.60303788
502267	2125997	0.604191153
502367	2125997	0.60534862
502467	2125997	0.606510253
502567	2125997	0.607676025
502667	2125997	0.608845908
502767	2125997	0.610019874
502867	2125997	0.611197896
502967	2125997	0.612379947
503067	2125997	0.613565998
503167	2125997	0.614756024
503267	2125997	0.615949997
503367	2125997	0.61714789
503467	2125997	0.618349677
503567	2125997	0.61955533
503667	2125997	0.620764823
503767	2125997	0.62197813
503867	2125997	0.623195224
503967	2125997	0.624416079
504067	2125997	0.625640669
504167	2125997	0.626868968
504267	2125997	0.62810095
504367	2125997	0.62933659
504467	2125997	0.630575861
504567	2125997	0.631818739
504667	2125997	0.633065198
504767	2125997	0.634315212
504867	2125997	0.635568758
504967	2125997	0.636825809
505067	2125997	0.638086342
505167	2125997	0.639350331
505267	2125997	0.640617752
505367	2125997	0.641888581
505467	2125997	0.643162794
505567	2125997	0.644440366
505667	2125997	0.645721273
505767	2125997	0.647005492
505867	2125997	0.648293
505967	2125997	0.649583772
506067	2125997	0.650877785
501267	2126097	0.591335196
501367	2126097	0.592452471
501467	2126097	0.593574197
501567	2126097	0.594700346
501667	2126097	0.595830889
501767	2126097	0.596965799
501867	2126097	0.598105045
501967	2126097	0.5992486
502067	2126097	0.600396436
502167	2126097	0.601548523
502267	2126097	0.602704835
502367	2126097	0.603865342
502467	2126097	0.605030017
502567	2126097	0.606198831
502667	2126097	0.607371758
502767	2126097	0.608548769
502867	2126097	0.609729836
502967	2126097	0.610914932
503067	2126097	0.612104029
503167	2126097	0.613297101
503267	2126097	0.614494119
503367	2126097	0.615695057
503467	2126097	0.616899888
503567	2126097	0.618108585
503667	2126097	0.619321121
503767	2126097	0.620537469
503867	2126097	0.621757603
503967	2126097	0.622981497
504067	2126097	0.624209124
504167	2126097	0.625440458
504267	2126097	0.626675473
504367	2126097	0.627914143
504467	2126097	0.629156442
504567	2126097	0.630402346
504667	2126097	0.631651828
504767	2126097	0.632904863
504867	2126097	0.634161426
504967	2126097	0.635421491
505067	2126097	0.636685035
505167	2126097	0.637952031
505267	2126097	0.639222456
505367	2126097	0.640496285
505467	2126097	0.641773494
505567	2126097	0.643054059
505667	2126097	0.644337954
505767	2126097	0.645625158
505867	2126097	0.646915645
505967	2126097	0.648209393
506067	2126097	0.649506377
501167	2126197	0.588704831
501267	2126197	0.589820649
501367	2126197	0.590940952
501467	2126197	0.59206571
501567	2126197	0.593194895
501667	2126197	0.594328477
501767	2126197	0.595466428
501867	2126197	0.596608719
501967	2126197	0.597755321
502067	2126197	0.598906206
502167	2126197	0.600061345
502267	2126197	0.601220709
502367	2126197	0.602384271
502467	2126197	0.603552002
502567	2126197	0.604723874
502667	2126197	0.605899859
502767	2126197	0.607079928
502867	2126197	0.608264054
502967	2126197	0.60945221
503067	2126197	0.610644367
503167	2126197	0.611840497
503267	2126197	0.613040575
503367	2126197	0.614244571
503467	2126197	0.61545246
503567	2126197	0.616664214
503667	2126197	0.617879805
503767	2126197	0.619099208
503867	2126197	0.620322395
503967	2126197	0.621549339
504067	2126197	0.622780016
504167	2126197	0.624014397
504267	2126197	0.625252457
504367	2126197	0.62649417
504467	2126197	0.62773951
504567	2126197	0.628988451
504667	2126197	0.630240968
504767	2126197	0.631497035
504867	2126197	0.632756626
504967	2126197	0.634019717
505067	2126197	0.635286283
505167	2126197	0.636556298
505267	2126197	0.637829738
505367	2126197	0.639106578
505467	2126197	0.640386794
505567	2126197	0.641670361
505667	2126197	0.642957256
505767	2126197	0.644247454
505867	2126197	0.645540931
505967	2126197	0.646837664
506067	2126197	0.648137629
501067	2126297	0.586074963
501167	2126297	0.587189304
501267	2126297	0.588308162
501367	2126297	0.589431509
501467	2126297	0.590559315
501567	2126297	0.591691551
501667	2126297	0.592828187
501767	2126297	0.593969195
501867	2126297	0.595114546
501967	2126297	0.59626421
502067	2126297	0.597418159
502167	2126297	0.598576364
502267	2126297	0.599738796
502367	2126297	0.600905428
502467	2126297	0.602076229
502567	2126297	0.603251172
