x	y	car_pre_sup
492567	2136597	1.217533365
492667	2136597	1.216781606
492767	2136597	1.216077174
492867	2136597	1.215419309
492967	2136597	1.214807271
493067	2136597	1.214240341
493167	2136597	1.213717821
493267	2136597	1.213239031
493367	2136597	1.212803314
493467	2136597	1.212410032
493567	2136597	1.212058568
493667	2136597	1.211748321
493767	2136597	1.211478714
493867	2136597	1.211249185
493967	2136597	1.211059192
494067	2136597	1.210908212
494167	2136597	1.210795737
494267	2136597	1.21072128
494367	2136597	1.210684368
494467	2136597	1.210684545
494567	2136597	1.210721371
494667	2136597	1.210794421
494767	2136597	1.210903286
494867	2136597	1.211047571
494967	2136597	1.211226894
495067	2136597	1.211440889
495167	2136597	1.2116892
495267	2136597	1.211971487
484667	2136697	1.515598172
484767	2136697	1.505588871
484867	2136697	1.49590607
484967	2136697	1.486561355
485067	2136697	1.477561181
485167	2136697	1.468906721
485267	2136697	1.460593995
485367	2136697	1.452614285
485467	2136697	1.444954783
485567	2136697	1.437599425
485667	2136697	1.430529826
485767	2136697	1.423726226
485867	2136697	1.41716838
485967	2136697	1.410836313
486067	2136697	1.404710929
486167	2136697	1.398774442
486267	2136697	1.393010647
486367	2136697	1.387405053
486467	2136697	1.381944904
486567	2136697	1.376619124
486667	2136697	1.371418211
486767	2136697	1.366334098
486867	2136697	1.361360006
486967	2136697	1.356490294
487067	2136697	1.351720312
487167	2136697	1.347046264
487267	2136697	1.342465086
487367	2136697	1.337974334
487467	2136697	1.33357208
487567	2136697	1.329256825
487667	2136697	1.32502742
487767	2136697	1.320882995
487867	2136697	1.316822901
487967	2136697	1.312846657
488067	2136697	1.308953905
488167	2136697	1.305144372
488267	2136697	1.301417838
488367	2136697	1.297774112
488467	2136697	1.294213004
488567	2136697	1.290734312
488667	2136697	1.287337807
488767	2136697	1.284023223
488867	2136697	1.280790244
488967	2136697	1.277638506
489067	2136697	1.274567587
489167	2136697	1.271577009
489267	2136697	1.268666234
489367	2136697	1.265834669
489467	2136697	1.263081664
489567	2136697	1.260406515
489667	2136697	1.257808471
489767	2136697	1.255286731
489867	2136697	1.252840451
489967	2136697	1.250468751
490067	2136697	1.248170713
490167	2136697	1.245945388
490267	2136697	1.243791802
490367	2136697	1.241708957
490467	2136697	1.239695836
490567	2136697	1.237751407
490667	2136697	1.235874626
490767	2136697	1.234064441
490867	2136697	1.232319795
490967	2136697	1.230639628
491067	2136697	1.229022882
491167	2136697	1.227468502
491267	2136697	1.225975437
491367	2136697	1.224542647
491467	2136697	1.223169098
491567	2136697	1.221853772
491667	2136697	1.220595661
491767	2136697	1.219393773
491867	2136697	1.218247131
491967	2136697	1.217154777
492067	2136697	1.21611577
492167	2136697	1.215129188
492267	2136697	1.214194128
492367	2136697	1.213309709
492467	2136697	1.21247507
492567	2136697	1.211689371
492667	2136697	1.210951792
492767	2136697	1.210261538
492867	2136697	1.209617833
492967	2136697	1.209019924
493067	2136697	1.208467079
493167	2136697	1.207958589
493267	2136697	1.207493763
493367	2136697	1.207071936
493467	2136697	1.206692461
493567	2136697	1.206354713
493667	2136697	1.206058086
493767	2136697	1.205801995
493867	2136697	1.205585874
493967	2136697	1.205409178
494067	2136697	1.205271378
494167	2136697	1.205171966
494267	2136697	1.20511045
494367	2136697	1.205086356
494467	2136697	1.205099227
494567	2136697	1.205148622
494667	2136697	1.205234116
494767	2136697	1.205355299
494867	2136697	1.205511778
494967	2136697	1.205703171
495067	2136697	1.205929113
495167	2136697	1.20618925
495267	2136697	1.206483242
495367	2136697	1.206810762
484667	2136797	1.509671653
484767	2136797	1.49948248
484867	2136797	1.489646527
484967	2136797	1.480177072
485067	2136797	1.471081225
485167	2136797	1.46235971
485267	2136797	1.454007016
485367	2136797	1.446011933
485467	2136797	1.438358408
485567	2136797	1.431026635
485667	2136797	1.423994277
485767	2136797	1.417237682
485867	2136797	1.41073299
485967	2136797	1.404457057
486067	2136797	1.398388152
486167	2136797	1.392506412
486267	2136797	1.386794091
486367	2136797	1.381235635
486467	2136797	1.375817627
486567	2136797	1.370528656
486667	2136797	1.365359132
486767	2136797	1.36030109
486867	2136797	1.355347986
486967	2136797	1.350494502
487067	2136797	1.345736373
487167	2136797	1.341070224
487267	2136797	1.336493424
487367	2136797	1.332003965
487467	2136797	1.32760035
487567	2136797	1.323281491
487667	2136797	1.319046631
487767	2136797	1.31489527
487867	2136797	1.3108271
487967	2136797	1.306841953
488067	2136797	1.302939756
488167	2136797	1.299120492
488267	2136797	1.295384172
488367	2136797	1.291730802
488467	2136797	1.28816037
488567	2136797	1.284672826
488667	2136797	1.281268067
488767	2136797	1.277945934
488867	2136797	1.274706199
488967	2136797	1.271548566
489067	2136797	1.268472668
489167	2136797	1.265478064
489267	2136797	1.262564242
489367	2136797	1.259730622
489467	2136797	1.25697656
489567	2136797	1.254301346
489667	2136797	1.251704215
489767	2136797	1.249184348
489867	2136797	1.246740878
489967	2136797	1.244372893
490067	2136797	1.242079443
490167	2136797	1.239859545
490267	2136797	1.237712185
490367	2136797	1.235636325
490467	2136797	1.233630909
490567	2136797	1.231694861
490667	2136797	1.229827096
490767	2136797	1.22802652
490867	2136797	1.226292034
490967	2136797	1.224622538
491067	2136797	1.223016932
491167	2136797	1.221474122
491267	2136797	1.219993021
491367	2136797	1.218572549
491467	2136797	1.217211638
491567	2136797	1.215909235
491667	2136797	1.2146643
491767	2136797	1.21347581
491867	2136797	1.212342757
491967	2136797	1.211264157
492067	2136797	1.21023904
492167	2136797	1.209266459
492267	2136797	1.20834549
492367	2136797	1.207475228
492467	2136797	1.206654792
492567	2136797	1.205883321
492667	2136797	1.205159981
492767	2136797	1.204483958
492867	2136797	1.203854461
492967	2136797	1.203270723
493067	2136797	1.202731999
493167	2136797	1.202237569
493267	2136797	1.201786734
493367	2136797	1.201378815
493467	2136797	1.20101316
493567	2136797	1.200689135
493667	2136797	1.200406128
493767	2136797	1.200163548
493867	2136797	1.199960825
493967	2136797	1.199797409
494067	2136797	1.199672768
494167	2136797	1.199586391
494267	2136797	1.199537783
494367	2136797	1.19952647
494467	2136797	1.199551992
494567	2136797	1.199613909
494667	2136797	1.199711796
494767	2136797	1.199845243
494867	2136797	1.200013856
494967	2136797	1.200217257
495067	2136797	1.20045508
495167	2136797	1.200726973
495267	2136797	1.2010326
495367	2136797	1.201371634
484667	2136897	1.503753545
484767	2136897	1.493371328
484867	2136897	1.483372815
484967	2136897	1.473773452
485067	2136897	1.464581211
485167	2136897	1.455796262
485267	2136897	1.447411148
485367	2136897	1.439411485
485467	2136897	1.431777098
485567	2136897	1.424483471
485667	2136897	1.41750336
485767	2136897	1.410808363
485867	2136897	1.404370327
485967	2136897	1.398162456
486067	2136897	1.3921601
486167	2136897	1.386341217
486267	2136897	1.380686549
486367	2136897	1.375179606
486467	2136897	1.369806493
486567	2136897	1.36455567
486667	2136897	1.359417673
486767	2136897	1.35438484
486867	2136897	1.349451044
486967	2136897	1.344611458
487067	2136897	1.339862346
487167	2136897	1.335200874
487267	2136897	1.330624955
487367	2136897	1.326133108
487467	2136897	1.321724339
487567	2136897	1.31739804
487667	2136897	1.313153901
487767	2136897	1.308991833
487867	2136897	1.304911905
487967	2136897	1.300914293
488067	2136897	1.296999231
488167	2136897	1.293166976
488267	2136897	1.289417777
488367	2136897	1.285751851
488467	2136897	1.282169367
488567	2136897	1.278670425
488667	2136897	1.275255051
488767	2136897	1.271923189
488867	2136897	1.268674695
488967	2136897	1.265509335
489067	2136897	1.262426788
489167	2136897	1.259426645
489267	2136897	1.25650841
489367	2136897	1.25367151
489467	2136897	1.250915294
489567	2136897	1.248239041
489667	2136897	1.245641963
489767	2136897	1.243123213
489867	2136897	1.240681892
489967	2136897	1.238317051
490067	2136897	1.2360277
490167	2136897	1.233812811
490267	2136897	1.231671326
490367	2136897	1.229602162
490467	2136897	1.227604213
490567	2136897	1.225676358
490667	2136897	1.223817464
490767	2136897	1.22202639
490867	2136897	1.220301989
490967	2136897	1.218643118
491067	2136897	1.217048631
491167	2136897	1.215517393
491267	2136897	1.214048273
491367	2136897	1.212640152
491467	2136897	1.211291926
491567	2136897	1.210002502
491667	2136897	1.208770807
491767	2136897	1.207595783
491867	2136897	1.206476393
491967	2136897	1.20541162
492067	2136897	1.204400469
492167	2136897	1.203441966
492267	2136897	1.202535161
492367	2136897	1.201679127
492467	2136897	1.20087296
492567	2136897	1.200115783
492667	2136897	1.199406739
492767	2136897	1.198745
492867	2136897	1.198129758
492967	2136897	1.197560233
493067	2136897	1.197035667
493167	2136897	1.196555327
493267	2136897	1.196118503
493367	2136897	1.195724509
493467	2136897	1.195372683
493567	2136897	1.195062384
493667	2136897	1.194792993
493767	2136897	1.194563915
493867	2136897	1.194374573
493967	2136897	1.194224415
494067	2136897	1.194112904
494167	2136897	1.194039527
494267	2136897	1.194003788
494367	2136897	1.194005211
494467	2136897	1.194043336
494567	2136897	1.194117721
494667	2136897	1.194227942
494767	2136897	1.19437359
494867	2136897	1.194554272
494967	2136897	1.19476961
495067	2136897	1.195019241
495167	2136897	1.195302816
495267	2136897	1.195619998
495367	2136897	1.195970465
495467	2136897	1.196353907
484567	2136997	1.508827826
484667	2136997	1.497844686
484767	2136997	1.487253883
484867	2136997	1.47708174
484967	2136997	1.467346534
485067	2136997	1.458057402
485167	2136997	1.449213846
485267	2136997	1.440805927
485367	2136997	1.43281518
485467	2136997	1.425216142
485567	2136997	1.417978316
485667	2136997	1.41106831
485767	2136997	1.404451908
485867	2136997	1.398095844
485967	2136997	1.391969148
486067	2136997	1.386043999
486167	2136997	1.380296145
486267	2136997	1.374704957
486367	2136997	1.369253241
486467	2136997	1.363926904
486567	2136997	1.358714567
486667	2136997	1.353607168
486767	2136997	1.348597592
486867	2136997	1.34368035
486967	2136997	1.338851292
487067	2136997	1.334107365
487167	2136997	1.329446413
487267	2136997	1.324867002
487367	2136997	1.320368271
487467	2136997	1.315949809
487567	2136997	1.31161155
487667	2136997	1.307353681
487767	2136997	1.303176569
487867	2136997	1.299080694
487967	2136997	1.2950666
488067	2136997	1.291134846
488167	2136997	1.287285977
488267	2136997	1.283520491
488367	2136997	1.279838821
488467	2136997	1.276241314
488567	2136997	1.272728223
488667	2136997	1.269299696
488767	2136997	1.265955776
488867	2136997	1.262696392
488967	2136997	1.259521368
489067	2136997	1.256430417
489167	2136997	1.253423152
489267	2136997	1.250499085
489367	2136997	1.247657638
489467	2136997	1.244898143
489567	2136997	1.242219855
489667	2136997	1.239621956
489767	2136997	1.237103562
489867	2136997	1.234663731
490467	2136997	1.221616058
490567	2136997	1.219696226
490667	2136997	1.217846075
490767	2136997	1.216064413
490867	2136997	1.214350042
490967	2136997	1.212701767
491067	2136997	1.211118397
491167	2136997	1.209598747
491267	2136997	1.208141644
491367	2136997	1.206745924
491467	2136997	1.205410442
491567	2136997	1.204134067
491667	2136997	1.202915687
491767	2136997	1.20175421
491867	2136997	1.200648565
491967	2136997	1.199597704
492067	2136997	1.198600602
492167	2136997	1.197656259
492267	2136997	1.196763697
492367	2136997	1.195921967
492467	2136997	1.195130142
492567	2136997	1.194387323
492667	2136997	1.193692637
492767	2136997	1.193045236
492867	2136997	1.192444297
492967	2136997	1.191889026
493067	2136997	1.191378651
493167	2136997	1.190912428
493267	2136997	1.190489636
493367	2136997	1.19010958
493467	2136997	1.189771589
493567	2136997	1.189475014
493667	2136997	1.189219231
493767	2136997	1.189003638
493867	2136997	1.188827656
493967	2136997	1.188690727
494067	2136997	1.188592312
494167	2136997	1.188531895
494267	2136997	1.188508979
494367	2136997	1.188523086
494467	2136997	1.188573756
494567	2136997	1.188660548
494667	2136997	1.188783037
494767	2136997	1.188940816
494867	2136997	1.189133492
494967	2136997	1.18936069
495067	2136997	1.189622049
495167	2136997	1.18991722
495267	2136997	1.190245871
495367	2136997	1.190607682
495467	2136997	1.191002345
495567	2136997	1.191429565
484567	2137097	1.503191673
484667	2137097	1.491946504
484767	2137097	1.481128531
484867	2137097	1.470769508
484967	2137097	1.460891472
485067	2137097	1.451505188
485167	2137097	1.442609373
485267	2137097	1.434190902
485367	2137097	1.426226015
485467	2137097	1.418682398
485567	2137097	1.411521865
485667	2137097	1.404703264
485767	2137097	1.398185219
485867	2137097	1.391928394
485967	2137097	1.385897095
486067	2137097	1.380060157
486167	2137097	1.374391233
486267	2137097	1.368868614
486367	2137097	1.363474787
486467	2137097	1.358195869
486567	2137097	1.353021028
486667	2137097	1.347941944
486767	2137097	1.342952348
486867	2137097	1.33804763
486967	2137097	1.333224519
487067	2137097	1.328480815
487167	2137097	1.323815176
487267	2137097	1.319226932
487367	2137097	1.314715934
487467	2137097	1.310282431
487567	2137097	1.305926957
487667	2137097	1.301650247
487767	2137097	1.297453161
487867	2137097	1.293336619
487967	2137097	1.289301554
488067	2137097	1.285348867
488167	2137097	1.281479399
488267	2137097	1.277693903
488367	2137097	1.273993025
488467	2137097	1.270377291
488567	2137097	1.266847098
488667	2137097	1.263402713
488767	2137097	1.260044263
488867	2137097	1.256771746
488967	2137097	1.253585026
490567	2137097	1.213754749
490667	2137097	1.211913239
490767	2137097	1.210140922
490867	2137097	1.208436547
490967	2137097	1.206798864
491067	2137097	1.205226628
491167	2137097	1.203718605
491267	2137097	1.202273572
491367	2137097	1.20089032
491467	2137097	1.199567659
491567	2137097	1.198304417
491667	2137097	1.197099442
491767	2137097	1.195951605
491867	2137097	1.194859799
491967	2137097	1.193822945
492067	2137097	1.192839985
492167	2137097	1.191909891
492267	2137097	1.191031659
492367	2137097	1.190204313
492467	2137097	1.189426905
492567	2137097	1.188698515
492667	2137097	1.188018249
492767	2137097	1.187385241
492867	2137097	1.186798655
492967	2137097	1.186257678
493067	2137097	1.185761528
493167	2137097	1.185309446
493267	2137097	1.184900704
493367	2137097	1.184534594
493467	2137097	1.184210439
493567	2137097	1.183927582
493667	2137097	1.183685394
493767	2137097	1.183483266
493867	2137097	1.183320616
493967	2137097	1.183196881
494067	2137097	1.18311152
494167	2137097	1.183064016
494267	2137097	1.18305387
494367	2137097	1.183080603
494467	2137097	1.183143754
494567	2137097	1.183242883
494667	2137097	1.183377567
494767	2137097	1.183547398
494867	2137097	1.183751986
494967	2137097	1.183990958
495067	2137097	1.184263954
495167	2137097	1.18457063
495267	2137097	1.184910655
495367	2137097	1.185283712
495467	2137097	1.185689497
495567	2137097	1.186127718
484167	2137197	1.547376402
484267	2137197	1.534495817
484367	2137197	1.521867858
484467	2137197	1.509549069
484567	2137197	1.497595735
484667	2137197	1.486061354
484767	2137197	1.474993682
484867	2137197	1.464431622
484967	2137197	1.454402305
485067	2137197	1.44491882
485167	2137197	1.435979011
485267	2137197	1.427565642
485367	2137197	1.419648005
485467	2137197	1.412184799
485567	2137197	1.40512785
485667	2137197	1.39842611
485767	2137197	1.392029344
485867	2137197	1.385891031
485967	2137197	1.379970241
486067	2137197	1.37423246
486167	2137197	1.368649583
486267	2137197	1.36319935
486367	2137197	1.357864521
486467	2137197	1.352631981
486567	2137197	1.347491938
486667	2137197	1.342437224
486767	2137197	1.337462745
486867	2137197	1.332565038
486967	2137197	1.327741919
487067	2137197	1.322992212
487167	2137197	1.31831552
487267	2137197	1.313712047
487367	2137197	1.309182445
487467	2137197	1.304727688
487567	2137197	1.30034897
487667	2137197	1.296047616
487767	2137197	1.29182501
487867	2137197	1.287682536
487967	2137197	1.283621534
488067	2137197	1.279643256
488167	2137197	1.275748842
488267	2137197	1.2719393
488367	2137197	1.268215484
488467	2137197	1.264578094
488567	2137197	1.261027661
488667	2137197	1.257564555
488767	2137197	1.25418898
490767	2137197	1.20425622
490867	2137197	1.202561836
490967	2137197	1.200934765
491067	2137197	1.199373706
491167	2137197	1.19787737
491267	2137197	1.196444483
491367	2137197	1.195073786
491467	2137197	1.193764043
491567	2137197	1.192514035
491667	2137197	1.19132257
491767	2137197	1.19018848
491867	2137197	1.189110621
491967	2137197	1.188087878
492067	2137197	1.187119163
492167	2137197	1.186203416
492267	2137197	1.185339607
492367	2137197	1.184526733
492467	2137197	1.183763823
492567	2137197	1.183049934
492667	2137197	1.182384153
492767	2137197	1.181765597
492867	2137197	1.181193411
492967	2137197	1.180666769
493067	2137197	1.180184874
493167	2137197	1.179746958
493267	2137197	1.179352279
493367	2137197	1.179000123
493467	2137197	1.178689801
493567	2137197	1.178420652
493667	2137197	1.178192039
493767	2137197	1.17800335
493867	2137197	1.177853998
493967	2137197	1.177743416
494067	2137197	1.177671062
494167	2137197	1.177636416
494267	2137197	1.177638979
494367	2137197	1.17767827
494467	2137197	1.177753831
494567	2137197	1.17786522
494667	2137197	1.178012016
494767	2137197	1.178193813
494867	2137197	1.178410223
494967	2137197	1.178660874
495067	2137197	1.178945411
495167	2137197	1.17926349
495267	2137197	1.179614785
495367	2137197	1.179998982
495467	2137197	1.180415781
495567	2137197	1.180864892
495667	2137197	1.181346041
484067	2137297	1.55681952
484167	2137297	1.543350929
484267	2137297	1.530075796
484367	2137297	1.517056566
484467	2137297	1.504358938
484567	2137297	1.492049587
484667	2137297	1.480193066
484767	2137297	1.468847988
484867	2137297	1.458062801
484967	2137297	1.447871655
485067	2137297	1.438291052
485167	2137297	1.429317935
485267	2137297	1.420929735
485367	2137297	1.413086528
485467	2137297	1.405735068
485567	2137297	1.398814033
485667	2137297	1.392259625
485767	2137297	1.386010597
485867	2137297	1.380011994
485967	2137297	1.374217272
486067	2137297	1.368588868
486167	2137297	1.363097632
486267	2137297	1.357721623
486367	2137297	1.352444715
486467	2137297	1.347255305
486567	2137297	1.342145232
486667	2137297	1.337108947
486767	2137297	1.332142883
486867	2137297	1.327244988
486967	2137297	1.322414376
487067	2137297	1.317651049
487167	2137297	1.312955684
487267	2137297	1.308329456
487367	2137297	1.303773896
487467	2137297	1.299290767
487567	2137297	1.294881968
487667	2137297	1.29054945
487767	2137297	1.286295148
487867	2137297	1.282120928
487967	2137297	1.278028543
488067	2137297	1.274019602
488167	2137297	1.270095542
488267	2137297	1.266257617
488367	2137297	1.262506884
488467	2137297	1.258844198
488567	2137297	1.255270215
488667	2137297	1.25178539
490867	2137297	1.196726211
490967	2137297	1.195109803
491067	2137297	1.193559993
491167	2137297	1.192075433
491267	2137297	1.190654792
491367	2137297	1.18929676
491467	2137297	1.188000051
491567	2137297	1.186763399
491667	2137297	1.185585568
491767	2137297	1.184465347
491867	2137297	1.183401556
491967	2137297	1.182393043
492067	2137297	1.181438686
492167	2137297	1.180537394
492267	2137297	1.179688107
492367	2137297	1.178889799
492467	2137297	1.178141472
492567	2137297	1.177442161
492667	2137297	1.176790934
492767	2137297	1.176186888
492867	2137297	1.175629152
492967	2137297	1.175116885
493067	2137297	1.174649277
493167	2137297	1.174225547
493267	2137297	1.173844943
493367	2137297	1.173506741
493467	2137297	1.173210246
493567	2137297	1.17295479
493667	2137297	1.172739728
493767	2137297	1.172564446
493867	2137297	1.17242835
493967	2137297	1.172330874
494067	2137297	1.172271472
494167	2137297	1.172249623
494267	2137297	1.172264825
494367	2137297	1.172316601
494467	2137297	1.172404491
494567	2137297	1.172528055
494667	2137297	1.172686872
494767	2137297	1.17288054
494867	2137297	1.173108672
494967	2137297	1.1733709
495067	2137297	1.173666869
495167	2137297	1.173996243
495267	2137297	1.174358695
495367	2137297	1.174753918
495467	2137297	1.175181613
495567	2137297	1.175641497
495667	2137297	1.176133298
483967	2137397	1.567446742
484067	2137397	1.553437503
484167	2137397	1.539548363
484267	2137397	1.52584336
484367	2137397	1.512393387
484467	2137397	1.499274761
484567	2137397	1.486566742
484667	2137397	1.474347808
484767	2137397	1.462690756
484867	2137397	1.45165694
484967	2137397	1.441290365
485067	2137397	1.431612655
485167	2137397	1.422619974
485267	2137397	1.414282796
485367	2137397	1.406548825
485467	2137397	1.399348708
485567	2137397	1.392603575
485667	2137397	1.386233009
485767	2137397	1.380162019
485867	2137397	1.37432589
485967	2137397	1.368672422
486067	2137397	1.363161862
486167	2137397	1.357765298
486267	2137397	1.352462439
486367	2137397	1.347239443
486467	2137397	1.342087125
486567	2137397	1.336999634
486667	2137397	1.331973519
486767	2137397	1.327007084
486867	2137397	1.322099941
486967	2137397	1.31725268
487067	2137397	1.312466623
487167	2137397	1.307743628
487267	2137397	1.303085927
487367	2137397	1.298495994
487467	2137397	1.293976434
487567	2137397	1.289529888
487667	2137397	1.28515896
487767	2137397	1.280866153
487867	2137397	1.276653823
487967	2137397	1.272524139
488067	2137397	1.26847906
488167	2137397	1.264520315
488267	2137397	1.260649389
488367	2137397	1.256867526
488467	2137397	1.253175719
488567	2137397	1.249574726
488667	2137397	1.246065069
490967	2137397	1.189324295
491067	2137397	1.187785837
491167	2137397	1.18631317
491267	2137397	1.184904904
491367	2137397	1.183559673
491467	2137397	1.182276138
491567	2137397	1.181052984
491667	2137397	1.179888929
491767	2137397	1.178782719
491867	2137397	1.177733132
491967	2137397	1.17673898
492067	2137397	1.175799105
492167	2137397	1.174912386
492267	2137397	1.174077732
492367	2137397	1.17329409
492467	2137397	1.172560437
492567	2137397	1.171875785
492667	2137397	1.171239183
492767	2137397	1.170649707
492867	2137397	1.170106471
492967	2137397	1.169608618
493067	2137397	1.169155326
493167	2137397	1.1687458
493267	2137397	1.168379279
493367	2137397	1.168055031
493467	2137397	1.167772352
493567	2137397	1.167530567
493667	2137397	1.167329027
493767	2137397	1.167167112
493867	2137397	1.167044227
493967	2137397	1.166959801
494067	2137397	1.166913288
494167	2137397	1.166904165
494267	2137397	1.166931932
494367	2137397	1.166996109
494467	2137397	1.167096239
494567	2137397	1.167231883
494667	2137397	1.167402623
494767	2137397	1.167608057
494867	2137397	1.167847804
494967	2137397	1.168121496
495067	2137397	1.168428783
495167	2137397	1.168769331
495267	2137397	1.16914282
495367	2137397	1.169548944
495467	2137397	1.169987411
495567	2137397	1.17045794
495667	2137397	1.170960263
495767	2137397	1.171494125
483767	2137497	1.593730264
483867	2137497	1.579268185
483967	2137497	1.564791882
484067	2137497	1.550352732
484167	2137497	1.536011368
484267	2137497	1.521838144
484367	2137497	1.507912999
484467	2137497	1.494324332
484567	2137497	1.481166487
484667	2137497	1.468535463
484767	2137497	1.456522693
484867	2137497	1.445207205
484967	2137497	1.434647083
485067	2137497	1.424871784
485167	2137497	1.415877128
485267	2137497	1.407624474
485367	2137497	1.400044692
485467	2137497	1.393046398
485567	2137497	1.386526937
485667	2137497	1.380383949
485767	2137497	1.374525234
485867	2137497	1.368875067
485967	2137497	1.363376268
486067	2137497	1.357988705
486167	2137497	1.352685863
486267	2137497	1.347451042
486367	2137497	1.342274171
486467	2137497	1.33714953
486567	2137497	1.332074263
486667	2137497	1.327047463
486767	2137497	1.322069597
486867	2137497	1.317142139
486967	2137497	1.312267299
487067	2137497	1.30744783
487167	2137497	1.302686853
487267	2137497	1.297987725
487367	2137497	1.293353915
487467	2137497	1.288788905
487567	2137497	1.284296108
487667	2137497	1.279878795
487767	2137497	1.275540045
487867	2137497	1.271282703
487967	2137497	1.267109349
488067	2137497	1.263022279
488167	2137497	1.259023494
488267	2137497	1.255114693
488367	2137497	1.251297281
488467	2137497	1.247572368
488567	2137497	1.243940786
490967	2137497	1.183578541
491067	2137497	1.182051573
491167	2137497	1.18059095
491267	2137497	1.179195218
491367	2137497	1.177862952
491467	2137497	1.176592757
491567	2137497	1.175383267
491667	2137497	1.17423315
491767	2137497	1.173141109
491867	2137497	1.17210588
491967	2137497	1.171126234
492067	2137497	1.170200979
492167	2137497	1.169328961
492267	2137497	1.168509058
492367	2137497	1.167740189
492467	2137497	1.167021307
492567	2137497	1.1663514
492667	2137497	1.165729496
492767	2137497	1.165154653
492867	2137497	1.164625967
492967	2137497	1.164142568
493067	2137497	1.163703618
493167	2137497	1.163308313
493267	2137497	1.162955881
493367	2137497	1.16264558
493467	2137497	1.1623767
493567	2137497	1.16214856
493667	2137497	1.161960506
493767	2137497	1.161811914
493867	2137497	1.161702185
493967	2137497	1.161630747
494067	2137497	1.161597052
494167	2137497	1.161600578
494267	2137497	1.161640823
494367	2137497	1.161717311
494467	2137497	1.161829583
494567	2137497	1.161977204
494667	2137497	1.162159758
494767	2137497	1.162376846
494867	2137497	1.162628088
494967	2137497	1.162913123
495067	2137497	1.163231603
495167	2137497	1.163583198
495267	2137497	1.163967593
495367	2137497	1.164384485
495467	2137497	1.164833588
495567	2137497	1.165314625
495667	2137497	1.165827333
495767	2137497	1.166371462
495867	2137497	1.166946772
483667	2137597	1.607009362
483767	2137597	1.592254168
483867	2137597	1.577407081
483967	2137597	1.56251088
484067	2137597	1.547618151
484167	2137597	1.532792669
484267	2137597	1.518110577
484367	2137597	1.503661007
484467	2137597	1.48954566
484567	2137597	1.475876642
484667	2137597	1.46277184
484767	2137597	1.45034726
484867	2137597	1.438706404
484967	2137597	1.427927817
485067	2137597	1.418053165
485167	2137597	1.409078939
485267	2137597	1.400954488
485367	2137597	1.393587483
485467	2137597	1.386855965
485567	2137597	1.380624531
485667	2137597	1.37476141
485767	2137597	1.369152776
485867	2137597	1.363711097
485967	2137597	1.35837629
486067	2137597	1.353111302
486167	2137597	1.347895426
486267	2137597	1.342718196
486367	2137597	1.337575061
486467	2137597	1.332464798
486567	2137597	1.327388126
486667	2137597	1.322347003
486767	2137597	1.317344248
486867	2137597	1.312383316
486967	2137597	1.307468132
487067	2137597	1.302602947
487167	2137597	1.297792207
487267	2137597	1.293040439
487367	2137597	1.288352142
487467	2137597	1.283731703
487567	2137597	1.279183316
487667	2137597	1.274710928
487767	2137597	1.270318188
487867	2137597	1.266008421
487967	2137597	1.261784598
488067	2137597	1.257649332
488167	2137597	1.253604869
488267	2137597	1.249653095
488367	2137597	1.245795545
488467	2137597	1.242033414
488567	2137597	1.238367574
491067	2137597	1.176357526
491167	2137597	1.174909134
491267	2137597	1.173526128
491367	2137597	1.172207021
491467	2137597	1.170950359
491567	2137597	1.169754722
491667	2137597	1.16861873
491767	2137597	1.167541036
491867	2137597	1.166520334
491967	2137597	1.165555356
492067	2137597	1.164644872
492167	2137597	1.163787694
492267	2137597	1.16298267
492367	2137597	1.16222869
492467	2137597	1.16152468
492567	2137597	1.160869609
492667	2137597	1.160262479
492767	2137597	1.159702332
492867	2137597	1.159188248
492967	2137597	1.158719339
493067	2137597	1.158294758
493167	2137597	1.157913687
493267	2137597	1.157575344
493367	2137597	1.157278981
493467	2137597	1.157023879
493567	2137597	1.156809351
493667	2137597	1.156634741
493767	2137597	1.156499419
493867	2137597	1.156402784
493967	2137597	1.156344264
494067	2137597	1.156323309
494167	2137597	1.156339397
494267	2137597	1.156392027
494367	2137597	1.156480724
494467	2137597	1.156605031
494567	2137597	1.156764517
494667	2137597	1.156958766
494767	2137597	1.157187385
494867	2137597	1.157449996
494967	2137597	1.157746243
495067	2137597	1.158075781
495167	2137597	1.158438286
495267	2137597	1.158833445
495367	2137597	1.159260964
495467	2137597	1.159720557
495567	2137597	1.160211956
495667	2137597	1.160734902
495767	2137597	1.16128915
495867	2137597	1.161874465
495967	2137597	1.162490622
483567	2137697	1.621276328
483667	2137697	1.606335046
483767	2137697	1.591229604
483867	2137697	1.575992126
483967	2137697	1.560663862
484067	2137697	1.545297083
484167	2137697	1.529957181
484267	2137697	1.514724785
484367	2137697	1.499697564
484467	2137697	1.484991079
484567	2137697	1.470737694
484667	2137697	1.457082241
484767	2137697	1.444173083
484867	2137697	1.432147943
484967	2137697	1.421115619
485067	2137697	1.411137126
485167	2137697	1.402211717
485267	2137697	1.394272766
485367	2137697	1.387195553
485467	2137697	1.380815141
485567	2137697	1.374950378
485667	2137697	1.369429356
485767	2137697	1.364110915
485867	2137697	1.358896108
485967	2137697	1.353726815
486067	2137697	1.34857525
486167	2137697	1.343431628
486267	2137697	1.338294969
486367	2137697	1.333167946
486467	2137697	1.328054596
486567	2137697	1.322959505
486667	2137697	1.317887592
