x	y	abat_2002_1997
503567	2124297	1.774430299
503667	2124297	2.67547431
503767	2124297	3.460844648
503867	2124297	4.089200727
503967	2124297	4.564647855
504067	2124297	4.92863806
504167	2124297	5.219974121
504267	2124297	5.4619298
504367	2124297	5.665654271
504467	2124297	5.833202533
504567	2124297	5.9570674
504667	2124297	6.016452749
504767	2124297	5.975360438
504867	2124297	5.801608402
504967	2124297	5.504391671
505067	2124297	5.127243766
505167	2124297	4.710992621
505267	2124297	4.282758779
505367	2124297	3.86096414
505467	2124297	3.461165573
505567	2124297	3.10099795
505667	2124297	2.805470635
505767	2124297	2.609660943
505867	2124297	2.543858467
505967	2124297	2.60339163
506067	2124297	2.754579111
506167	2124297	2.964970249
506267	2124297	3.21226043
506367	2124297	3.479869412
506467	2124297	3.751216334
506567	2124297	4.003543389
506667	2124297	4.199854967
503267	2124397	-1.564675826
503367	2124397	-0.559100081
503467	2124397	0.429999962
503567	2124397	1.37587489
503667	2124397	2.247584478
503767	2124397	3.012950041
503867	2124397	3.649808807
503967	2124397	4.15850128
504067	2124397	4.559181253
504167	2124397	4.877076365
504267	2124397	5.132023821
504367	2124397	5.335468733
504467	2124397	5.490265626
504567	2124397	5.590527527
504667	2124397	5.621798836
504767	2124397	5.564859544
504867	2124397	5.407084808
504967	2124397	5.154944261
505067	2124397	4.832336623
505167	2124397	4.467842359
505267	2124397	4.086392428
505367	2124397	3.708441731
505467	2124397	3.352372847
505567	2124397	3.037380129
505667	2124397	2.785332947
505767	2124397	2.618921177
505867	2124397	2.553135524
505967	2124397	2.585543388
506067	2124397	2.697964591
506167	2124397	2.867071475
506267	2124397	3.071227092
506367	2124397	3.290909062
506467	2124397	3.506057969
506567	2124397	3.692579247
503067	2124497	-3.889508724
503167	2124497	-2.920585991
503267	2124497	-1.9219956
503367	2124497	-0.919512831
503467	2124497	0.061049268
503567	2124497	0.992917803
503667	2124497	1.848628188
503767	2124497	2.603405702
503867	2124497	3.241754695
503967	2124497	3.76285563
504067	2124497	4.179095348
504167	2124497	4.508647891
504267	2124497	4.768111746
504367	2124497	4.968425473
504467	2124497	5.113421743
504567	2124497	5.199817069
504667	2124497	5.218694421
504767	2124497	5.159612543
504867	2124497	5.017398389
504967	2124497	4.797834421
505067	2124497	4.517298364
505167	2124497	4.197302344
505267	2124497	3.85939251
505367	2124497	3.523268198
505467	2124497	3.207344718
505567	2124497	2.929988357
505667	2124497	2.709740906
505767	2124497	2.563008614
505867	2124497	2.499118107
505967	2124497	2.516049849
506067	2124497	2.601119857
506167	2124497	2.735855133
506267	2124497	2.900436005
506367	2124497	3.075236167
506467	2124497	3.24010924
506567	2124497	3.373073566
502967	2124597	-5.176092352
503067	2124597	-4.254024629
503167	2124597	-3.27595673
503267	2124597	-2.270726645
503367	2124597	-1.265538617
503467	2124597	-0.286434598
503567	2124597	0.640595493
503667	2124597	1.489733079
503767	2124597	2.238239779
503867	2124597	2.872086249
503967	2124597	3.390509274
504067	2124597	3.804685433
504167	2124597	4.131284583
504267	2124597	4.385977595
504367	2124597	4.579696292
504467	2124597	4.717251369
504567	2124597	4.79737861
504667	2124597	4.814175542
504767	2124597	4.760584707
504867	2124597	4.633717931
504967	2124597	4.439182186
505067	2124597	4.19092248
505167	2124597	3.907250004
505267	2124597	3.606938665
505367	2124597	3.307589207
505467	2124597	3.025861741
505567	2124597	2.778268934
505667	2124597	2.581150387
505767	2124597	2.448590799
505867	2124597	2.388260384
505967	2124597	2.397892174
506067	2124597	2.465850764
506167	2124597	2.575195596
506267	2124597	2.70751764
506367	2124597	2.844539927
506467	2124597	2.968000313
502667	2124697	-7.728048939
502767	2124697	-7.132514024
502867	2124697	-6.405822039
502967	2124697	-5.556262364
503067	2124697	-4.61493333
503167	2124697	-3.618786831
503267	2124697	-2.600317595
503367	2124697	-1.586769689
503467	2124697	-0.602680145
503567	2124697	0.327500104
503667	2124697	1.177953396
503767	2124697	1.923344544
503867	2124697	2.546685019
503967	2124697	3.048339063
504067	2124697	3.443941894
504167	2124697	3.753576538
504267	2124697	3.994197755
504367	2124697	4.17728774
504467	2124697	4.308553744
504567	2124697	4.388002908
504667	2124697	4.410454059
504767	2124697	4.367962761
504867	2124697	4.256030504
504967	2124697	4.080370932
505067	2124697	3.856181974
505167	2124697	3.601564887
505267	2124697	3.333174
505367	2124697	3.065594553
505467	2124697	2.81239197
505567	2124697	2.5875132
505667	2124697	2.406162449
505767	2124697	2.283437753
505867	2124697	2.228660456
505967	2124697	2.238793286
506067	2124697	2.2995979
506167	2124697	2.392834455
506267	2124697	2.500963038
506367	2124697	2.607951333
506467	2124697	2.698572236
502367	2124797	-9.13205226
502467	2124797	-8.843910221
502567	2124797	-8.500860809
502667	2124797	-8.076914188
502767	2124797	-7.526573046
502867	2124797	-6.807320446
502967	2124797	-5.931604076
503067	2124797	-4.956694196
503167	2124797	-3.934322754
503267	2124797	-2.898910124
503367	2124797	-1.874803003
503467	2124797	-0.882599161
503567	2124797	0.056569005
503667	2124797	0.916762878
503767	2124797	1.664380792
503867	2124797	2.270302323
503967	2124797	2.737986224
504067	2124797	3.097410808
504167	2124797	3.376717788
504267	2124797	3.594548715
504367	2124797	3.762580446
504467	2124797	3.887348503
504567	2124797	3.970231593
504667	2124797	4.00590737
504767	2124797	3.981166896
504867	2124797	3.883371592
504967	2124797	3.719301967
505067	2124797	3.511651789
505167	2124797	3.280989991
505267	2124797	3.041418271
505367	2124797	2.803178131
505467	2124797	2.575260738
505567	2124797	2.367735162
505667	2124797	2.194643944
505767	2124797	2.076074997
505867	2124797	2.029572554
505967	2124797	2.050120756
506067	2124797	2.114208474
506167	2124797	2.19954827
506267	2124797	2.289955849
506367	2124797	2.372839428
506467	2124797	2.437001242
502267	2124897	-9.482205111
502367	2124897	-9.258373357
502467	2124897	-9.009354486
502567	2124897	-8.727298295
502667	2124897	-8.388873105
502767	2124897	-7.923683586
502867	2124897	-7.209033265
502967	2124897	-6.275281238
503067	2124897	-5.251793686
503167	2124897	-4.201928023
503267	2124897	-3.153345144
503367	2124897	-2.123348312
503467	2124897	-1.126467478
503567	2124897	-0.177820993
503667	2124897	0.701200885
503767	2124897	1.465683336
503867	2124897	2.04442395
503967	2124897	2.45153537
504067	2124897	2.756788422
504167	2124897	2.99536775
504267	2124897	3.183611866
504367	2124897	3.331924588
504467	2124897	3.447787698
504567	2124897	3.535435658
504667	2124897	3.592419817
504767	2124897	3.598230214
504867	2124897	3.512406658
504967	2124897	3.34762863
505067	2124897	3.150569675
505167	2124897	2.943315193
505267	2124897	2.734331282
505367	2124897	2.52779171
505467	2124897	2.326777403
505567	2124897	2.135366971
505667	2124897	1.962870946
505767	2124897	1.836348523
505867	2124897	1.802760729
505967	2124897	1.849842073
506067	2124897	1.926989597
506167	2124897	2.008954473
506267	2124897	2.084214283
506367	2124897	2.145244301
502167	2124997	-9.672191502
502267	2124997	-9.479721913
502367	2124997	-9.278036589
502467	2124997	-9.06497972
502567	2124997	-8.837997388
502667	2124997	-8.592398493
502767	2124997	-8.2959136
502867	2124997	-7.560956312
502967	2124997	-6.520337611
503067	2124997	-5.45750453
503167	2124997	-4.397178009
503267	2124997	-3.350709119
503367	2124997	-2.328213071
503467	2124997	-1.339424368
503567	2124997	-0.393558277
503667	2124997	0.500091864
503767	2124997	1.318693229
503867	2124997	1.848002059
503967	2124997	2.158506898
504067	2124997	2.404357688
504167	2124997	2.600583432
504267	2124997	2.756074587
504367	2124997	2.879733961
504467	2124997	2.980477289
504567	2124997	3.066571016
504667	2124997	3.144308094
504767	2124997	3.208345682
504867	2124997	3.124687893
504967	2124997	2.941955052
505067	2124997	2.759928721
505167	2124997	2.58426786
505267	2124997	2.414288974
505367	2124997	2.247892675
505467	2124997	2.082499399
505567	2124997	1.915631054
505667	2124997	1.745997561
505767	2124997	1.583592516
505867	2124997	1.576234357
505967	2124997	1.671966697
506067	2124997	1.761589137
506167	2124997	1.836372206
506267	2124997	1.893266765
506367	2124997	1.930017506
502067	2125097	-9.688845414
502167	2125097	-9.52305809
502267	2125097	-9.352633588
502367	2125097	-9.175176002
502467	2125097	-8.987119202
502567	2125097	-8.783898148
502667	2125097	-8.556530555
502767	2125097	-8.255056148
502867	2125097	-7.55784374
502967	2125097	-6.565481311
503067	2125097	-5.534476458
503167	2125097	-4.501820318
503267	2125097	-3.481937033
503367	2125097	-2.486342222
503467	2125097	-1.525738254
503567	2125097	-0.610359666
503667	2125097	0.248342603
503767	2125097	1.018118442
503867	2125097	1.520775338
503967	2125097	1.809514699
504067	2125097	2.024186214
504167	2125097	2.187073681
504267	2125097	2.309691924
504367	2125097	2.403091741
504467	2125097	2.478441163
504567	2125097	2.546191644
504667	2125097	2.613802205
504767	2125097	2.671655733
504867	2125097	2.610108964
504967	2125097	2.465816869
505067	2125097	2.327092011
505167	2125097	2.200977151
505267	2125097	2.084251207
505367	2125097	1.971485644
505467	2125097	1.856805428
505567	2125097	1.734988224
505667	2125097	1.603503707
505767	2125097	1.477125095
505867	2125097	1.477218264
505967	2125097	1.564317219
506067	2125097	1.640694299
506167	2125097	1.694804129
506267	2125097	1.724903941
506367	2125097	1.731012005
501967	2125197	-9.434317209
502067	2125197	-9.351739321
502167	2125197	-9.235809854
502267	2125197	-9.102031311
502367	2125197	-8.95163181
502467	2125197	-8.779086674
502567	2125197	-8.571994115
502667	2125197	-8.302415431
502767	2125197	-7.901345568
502867	2125197	-7.267164705
502967	2125197	-6.42481975
503067	2125197	-5.48621855
503167	2125197	-4.515845766
503267	2125197	-3.545165407
503367	2125197	-2.594482193
503467	2125197	-1.680674701
503567	2125197	-0.820912081
503667	2125197	-0.038471374
503767	2125197	0.623122734
503867	2125197	1.104707791
503967	2125197	1.418070625
504067	2125197	1.624408995
504167	2125197	1.761152252
504267	2125197	1.849493548
504367	2125197	1.905692508
504467	2125197	1.944068118
504567	2125197	1.976172599
504667	2125197	2.006352177
504767	2125197	2.021014103
504867	2125197	1.99010673
504967	2125197	1.922863605
505067	2125197	1.853851558
505167	2125197	1.796268096
505267	2125197	1.748711803
505367	2125197	1.704692443
505467	2125197	1.656988143
505567	2125197	1.60067505
505667	2125197	1.538010587
505767	2125197	1.489277922
505867	2125197	1.490198728
505967	2125197	1.530846189
506067	2125197	1.570752252
506167	2125197	1.590164282
506267	2125197	1.583732031
501867	2125297	-8.823784174
501967	2125297	-8.899156546
502067	2125297	-8.891022103
502167	2125297	-8.834478711
502267	2125297	-8.745535202
502367	2125297	-8.626260372
502467	2125297	-8.469169797
502567	2125297	-8.257419135
502667	2125297	-7.961243998
502767	2125297	-7.536377185
502867	2125297	-6.945581199
502967	2125297	-6.200463949
503067	2125297	-5.353420089
503167	2125297	-4.455889789
503267	2125297	-3.545232372
503367	2125297	-2.649242964
503467	2125297	-1.791459466
503567	2125297	-0.99512401
503667	2125297	-0.286944697
503767	2125297	0.301321479
503867	2125297	0.744352157
503967	2125297	1.045937789
504067	2125297	1.23453075
504167	2125297	1.340377975
504267	2125297	1.388037518
504367	2125297	1.398150888
504467	2125297	1.388897323
504567	2125297	1.37520884
504667	2125297	1.365741507
504767	2125297	1.359780571
504867	2125297	1.352282954
504967	2125297	1.347153857
505067	2125297	1.354634069
505167	2125297	1.378443629
505267	2125297	1.41390413
505367	2125297	1.45216666
505467	2125297	1.484177075
505567	2125297	1.503893556
505667	2125297	1.511646823
505767	2125297	1.516234885
505867	2125297	1.527781403
505967	2125297	1.542202145
506067	2125297	1.544075844
506167	2125297	1.521775382
506267	2125297	1.471273005
501767	2125397	-7.995496612
501867	2125397	-8.189644712
501967	2125397	-8.303241594
502067	2125397	-8.351408415
502167	2125397	-8.35051365
502267	2125397	-8.308995383
502367	2125397	-8.225962602
502467	2125397	-8.092090746
502567	2125397	-7.890031083
502667	2125397	-7.595080348
502767	2125397	-7.180049526
502867	2125397	-6.628590425
502967	2125397	-5.949438379
503067	2125397	-5.174205347
503167	2125397	-4.342184115
503267	2125397	-3.489769952
503367	2125397	-2.648297916
503467	2125397	-1.845627793
503567	2125397	-1.108316466
503667	2125397	-0.462815121
503767	2125397	0.066416119
503867	2125397	0.463903832
503967	2125397	0.73084459
504067	2125397	0.883793604
504167	2125397	0.946170493
504267	2125397	0.942186698
504367	2125397	0.89519397
504467	2125397	0.827612285
504567	2125397	0.760284335
504667	2125397	0.710533705
504767	2125397	0.68995424
504867	2125397	0.704432338
504967	2125397	0.756084861
505067	2125397	0.842969492
505167	2125397	0.957489678
505267	2125397	1.087456178
505367	2125397	1.219087777
505467	2125397	1.339763136
505567	2125397	1.440017504
505667	2125397	1.514959541
505767	2125397	1.564241769
505867	2125397	1.588870136
505967	2125397	1.586905895
506067	2125397	1.553940899
506167	2125397	1.487183163
506267	2125397	1.387394925
501667	2125497	-7.117936645
501767	2125497	-7.348456702
501867	2125497	-7.533379776
501967	2125497	-7.670459312
502067	2125497	-7.76212742
502167	2125497	-7.811369634
502267	2125497	-7.817989693
502367	2125497	-7.776740126
502467	2125497	-7.676576957
502567	2125497	-7.500655087
502667	2125497	-7.228088333
502767	2125497	-6.839334602
502867	2125497	-6.325160974
502967	2125497	-5.693962872
503067	2125497	-4.970858197
503167	2125497	-4.189755019
503267	2125497	-3.385617341
503367	2125497	-2.590929307
503467	2125497	-1.835526632
503567	2125497	-1.147536132
503667	2125497	-0.5534028
503767	2125497	-0.075441777
503867	2125497	0.273058269
503967	2125497	0.491962467
504067	2125497	0.593673779
504167	2125497	0.598446713
504267	2125497	0.529906665
504367	2125497	0.413139563
504467	2125497	0.274697043
504567	2125497	0.142752385
504667	2125497	0.045652441
504767	2125497	0.007812202
504867	2125497	0.0439038
504967	2125497	0.15473753
505067	2125497	0.328003471
505167	2125497	0.543387135
505267	2125497	0.778507874
505367	2125497	1.012793649
505467	2125497	1.228931519
505567	2125497	1.412992032
505667	2125497	1.55432951
505767	2125497	1.645700309
505867	2125497	1.683372731
505967	2125497	1.666971108
506067	2125497	1.599154759
506167	2125497	1.48506924
501567	2125597	-6.287277404
501667	2125597	-6.49290375
501767	2125597	-6.682661643
501867	2125597	-6.856731513
501967	2125597	-7.011863774
502067	2125597	-7.141514404
502167	2125597	-7.238025535
502267	2125597	-7.293592559
502367	2125597	-7.299171859
502467	2125597	-7.242585147
502567	2125597	-7.107203934
502667	2125597	-6.872759154
502767	2125597	-6.52021176
502867	2125597	-6.040741537
502967	2125597	-5.443362802
503067	2125597	-4.753935911
503167	2125597	-4.006865399
503267	2125597	-3.237279167
503367	2125597	-2.477699076
503467	2125597	-1.758140773
503567	2125597	-1.107320613
503667	2125597	-0.552907688
503767	2125597	-0.119001079
503867	2125597	0.179438713
503967	2125597	0.341512358
504067	2125597	0.379670728
504167	2125597	0.31429777
504267	2125597	0.169034168
504367	2125597	-0.030362948
504467	2125597	-0.254380368
504567	2125597	-0.467318434
504667	2125597	-0.627079274
504767	2125597	-0.691633816
504867	2125597	-0.633812262
504967	2125597	-0.454752371
505067	2125597	-0.181610354
505167	2125597	0.147875504
505267	2125597	0.498709453
505367	2125597	0.843247135
505467	2125597	1.160106225
505567	2125597	1.431408476
505667	2125597	1.640797478
505767	2125597	1.77403787
505867	2125597	1.822809943
505967	2125597	1.788518763
506067	2125597	1.681277141
506167	2125597	1.514863843
501467	2125697	-5.562669054
501567	2125697	-5.711326458
501667	2125697	-5.851922334
501767	2125697	-5.998240101
501867	2125697	-6.160803543
501967	2125697	-6.335094565
502067	2125697	-6.503418226
502167	2125697	-6.646993379
502267	2125697	-6.751869187
502367	2125697	-6.80724178
502467	2125697	-6.801519811
502567	2125697	-6.71869064
502667	2125697	-6.536272274
502767	2125697	-6.228505956
502867	2125697	-5.779869441
502967	2125697	-5.200983
503067	2125697	-4.526008964
503167	2125697	-3.795693618
503267	2125697	-3.046674671
503367	2125697	-2.310172615
503467	2125697	-1.6143579
503567	2125697	-0.987278806
503667	2125697	-0.458922389
503767	2125697	-0.059530417
503867	2125697	0.189698569
503967	2125697	0.287889238
504067	2125697	0.252602218
504167	2125697	0.107889829
504267	2125697	-0.122545978
504367	2125697	-0.414587996
504467	2125697	-0.739030568
504567	2125697	-1.054912868
504667	2125697	-1.303574229
504767	2125697	-1.413791031
504867	2125697	-1.333132288
504967	2125697	-1.066962339
505067	2125697	-0.671481979
505167	2125697	-0.211578966
505267	2125697	0.263810701
505367	2125697	0.72258275
505467	2125697	1.142489374
505567	2125697	1.50407649
505667	2125697	1.78551419
505767	2125697	1.96252089
505867	2125697	2.018351497
505967	2125697	1.95704728
506067	2125697	1.800729598
506167	2125697	1.574684605
501367	2125797	-4.971291673
501467	2125797	-5.064406927
501567	2125797	-5.136779547
501667	2125797	-5.203287352
501767	2125797	-5.295992184
501867	2125797	-5.447611555
501967	2125797	-5.650123306
502067	2125797	-5.863071202
502167	2125797	-6.053732685
502267	2125797	-6.205151309
502367	2125797	-6.308448888
502467	2125797	-6.355779123
502567	2125797	-6.334415554
502667	2125797	-6.219607
502767	2125797	-5.969400607
502867	2125797	-5.54568883
502967	2125797	-4.96353355
503067	2125797	-4.281278517
503167	2125797	-3.552258192
503267	2125797	-2.813251451
503367	2125797	-2.091235443
503467	2125797	-1.409640726
503567	2125797	-0.793214734
503667	2125797	-0.273606705
503767	2125797	0.106513154
503867	2125797	0.308567347
503967	2125797	0.333993105
504067	2125797	0.216994779
504167	2125797	-0.010539991
504267	2125797	-0.326760254
504367	2125797	-0.71329692
504467	2125797	-1.147201064
504567	2125797	-1.58991705
504667	2125797	-1.969066076
504767	2125797	-2.163218803
504867	2125797	-2.055582424
504967	2125797	-1.663461921
505067	2125797	-1.111856394
505167	2125797	-0.506454109
505267	2125797	0.095101759
505367	2125797	0.663782513
505467	2125797	1.182390374
505567	2125797	1.634619339
505667	2125797	1.995233325
505767	2125797	2.222993117
505867	2125797	2.279024673
505967	2125797	2.172724376
506067	2125797	1.952153593
506167	2125797	1.658614968
501367	2125897	-4.562870836
501467	2125897	-4.591576407
501567	2125897	-4.588751153
501667	2125897	-4.56697304
501767	2125897	-4.579159809
501867	2125897	-4.724015103
501967	2125897	-4.978850595
502067	2125897	-5.24377109
502167	2125897	-5.475921758
502267	2125897	-5.663647589
502367	2125897	-5.80449805
502467	2125897	-5.897537929
502567	2125897	-5.938318207
502667	2125897	-5.908560171
502767	2125897	-5.745334732
502867	2125897	-5.335753283
502967	2125897	-4.712296398
503067	2125897	-4.001289009
503167	2125897	-3.265783952
503267	2125897	-2.534436633
503367	2125897	-1.825775197
503467	2125897	-1.155790505
503567	2125897	-0.541959977
503667	2125897	-0.010825527
503767	2125897	0.379426978
503867	2125897	0.535030387
503967	2125897	0.469598788
504067	2125897	0.266339531
504167	2125897	-0.03696997
504267	2125897	-0.426578126
504367	2125897	-0.89417295
504467	2125897	-1.429083608
504567	2125897	-2.008870544
504667	2125897	-2.572679674
504767	2125897	-2.938662605
504867	2125897	-2.788744968
504967	2125897	-2.187009445
505067	2125897	-1.442631642
505167	2125897	-0.692896856
505267	2125897	0.018972819
505367	2125897	0.67834292
505467	2125897	1.278756932
505567	2125897	1.813043414
505667	2125897	2.261817771
505767	2125897	2.563183436
505867	2125897	2.606995496
505967	2125897	2.420279574
506067	2125897	2.11811022
506167	2125897	1.754308456
501267	2125997	-4.170942498
501367	2125997	-4.188481761
501467	2125997	-4.169875187
501567	2125997	-4.10871851
501667	2125997	-4.001814971
501767	2125997	-3.870901139
501867	2125997	-4.031317156
501967	2125997	-4.376707602
502067	2125997	-4.681239981
502167	2125997	-4.933729104
502267	2125997	-5.136297033
502367	2125997	-5.293496905
502467	2125997	-5.410625198
502567	2125997	-5.492791091
502667	2125997	-5.542621424
502767	2125997	-5.535589265
502867	2125997	-5.107750635
502967	2125997	-4.389161214
503067	2125997	-3.651956335
503167	2125997	-2.920899617
503267	2125997	-2.207253127
503367	2125997	-1.520728065
503467	2125997	-0.870736153
503567	2125997	-0.266739992
503667	2125997	0.28040799
503767	2125997	0.74067856
503867	2125997	0.836377402
503967	2125997	0.652492387
504067	2125997	0.37890037
504167	2125997	0.024996688
504267	2125997	-0.409230849
504367	2125997	-0.924512682
504467	2125997	-1.521123198
504567	2125997	-2.197535318
504667	2125997	-2.944564294
504767	2125997	-3.679523976
504867	2125997	-3.415710702
504967	2125997	-2.477431039
505067	2125997	-1.564463273
505167	2125997	-0.717099668
505267	2125997	0.061635079
505367	2125997	0.773553021
505467	2125997	1.42134342
505567	2125997	2.007301309
505667	2125997	2.531140039
505767	2125997	2.966598638
505867	2125997	2.964426717
505967	2125997	2.645319161
506067	2125997	2.265069393
501267	2126097	-3.864278265
501367	2126097	-3.859650577
501467	2126097	-3.819539848
501567	2126097	-3.738696577
501667	2126097	-3.617108694
501767	2126097	-3.490831319
501867	2126097	-3.621324417
501967	2126097	-3.92875669
502067	2126097	-4.209665761
502167	2126097	-4.443373625
502267	2126097	-4.630232808
502367	2126097	-4.774591994
502467	2126097	-4.8820009
502567	2126097	-4.957569824
502667	2126097	-5.001650459
502767	2126097	-4.97420961
502867	2126097	-4.574632001
502967	2126097	-3.901907019
503067	2126097	-3.201242625
503167	2126097	-2.507156243
503267	2126097	-1.831620838
503367	2126097	-1.183519356
503467	2126097	-0.571337107
503567	2126097	-0.004167288
503667	2126097	0.505557209
503767	2126097	0.916464923
503867	2126097	0.997409119
503967	2126097	0.811121632
504067	2126097	0.528605381
504167	2126097	0.167502611
504267	2126097	-0.270457766
504367	2126097	-0.785362685
504467	2126097	-1.376754413
504567	2126097	-2.04101659
504667	2126097	-2.760719447
504767	2126097	-3.410331876
504867	2126097	-3.171078618
504967	2126097	-2.285893386
505067	2126097	-1.385828232
505167	2126097	-0.541257421
505267	2126097	0.238005764
505367	2126097	0.950928585
505467	2126097	1.598032716
505567	2126097	2.179088503
505667	2126097	2.689214093
505767	2126097	3.085521659
505867	2126097	3.078181536
505967	2126097	2.758849132
506067	2126097	2.359546007
501167	2126197	-3.566693564
501267	2126197	-3.586245216
501367	2126197	-3.579141752
501467	2126197	-3.542391931
501567	2126197	-3.477660055
501667	2126197	-3.400312345
501767	2126197	-3.361723377
501867	2126197	-3.443463797
501967	2126197	-3.627821111
502067	2126197	-3.830196824
502167	2126197	-4.008390036
502267	2126197	-4.149852329
502367	2126197	-4.252566691
502467	2126197	-4.317087487
502567	2126197	-4.340755299
502667	2126197	-4.306647976
502767	2126197	-4.157423169
502867	2126197	-3.80204442
502967	2126197	-3.266618717
503067	2126197	-2.656794102
503167	2126197	-2.03063671
503267	2126197	-1.413519334
503367	2126197	-0.820160575
503467	2126197	-0.263112166
503567	2126197	0.242484719
503667	2126197	0.67114883
503767	2126197	0.968612125
503867	2126197	1.057479013
503967	2126197	0.94814205
504067	2126197	0.711270316
504167	2126197	0.384404788
504267	2126197	-0.017417658
504367	2126197	-0.485134289
504467	2126197	-1.007230676
504567	2126197	-1.559244499
504667	2126197	-2.076759697
504767	2126197	-2.387341401
504867	2126197	-2.229405657
