x	y	coe_com_tot
504667	2123497	8.829904837
504767	2123497	8.844605961
504867	2123497	8.859355942
504967	2123497	8.874154536
504067	2123597	8.722060879
504167	2123597	8.736497693
504267	2123597	8.750984874
504367	2123597	8.76552217
504467	2123597	8.780109328
504567	2123597	8.794746099
504667	2123597	8.809432232
504767	2123597	8.824167478
504867	2123597	8.838951588
504967	2123597	8.853784314
505067	2123597	8.868665409
505167	2123597	8.883594627
505267	2123597	8.898571723
503867	2123697	8.672618127
503967	2123697	8.686987605
504067	2123697	8.701407973
504167	2123697	8.715878974
504267	2123697	8.730400355
504367	2123697	8.744971863
504467	2123697	8.759593244
504567	2123697	8.774264246
504667	2123697	8.788984617
504767	2123697	8.803754108
504867	2123697	8.818572468
504967	2123697	8.833439447
505067	2123697	8.848354798
505167	2123697	8.863318273
505267	2123697	8.878329626
505367	2123697	8.893388609
505467	2123697	8.908494979
505567	2123697	8.923648491
503867	2123797	8.651921044
503967	2123797	8.666324809
504067	2123797	8.680779478
504167	2123797	8.695284794
504267	2123797	8.709840503
504367	2123797	8.724446349
504467	2123797	8.739102077
504567	2123797	8.753807435
504667	2123797	8.768562169
504767	2123797	8.783366027
504867	2123797	8.798218759
504967	2123797	8.813120113
505067	2123797	8.828069841
505167	2123797	8.843067692
505267	2123797	8.85811342
505367	2123797	8.873206777
505467	2123797	8.888347517
505567	2123797	8.903535393
505667	2123797	8.918770163
505767	2123797	8.934051581
503767	2123897	8.616861287
503867	2123897	8.63124829
503967	2123897	8.645686471
504067	2123897	8.66017557
504167	2123897	8.67471533
504267	2123897	8.689305493
504367	2123897	8.703945803
504467	2123897	8.718636005
504567	2123897	8.733375843
504667	2123897	8.748165064
504767	2123897	8.763003414
504867	2123897	8.77789064
504967	2123897	8.792826491
505067	2123897	8.807810715
505167	2123897	8.822843064
505267	2123897	8.837923286
505367	2123897	8.853051135
505467	2123897	8.868226362
505567	2123897	8.88344872
505667	2123897	8.898717965
505767	2123897	8.91403385
505867	2123897	8.929396133
505967	2123897	8.944804568
506067	2123897	8.960258916
506167	2123897	8.975758933
506267	2123897	8.991304381
506367	2123897	9.006895018
506467	2123897	9.022530607
506567	2123897	9.03821091
506667	2123897	9.053935691
506767	2123897	9.069704713
503667	2123997	8.581808424
503767	2123997	8.596178505
503867	2123997	8.61060004
503967	2123997	8.625072767
504067	2123997	8.639596425
504167	2123997	8.654170757
504267	2123997	8.668795502
504367	2123997	8.683470404
504467	2123997	8.698195206
504567	2123997	8.71296965
504667	2123997	8.727793482
504767	2123997	8.742666446
504867	2123997	8.75758829
504967	2123997	8.772558759
505067	2123997	8.787577602
505167	2123997	8.802644567
505267	2123997	8.817759404
505367	2123997	8.832921863
505467	2123997	8.848131695
505567	2123997	8.863388653
505667	2123997	8.878692489
505767	2123997	8.894042956
505867	2123997	8.909439811
505967	2123997	8.924882809
506067	2123997	8.940371705
506167	2123997	8.955906259
506267	2123997	8.971486227
506367	2123997	8.987111371
506467	2123997	9.002781449
506567	2123997	9.018496224
506667	2123997	9.034255457
506767	2123997	9.050058912
503567	2124097	8.546762549
503667	2124097	8.561115546
503767	2124097	8.575520274
503867	2124097	8.589976471
503967	2124097	8.604483874
504067	2124097	8.619042223
504167	2124097	8.633651255
504267	2124097	8.648310711
504367	2124097	8.663020332
504467	2124097	8.677779859
504567	2124097	8.692589035
504667	2124097	8.707447603
504767	2124097	8.722355306
504867	2124097	8.737311891
504967	2124097	8.752317101
505067	2124097	8.767370684
505167	2124097	8.782472386
505267	2124097	8.797621957
505367	2124097	8.812819145
505467	2124097	8.828063701
505567	2124097	8.843355374
505667	2124097	8.858693918
505767	2124097	8.874079083
505867	2124097	8.889510625
505967	2124097	8.904988298
506067	2124097	8.920511856
506167	2124097	8.936081057
506267	2124097	8.951695658
506367	2124097	8.967355418
506467	2124097	8.983060094
506567	2124097	8.998809449
506667	2124097	9.014603243
506767	2124097	9.030441237
503467	2124197	8.511723757
503567	2124197	8.526059504
503667	2124197	8.540447264
503767	2124197	8.554886771
503867	2124197	8.569377763
503967	2124197	8.583919974
504067	2124197	8.598513141
504167	2124197	8.613157003
504267	2124197	8.627851299
504367	2124197	8.642595766
504467	2124197	8.657390147
504567	2124197	8.67223418
504667	2124197	8.687127609
504767	2124197	8.702070176
504867	2124197	8.717061624
504967	2124197	8.732101698
505067	2124197	8.747190143
505167	2124197	8.762326704
505267	2124197	8.777511129
505367	2124197	8.792743166
505467	2124197	8.808022563
505567	2124197	8.823349069
505667	2124197	8.838722437
505767	2124197	8.854142416
505867	2124197	8.86960876
505967	2124197	8.885121221
506067	2124197	8.900679555
506167	2124197	8.916283516
506267	2124197	8.93193286
506367	2124197	8.947627346
506467	2124197	8.96336673
506567	2124197	8.979150773
506667	2124197	8.994979235
503367	2124297	8.476692145
503467	2124297	8.491010474
503567	2124297	8.5053811
503667	2124297	8.519803757
503767	2124297	8.534278177
503867	2124297	8.548804095
503967	2124297	8.563381245
504067	2124297	8.578009363
504167	2124297	8.592688185
504267	2124297	8.607417448
504367	2124297	8.622196891
504467	2124297	8.637026251
504567	2124297	8.651905269
504667	2124297	8.666833685
504767	2124297	8.68181124
504867	2124297	8.696837676
504967	2124297	8.711912736
505067	2124297	8.727036164
505167	2124297	8.742207706
505267	2124297	8.757427105
505367	2124297	8.77269411
505467	2124297	8.788008467
505567	2124297	8.803369925
505667	2124297	8.818778233
505767	2124297	8.834233141
505867	2124297	8.849734402
505967	2124297	8.865281766
506067	2124297	8.880874988
506167	2124297	8.896513821
506267	2124297	8.912198021
506367	2124297	8.927927343
506467	2124297	8.943701545
506567	2124297	8.959520384
506667	2124297	8.975383621
503267	2124397	8.441667811
503367	2124397	8.455968552
503467	2124397	8.470321878
503567	2124397	8.484727519
503667	2124397	8.499185207
503767	2124397	8.513694673
503867	2124397	8.52825565
503967	2124397	8.542867871
504067	2124397	8.55753107
504167	2124397	8.572244982
504267	2124397	8.587009343
504367	2124397	8.601823889
504467	2124397	8.616688357
504567	2124397	8.631602486
504667	2124397	8.646566015
504767	2124397	8.661578683
504867	2124397	8.676640231
504967	2124397	8.691750401
505067	2124397	8.706908936
505167	2124397	8.722115578
505267	2124397	8.737370073
505367	2124397	8.752672165
505467	2124397	8.768021601
505567	2124397	8.783418128
505667	2124397	8.798861494
505767	2124397	8.814351448
505867	2124397	8.82988774
505967	2124397	8.845470122
506067	2124397	8.861098345
506167	2124397	8.876772162
506267	2124397	8.892491328
506367	2124397	8.908255598
506467	2124397	8.924064726
506567	2124397	8.939918472
503067	2124497	8.392421025
503167	2124497	8.406650856
503267	2124497	8.420933836
503367	2124497	8.435269691
503467	2124497	8.449658151
503567	2124497	8.464098943
503667	2124497	8.478591796
503767	2124497	8.493136442
503867	2124497	8.507732612
503967	2124497	8.522380036
504067	2124497	8.537078448
504167	2124497	8.551827581
504267	2124497	8.566627169
504367	2124497	8.581476947
504467	2124497	8.596376651
504567	2124497	8.611326018
504667	2124497	8.626324786
504767	2124497	8.641372692
504867	2124497	8.656469477
504967	2124497	8.671614881
505067	2124497	8.686808644
505167	2124497	8.70205051
505267	2124497	8.71734022
505367	2124497	8.73267752
505467	2124497	8.748062154
505567	2124497	8.763493868
505667	2124497	8.778972409
505767	2124497	8.794497525
505867	2124497	8.810068965
505967	2124497	8.825686478
506067	2124497	8.841349816
506167	2124497	8.857058731
506267	2124497	8.872812974
506367	2124497	8.888612302
506467	2124497	8.904456467
506567	2124497	8.920345227
502967	2124597	8.357429784
503067	2124597	8.371641383
503167	2124597	8.385906426
503267	2124597	8.400224639
503367	2124597	8.414595747
503467	2124597	8.429019476
503567	2124597	8.443495555
503667	2124597	8.45802371
503767	2124597	8.47260367
503867	2124597	8.487235166
503967	2124597	8.501917926
504067	2124597	8.516651683
504167	2124597	8.531436167
504267	2124597	8.546271113
504367	2124597	8.561156252
504467	2124597	8.576091321
504567	2124597	8.591076054
504667	2124597	8.606110187
504767	2124597	8.621193458
504867	2124597	8.636325604
504967	2124597	8.651506365
505067	2124597	8.66673548
505167	2124597	8.682012691
505267	2124597	8.697337739
505367	2124597	8.712710366
505467	2124597	8.728130317
505567	2124597	8.743597337
505667	2124597	8.75911117
505767	2124597	8.774671565
505867	2124597	8.790278267
505967	2124597	8.805931027
506067	2124597	8.821629593
506167	2124597	8.837373717
506267	2124597	8.853163151
506367	2124597	8.868997647
506467	2124597	8.884876959
502667	2124697	8.294222284
502767	2124697	8.308307147
502867	2124697	8.32244631
502967	2124697	8.336639495
503067	2124697	8.350886424
503167	2124697	8.365186819
503267	2124697	8.379540404
503367	2124697	8.393946903
503467	2124697	8.40840604
503567	2124697	8.422917542
503667	2124697	8.437481134
503767	2124697	8.452096544
503867	2124697	8.466763499
503967	2124697	8.481481729
504067	2124697	8.496250962
504167	2124697	8.51107093
504267	2124697	8.525941363
504367	2124697	8.540861994
504467	2124697	8.555832556
504567	2124697	8.570852782
504667	2124697	8.585922408
504767	2124697	8.601041169
504867	2124697	8.616208802
504967	2124697	8.631425045
505067	2124697	8.646689635
505167	2124697	8.662002313
505267	2124697	8.677362819
505367	2124697	8.692770895
505467	2124697	8.708226283
505567	2124697	8.723728727
505667	2124697	8.73927797
505767	2124697	8.754873759
505867	2124697	8.770515841
505967	2124697	8.786203961
506067	2124697	8.80193787
506167	2124697	8.817717317
506267	2124697	8.833542052
506367	2124697	8.849411827
506467	2124697	8.865326395
502367	2124797	8.231318445
502467	2124797	8.245274036
502567	2124797	8.259284799
502667	2124797	8.273350451
502767	2124797	8.287470712
502867	2124797	8.301645299
502967	2124797	8.315873932
503067	2124797	8.330156333
503167	2124797	8.34449222
503267	2124797	8.358881317
503367	2124797	8.373323345
503467	2124797	8.387818029
503567	2124797	8.40236509
503667	2124797	8.416964256
503767	2124797	8.43161525
503867	2124797	8.4463178
503967	2124797	8.461071633
504067	2124797	8.475876476
504167	2124797	8.490732059
504267	2124797	8.505638111
504367	2124797	8.520594364
504467	2124797	8.535600548
504567	2124797	8.550656396
504667	2124797	8.565761641
504767	2124797	8.580916019
504867	2124797	8.596119264
504967	2124797	8.611371112
505067	2124797	8.626671302
505167	2124797	8.64201957
505267	2124797	8.657415656
505367	2124797	8.672859301
505467	2124797	8.688350246
505567	2124797	8.703888232
505667	2124797	8.719473003
505767	2124797	8.735104304
505867	2124797	8.75078188
505967	2124797	8.766505476
506067	2124797	8.782274841
506167	2124797	8.798089724
506267	2124797	8.813949872
506367	2124797	8.829855038
506467	2124797	8.845804973
502267	2124897	8.19642908
502367	2124897	8.210364638
502467	2124897	8.224355685
502567	2124897	8.238401934
502667	2124897	8.252503101
502767	2124897	8.266658904
502867	2124897	8.280869058
502967	2124897	8.295133283
503067	2124897	8.309451296
503167	2124897	8.323822817
503267	2124897	8.338247566
503367	2124897	8.352725263
503467	2124897	8.36725563
503567	2124897	8.38183839
503667	2124897	8.396473266
503767	2124897	8.411159981
503867	2124897	8.42589826
503967	2124897	8.44068783
504067	2124897	8.455528416
504167	2124897	8.470419746
504267	2124897	8.485361549
504367	2124897	8.500353553
504467	2124897	8.515395489
504567	2124897	8.530487087
504667	2124897	8.54562808
504767	2124897	8.560818201
504867	2124897	8.576057184
504967	2124897	8.591344763
505067	2124897	8.606680675
505167	2124897	8.622064656
505267	2124897	8.637496445
505367	2124897	8.652975779
505467	2124897	8.6685024
505567	2124897	8.684076048
505667	2124897	8.699696466
505767	2124897	8.715363395
505867	2124897	8.731076581
505967	2124897	8.746835769
506067	2124897	8.762640704
506167	2124897	8.778491135
506267	2124897	8.794386809
506367	2124897	8.810327477
502167	2124997	8.161548608
502267	2124997	8.175463931
502367	2124997	8.189435061
502467	2124997	8.20346171
502567	2124997	8.217543591
502667	2124997	8.231680419
502767	2124997	8.245871909
502867	2124997	8.260117775
502967	2124997	8.274417734
503067	2124997	8.288771502
503167	2124997	8.303178798
503267	2124997	8.31763934
503367	2124997	8.332152846
503467	2124997	8.346719036
503567	2124997	8.361337632
503667	2124997	8.376008355
503767	2124997	8.390730927
503867	2124997	8.405505071
503967	2124997	8.420330512
504067	2124997	8.435206975
504167	2124997	8.450134185
504267	2124997	8.46511187
504367	2124997	8.480139756
504467	2124997	8.495217574
504567	2124997	8.510345051
504667	2124997	8.52552192
504767	2124997	8.540747911
504867	2124997	8.556022758
504967	2124997	8.571346193
505067	2124997	8.586717951
505167	2124997	8.602137768
505267	2124997	8.617605381
505367	2124997	8.633120527
505467	2124997	8.648682945
505567	2124997	8.664292374
505667	2124997	8.679948555
505767	2124997	8.69565123
505867	2124997	8.711400143
505967	2124997	8.727195037
506067	2124997	8.743035657
506167	2124997	8.758921749
506267	2124997	8.774853061
506367	2124997	8.790829342
502067	2125097	8.126677157
502167	2125097	8.140572038
502267	2125097	8.154523049
502367	2125097	8.168529898
502467	2125097	8.182592297
502567	2125097	8.196709959
502667	2125097	8.210882594
502767	2125097	8.225109915
502867	2125097	8.239391638
502967	2125097	8.253727475
503067	2125097	8.268117142
503167	2125097	8.282560355
503267	2125097	8.29705683
503367	2125097	8.311606285
503467	2125097	8.326208439
503567	2125097	8.340863009
503667	2125097	8.355569717
503767	2125097	8.370328282
503867	2125097	8.385138427
503967	2125097	8.399999875
504067	2125097	8.414912348
504167	2125097	8.429875571
504267	2125097	8.44488927
504367	2125097	8.45995317
504467	2125097	8.475066999
504567	2125097	8.490230485
504667	2125097	8.505443358
504767	2125097	8.520705346
504867	2125097	8.536016183
504967	2125097	8.551375599
505067	2125097	8.566783329
505167	2125097	8.582239105
505267	2125097	8.597742665
505367	2125097	8.613293743
505467	2125097	8.628892077
505567	2125097	8.644537407
505667	2125097	8.66022947
505767	2125097	8.675968009
505867	2125097	8.691752765
505967	2125097	8.70758348
506067	2125097	8.723459899
506167	2125097	8.739381767
506267	2125097	8.755348829
506367	2125097	8.771360833
501967	2125197	8.091814858
502067	2125197	8.105689088
502167	2125197	8.119619772
502267	2125197	8.13360662
502367	2125197	8.147649338
502467	2125197	8.161747637
502567	2125197	8.175901225
502667	2125197	8.190109814
502767	2125197	8.204373114
502867	2125197	8.218690838
502967	2125197	8.233062698
503067	2125197	8.247488407
503167	2125197	8.261967679
503267	2125197	8.27650023
503367	2125197	8.291085775
503467	2125197	8.305724031
503567	2125197	8.320414715
503667	2125197	8.335157546
503767	2125197	8.349952242
503867	2125197	8.364798524
503967	2125197	8.379696114
504067	2125197	8.394644731
504167	2125197	8.409644101
504267	2125197	8.424693946
504367	2125197	8.439793992
504467	2125197	8.454943963
504567	2125197	8.470143587
504667	2125197	8.485392592
504767	2125197	8.500690706
504867	2125197	8.516037659
504967	2125197	8.531433182
505067	2125197	8.546877007
505167	2125197	8.562368867
505267	2125197	8.577908495
505367	2125197	8.593495627
505467	2125197	8.609129999
505567	2125197	8.624811349
505667	2125197	8.640539413
505767	2125197	8.656313933
505867	2125197	8.672134648
505967	2125197	8.6880013
506067	2125197	8.703913632
506167	2125197	8.719871388
506267	2125197	8.735874313
501867	2125297	8.056961845
501967	2125297	8.070815209
502067	2125297	8.084725359
502167	2125297	8.098691998
502267	2125297	8.112714833
502367	2125297	8.12679357
502467	2125297	8.140927917
502567	2125297	8.155117581
502667	2125297	8.169362271
502767	2125297	8.183661697
502867	2125297	8.198015568
502967	2125297	8.212423595
503067	2125297	8.22688549
503167	2125297	8.241400965
503267	2125297	8.255969734
503367	2125297	8.27059151
503467	2125297	8.285266009
503567	2125297	8.299992946
503667	2125297	8.314772039
503767	2125297	8.329603004
503867	2125297	8.34448556
503967	2125297	8.359419426
504067	2125297	8.374404324
504167	2125297	8.389439974
504267	2125297	8.404526098
504367	2125297	8.419662421
504467	2125297	8.434848665
504567	2125297	8.450084557
504667	2125297	8.465369823
504767	2125297	8.48070419
504867	2125297	8.496087387
504967	2125297	8.511519143
505067	2125297	8.526999188
505167	2125297	8.542527255
505267	2125297	8.558103075
505367	2125297	8.573726383
505467	2125297	8.589396913
505567	2125297	8.605114402
505667	2125297	8.620878586
505767	2125297	8.636689205
505867	2125297	8.652545996
505967	2125297	8.6684487
506067	2125297	8.68439706
506167	2125297	8.700390818
506267	2125297	8.716429718
501767	2125397	8.022118251
501867	2125397	8.035950535
501967	2125397	8.049839937
502067	2125397	8.063786159
502167	2125397	8.077788905
502267	2125397	8.091847879
502367	2125397	8.105962786
502467	2125397	8.120133331
502567	2125397	8.13435922
502667	2125397	8.148640159
502767	2125397	8.162975857
502867	2125397	8.177366022
502967	2125397	8.191810362
503067	2125397	8.206308587
503167	2125397	8.220860409
503267	2125397	8.235465539
503367	2125397	8.250123688
503467	2125397	8.264834571
503567	2125397	8.279597902
503667	2125397	8.294413395
503767	2125397	8.309280766
503867	2125397	8.324199733
503967	2125397	8.339170013
504067	2125397	8.354191326
504167	2125397	8.36926339
504267	2125397	8.384385927
504367	2125397	8.399558659
504467	2125397	8.414781308
504567	2125397	8.430053598
504667	2125397	8.445375254
504767	2125397	8.460746002
504867	2125397	8.47616557
504967	2125397	8.491633684
505067	2125397	8.507150075
505167	2125397	8.522714472
505267	2125397	8.538326607
505367	2125397	8.553986213
505467	2125397	8.569693023
505567	2125397	8.585446771
505667	2125397	8.601247194
505767	2125397	8.617094028
505867	2125397	8.632987012
505967	2125397	8.648925885
506067	2125397	8.664910388
506167	2125397	8.680940261
506267	2125397	8.697015249
501667	2125497	7.987284217
501767	2125497	8.0010952
501867	2125497	8.014963638
501967	2125497	8.028889231
502067	2125497	8.042871679
502167	2125497	8.056910686
502267	2125497	8.071005951
502367	2125497	8.085157179
502467	2125497	8.099364072
502567	2125497	8.113626335
502667	2125497	8.127943673
502767	2125497	8.142315791
502867	2125497	8.156742396
502967	2125497	8.171223195
503067	2125497	8.185757897
503167	2125497	8.200346209
503267	2125497	8.214987843
503367	2125497	8.229682508
503467	2125497	8.244429916
503567	2125497	8.25922978
503667	2125497	8.274081814
503767	2125497	8.28898573
503867	2125497	8.303941246
503967	2125497	8.318948076
504067	2125497	8.334005939
504167	2125497	8.349114552
504267	2125497	8.364273635
504367	2125497	8.379482909
504467	2125497	8.394742093
504567	2125497	8.410050912
504667	2125497	8.425409088
504767	2125497	8.440816346
504867	2125497	8.456272411
504967	2125497	8.471777011
505067	2125497	8.487329873
505167	2125497	8.502930725
505267	2125497	8.518579299
505367	2125497	8.534275324
505467	2125497	8.550018534
505567	2125497	8.565808662
505667	2125497	8.581645442
505767	2125497	8.597528611
505867	2125497	8.613457904
505967	2125497	8.629433061
506067	2125497	8.645453821
506167	2125497	8.661519924
501567	2125597	7.952459884
501667	2125597	7.966249342
501767	2125597	7.980096596
501867	2125597	7.994001344
501967	2125597	8.007963284
502067	2125597	8.021982114
502167	2125597	8.036057533
502267	2125597	8.050189243
502367	2125597	8.064376944
502467	2125597	8.078620337
502567	2125597	8.092919124
502667	2125597	8.10727301
502767	2125597	8.121681697
502867	2125597	8.13614489
502967	2125597	8.150662295
503067	2125597	8.165233617
503167	2125597	8.179858566
503267	2125597	8.194536847
503367	2125597	8.20926817
503467	2125597	8.224052246
503567	2125597	8.238888785
503667	2125597	8.253777498
503767	2125597	8.268718099
503867	2125597	8.2837103
503967	2125597	8.298753818
504067	2125597	8.313848367
504167	2125597	8.328993664
504267	2125597	8.344189428
504367	2125597	8.359435375
504467	2125597	8.374731228
504567	2125597	8.390076706
504667	2125597	8.405471532
504767	2125597	8.420915428
504867	2125597	8.436408119
504967	2125597	8.45194933
505067	2125597	8.467538788
505167	2125597	8.48317622
505267	2125597	8.498861355
505367	2125597	8.514593923
505467	2125597	8.530373654
505567	2125597	8.546200282
505667	2125597	8.562073539
505767	2125597	8.57799316
505867	2125597	8.59395888
505967	2125597	8.609970437
506067	2125597	8.626027569
506167	2125597	8.642130014
501467	2125697	7.917645394
501567	2125697	7.931413102
501667	2125697	7.94523895
501767	2125697	7.959122633
501867	2125697	7.973063848
501967	2125697	7.98706229
502067	2125697	8.001117656
502167	2125697	8.015229644
502267	2125697	8.029397951
502367	2125697	8.043622278
502467	2125697	8.057902322
502567	2125697	8.072237785
502667	2125697	8.086628368
502767	2125697	8.101073773
502867	2125697	8.115573702
502967	2125697	8.13012786
503067	2125697	8.14473595
503167	2125697	8.159397679
503267	2125697	8.174112753
503367	2125697	8.188880878
503467	2125697	8.203701764
503567	2125697	8.218575118
503667	2125697	8.233500652
503767	2125697	8.248478076
503867	2125697	8.263507103
503967	2125697	8.278587445
504067	2125697	8.293718816
504167	2125697	8.308900933
504267	2125697	8.32413351
504367	2125697	8.339416266
504467	2125697	8.354748918
504567	2125697	8.370131187
504667	2125697	8.385562792
504767	2125697	8.401043456
504867	2125697	8.4165729
504967	2125697	8.43215085
505067	2125697	8.44777703
505167	2125697	8.463451166
505267	2125697	8.479172987
505367	2125697	8.494942219
505467	2125697	8.510758594
505567	2125697	8.526621841
505667	2125697	8.542531694
505767	2125697	8.558487885
505867	2125697	8.574490149
505967	2125697	8.590538222
506067	2125697	8.60663184
506167	2125697	8.622770743
501367	2125797	7.882840897
501467	2125797	7.896586622
501567	2125797	7.910390837
501667	2125797	7.924253234
501767	2125797	7.938173505
501867	2125797	7.952151345
501967	2125797	7.966186446
502067	2125797	7.980278504
502167	2125797	7.994427215
502267	2125797	8.008632275
502367	2125797	8.02289338
502467	2125797	8.037210228
502567	2125797	8.051582518
502667	2125797	8.066009949
502767	2125797	8.080492221
502867	2125797	8.095029035
502967	2125797	8.109620094
503067	2125797	8.124265099
503167	2125797	8.138963755
503267	2125797	8.153715765
503367	2125797	8.168520836
503467	2125797	8.183378674
503567	2125797	8.198288987
503667	2125797	8.213251482
503767	2125797	8.228265869
503867	2125797	8.243331859
503967	2125797	8.258449163
504067	2125797	8.273617494
504167	2125797	8.288836566
504267	2125797	8.304106092
504367	2125797	8.319425789
504467	2125797	8.334795374
504567	2125797	8.350214564
504667	2125797	8.365683079
504767	2125797	8.381200639
504867	2125797	8.396766966
504967	2125797	8.412381781
505067	2125797	8.428044809
505167	2125797	8.443755774
505267	2125797	8.459514403
505367	2125797	8.475320423
505467	2125797	8.491173562
505567	2125797	8.50707355
505667	2125797	8.523020118
505767	2125797	8.539012998
505867	2125797	8.555051923
505967	2125797	8.571136628
506067	2125797	8.587266848
506167	2125797	8.603442321
501367	2125897	7.86177005
501467	2125897	7.875552402
501567	2125897	7.889393286
501667	2125897	7.903292391
501767	2125897	7.917249409
501867	2125897	7.931264031
501967	2125897	7.94533595
502067	2125897	7.959464857
502167	2125897	7.973650447
502267	2125897	7.987892413
502367	2125897	8.002190451
502467	2125897	8.016544256
502567	2125897	8.030953525
502667	2125897	8.045417955
502767	2125897	8.059937245
502867	2125897	8.074511094
502967	2125897	8.089139201
503067	2125897	8.103821268
503167	2125897	8.118556997
503267	2125897	8.13334609
503367	2125897	8.148188251
503467	2125897	8.163083185
503567	2125897	8.178030597
503667	2125897	8.193030195
503767	2125897	8.208081686
503867	2125897	8.223184779
503967	2125897	8.238339183
504067	2125897	8.253544611
504167	2125897	8.268800773
504267	2125897	8.284107383
504367	2125897	8.299464155
504467	2125897	8.314870805
504567	2125897	8.330327049
504667	2125897	8.345832604
504767	2125897	8.36138719
504867	2125897	8.376990527
504967	2125897	8.392642335
505067	2125897	8.408342337
505167	2125897	8.424090257
505267	2125897	8.439885819
505367	2125897	8.455728749
505467	2125897	8.471618774
505567	2125897	8.487555623
505667	2125897	8.503539025
505767	2125897	8.519568712
505867	2125897	8.535644415
505967	2125897	8.551765868
506067	2125897	8.567932805
506167	2125897	8.584144962
501267	2125997	7.826963535
501367	2125997	7.84072379
501467	2125997	7.85454293
501567	2125997	7.868420644
501667	2125997	7.882356619
501767	2125997	7.896350544
501867	2125997	7.910402108
501967	2125997	7.924511002
502067	2125997	7.938676915
502167	2125997	7.95289954
502267	2125997	7.967178569
502367	2125997	7.981513694
502467	2125997	7.99590461
502567	2125997	8.01035101
502667	2125997	8.024852592
502767	2125997	8.039409051
502867	2125997	8.054020083
502967	2125997	8.068685389
503067	2125997	8.083404666
503167	2125997	8.098177614
503267	2125997	8.113003935
503367	2125997	8.127883331
503467	2125997	8.142815505
503567	2125997	8.15780016
503667	2125997	8.172837002
503767	2125997	8.187925737
503867	2125997	8.203066072
503967	2125997	8.218257716
504067	2125997	8.233500377
504167	2125997	8.248793766
504267	2125997	8.264137595
504367	2125997	8.279531576
504467	2125997	8.294975424
504567	2125997	8.310468854
504667	2125997	8.32601158
504767	2125997	8.341603322
504867	2125997	8.357243797
504967	2125997	8.372932726
505067	2125997	8.388669828
505167	2125997	8.404454827
505267	2125997	8.420287446
505367	2125997	8.436167409
505467	2125997	8.452094443
505567	2125997	8.468068274
505667	2125997	8.48408863
505767	2125997	8.500155242
505867	2125997	8.516267841
505967	2125997	8.532426158
506067	2125997	8.548629927
501267	2126097	7.805905149
501367	2126097	7.819702313
501467	2126097	7.833558405
501567	2126097	7.847473112
501667	2126097	7.861446118
501767	2126097	7.87547711
501867	2126097	7.889565776
501967	2126097	7.903711804
502067	2126097	7.917914881
502167	2126097	7.932174699
502267	2126097	7.946490946
502367	2126097	7.960863314
502467	2126097	7.975291495
502567	2126097	7.989775181
502667	2126097	8.004314066
502767	2126097	8.018907845
502867	2126097	8.033556212
502967	2126097	8.048258865
503067	2126097	8.0630155
503167	2126097	8.077825816
503267	2126097	8.092689511
503367	2126097	8.107606287
503467	2126097	8.122575845
503567	2126097	8.137597886
503667	2126097	8.152672115
503767	2126097	8.167798235
503867	2126097	8.182975952
503967	2126097	8.198204973
504067	2126097	8.213485006
504167	2126097	8.228815759
504267	2126097	8.244196942
504367	2126097	8.259628268
504467	2126097	8.275109447
504567	2126097	8.290640194
504667	2126097	8.306220223
504767	2126097	8.32184925
504867	2126097	8.337526993
504967	2126097	8.353253169
505067	2126097	8.369027499
505167	2126097	8.384849703
505267	2126097	8.400719503
505367	2126097	8.416636622
505467	2126097	8.432600786
505567	2126097	8.448611719
505667	2126097	8.46466915
505767	2126097	8.480772806
505867	2126097	8.496922417
505967	2126097	8.513117714
506067	2126097	8.52935843
501167	2126197	7.771096632
501267	2126197	7.784871582
501367	2126197	7.798705819
501467	2126197	7.812599027
501567	2126197	7.826550889
501667	2126197	7.840561089
501767	2126197	7.854629311
501867	2126197	7.868755239
501967	2126197	7.88293856
502067	2126197	7.897178961
502167	2126197	7.911476129
502267	2126197	7.925829752
502367	2126197	7.940239518
502467	2126197	7.954705119
502567	2126197	7.969226244
502667	2126197	7.983802586
502767	2126197	7.998433837
502867	2126197	8.01311969
502967	2126197	8.02785984
503067	2126197	8.042653982
503167	2126197	8.057501813
503267	2126197	8.07240303
503367	2126197	8.087357332
503467	2126197	8.102364418
503567	2126197	8.117423989
503667	2126197	8.132535747
503767	2126197	8.147699393
503867	2126197	8.162914633
503967	2126197	8.178181171
504067	2126197	8.193498713
504167	2126197	8.208866967
504267	2126197	8.224285641
504367	2126197	8.239754445
504467	2126197	8.255273089
504567	2126197	8.270841286
504667	2126197	8.286458749
504767	2126197	8.302125192
504867	2126197	8.317840331
504967	2126197	8.333603884
505067	2126197	8.349415567
505167	2126197	8.365275101
505267	2126197	8.381182207
505367	2126197	8.397136605
505467	2126197	8.413138021
505567	2126197	8.429186178
505667	2126197	8.445280802
505767	2126197	8.461421621
505867	2126197	8.477608362
505967	2126197	8.493840756
506067	2126197	8.510118534
501067	2126297	7.736298394
501167	2126297	7.750050887
501267	2126297	7.763863033
501367	2126297	7.77773451
501467	2126297	7.791664999
501567	2126297	7.805654181
501667	2126297	7.819701737
501767	2126297	7.83380735
501867	2126297	7.847970702
501967	2126297	7.862191478
502067	2126297	7.876469361
502167	2126297	7.890804038
502267	2126297	7.905195194
502367	2126297	7.919642516
502467	2126297	7.934145692
502567	2126297	7.948704411
502667	2126297	7.963318363
502767	2126297	7.977987239
502867	2126297	7.992710729
502967	2126297	8.007488527
