x	y	abat_2007_2002
503567	2124597	1.948598592
503667	2124597	2.040885891
503767	2124597	2.081176139
503867	2124597	2.063220611
503967	2124597	1.986074117
504067	2124597	1.853992147
504167	2124597	1.674225588
504267	2124597	1.454946561
504367	2124597	1.204589522
504467	2124597	0.932412238
504567	2124597	0.649474892
504667	2124597	0.36887817
504767	2124597	0.103710731
504867	2124597	-0.137786611
504967	2124597	-0.356550385
505067	2124597	-0.561714998
505167	2124597	-0.765142427
505267	2124597	-0.976485829
505367	2124597	-1.200997444
505467	2124597	-1.439101757
505567	2124597	-1.686551766
505667	2124597	-1.935092127
505767	2124597	-2.174596525
505867	2124597	-2.397239373
505967	2124597	-2.601316802
506067	2124597	-2.790972274
506167	2124597	-2.972575188
506267	2124597	-3.151822429
506367	2124597	-3.333226174
506467	2124597	-3.521104047
502667	2124697	-0.079287384
502767	2124697	0.254890491
502867	2124697	0.556717479
502967	2124697	0.823421372
503067	2124697	1.060390292
503167	2124697	1.274190453
503267	2124697	1.46828025
503367	2124697	1.642362616
503467	2124697	1.792841005
503567	2124697	1.913201807
503667	2124697	1.994424453
503767	2124697	2.026378057
503867	2124697	2.001365782
503967	2124697	1.917998325
504067	2124697	1.780764788
504167	2124697	1.596290616
504267	2124697	1.371027589
504367	2124697	1.111346744
504467	2124697	0.825010055
504567	2124697	0.52339024
504667	2124697	0.223479978
504767	2124697	-0.053651492
504867	2124697	-0.292716263
504967	2124697	-0.49643432
505067	2124697	-0.68313178
505167	2124697	-0.873061381
505267	2124697	-1.08003889
505367	2124697	-1.310264793
505467	2124697	-1.563065206
505567	2124697	-1.830887038
505667	2124697	-2.098730625
505767	2124697	-2.346145464
505867	2124697	-2.556429301
505967	2124697	-2.727985041
506067	2124697	-2.872622756
506167	2124697	-3.003968471
506267	2124697	-3.131092258
506367	2124697	-3.259115378
506467	2124697	-3.392299896
502367	2124797	-1.106566258
502467	2124797	-0.73449878
502567	2124797	-0.350234638
502667	2124797	0.028727927
502767	2124797	0.37828018
502867	2124797	0.6759168
502967	2124797	0.920908415
503067	2124797	1.129893544
503167	2124797	1.316570673
503267	2124797	1.486798399
503367	2124797	1.641163472
503467	2124797	1.776890096
503567	2124797	1.888286944
503667	2124797	1.966061498
503767	2124797	1.996709161
503867	2124797	1.96743241
503967	2124797	1.877064553
504067	2124797	1.734013529
504167	2124797	1.545814151
504267	2124797	1.31676234
504367	2124797	1.049868121
504467	2124797	0.749409334
504567	2124797	0.42454248
504667	2124797	0.095225867
504767	2124797	-0.202814637
504867	2124797	-0.434868015
504967	2124797	-0.607909765
505067	2124797	-0.762148758
505167	2124797	-0.930806806
505267	2124797	-1.130688062
505367	2124797	-1.367529043
505467	2124797	-1.639595957
505567	2124797	-1.937433557
505667	2124797	-2.239891549
505767	2124797	-2.510221613
505867	2124797	-2.711691011
505967	2124797	-2.8449645
506067	2124797	-2.940690738
506167	2124797	-3.023281689
506267	2124797	-3.103187707
506367	2124797	-3.183284985
506467	2124797	-3.264958483
502267	2124897	-1.439291661
502367	2124897	-1.069902688
502467	2124897	-0.674547779
502567	2124897	-0.263768966
502667	2124897	0.146856257
502767	2124897	0.523660751
502867	2124897	0.812458953
502967	2124897	1.020134548
503067	2124897	1.192879815
503167	2124897	1.350249474
503267	2124897	1.497098195
503367	2124897	1.63349195
503467	2124897	1.757344333
503567	2124897	1.864626369
503667	2124897	1.947591589
503767	2124897	1.988295985
503867	2124897	1.957560262
503967	2124897	1.85741765
504067	2124897	1.709943152
504167	2124897	1.523167721
504267	2124897	1.297452052
504367	2124897	1.031106577
504467	2124897	0.722938465
504567	2124897	0.375453751
504667	2124897	0.003548658
504767	2124897	-0.339185336
504867	2124897	-0.555432976
504967	2124897	-0.667319476
505067	2124897	-0.773189456
505167	2124897	-0.916261116
505267	2124897	-1.10911519
505367	2124897	-1.354048137
505467	2124897	-1.648502855
505567	2124897	-1.984708948
505667	2124897	-2.34273936
505767	2124897	-2.666869659
505867	2124897	-2.861137362
505967	2124897	-2.938623306
506067	2124897	-2.982023281
506167	2124897	-3.023739858
506267	2124897	-3.068686234
506367	2124897	-3.113727173
502167	2124997	-1.767761039
502267	2124997	-1.416547026
502367	2124997	-1.032043877
502467	2124997	-0.621557348
502567	2124997	-0.192283329
502667	2124997	0.248076324
502767	2124997	0.681204199
502867	2124997	0.947486711
502967	2124997	1.095029845
503067	2124997	1.232149409
503167	2124997	1.364066061
503267	2124997	1.490607667
503367	2124997	1.610966084
503467	2124997	1.723983869
503567	2124997	1.827988386
503667	2124997	1.920234291
503767	2124997	1.991481234
503867	2124997	1.958159182
503967	2124997	1.843183973
504067	2124997	1.699524636
504167	2124997	1.525655287
504267	2124997	1.316360395
504367	2124997	1.065507442
504467	2124997	0.766701725
504567	2124997	0.414108295
504667	2124997	0.004763933
504767	2124997	-0.440213802
504867	2124997	-0.613623629
504967	2124997	-0.619771858
505067	2124997	-0.679798063
505167	2124997	-0.805883243
505267	2124997	-0.997606544
505367	2124997	-1.25246718
505467	2124997	-1.567228997
505567	2124997	-1.937909416
505667	2124997	-2.358052452
505767	2124997	-2.799521928
505867	2124997	-2.972953377
505967	2124997	-2.96564296
506067	2124997	-2.971978266
506167	2124997	-2.995415176
506267	2124997	-3.028015361
506367	2124997	-3.060189132
502067	2125097	-2.049680094
502167	2125097	-1.738110582
502267	2125097	-1.384003844
502367	2125097	-0.996262506
502467	2125097	-0.5835265
502567	2125097	-0.154451572
502667	2125097	0.280977191
502767	2125097	0.696974194
502867	2125097	0.960056356
502967	2125097	1.105650093
503067	2125097	1.231846129
503167	2125097	1.349582753
503267	2125097	1.460974887
503367	2125097	1.566969007
503467	2125097	1.667985312
503567	2125097	1.763675398
503667	2125097	1.851899176
503767	2125097	1.920868811
503867	2125097	1.901233052
503967	2125097	1.809246587
504067	2125097	1.691697948
504167	2125097	1.548428716
504267	2125097	1.373248144
504367	2125097	1.158407598
504467	2125097	0.895732083
504567	2125097	0.577999969
504667	2125097	0.202987644
504767	2125097	-0.196096482
504867	2125097	-0.365666247
504967	2125097	-0.384291509
505067	2125097	-0.450596493
505167	2125097	-0.584827308
505267	2125097	-0.7870351
505367	2125097	-1.053939239
505467	2125097	-1.381375433
505567	2125097	-1.764278751
505667	2125097	-2.193597204
505767	2125097	-2.628765699
505867	2125097	-2.828674345
505967	2125097	-2.856879079
506067	2125097	-2.887433313
506167	2125097	-2.931707748
506267	2125097	-2.982829837
506367	2125097	-3.031106301
501967	2125197	-2.195832013
502067	2125197	-1.979682382
502167	2125197	-1.688305629
502267	2125197	-1.344652333
502367	2125197	-0.964272793
502467	2125197	-0.560750592
502567	2125197	-0.148346095
502667	2125197	0.253770898
502767	2125197	0.611167358
502867	2125197	0.877515779
502967	2125197	1.058024293
503067	2125197	1.193497597
503167	2125197	1.306477547
503267	2125197	1.4065965
503367	2125197	1.498815647
503467	2125197	1.585798669
503567	2125197	1.667850905
503667	2125197	1.740834034
503767	2125197	1.790504038
503867	2125197	1.793879658
503967	2125197	1.75187139
504067	2125197	1.68105672
504167	2125197	1.58611975
504267	2125197	1.463276391
504367	2125197	1.30557632
504467	2125197	1.105975973
504567	2125197	0.861339374
504667	2125197	0.581913821
504767	2125197	0.313912207
504867	2125197	0.134606256
504967	2125197	0.026427702
505067	2125197	-0.091661545
505167	2125197	-0.258304343
505267	2125197	-0.48293327
505367	2125197	-0.76453267
505467	2125197	-1.09779183
505567	2125197	-1.472882175
505667	2125197	-1.868294564
505767	2125197	-2.230907762
505867	2125197	-2.48078752
505967	2125197	-2.626325298
506067	2125197	-2.735302327
506167	2125197	-2.837703746
506267	2125197	-2.937540473
501867	2125297	-2.131031994
501967	2125297	-2.078052604
502067	2125297	-1.899894274
502167	2125297	-1.633055393
502267	2125297	-1.304840576
502367	2125297	-0.936447872
502467	2125297	-0.546662147
502567	2125297	-0.154624966
502667	2125297	0.217541732
502767	2125297	0.543735246
502867	2125297	0.802429409
502967	2125297	0.99331067
503067	2125297	1.133808691
503167	2125297	1.241941822
503267	2125297	1.330406827
503367	2125297	1.407604274
503467	2125297	1.478761975
503567	2125297	1.545925392
503667	2125297	1.606919408
503767	2125297	1.65451565
503867	2125297	1.680314616
503967	2125297	1.682995219
504067	2125297	1.666635926
504167	2125297	1.632479264
504267	2125297	1.57692242
504367	2125297	1.493497333
504467	2125297	1.375738736
504567	2125297	1.221323695
504667	2125297	1.038425499
504767	2125297	0.850462583
504867	2125297	0.682091966
504967	2125297	0.527714332
505067	2125297	0.357631241
505167	2125297	0.149192152
505267	2125297	-0.105507303
505367	2125297	-0.405175914
505467	2125297	-0.74349193
505567	2125297	-1.109085213
505667	2125297	-1.48165895
505767	2125297	-1.828710148
505867	2125297	-2.118931683
505967	2125297	-2.351173268
506067	2125297	-2.548514277
506167	2125297	-2.729203695
506267	2125297	-2.899204534
501767	2125397	-1.926523221
501867	2125397	-2.032169946
501967	2125397	-1.995767112
502067	2125397	-1.838504999
502167	2125397	-1.588230845
502267	2125397	-1.271705626
502367	2125397	-0.91291018
502467	2125397	-0.534097825
502567	2125397	-0.157272549
502667	2125397	0.195140324
502767	2125397	0.502026292
502867	2125397	0.749101868
502967	2125397	0.934716686
503067	2125397	1.068607915
503167	2125397	1.164975094
503267	2125397	1.237204221
503367	2125397	1.296018881
503467	2125397	1.349208177
503567	2125397	1.401570237
503667	2125397	1.454726585
503767	2125397	1.507405641
503867	2125397	1.557234888
503967	2125397	1.602986431
504067	2125397	1.644143611
504167	2125397	1.678473441
504267	2125397	1.700829691
504367	2125397	1.703715665
504467	2125397	1.678881285
504567	2125397	1.619858869
504667	2125397	1.52512262
504767	2125397	1.399227041
504867	2125397	1.247661266
504967	2125397	1.069025901
505067	2125397	0.856287435
505167	2125397	0.60479262
505267	2125397	0.315658718
505367	2125397	-0.005951014
505467	2125397	-0.352889523
505567	2125397	-0.716144902
505667	2125397	-1.083441763
505767	2125397	-1.439332523
505867	2125397	-1.77084612
505967	2125397	-2.075073918
506067	2125397	-2.357599716
506167	2125397	-2.624073474
506267	2125397	-2.876041314
501667	2125497	-1.664693645
501767	2125497	-1.899953674
501867	2125497	-1.998862709
501967	2125497	-1.963812364
502067	2125497	-1.811104568
502167	2125497	-1.564812827
502267	2125497	-1.250833983
502367	2125497	-0.894164408
502467	2125497	-0.518778768
502567	2125497	-0.148322616
502667	2125497	0.194076642
502767	2125497	0.488212241
502867	2125497	0.721280374
502967	2125497	0.891478017
503067	2125497	1.007161147
503167	2125497	1.082138275
503267	2125497	1.130914213
503367	2125497	1.166137766
503467	2125497	1.197942203
503567	2125497	1.234094941
503667	2125497	1.280213105
503767	2125497	1.33982173
503867	2125497	1.414379696
503967	2125497	1.503331537
504067	2125497	1.604034537
504167	2125497	1.711608391
504267	2125497	1.818870465
504367	2125497	1.916311782
504467	2125497	1.992147157
504567	2125497	2.032844472
504667	2125497	2.024721198
504767	2125497	1.95669905
504867	2125497	1.823182301
504967	2125497	1.625602023
505067	2125497	1.371981295
505167	2125497	1.074588074
505267	2125497	0.746563043
505367	2125497	0.399083027
505467	2125497	0.03998883
505567	2125497	-0.326138229
505667	2125497	-0.696849724
505767	2125497	-1.070326257
505867	2125497	-1.444392221
505967	2125497	-1.816224732
506067	2125497	-2.182081664
506167	2125497	-2.537196505
501567	2125597	-1.366487422
501667	2125597	-1.715832785
501767	2125597	-1.942153439
501867	2125597	-2.031699481
501967	2125597	-1.986582594
502067	2125597	-1.823725489
502167	2125597	-1.567902447
502267	2125597	-1.245333725
502367	2125597	-0.881099977
502467	2125597	-0.499438204
502567	2125597	-0.124934724
502667	2125597	0.217289401
502767	2125597	0.504307266
502867	2125597	0.72140491
502967	2125597	0.867347071
503067	2125597	0.953276085
503167	2125597	0.996214922
503267	2125597	1.013133574
503367	2125597	1.018455831
503467	2125597	1.024080707
503567	2125597	1.040330682
503667	2125597	1.076700523
503767	2125597	1.141480513
503867	2125597	1.239881503
503967	2125597	1.372097115
504067	2125597	1.5335351
504167	2125597	1.716767513
504267	2125597	1.912750045
504367	2125597	2.110249805
504467	2125597	2.293974425
504567	2125597	2.442448547
504667	2125597	2.527723888
504767	2125597	2.520630088
504867	2125597	2.403188038
504967	2125597	2.18001229
505067	2125597	1.876177858
505167	2125597	1.523754038
505267	2125597	1.150104966
505367	2125597	0.773267362
505467	2125597	0.401492958
505567	2125597	0.03383646
505667	2125597	-0.338551801
505767	2125597	-0.728441686
505867	2125597	-1.144600234
505967	2125597	-1.584545962
506067	2125597	-2.035376946
506167	2125597	-2.481222423
501467	2125697	-1.023437947
501567	2125697	-1.472726847
501667	2125697	-1.825630937
501767	2125697	-2.051480176
501867	2125697	-2.129660786
501967	2125697	-2.063020598
502067	2125697	-1.875439735
502167	2125697	-1.597173557
502267	2125697	-1.255747918
502367	2125697	-0.875049192
502467	2125697	-0.477694675
502567	2125697	-0.088044867
502667	2125697	0.265543658
502767	2125697	0.55264485
502867	2125697	0.751614354
502967	2125697	0.862790369
503067	2125697	0.905975568
503167	2125697	0.905791988
503267	2125697	0.882688759
503367	2125697	0.852029124
503467	2125697	0.826158906
503567	2125697	0.816864817
503667	2125697	0.837354823
503767	2125697	0.902062693
503867	2125697	1.021739929
503967	2125697	1.196978082
504067	2125697	1.419273345
504167	2125697	1.677716095
504267	2125697	1.962163414
504367	2125697	2.261551479
504467	2125697	2.559557115
504567	2125697	2.828563952
504667	2125697	3.024089576
504767	2125697	3.089100466
504867	2125697	2.982265921
504967	2125697	2.713370729
505067	2125697	2.336788762
505167	2125697	1.912771887
505267	2125697	1.484499698
505367	2125697	1.075929997
505467	2125697	0.695097323
505567	2125697	0.335336901
505667	2125697	-0.025379891
505767	2125697	-0.42042458
505867	2125697	-0.876194673
505967	2125697	-1.389493465
506067	2125697	-1.9311922
506167	2125697	-2.469836647
501367	2125797	-0.630315321
501467	2125797	-1.149771632
501567	2125797	-1.612220773
501667	2125797	-1.985878299
501767	2125797	-2.225391895
501867	2125797	-2.289955481
501967	2125797	-2.185839557
502067	2125797	-1.957678663
502167	2125797	-1.64657508
502267	2125797	-1.280101257
502367	2125797	-0.878253548
502467	2125797	-0.459185967
502567	2125797	-0.044202983
502667	2125797	0.335837372
502767	2125797	0.63558249
502867	2125797	0.81318021
502967	2125797	0.873215081
503067	2125797	0.857853214
503167	2125797	0.804472334
503267	2125797	0.735674889
503367	2125797	0.665323857
503467	2125797	0.603971126
503567	2125797	0.562774788
503667	2125797	0.557611111
503767	2125797	0.6122204
503867	2125797	0.749300053
503967	2125797	0.968418409
504067	2125797	1.250485009
504167	2125797	1.579209747
504267	2125797	1.945226524
504367	2125797	2.341028413
504467	2125797	2.75436508
504567	2125797	3.158386416
504667	2125797	3.494844838
504767	2125797	3.659851165
504867	2125797	3.552965775
504967	2125797	3.196076798
505067	2125797	2.708999252
505167	2125797	2.192507322
505267	2125797	1.701393761
505367	2125797	1.260767984
505467	2125797	0.877590198
505567	2125797	0.542083594
505667	2125797	0.220372305
505767	2125797	-0.153298679
505867	2125797	-0.645205129
505967	2125797	-1.24694271
506067	2125797	-1.890536318
506167	2125797	-2.521653155
501367	2125897	-0.753811323
501467	2125897	-1.278064829
501567	2125897	-1.760828508
501667	2125897	-2.175740203
501767	2125897	-2.4589519
501867	2125897	-2.504594652
501967	2125897	-2.333868441
502067	2125897	-2.050291319
502167	2125897	-1.703479754
502267	2125897	-1.314006159
502367	2125897	-0.894334935
502467	2125897	-0.455498932
502567	2125897	-0.011210089
502667	2125897	0.413224555
502767	2125897	0.753779891
502867	2125897	0.902894936
502967	2125897	0.880940444
503067	2125897	0.790856421
503167	2125897	0.680096967
503267	2125897	0.566048004
503367	2125897	0.457392285
503467	2125897	0.360733659
503567	2125897	0.283783513
503667	2125897	0.240469867
503767	2125897	0.265332181
503867	2125897	0.416252526
503967	2125897	0.685538053
504067	2125897	1.023479201
504167	2125897	1.409861442
504267	2125897	1.840293698
504367	2125897	2.314080628
504467	2125897	2.828326393
504567	2125897	3.369509362
504667	2125897	3.888902287
504767	2125897	4.226432823
504867	2125897	4.096504804
504967	2125897	3.564850183
505067	2125897	2.922384789
505167	2125897	2.301501812
505267	2125897	1.747400118
505367	2125897	1.277371098
505467	2125897	0.896906904
505567	2125897	0.600308095
505667	2125897	0.35693932
505767	2125897	0.063509915
505867	2125897	-0.464995346
505967	2125897	-1.194421794
506067	2125897	-1.951000646
506167	2125897	-2.663165636
501267	2125997	-0.325543151
501367	2125997	-0.864711261
501467	2125997	-1.384152251
501567	2125997	-1.876996202
501667	2125997	-2.334957387
501767	2125997	-2.727340176
501867	2125997	-2.730827121
501967	2125997	-2.451254479
502067	2125997	-2.118736144
502167	2125997	-1.750163169
502267	2125997	-1.351434841
502367	2125997	-0.927521634
502467	2125997	-0.48334847
502567	2125997	-0.0240703
502667	2125997	0.44328198
502767	2125997	0.888331844
502867	2125997	0.983070611
502967	2125997	0.834153685
503067	2125997	0.673652415
503167	2125997	0.516816085
503267	2125997	0.367525872
503367	2125997	0.228777915
503467	2125997	0.103793285
503567	2125997	-0.003663367
503667	2125997	-0.088357594
503767	2125997	-0.132389124
503867	2125997	0.037312941
503967	2125997	0.368735878
504067	2125997	0.745484149
504167	2125997	1.164610584
504267	2125997	1.629949522
504367	2125997	2.146582616
504467	2125997	2.719887316
504567	2125997	3.354203142
504667	2125997	4.047311624
504767	2125997	4.729728005
504867	2125997	4.500460945
504967	2125997	3.664993497
505067	2125997	2.874526067
505167	2125997	2.173764318
505267	2125997	1.57339191
505367	2125997	1.079704963
505467	2125997	0.697671886
505567	2125997	0.430579368
505667	2125997	0.276221562
505767	2125997	0.187960093
505867	2125997	-0.408360906
505967	2125997	-1.328271492
506067	2125997	-2.172133084
501267	2126097	-0.439406386
501367	2126097	-0.953298771
501467	2126097	-1.448366062
501567	2126097	-1.918108677
501667	2126097	-2.352361952
501767	2126097	-2.707020388
501867	2126097	-2.713764809
501967	2126097	-2.451960988
502067	2126097	-2.129132054
502167	2126097	-1.771542219
502267	2126097	-1.38667217
502367	2126097	-0.979632056
502467	2126097	-0.555218309
502567	2126097	-0.11882451
502667	2126097	0.320233945
502767	2126097	0.717792774
502867	2126097	0.801624919
502967	2126097	0.651649958
503067	2126097	0.477288095
503167	2126097	0.303742372
503267	2126097	0.137143405
503367	2126097	-0.018524153
503467	2126097	-0.159194941
503567	2126097	-0.280015361
503667	2126097	-0.373636701
503767	2126097	-0.414266667
503867	2126097	-0.25743112
503967	2126097	0.058664925
504067	2126097	0.428872969
504167	2126097	0.844229086
504267	2126097	1.306365194
504367	2126097	1.818706931
504467	2126097	2.384799398
504567	2126097	3.005953216
504667	2126097	3.671396423
504767	2126097	4.271458534
504867	2126097	4.059138337
504967	2126097	3.264788993
505067	2126097	2.476347856
505167	2126097	1.76633069
505267	2126097	1.15185127
505367	2126097	0.641892718
505467	2126097	0.24304168
505567	2126097	-0.040885464
505667	2126097	-0.215362047
505767	2126097	-0.350754375
505867	2126097	-0.92307589
505967	2126097	-1.795201514
506067	2126097	-2.608163766
501167	2126197	-0.05446687
501267	2126197	-0.542791553
501367	2126197	-1.017154754
501467	2126197	-1.468659449
501567	2126197	-1.884540989
501667	2126197	-2.239693169
501767	2126197	-2.474967103
501867	2126197	-2.50375601
501967	2126197	-2.343017995
502067	2126197	-2.080631283
502167	2126197	-1.764804612
502267	2126197	-1.416279513
502367	2126197	-1.046833654
502467	2126197	-0.666450532
502567	2126197	-0.288066397
502667	2126197	0.063205619
502767	2126197	0.327604946
502867	2126197	0.41707343
502967	2126197	0.348038618
503067	2126197	0.208355626
503167	2126197	0.045348768
503267	2126197	-0.121499917
503367	2126197	-0.281605633
503467	2126197	-0.426273198
503567	2126197	-0.5452478
503667	2126197	-0.621794977
503767	2126197	-0.621260887
503867	2126197	-0.4946855
503967	2126197	-0.247951755
504067	2126197	0.075431249
504167	2126197	0.452675892
504267	2126197	0.8751829
