x	y	error_car_pre_tot
503267	2124597	1.494685722
503367	2124597	1.49765233
503467	2124597	1.500633083
503567	2124597	1.503627894
503667	2124597	1.506636675
503767	2124597	1.509659342
503867	2124597	1.512695806
503967	2124597	1.515745982
504067	2124597	1.518809784
504167	2124597	1.521887128
504267	2124597	1.524977928
504367	2124597	1.528082098
504467	2124597	1.531199556
504567	2124597	1.534330216
504667	2124597	1.537473996
504767	2124597	1.540630811
504867	2124597	1.543800578
504967	2124597	1.546983216
505067	2124597	1.55017864
505167	2124597	1.553386771
505267	2124597	1.556607525
505367	2124597	1.559840821
505467	2124597	1.56308658
505567	2124597	1.566344719
505667	2124597	1.569615159
505767	2124597	1.572897821
505867	2124597	1.576192624
505967	2124597	1.579499491
506067	2124597	1.582818341
506167	2124597	1.586149097
506267	2124597	1.589491682
506367	2124597	1.592846017
506467	2124597	1.596212026
502667	2124697	1.472661802
502767	2124697	1.475550684
502867	2124697	1.478454252
502967	2124697	1.481372414
503067	2124697	1.484305084
503167	2124697	1.487252171
503267	2124697	1.490213588
503367	2124697	1.493189246
503467	2124697	1.496179056
503567	2124697	1.499182931
503667	2124697	1.502200785
503767	2124697	1.505232528
503867	2124697	1.508278076
503967	2124697	1.51133734
504067	2124697	1.514410235
504167	2124697	1.517496675
504267	2124697	1.520596574
504367	2124697	1.523709847
504467	2124697	1.526836409
504567	2124697	1.529976175
504667	2124697	1.533129061
504767	2124697	1.536294984
504867	2124697	1.539473859
504967	2124697	1.542665603
505067	2124697	1.545870134
505167	2124697	1.549087368
505267	2124697	1.552317225
505367	2124697	1.555559622
505467	2124697	1.558814477
505567	2124697	1.56208171
505667	2124697	1.565361241
505767	2124697	1.568652988
505867	2124697	1.571956872
505967	2124697	1.575272815
506067	2124697	1.578600735
506167	2124697	1.581940556
506267	2124697	1.585292198
506367	2124697	1.588655584
506467	2124697	1.592030637
502367	2124797	1.459536991
502467	2124797	1.462390276
502567	2124797	1.465258528
502667	2124797	1.468141658
502767	2124797	1.471039574
502867	2124797	1.473952188
502967	2124797	1.476879408
503067	2124797	1.479821144
503167	2124797	1.482777308
503267	2124797	1.48574781
503367	2124797	1.488732562
503467	2124797	1.491731473
503567	2124797	1.494744457
503667	2124797	1.497771425
503767	2124797	1.50081229
503867	2124797	1.503866963
503967	2124797	1.506935358
504067	2124797	1.510017387
504167	2124797	1.513112965
504267	2124797	1.516222005
504367	2124797	1.519344421
504467	2124797	1.522480128
504567	2124797	1.52562904
504667	2124797	1.528791073
504767	2124797	1.531966143
504867	2124797	1.535154165
504967	2124797	1.538355055
505067	2124797	1.54156873
505167	2124797	1.544795108
505267	2124797	1.548034105
505367	2124797	1.551285639
505467	2124797	1.554549629
505567	2124797	1.557825993
505667	2124797	1.56111465
505767	2124797	1.564415519
505867	2124797	1.56772852
505967	2124797	1.571053574
506067	2124797	1.5743906
506167	2124797	1.577739519
506267	2124797	1.581100254
506367	2124797	1.584472725
506467	2124797	1.587856855
502267	2124897	1.452148566
502367	2124897	1.454995821
502467	2124897	1.457858148
502567	2124897	1.460735457
502667	2124897	1.463627655
502767	2124897	1.466534653
502867	2124897	1.469456358
502967	2124897	1.472392681
503067	2124897	1.47534353
503167	2124897	1.478308815
503267	2124897	1.481288448
503367	2124897	1.484282338
503467	2124897	1.487290395
503567	2124897	1.490312531
503667	2124897	1.493348658
503767	2124897	1.496398686
503867	2124897	1.499462528
503967	2124897	1.502540095
504067	2124897	1.505631302
504167	2124897	1.508736059
504267	2124897	1.511854282
504367	2124897	1.514985882
504467	2124897	1.518130775
504567	2124897	1.521288874
504667	2124897	1.524460094
504767	2124897	1.527644351
504867	2124897	1.530841558
504967	2124897	1.534051634
505067	2124897	1.537274492
505167	2124897	1.540510051
505267	2124897	1.543758227
505367	2124897	1.547018936
505467	2124897	1.550292098
505567	2124897	1.553577629
505667	2124897	1.556875449
505767	2124897	1.560185476
505867	2124897	1.56350763
505967	2124897	1.56684183
506067	2124897	1.570187996
506167	2124897	1.573546049
506267	2124897	1.576915911
506367	2124897	1.580297501
502167	2124997	1.444763226
502267	2124997	1.447604378
502367	2124997	1.450460709
502467	2124997	1.453332127
502567	2124997	1.456218539
502667	2124997	1.459119853
502767	2124997	1.462035978
502867	2124997	1.464966822
502967	2124997	1.467912293
503067	2124997	1.4708723
503167	2124997	1.473846753
503267	2124997	1.476835561
503367	2124997	1.479838633
503467	2124997	1.482855881
503567	2124997	1.485887213
503667	2124997	1.488932542
503767	2124997	1.491991777
503867	2124997	1.495064831
503967	2124997	1.498151614
504067	2124997	1.50125204
504167	2124997	1.504366019
504267	2124997	1.507493465
504367	2124997	1.510634291
504467	2124997	1.513788411
504567	2124997	1.516955737
504667	2124997	1.520136185
504767	2124997	1.523329668
504867	2124997	1.526536102
504967	2124997	1.529755401
505067	2124997	1.532987482
505167	2124997	1.53623226
505267	2124997	1.539489652
505367	2124997	1.542759575
505467	2124997	1.546041945
505567	2124997	1.549336681
505667	2124997	1.5526437
505767	2124997	1.555962922
505867	2124997	1.559294264
505967	2124997	1.562637646
506067	2124997	1.565992988
506167	2124997	1.56936021
506267	2124997	1.572739232
506367	2124997	1.576129975
502067	2125097	1.437381022
502167	2125097	1.440215997
502267	2125097	1.443066259
502367	2125097	1.445931715
502467	2125097	1.448812271
502567	2125097	1.451707834
502667	2125097	1.454618311
502767	2125097	1.45754361
502867	2125097	1.460483638
502967	2125097	1.463438304
503067	2125097	1.466407515
503167	2125097	1.46939118
503267	2125097	1.472389209
503367	2125097	1.475401509
503467	2125097	1.478427991
503567	2125097	1.481468564
503667	2125097	1.484523139
503767	2125097	1.487591625
503867	2125097	1.490673934
503967	2125097	1.493769976
504067	2125097	1.496879663
504167	2125097	1.500002906
504267	2125097	1.503139618
504367	2125097	1.506289711
504467	2125097	1.509453099
504567	2125097	1.512629693
504667	2125097	1.515819408
504767	2125097	1.519022158
504867	2125097	1.522237857
504967	2125097	1.52546642
505067	2125097	1.528707762
505167	2125097	1.531961798
505267	2125097	1.535228445
505367	2125097	1.538507618
505467	2125097	1.541799235
505567	2125097	1.545103212
505667	2125097	1.548419468
505767	2125097	1.55174792
505867	2125097	1.555088486
505967	2125097	1.558441086
506067	2125097	1.561805638
506167	2125097	1.565182063
506267	2125097	1.56857028
506367	2125097	1.57197021
501967	2125197	1.430002005
502067	2125197	1.432830728
502167	2125197	1.435674848
502267	2125197	1.438534269
502367	2125197	1.441408897
502467	2125197	1.444298639
502567	2125197	1.4472034
502667	2125197	1.450123088
502767	2125197	1.453057608
502867	2125197	1.456006867
502967	2125197	1.458970774
503067	2125197	1.461949235
503167	2125197	1.464942159
503267	2125197	1.467949454
503367	2125197	1.470971027
503467	2125197	1.474006788
503567	2125197	1.477056646
503667	2125197	1.480120511
503767	2125197	1.483198292
503867	2125197	1.486289898
503967	2125197	1.489395242
504067	2125197	1.492514233
504167	2125197	1.495646783
504267	2125197	1.498792803
504367	2125197	1.501952205
504467	2125197	1.505124901
504567	2125197	1.508310804
504667	2125197	1.511509827
504767	2125197	1.514721884
504867	2125197	1.517946888
504967	2125197	1.521184754
505067	2125197	1.524435396
505167	2125197	1.527698728
505267	2125197	1.530974668
505367	2125197	1.53426313
505467	2125197	1.53756403
505567	2125197	1.540877286
505667	2125197	1.544202815
505767	2125197	1.547540533
505867	2125197	1.55089036
505967	2125197	1.554252213
506067	2125197	1.557626011
506167	2125197	1.561011674
506267	2125197	1.56440912
501867	2125297	1.422626228
501967	2125297	1.425448623
502067	2125297	1.428286524
502167	2125297	1.431139837
502267	2125297	1.434008466
502367	2125297	1.436892316
502467	2125297	1.439791291
502567	2125297	1.442705299
502667	2125297	1.445634244
502767	2125297	1.448578032
502867	2125297	1.45153657
502967	2125297	1.454509765
503067	2125297	1.457497523
503167	2125297	1.460499751
503267	2125297	1.463516357
503367	2125297	1.466547248
503467	2125297	1.469592334
503567	2125297	1.472651521
503667	2125297	1.47572472
503767	2125297	1.478811839
503867	2125297	1.481912788
503967	2125297	1.485027476
504067	2125297	1.488155814
504167	2125297	1.491297713
504267	2125297	1.494453082
504367	2125297	1.497621835
504467	2125297	1.500803881
504567	2125297	1.503999134
504667	2125297	1.507207506
504767	2125297	1.51042891
504867	2125297	1.513663259
504967	2125297	1.516910467
505067	2125297	1.520170447
505167	2125297	1.523443115
505267	2125297	1.526728386
505367	2125297	1.530026174
505467	2125297	1.533336396
505567	2125297	1.536658968
505667	2125297	1.539993806
505767	2125297	1.543340828
505867	2125297	1.54669995
505967	2125297	1.550071092
506067	2125297	1.553454171
506167	2125297	1.556849106
506267	2125297	1.560255817
501767	2125397	1.415253745
501867	2125397	1.418069733
501967	2125397	1.420901341
502067	2125397	1.42374847
502167	2125397	1.426611026
502267	2125397	1.429488911
502367	2125397	1.432382031
502467	2125397	1.435290289
502567	2125397	1.438213591
502667	2125397	1.441151841
502767	2125397	1.444104946
502867	2125397	1.447072809
502967	2125397	1.450055338
503067	2125397	1.453052439
503167	2125397	1.456064017
503267	2125397	1.459089981
503367	2125397	1.462130236
503467	2125397	1.465184691
503567	2125397	1.468253253
503667	2125397	1.47133583
503767	2125397	1.474432331
503867	2125397	1.477542666
503967	2125397	1.480666742
504067	2125397	1.48380447
504167	2125397	1.486955759
504267	2125397	1.490120521
504367	2125397	1.493298666
504467	2125397	1.496490104
504567	2125397	1.499694748
504667	2125397	1.502912509
504767	2125397	1.5061433
504867	2125397	1.509387034
504967	2125397	1.512643623
505067	2125397	1.515912982
505167	2125397	1.519195024
505267	2125397	1.522489664
505367	2125397	1.525796817
505467	2125397	1.529116398
505567	2125397	1.532448322
505667	2125397	1.535792507
505767	2125397	1.539148868
505867	2125397	1.542517322
505967	2125397	1.545897788
506067	2125397	1.549290183
506167	2125397	1.552694426
506267	2125397	1.556110435
501667	2125497	1.407884611
501767	2125497	1.410694114
501867	2125497	1.413519349
501967	2125497	1.416360218
502067	2125497	1.419216626
502167	2125497	1.422088473
502267	2125497	1.424975665
502367	2125497	1.427878103
502467	2125497	1.430795693
502567	2125497	1.433728338
502667	2125497	1.436675942
502767	2125497	1.439638409
502867	2125497	1.442615646
502967	2125497	1.445607556
503067	2125497	1.448614046
503167	2125497	1.451635022
503267	2125497	1.454670388
503367	2125497	1.457720053
503467	2125497	1.460783922
503567	2125497	1.463861904
503667	2125497	1.466953904
503767	2125497	1.470059832
503867	2125497	1.473179596
503967	2125497	1.476313104
504067	2125497	1.479460264
504167	2125497	1.482620988
504267	2125497	1.485795184
504367	2125497	1.488982762
504467	2125497	1.492183634
504567	2125497	1.49539771
504667	2125497	1.498624901
504767	2125497	1.50186512
504867	2125497	1.505118278
504967	2125497	1.508384289
505067	2125497	1.511663065
505167	2125497	1.51495452
505267	2125497	1.518258568
505367	2125497	1.521575123
505467	2125497	1.5249041
505567	2125497	1.528245415
505667	2125497	1.531598982
505767	2125497	1.534964719
505867	2125497	1.538342542
505967	2125497	1.541732368
506067	2125497	1.545134114
506167	2125497	1.548547699
501567	2125597	1.400518883
501667	2125597	1.403321819
501767	2125597	1.406140602
501867	2125597	1.408975135
501967	2125597	1.411825317
502067	2125597	1.414691052
502167	2125597	1.417572242
502267	2125597	1.420468789
502367	2125597	1.423380596
502467	2125597	1.426307566
502567	2125597	1.429249602
502667	2125597	1.432206607
502767	2125597	1.435178487
502867	2125597	1.438165144
502967	2125597	1.441166483
503067	2125597	1.444182409
503167	2125597	1.447212828
503267	2125597	1.450257644
503367	2125597	1.453316764
503467	2125597	1.456390094
503567	2125597	1.459477539
503667	2125597	1.462579008
503767	2125597	1.465694407
503867	2125597	1.468823643
503967	2125597	1.471966626
504067	2125597	1.475123263
504167	2125597	1.478293464
504267	2125597	1.481477136
504367	2125597	1.484674191
504467	2125597	1.487884537
504567	2125597	1.491108086
504667	2125597	1.494344749
504767	2125597	1.497594436
504867	2125597	1.500857059
504967	2125597	1.50413253
505067	2125597	1.507420763
505167	2125597	1.51072167
505267	2125597	1.514035164
505367	2125597	1.517361159
505467	2125597	1.52069957
505567	2125597	1.524050312
505667	2125597	1.527413299
505767	2125597	1.530788449
505867	2125597	1.534175676
505967	2125597	1.537574897
506067	2125597	1.54098603
506167	2125597	1.544408992
501467	2125697	1.393156618
501567	2125697	1.395952905
501667	2125697	1.398765156
501767	2125697	1.401593272
501867	2125697	1.404437152
501967	2125697	1.407296698
502067	2125697	1.410171812
502167	2125697	1.413062394
502267	2125697	1.415968346
502367	2125697	1.418889571
502467	2125697	1.42182597
502567	2125697	1.424777446
502667	2125697	1.427743902
502767	2125697	1.430725241
502867	2125697	1.433721366
502967	2125697	1.436732182
503067	2125697	1.439757592
503167	2125697	1.442797501
503267	2125697	1.445851813
503367	2125697	1.448920434
503467	2125697	1.452003269
503567	2125697	1.455100224
503667	2125697	1.458211206
503767	2125697	1.46133612
503867	2125697	1.464474874
503967	2125697	1.467627376
504067	2125697	1.470793532
504167	2125697	1.473973252
504267	2125697	1.477166444
504367	2125697	1.480373017
504467	2125697	1.48359288
504567	2125697	1.486825944
504667	2125697	1.490072118
504767	2125697	1.493331314
504867	2125697	1.496603442
504967	2125697	1.499888414
505067	2125697	1.503186142
505167	2125697	1.506496539
505267	2125697	1.509819518
505367	2125697	1.513154992
505467	2125697	1.516502875
505567	2125697	1.519863081
505667	2125697	1.523235525
505767	2125697	1.526620123
505867	2125697	1.53001679
505967	2125697	1.533425443
506067	2125697	1.536845997
506167	2125697	1.540278371
501367	2125797	1.385797875
501467	2125797	1.38858743
501567	2125797	1.391393067
501667	2125797	1.394214684
501767	2125797	1.397052183
501867	2125797	1.399905463
501967	2125797	1.402774424
502067	2125797	1.405658967
502167	2125797	1.408558992
502267	2125797	1.4114744
502367	2125797	1.414405092
502467	2125797	1.41735097
502567	2125797	1.420311935
502667	2125797	1.42328789
502767	2125797	1.426278737
502867	2125797	1.429284379
502967	2125797	1.432304718
503067	2125797	1.435339659
503167	2125797	1.438389105
503267	2125797	1.44145296
503367	2125797	1.444531128
503467	2125797	1.447623515
503567	2125797	1.450730025
503667	2125797	1.453850564
503767	2125797	1.456985038
503867	2125797	1.460133354
503967	2125797	1.463295418
504067	2125797	1.466471138
504167	2125797	1.469660421
504267	2125797	1.472863174
504367	2125797	1.476079308
504467	2125797	1.47930873
504567	2125797	1.482551349
504667	2125797	1.485807076
504767	2125797	1.489075821
504867	2125797	1.492357494
504967	2125797	1.495652007
505067	2125797	1.49895927
505167	2125797	1.502279197
505267	2125797	1.505611699
505367	2125797	1.50895669
505467	2125797	1.512314082
505567	2125797	1.51568379
505667	2125797	1.519065728
505767	2125797	1.522459811
505867	2125797	1.525865954
505967	2125797	1.529284073
506067	2125797	1.532714084
506167	2125797	1.536155905
501367	2125897	1.381225452
501467	2125897	1.38402439
501567	2125897	1.386839429
501667	2125897	1.389670466
501767	2125897	1.3925174
501867	2125897	1.395380131
501967	2125897	1.398258558
502067	2125897	1.401152581
502167	2125897	1.404062099
502267	2125897	1.406987013
502367	2125897	1.409927223
502467	2125897	1.412882629
502567	2125897	1.415853133
502667	2125897	1.418838636
502767	2125897	1.42183904
502867	2125897	1.424854246
502967	2125897	1.427884158
503067	2125897	1.430928677
503167	2125897	1.433987707
503267	2125897	1.437061151
503367	2125897	1.440148913
503467	2125897	1.443250897
503567	2125897	1.446367007
503667	2125897	1.44949715
503767	2125897	1.452641229
503867	2125897	1.455799151
503967	2125897	1.458970822
504067	2125897	1.462156148
504167	2125897	1.465355036
504267	2125897	1.468567395
504367	2125897	1.471793131
504467	2125897	1.475032153
504567	2125897	1.47828437
504667	2125897	1.481549691
504767	2125897	1.484828026
504867	2125897	1.488119285
504967	2125897	1.491423378
505067	2125897	1.494740216
505167	2125897	1.498069711
505267	2125897	1.501411775
505367	2125897	1.50476632
505467	2125897	1.50813326
505567	2125897	1.511512507
505667	2125897	1.514903975
505767	2125897	1.51830758
505867	2125897	1.521723235
505967	2125897	1.525150857
506067	2125897	1.52859036
506167	2125897	1.532041662
501267	2125997	1.373867032
501367	2125997	1.376659187
501467	2125997	1.379467561
501567	2125997	1.382292054
501667	2125997	1.385132563
501767	2125997	1.387988985
501867	2125997	1.390861219
501967	2125997	1.393749164
502067	2125997	1.396652718
502167	2125997	1.399571781
502267	2125997	1.402506251
502367	2125997	1.405456029
502467	2125997	1.408421013
502567	2125997	1.411401106
502667	2125997	1.414396206
502767	2125997	1.417406215
502867	2125997	1.420431035
502967	2125997	1.423470566
503067	2125997	1.426524711
503167	2125997	1.429593373
503267	2125997	1.432676453
503367	2125997	1.435773855
503467	2125997	1.438885483
503567	2125997	1.44201124
503667	2125997	1.44515103
503767	2125997	1.448304759
503867	2125997	1.451472332
503967	2125997	1.454653653
504067	2125997	1.45784863
504167	2125997	1.461057168
504267	2125997	1.464279174
504367	2125997	1.467514555
504467	2125997	1.47076322
504567	2125997	1.474025076
504667	2125997	1.477300032
504767	2125997	1.480587998
504867	2125997	1.483888882
504967	2125997	1.487202595
505067	2125997	1.490529047
505167	2125997	1.49386815
505267	2125997	1.497219815
505367	2125997	1.500583953
505467	2125997	1.503960477
505567	2125997	1.507349301
505667	2125997	1.510750337
505767	2125997	1.514163499
505867	2125997	1.517588703
505967	2125997	1.521025862
506067	2125997	1.524474893
501267	2126097	1.369297515
501367	2126097	1.372099141
501467	2126097	1.374917006
501567	2126097	1.377751007
501667	2126097	1.38060104
501767	2126097	1.383467003
501867	2126097	1.386348792
501967	2126097	1.389246307
502067	2126097	1.392159444
502167	2126097	1.395088102
502267	2126097	1.39803218
502367	2126097	1.400991576
502467	2126097	1.403966189
502567	2126097	1.406955919
502667	2126097	1.409960666
502767	2126097	1.41298033
502867	2126097	1.416014811
502967	2126097	1.419064011
503067	2126097	1.42212783
503167	2126097	1.42520617
503267	2126097	1.428298934
503367	2126097	1.431406023
503467	2126097	1.434527341
503567	2126097	1.43766279
503667	2126097	1.440812274
503767	2126097	1.443975698
503867	2126097	1.447152966
503967	2126097	1.450343983
504067	2126097	1.453548653
504167	2126097	1.456766883
504267	2126097	1.45999858
504367	2126097	1.463243649
504467	2126097	1.466501999
504567	2126097	1.469773536
504667	2126097	1.473058169
504767	2126097	1.476355806
504867	2126097	1.479666356
504967	2126097	1.482989729
505067	2126097	1.486325835
505167	2126097	1.489674584
505267	2126097	1.493035888
505367	2126097	1.496409657
505467	2126097	1.499795804
505567	2126097	1.503194242
505667	2126097	1.506604882
505767	2126097	1.510027639
505867	2126097	1.513462427
505967	2126097	1.51690916
506067	2126097	1.520367753
501167	2126197	1.361939437
501267	2126197	1.364734228
501367	2126197	1.36754538
501467	2126197	1.370372789
501567	2126197	1.373216351
501667	2126197	1.376075961
501767	2126197	1.378951517
501867	2126197	1.381842915
501967	2126197	1.384750052
502067	2126197	1.387672824
502167	2126197	1.390611129
502267	2126197	1.393564865
502367	2126197	1.39653393
502467	2126197	1.399518222
502567	2126197	1.40251764
502667	2126197	1.405532084
502767	2126197	1.408561451
502867	2126197	1.411605643
502967	2126197	1.41466456
503067	2126197	1.417738101
503167	2126197	1.420826168
503267	2126197	1.423928662
503367	2126197	1.427045485
503467	2126197	1.430176539
503567	2126197	1.433321727
503667	2126197	1.436480951
503767	2126197	1.439654115
503867	2126197	1.442841123
503967	2126197	1.446041878
504067	2126197	1.449256287
504167	2126197	1.452484254
504267	2126197	1.455725684
504367	2126197	1.458980484
504467	2126197	1.46224856
504567	2126197	1.46552982
504667	2126197	1.46882417
504767	2126197	1.472131519
504867	2126197	1.475451776
504967	2126197	1.47878485
505067	2126197	1.482130649
505167	2126197	1.485489084
505267	2126197	1.488860065
505367	2126197	1.492243504
505467	2126197	1.495639312
505567	2126197	1.4990474
505667	2126197	1.502467682
505767	2126197	1.50590007
505867	2126197	1.509344478
505967	2126197	1.51280082
506067	2126197	1.51626901
501067	2126297	1.354585016
501167	2126297	1.357372882
501267	2126297	1.360177234
501367	2126297	1.362997967
501467	2126297	1.365834974
501567	2126297	1.368688151
501667	2126297	1.371557393
501767	2126297	1.374442595
501867	2126297	1.377343654
501967	2126297	1.380260465
502067	2126297	1.383192924
502167	2126297	1.386140928
502267	2126297	1.389104374
502367	2126297	1.392083159
502467	2126297	1.395077181
502567	2126297	1.398086338
502667	2126297	1.401110527
