x	y	error_car_pre_tot
501167	2127997	1.280762111
501267	2127997	1.283737728
501367	2127997	1.286729989
501467	2127997	1.289738771
501567	2127997	1.292763953
501667	2127997	1.295805414
501767	2127997	1.298863033
501867	2127997	1.301936691
501967	2127997	1.305026269
502067	2127997	1.308131647
502167	2127997	1.311252707
502267	2127997	1.314389332
502367	2127997	1.317541403
502467	2127997	1.320708806
502567	2127997	1.323891422
502667	2127997	1.327089138
502767	2127997	1.330301838
502867	2127997	1.333529407
502967	2127997	1.336771732
503067	2127997	1.3400287
503167	2127997	1.343300198
503267	2127997	1.346586115
503367	2127997	1.349886339
503467	2127997	1.353200759
503567	2127997	1.356529266
503667	2127997	1.35987175
503767	2127997	1.363228102
503867	2127997	1.366598215
503967	2127997	1.369981982
504067	2127997	1.373379295
504167	2127997	1.376790048
504267	2127997	1.380214137
504367	2127997	1.383651457
504467	2127997	1.387101903
504567	2127997	1.390565372
504667	2127997	1.394041762
504767	2127997	1.397530971
504867	2127997	1.401032897
504967	2127997	1.404547441
505067	2127997	1.408074502
505167	2127997	1.411613981
505267	2127997	1.41516578
500267	2128097	1.250213694
500367	2128097	1.253044431
500467	2128097	1.255892947
500567	2128097	1.258759115
500667	2128097	1.261642809
500767	2128097	1.264543904
500867	2128097	1.267462273
500967	2128097	1.270397793
501067	2128097	1.273350339
501167	2128097	1.276319786
501267	2128097	1.279306011
501367	2128097	1.28230889
501467	2128097	1.285328301
501567	2128097	1.288364121
501667	2128097	1.291416229
501767	2128097	1.294484502
501867	2128097	1.297568822
501967	2128097	1.300669066
502067	2128097	1.303785115
502167	2128097	1.30691685
502267	2128097	1.310064152
502367	2128097	1.313226903
502467	2128097	1.316404986
502567	2128097	1.319598283
502667	2128097	1.322806679
502767	2128097	1.326030057
502867	2128097	1.329268302
502967	2128097	1.3325213
503067	2128097	1.335788937
503167	2128097	1.339071099
503267	2128097	1.342367674
503367	2128097	1.34567855
503467	2128097	1.349003615
503567	2128097	1.35234276
503667	2128097	1.355695873
503767	2128097	1.359062846
503867	2128097	1.362443569
503967	2128097	1.365837936
504067	2128097	1.369245838
504167	2128097	1.372667168
504267	2128097	1.376101822
504367	2128097	1.379549693
504467	2128097	1.383010678
504567	2128097	1.386484672
504667	2128097	1.389971572
504767	2128097	1.393471275
504867	2128097	1.396983681
504967	2128097	1.400508687
505067	2128097	1.404046194
505167	2128097	1.407596102
500167	2128197	1.24286033
500267	2128197	1.245683658
500367	2128197	1.248524915
500467	2128197	1.251383971
500567	2128197	1.254260699
500667	2128197	1.257154972
500767	2128197	1.260066663
500867	2128197	1.262995646
500967	2128197	1.265941795
501067	2128197	1.268904983
501167	2128197	1.271885086
501267	2128197	1.274881979
501367	2128197	1.277895538
501467	2128197	1.280925638
501567	2128197	1.283972156
501667	2128197	1.28703497
501767	2128197	1.290113957
501867	2128197	1.293208995
501967	2128197	1.296319963
502067	2128197	1.299446741
502167	2128197	1.302589207
502267	2128197	1.305747243
502367	2128197	1.308920729
502467	2128197	1.312109547
502567	2128197	1.315313579
502667	2128197	1.318532708
502767	2128197	1.321766817
502867	2128197	1.325015791
502967	2128197	1.328279514
503067	2128197	1.33155787
503167	2128197	1.334850747
503267	2128197	1.338158031
503367	2128197	1.341479608
503467	2128197	1.344815368
503567	2128197	1.348165198
503667	2128197	1.351528988
503767	2128197	1.354906628
503867	2128197	1.358298009
503967	2128197	1.361703021
504067	2128197	1.365121557
504167	2128197	1.368553509
504267	2128197	1.371998772
504367	2128197	1.375457239
504467	2128197	1.378928805
504567	2128197	1.382413365
504667	2128197	1.385910817
504767	2128197	1.389421056
504867	2128197	1.392943981
504967	2128197	1.39647949
505067	2128197	1.400027483
505167	2128197	1.403587858
500167	2128297	1.238326863
500267	2128297	1.241160755
500367	2128297	1.244012596
500467	2128297	1.246882257
500567	2128297	1.249769611
500667	2128297	1.252674527
500767	2128297	1.25559688
500867	2128297	1.258536539
500967	2128297	1.26149338
501067	2128297	1.264467273
501167	2128297	1.267458095
501267	2128297	1.270465717
501367	2128297	1.273490016
501467	2128297	1.276530866
501567	2128297	1.279588143
501667	2128297	1.282661723
501767	2128297	1.285751482
501867	2128297	1.288857297
501967	2128297	1.291979048
502067	2128297	1.29511661
502167	2128297	1.298269865
502267	2128297	1.30143869
502367	2128297	1.304622967
502467	2128297	1.307822575
502567	2128297	1.311037396
502667	2128297	1.314267312
502767	2128297	1.317512206
502867	2128297	1.320771961
502967	2128297	1.32404646
503067	2128297	1.327335588
503167	2128297	1.33063923
503267	2128297	1.333957273
503367	2128297	1.337289602
503467	2128297	1.340636104
503567	2128297	1.343996669
503667	2128297	1.347371183
503767	2128297	1.350759537
503867	2128297	1.354161621
503967	2128297	1.357577325
504067	2128297	1.36100654
504167	2128297	1.364449159
504267	2128297	1.367905075
504367	2128297	1.371374181
504467	2128297	1.374856371
504567	2128297	1.37835154
504667	2128297	1.381859585
504767	2128297	1.385380401
504867	2128297	1.388913886
504967	2128297	1.392459937
505067	2128297	1.396018454
500067	2128397	1.230974122
500167	2128397	1.233800542
500267	2128397	1.236645063
500367	2128397	1.239507555
500467	2128397	1.242387889
500567	2128397	1.245285933
500667	2128397	1.248201558
500767	2128397	1.251134635
500867	2128397	1.254085036
500967	2128397	1.257052631
501067	2128397	1.260037294
501167	2128397	1.263038896
501267	2128397	1.26605731
501367	2128397	1.269092411
501467	2128397	1.272144072
501567	2128397	1.275212167
501667	2128397	1.278296572
501767	2128397	1.281397162
501867	2128397	1.284513814
501967	2128397	1.287646404
502067	2128397	1.29079481
502167	2128397	1.29395891
502267	2128397	1.297138581
502367	2128397	1.300333704
502467	2128397	1.303544157
502567	2128397	1.306769822
502667	2128397	1.31001058
502767	2128397	1.313266311
502867	2128397	1.316536899
502967	2128397	1.319822227
503067	2128397	1.323122178
503167	2128397	1.326436637
503267	2128397	1.329765488
503367	2128397	1.333108618
503467	2128397	1.336465913
503567	2128397	1.339837259
503667	2128397	1.343222546
503767	2128397	1.346621662
503867	2128397	1.350034495
503967	2128397	1.353460937
504067	2128397	1.356900877
504167	2128397	1.360354207
504267	2128397	1.36382082
504367	2128397	1.367300607
504467	2128397	1.370793465
504567	2128397	1.374299285
504667	2128397	1.377817964
504767	2128397	1.381349398
504867	2128397	1.384893483
504967	2128397	1.388450116
500067	2128497	1.226444353
500167	2128497	1.229281447
500267	2128497	1.232136666
500367	2128497	1.235009876
500467	2128497	1.237900947
500567	2128497	1.240809748
500667	2128497	1.243736147
500767	2128497	1.246680014
500867	2128497	1.24964122
500967	2128497	1.252619635
501067	2128497	1.255615129
501167	2128497	1.258627575
501267	2128497	1.261656843
501367	2128497	1.264702807
501467	2128497	1.26776534
501567	2128497	1.270844315
501667	2128497	1.273939605
501767	2128497	1.277051086
501867	2128497	1.280178633
501967	2128497	1.283322122
502067	2128497	1.286481428
502167	2128497	1.28965643
502267	2128497	1.292847003
502367	2128497	1.296053028
502467	2128497	1.299274382
502567	2128497	1.302510946
502667	2128497	1.305762598
502767	2128497	1.309029221
502867	2128497	1.312310696
502967	2128497	1.315606904
503067	2128497	1.31891773
503167	2128497	1.322243056
503267	2128497	1.325582766
503367	2128497	1.328936747
503467	2128497	1.332304882
503567	2128497	1.33568706
503667	2128497	1.339083167
503767	2128497	1.342493091
503867	2128497	1.345916721
503967	2128497	1.349353946
504067	2128497	1.352804656
504167	2128497	1.356268741
504267	2128497	1.359746095
504367	2128497	1.363236609
504467	2128497	1.366740175
504567	2128497	1.370256689
504667	2128497	1.373786044
504767	2128497	1.377328136
504867	2128497	1.380882861
500067	2128597	1.221921826
500167	2128597	1.224769663
500267	2128597	1.227635645
500367	2128597	1.230519641
500467	2128597	1.233421517
500567	2128597	1.23634114
500667	2128597	1.239278379
500767	2128597	1.242233102
500867	2128597	1.245205178
500967	2128597	1.248194476
501067	2128597	1.251200866
501167	2128597	1.254224218
501267	2128597	1.257264403
501367	2128597	1.260321293
501467	2128597	1.263394759
501567	2128597	1.266484674
501667	2128597	1.26959091
501767	2128597	1.272713342
501867	2128597	1.275851843
501967	2128597	1.279006288
502067	2128597	1.282176553
502167	2128597	1.285362514
502267	2128597	1.288564047
502367	2128597	1.29178103
502467	2128597	1.29501334
502567	2128597	1.298260857
502667	2128597	1.301523459
502767	2128597	1.304801026
502867	2128597	1.30809344
502967	2128597	1.311400582
503067	2128597	1.314722334
503167	2128597	1.318058578
503267	2128597	1.321409198
503367	2128597	1.324774078
503467	2128597	1.328153105
503567	2128597	1.331546162
503667	2128597	1.334953137
503767	2128597	1.338373916
503867	2128597	1.341808389
503967	2128597	1.345256443
504067	2128597	1.348717968
504167	2128597	1.352192854
504267	2128597	1.355680992
504367	2128597	1.359182274
504467	2128597	1.362696593
504567	2128597	1.366223842
504667	2128597	1.369763915
504767	2128597	1.373316706
504867	2128597	1.376882111
489667	2128697	1.043981892
489767	2128697	1.044298086
489867	2128697	1.044642558
489967	2128697	1.045015301
490067	2128697	1.045416309
490167	2128697	1.04584557
490267	2128697	1.046303073
490367	2128697	1.0467888
490467	2128697	1.047302736
490567	2128697	1.04784486
490667	2128697	1.048415151
490767	2128697	1.049013582
490867	2128697	1.049640128
490967	2128697	1.050294759
491067	2128697	1.050977442
491167	2128697	1.051688145
491267	2128697	1.052426831
491367	2128697	1.05319346
491467	2128697	1.053987991
491567	2128697	1.054810382
491667	2128697	1.055660585
499967	2128697	1.214566277
500067	2128697	1.217406623
500167	2128697	1.220265271
500267	2128697	1.223142086
500367	2128697	1.226036935
500467	2128697	1.228949683
500567	2128697	1.231880195
500667	2128697	1.23482834
500767	2128697	1.237793984
500867	2128697	1.240776995
500967	2128697	1.243777241
501067	2128697	1.246794591
501167	2128697	1.249828913
501267	2128697	1.252880078
501367	2128697	1.255947956
501467	2128697	1.259032417
501567	2128697	1.262133333
501667	2128697	1.265250576
501767	2128697	1.268384018
501867	2128697	1.271533533
501967	2128697	1.274698994
502067	2128697	1.277880276
502167	2128697	1.281077253
502267	2128697	1.284289802
502367	2128697	1.287517799
502467	2128697	1.290761121
502567	2128697	1.294019646
502667	2128697	1.297293252
502767	2128697	1.300581818
502867	2128697	1.303885224
502967	2128697	1.307203352
503067	2128697	1.310536081
503167	2128697	1.313883294
503267	2128697	1.317244874
503367	2128697	1.320620705
503467	2128697	1.32401067
503567	2128697	1.327414655
503667	2128697	1.330832546
503767	2128697	1.334264228
503867	2128697	1.33770959
503967	2128697	1.341168519
504067	2128697	1.344640904
504167	2128697	1.348126635
504267	2128697	1.351625602
504367	2128697	1.355137697
504467	2128697	1.35866281
504567	2128697	1.362200836
504667	2128697	1.365751667
504767	2128697	1.369315198
489567	2128797	1.038458572
489667	2128797	1.038747163
489767	2128797	1.039064179
489867	2128797	1.039409617
489967	2128797	1.039783473
490067	2128797	1.040185736
490167	2128797	1.040616399
490267	2128797	1.041075447
490367	2128797	1.041562865
490467	2128797	1.042078636
490567	2128797	1.04262274
490667	2128797	1.043195155
490767	2128797	1.043795856
490867	2128797	1.044424815
490967	2128797	1.045082003
491067	2128797	1.045767387
491167	2128797	1.046480934
491267	2128797	1.047222607
491367	2128797	1.047992365
491467	2128797	1.048790169
491567	2128797	1.049615972
491667	2128797	1.05046973
491767	2128797	1.051351393
491867	2128797	1.05226091
491967	2128797	1.053198228
499967	2128797	1.210047625
500067	2128797	1.212898829
500167	2128797	1.215768357
500267	2128797	1.218656074
500367	2128797	1.221561844
500467	2128797	1.224485531
500567	2128797	1.227427
500667	2128797	1.230386118
500767	2128797	1.233362749
500867	2128797	1.236356761
500967	2128797	1.23936802
501067	2128797	1.242396393
501167	2128797	1.24544175
501267	2128797	1.248503957
501367	2128797	1.251582886
501467	2128797	1.254678404
501567	2128797	1.257790383
501667	2128797	1.260918693
501767	2128797	1.264063206
501867	2128797	1.267223794
501967	2128797	1.270400329
502067	2128797	1.273592686
502167	2128797	1.276800738
502267	2128797	1.28002436
502367	2128797	1.283263428
502467	2128797	1.286517818
502567	2128797	1.289787406
502667	2128797	1.29307207
502767	2128797	1.296371688
502867	2128797	1.29968614
502967	2128797	1.303015305
503067	2128797	1.306359064
503167	2128797	1.309717298
503267	2128797	1.313089889
503367	2128797	1.316476719
503467	2128797	1.319877673
503567	2128797	1.323292634
503667	2128797	1.326721488
503767	2128797	1.33016412
503867	2128797	1.333620418
503967	2128797	1.337090268
504067	2128797	1.340573558
504167	2128797	1.344070178
504267	2128797	1.347580018
504367	2128797	1.351102968
504467	2128797	1.354638919
504567	2128797	1.358187763
504667	2128797	1.361749394
504767	2128797	1.365323705
489467	2128897	1.032964366
489567	2128897	1.033225059
489667	2128897	1.033514324
489767	2128897	1.033832161
489867	2128897	1.034178566
489967	2128897	1.034553533
490067	2128897	1.034957056
490167	2128897	1.035389123
490267	2128897	1.035849722
490367	2128897	1.036338838
490467	2128897	1.036856453
490567	2128897	1.037402547
490667	2128897	1.037977098
490767	2128897	1.038580081
490867	2128897	1.039211467
490967	2128897	1.039871228
491067	2128897	1.040559331
491167	2128897	1.041275742
491267	2128897	1.042020422
491367	2128897	1.042793332
491467	2128897	1.043594431
491567	2128897	1.044423673
491667	2128897	1.045281011
491767	2128897	1.046166397
491867	2128897	1.047079779
491967	2128897	1.048021102
492067	2128897	1.04899031
492167	2128897	1.049987344
499867	2128897	1.202692749
499967	2128897	1.205536397
500067	2128897	1.208398529
500167	2128897	1.211279008
500267	2128897	1.214177695
500367	2128897	1.217094455
500467	2128897	1.220029149
500567	2128897	1.222981643
500667	2128897	1.2259518
500767	2128897	1.228939485
500867	2128897	1.231944563
500967	2128897	1.2349669
501067	2128897	1.238006363
501167	2128897	1.241062817
501267	2128897	1.244136131
501367	2128897	1.247226173
501467	2128897	1.250332811
501567	2128897	1.253455914
501667	2128897	1.256595353
501767	2128897	1.259750997
501867	2128897	1.262922718
501967	2128897	1.266110387
502067	2128897	1.269313878
502167	2128897	1.272533062
502267	2128897	1.275767815
502367	2128897	1.27901801
502467	2128897	1.282283522
502567	2128897	1.285564229
502667	2128897	1.288860006
502767	2128897	1.29217073
502867	2128897	1.295496281
502967	2128897	1.298836537
503067	2128897	1.302191377
503167	2128897	1.305560682
503267	2128897	1.308944334
503367	2128897	1.312342214
503467	2128897	1.315754206
503567	2128897	1.319180192
503667	2128897	1.322620057
503767	2128897	1.326073686
503867	2128897	1.329540966
503967	2128897	1.333021782
504067	2128897	1.336516023
504167	2128897	1.340023577
504267	2128897	1.343544333
504367	2128897	1.347078181
504467	2128897	1.350625011
504567	2128897	1.354184716
504667	2128897	1.357757188
504767	2128897	1.36134232
487767	2128997	1.027674354
487867	2128997	1.02744959
487967	2128997	1.027253192
488067	2128997	1.027085199
488167	2128997	1.026945648
488267	2128997	1.026834573
489367	2128997	1.027499751
489467	2128997	1.027732251
489567	2128997	1.027993468
489667	2128997	1.028283404
489767	2128997	1.028602059
489867	2128997	1.028949429
489967	2128997	1.02932551
490067	2128997	1.029730293
490167	2128997	1.030163769
490267	2128997	1.030625925
490367	2128997	1.031116745
490467	2128997	1.031636213
490567	2128997	1.032184307
490667	2128997	1.032761006
490767	2128997	1.033366283
490867	2128997	1.034000112
490967	2128997	1.034662463
491067	2128997	1.035353302
491167	2128997	1.036072594
491267	2128997	1.036820303
491367	2128997	1.037596387
491467	2128997	1.038400804
491567	2128997	1.03923351
491667	2128997	1.040094457
491767	2128997	1.040983594
491867	2128997	1.04190087
491967	2128997	1.042846229
492067	2128997	1.043819615
492167	2128997	1.044820968
492267	2128997	1.045850226
492367	2128997	1.046907324
492467	2128997	1.047992197
499767	2128997	1.195342079
499867	2128997	1.198178057
499967	2128997	1.201032681
500067	2128997	1.203905812
500167	2128997	1.20679731
500267	2128997	1.209707038
500367	2128997	1.212634856
500467	2128997	1.215580627
500567	2128997	1.218544212
500667	2128997	1.221525476
500767	2128997	1.224524282
500867	2128997	1.227540493
500967	2128997	1.230573974
501067	2128997	1.23362459
501167	2128997	1.236692207
501267	2128997	1.239776692
501367	2128997	1.24287791
501467	2128997	1.24599573
501567	2128997	1.24913002
501667	2128997	1.252280648
501767	2128997	1.255447484
501867	2128997	1.258630398
501967	2128997	1.26182926
502067	2128997	1.265043943
502167	2128997	1.268274318
502267	2128997	1.271520258
502367	2128997	1.274781637
502467	2128997	1.27805833
502567	2128997	1.28135021
502667	2128997	1.284657154
502767	2128997	1.287979039
502867	2128997	1.291315742
502967	2128997	1.29466714
503067	2128997	1.298033114
503167	2128997	1.301413543
503267	2128997	1.304808306
503367	2128997	1.308217285
503467	2128997	1.311640363
503567	2128997	1.315077423
503667	2128997	1.318528347
503767	2128997	1.32199302
503867	2128997	1.325471328
503967	2128997	1.328963157
504067	2128997	1.332468393
504167	2128997	1.335986925
504267	2128997	1.339518641
504367	2128997	1.34306343
504467	2128997	1.346621183
504567	2128997	1.35019179
504667	2128997	1.353775144
487667	2129097	1.022712853
487767	2129097	1.022457691
487867	2129097	1.022230993
487967	2129097	1.0220328
488067	2129097	1.021863152
488167	2129097	1.021722086
489267	2129097	1.022065211
489367	2129097	1.022269221
489467	2129097	1.022502092
489567	2129097	1.022763828
489667	2129097	1.023054431
489767	2129097	1.023373901
489867	2129097	1.023722236
489967	2129097	1.024099431
490067	2129097	1.024505477
490167	2129097	1.024940365
490267	2129097	1.025404083
490367	2129097	1.025896615
490467	2129097	1.026417943
490567	2129097	1.026968047
490667	2129097	1.027546905
490767	2129097	1.02815449
490867	2129097	1.028790776
490967	2129097	1.029455732
491067	2129097	1.030149325
491167	2129097	1.030871519
491267	2129097	1.031622277
491367	2129097	1.032401557
491467	2129097	1.033209318
491567	2129097	1.034045513
491667	2129097	1.034910094
491767	2129097	1.035803011
491867	2129097	1.036724211
491967	2129097	1.037673638
492067	2129097	1.038651235
492167	2129097	1.039656941
492267	2129097	1.040690694
492367	2129097	1.041752428
492467	2129097	1.042842075
492567	2129097	1.043959567
492667	2129097	1.045104831
492767	2129097	1.046277791
499667	2129097	1.187995699
499767	2129097	1.19082389
499867	2129097	1.193670891
499967	2129097	1.196536563
500067	2129097	1.199420764
500167	2129097	1.202323353
500267	2129097	1.205244191
500367	2129097	1.208183137
500467	2129097	1.211140053
500567	2129097	1.214114799
500667	2129097	1.217107238
500767	2129097	1.220117231
500867	2129097	1.223144641
500967	2129097	1.226189332
501067	2129097	1.229251168
501167	2129097	1.232330012
501267	2129097	1.235425731
501367	2129097	1.23853819
501467	2129097	1.241667255
501567	2129097	1.244812794
501667	2129097	1.247974673
501767	2129097	1.251152762
501867	2129097	1.254346929
501967	2129097	1.257557044
502067	2129097	1.260782978
502167	2129097	1.264024602
502267	2129097	1.267281787
502367	2129097	1.270554407
502467	2129097	1.273842335
502567	2129097	1.277145444
502667	2129097	1.280463611
502767	2129097	1.28379671
502867	2129097	1.287144618
502967	2129097	1.290507213
503067	2129097	1.293884372
503167	2129097	1.297275974
503267	2129097	1.3006819
503367	2129097	1.304102029
503467	2129097	1.307536242
503567	2129097	1.310984423
503667	2129097	1.314446454
503767	2129097	1.317922219
503867	2129097	1.321411602
503967	2129097	1.324914488
504067	2129097	1.328430765
504167	2129097	1.331960319
504267	2129097	1.335503038
504367	2129097	1.339058812
504467	2129097	1.342627528
504567	2129097	1.346209079
504667	2129097	1.349803356
487667	2129197	1.017500592
487767	2129197	1.017243327
487867	2129197	1.017014666
487967	2129197	1.01681465
488067	2129197	1.016643321
488167	2129197	1.016500715
489167	2129197	1.016661239
489267	2129197	1.016836461
489367	2129197	1.017040685
489467	2129197	1.017273918
489567	2129197	1.017536167
489667	2129197	1.017827432
489767	2129197	1.018147716
489867	2129197	1.018497014
489967	2129197	1.018875323
490067	2129197	1.019282635
490167	2129197	1.019718939
490267	2129197	1.020184224
490367	2129197	1.020678473
490467	2129197	1.02120167
490567	2129197	1.021753794
490667	2129197	1.022334823
490767	2129197	1.022944729
490867	2129197	1.023583487
490967	2129197	1.024251064
491067	2129197	1.024947429
491167	2129197	1.025672544
491267	2129197	1.026426372
491367	2129197	1.027208871
491467	2129197	1.028019999
491567	2129197	1.028859709
491667	2129197	1.029727952
491767	2129197	1.030624678
491867	2129197	1.031549832
491967	2129197	1.03250336
492067	2129197	1.033485201
492167	2129197	1.034495295
492267	2129197	1.035533579
492367	2129197	1.036599986
492467	2129197	1.037694448
492567	2129197	1.038816894
492667	2129197	1.039967252
499467	2129197	1.177852537
499567	2129197	1.180653698
499667	2129197	1.183473981
499767	2129197	1.186313244
499867	2129197	1.189171342
499967	2129197	1.192048133
500067	2129197	1.194943476
500167	2129197	1.197857227
500267	2129197	1.200789245
500367	2129197	1.203739389
500467	2129197	1.206707519
500567	2129197	1.209693495
500667	2129197	1.212697176
500767	2129197	1.215718425
500867	2129197	1.218757101
500967	2129197	1.221813069
501067	2129197	1.224886189
501167	2129197	1.227976327
501267	2129197	1.231083344
501367	2129197	1.234207107
501467	2129197	1.23734748
501567	2129197	1.24050433
501667	2129197	1.243677522
501767	2129197	1.246866925
501867	2129197	1.250072406
501967	2129197	1.253293834
502067	2129197	1.256531078
502167	2129197	1.259784009
502267	2129197	1.263052497
502367	2129197	1.266336415
502467	2129197	1.269635634
502567	2129197	1.272950029
502667	2129197	1.276279472
502767	2129197	1.27962384
502867	2129197	1.282983007
502967	2129197	1.28635685
503067	2129197	1.289745246
503167	2129197	1.293148074
503267	2129197	1.296565212
503367	2129197	1.299996541
503467	2129197	1.303441939
503567	2129197	1.30690129
503667	2129197	1.310374476
503767	2129197	1.313861378
503867	2129197	1.317361882
503967	2129197	1.320875873
504067	2129197	1.324403235
504167	2129197	1.327943855
504267	2129197	1.331497621
504367	2129197	1.335064421
504467	2129197	1.338644145
504567	2129197	1.342236681
504667	2129197	1.34584192
487667	2129297	1.012290698
487767	2129297	1.012031301
487867	2129297	1.011800647
487967	2129297	1.01159878
488067	2129297	1.011425741
489067	2129297	1.011288332
489167	2129297	1.011434466
489267	2129297	1.011609742
489367	2129297	1.01181417
489467	2129297	1.012047759
489567	2129297	1.012310514
489667	2129297	1.012602439
489767	2129297	1.012923532
489867	2129297	1.013273793
489967	2129297	1.013653216
490067	2129297	1.014061795
490167	2129297	1.014499519
490267	2129297	1.014966375
490367	2129297	1.01546235
490467	2129297	1.015987424
490567	2129297	1.016541577
490667	2129297	1.017124787
490767	2129297	1.017737029
490867	2129297	1.018378272
490967	2129297	1.019048488
491067	2129297	1.019747641
491167	2129297	1.020475697
491267	2129297	1.021232616
491367	2129297	1.022018357
491467	2129297	1.022832877
491567	2129297	1.023676127
491667	2129297	1.02454806
491767	2129297	1.025448624
491867	2129297	1.026377764
491967	2129297	1.027335423
492067	2129297	1.028321542
492167	2129297	1.02933606
492267	2129297	1.030378912
492367	2129297	1.03145003
492467	2129297	1.032549347
492567	2129297	1.033676789
492667	2129297	1.034832284
499367	2129297	1.170523204
499467	2129297	1.173316164
499567	2129297	1.176128418
499667	2129297	1.178959822
499767	2129297	1.18181023
499867	2129297	1.184679498
499967	2129297	1.187567482
500067	2129297	1.190474038
500167	2129297	1.193399022
500267	2129297	1.196342292
500367	2129297	1.199303705
500467	2129297	1.202283119
500567	2129297	1.205280393
500667	2129297	1.208295386
500767	2129297	1.211327957
500867	2129297	1.214377968
500967	2129297	1.217445278
501067	2129297	1.22052975
501167	2129297	1.223631245
501267	2129297	1.226749626
501367	2129297	1.229884757
501467	2129297	1.233036502
501567	2129297	1.236204726
501667	2129297	1.239389293
501767	2129297	1.242590071
501867	2129297	1.245806926
501967	2129297	1.249039727
502067	2129297	1.252288341
502167	2129297	1.255552637
502267	2129297	1.258832486
502367	2129297	1.262127759
502467	2129297	1.265438326
502567	2129297	1.268764061
502667	2129297	1.272104837
502767	2129297	1.275460527
502867	2129297	1.278831006
502967	2129297	1.282216151
503067	2129297	1.285615836
503167	2129297	1.289029941
503267	2129297	1.292458342
503367	2129297	1.29590092
503467	2129297	1.299357553
503567	2129297	1.302828122
503667	2129297	1.30631251
503767	2129297	1.309810597
503867	2129297	1.313322269
503967	2129297	1.316847408
504067	2129297	1.3203859
504167	2129297	1.323937631
504267	2129297	1.327502488
504367	2129297	1.331080357
504467	2129297	1.334671128
504567	2129297	1.338274691
504667	2129297	1.341890934
487567	2129397	1.007373614
487667	2129397	1.007083212
487767	2129397	1.00682165
487867	2129397	1.006588973
487967	2129397	1.006385225
488067	2129397	1.00621045
488867	2129397	1.005859514
488967	2129397	1.005946995
489067	2129397	1.006063741
489167	2129397	1.006209766
489267	2129397	1.006385085
489367	2129397	1.006589709
489467	2129397	1.006823646
489567	2129397	1.007086901
489667	2129397	1.007379479
489767	2129397	1.00770138
489867	2129397	1.008052601
489967	2129397	1.008433139
490067	2129397	1.008842986
490167	2129397	1.009282133
490267	2129397	1.009750566
490367	2129397	1.010248272
490467	2129397	1.010775231
490567	2129397	1.011331424
490667	2129397	1.011916828
490767	2129397	1.012531416
490867	2129397	1.013175161
490967	2129397	1.01384803
491067	2129397	1.014549991
491167	2129397	1.015281007
491267	2129397	1.016041039
491367	2129397	1.016830045
491467	2129397	1.01764798
491567	2129397	1.018494798
491667	2129397	1.019370448
491767	2129397	1.020274879
491867	2129397	1.021208035
491967	2129397	1.022169859
492067	2129397	1.023160291
492167	2129397	1.024179268
492267	2129397	1.025226724
492367	2129397	1.026302593
492467	2129397	1.027406804
492567	2129397	1.028539285
492667	2129397	1.029699959
499167	2129397	1.160433547
499267	2129397	1.16319856
499367	2129397	1.16598319
499467	2129397	1.168787291
499567	2129397	1.171610714
499667	2129397	1.174453312
499767	2129397	1.177314941
499867	2129397	1.180195452
499967	2129397	1.183094701
500067	2129397	1.186012543
500167	2129397	1.188948832
500267	2129397	1.191903425
500367	2129397	1.194876177
500467	2129397	1.197866945
500567	2129397	1.200875587
500667	2129397	1.203901961
500767	2129397	1.206945924
500867	2129397	1.210007336
500967	2129397	1.213086056
501067	2129397	1.216181945
501167	2129397	1.219294864
501267	2129397	1.222424674
501367	2129397	1.225571238
501467	2129397	1.228734418
501567	2129397	1.231914078
501667	2129397	1.235110083
501767	2129397	1.238322298
501867	2129397	1.241550588
501967	2129397	1.244794821
502067	2129397	1.248054864
502167	2129397	1.251330585
502267	2129397	1.254621853
502367	2129397	1.257928537
502467	2129397	1.26125051
502567	2129397	1.264587641
502667	2129397	1.267939803
502767	2129397	1.27130687
502867	2129397	1.274688716
502967	2129397	1.278085214
503067	2129397	1.281496241
503167	2129397	1.284921674
503267	2129397	1.288361389
503367	2129397	1.291815265
503467	2129397	1.295283182
503567	2129397	1.298765018
503667	2129397	1.302260655
503767	2129397	1.305769975
503867	2129397	1.30929286
503967	2129397	1.312829194
504067	2129397	1.31637886
504167	2129397	1.319941746
504267	2129397	1.323517736
504367	2129397	1.327106717
504467	2129397	1.330708579
504567	2129397	1.334323208
504667	2129397	1.337950496
487567	2129497	1.002170914
487667	2129497	1.001878173
487767	2129497	1.001614414
487867	2129497	1.001379683
487967	2129497	1.001174026
488067	2129497	1.000997485
488767	2129497	1.000580084
488867	2129497	1.000637742
488967	2129497	1.000724797
489067	2129497	1.000841268
489167	2129497	1.000987172
489267	2129497	1.001162523
489367	2129497	1.001367333
489467	2129497	1.001601609
489567	2129497	1.001865358
489667	2129497	1.002158585
489767	2129497	1.002481289
489867	2129497	1.002833469
489967	2129497	1.003215122
490067	2129497	1.003626239
490167	2129497	1.004066811
490267	2129497	1.004536826
490367	2129497	1.005036269
490467	2129497	1.005565121
490567	2129497	1.006123364
490667	2129497	1.006710972
490767	2129497	1.007327921
490867	2129497	1.007974181
490967	2129497	1.008649721
491067	2129497	1.009354508
491167	2129497	1.010088504
491267	2129497	1.01085167
491367	2129497	1.011643963
491467	2129497	1.012465339
491567	2129497	1.01331575
491667	2129497	1.014195146
491767	2129497	1.015103473
491867	2129497	1.016040677
491967	2129497	1.017006699
