x	y	esp
506267	2124697	9.448054378
506367	2124697	5.492574105
506467	2124697	1.748609701
502367	2124797	96.17281737
502467	2124797	23.00906579
502567	2124797	25.35995
502667	2124797	27.70202707
502767	2124797	29.7650511
502867	2124797	31.61325784
502967	2124797	33.35464107
503067	2124797	35.09541905
503167	2124797	36.87173953
503267	2124797	38.68969351
503367	2124797	40.55343981
503467	2124797	42.4500929
503567	2124797	44.25796184
503667	2124797	45.96279457
503767	2124797	47.61612805
503867	2124797	49.28431392
503967	2124797	50.99484055
504067	2124797	52.64005104
504167	2124797	54.16674389
504267	2124797	55.57809915
504367	2124797	56.89005423
504467	2124797	58.13988177
504567	2124797	59.44658502
504667	2124797	60.8140627
504767	2124797	62.16975335
504867	2124797	63.45321557
504967	2124797	64.78130144
505067	2124797	60.77590854
505167	2124797	56.34116023
505267	2124797	51.83787723
505367	2124797	47.16063236
505467	2124797	42.35398425
505567	2124797	37.50819053
505667	2124797	32.73529706
505767	2124797	28.46389219
505867	2124797	24.24349977
505967	2124797	20.07087698
506067	2124797	15.94207556
506167	2124797	11.85309597
506267	2124797	7.799112326
506367	2124797	4.040291678
506467	2124797	0.325773305
502267	2124897	98.37467547
502367	2124897	23.55569381
502467	2124897	26.30962419
502567	2124897	29.20964584
502667	2124897	31.68581853
502767	2124897	33.7820198
502867	2124897	35.58152018
502967	2124897	37.19555942
503067	2124897	38.75581389
503167	2124897	40.33440543
503267	2124897	41.95618771
503367	2124897	43.62528932
503467	2124897	45.32227559
503567	2124897	46.97040534
503667	2124897	48.56208564
503767	2124897	50.13580662
503867	2124897	51.73028867
503967	2124897	53.34229233
504067	2124897	54.90227518
504167	2124897	56.36389935
504267	2124897	57.72636937
504367	2124897	59.01016081
504467	2124897	60.25169237
504567	2124897	61.50987291
504667	2124897	62.79481191
504767	2124897	64.0705143
504867	2124897	65.30836886
504967	2124897	63.99452945
505067	2124897	59.68119511
505167	2124897	55.1418923
505267	2124897	50.71204378
505367	2124897	45.9817212
505467	2124897	41.07703005
505567	2124897	36.14561681
505667	2124897	31.43862451
505767	2124897	27.11217564
505867	2124897	22.83702613
505967	2124897	18.60786394
506067	2124897	14.41971278
506167	2124897	10.34656062
506267	2124897	6.505328458
506367	2124897	2.690161514
502167	2124997	99.38595383
502267	2124997	99.74463177
502367	2124997	26.79871583
502467	2124997	29.95256482
502567	2124997	33.05161918
502667	2124997	35.63952055
502767	2124997	37.7641291
502867	2124997	39.51155353
502967	2124997	40.99158905
503067	2124997	42.39045029
503167	2124997	43.80577083
503267	2124997	45.26651389
503367	2124997	46.7649122
503467	2124997	48.27099256
503567	2124997	49.74131514
503667	2124997	51.20358129
503767	2124997	52.69308293
503867	2124997	54.21800005
503967	2124997	55.75108706
504067	2124997	57.23419607
504167	2124997	58.62945736
504267	2124997	59.9465397
504367	2124997	61.20475709
504467	2124997	62.42649625
504567	2124997	63.6424776
504667	2124997	64.86340544
504767	2124997	66.07760907
504867	2124997	67.25637906
504967	2124997	63.37369226
505067	2124997	58.7835438
505167	2124997	54.12368776
505267	2124997	49.53365832
505367	2124997	44.70693525
505467	2124997	39.72245759
505567	2124997	34.72190421
505667	2124997	30.1000981
505767	2124997	25.72864722
505867	2124997	21.40985594
505967	2124997	17.13545074
506067	2124997	13.09109518
506167	2124997	9.150339401
506267	2124997	5.233025896
506367	2124997	1.338647245
502067	2125097	99.66263883
502167	2125097	99.86475137
502267	2125097	26.22737414
502367	2125097	29.78079312
502467	2125097	33.38886055
502567	2125097	36.53868738
502667	2125097	39.18461167
502767	2125097	41.35242161
502867	2125097	43.09964487
502967	2125097	44.53118943
503067	2125097	45.84722365
503167	2125097	47.16124794
503267	2125097	48.50482434
503367	2125097	49.86694401
503467	2125097	51.21171293
503567	2125097	52.50728444
503667	2125097	53.84320308
503767	2125097	55.25410115
503867	2125097	56.71946816
503967	2125097	58.19080355
504067	2125097	59.60883874
504167	2125097	60.93404837
504267	2125097	62.20429409
504367	2125097	63.43879924
504467	2125097	64.63700656
504567	2125097	65.81609414
504667	2125097	66.98783546
504767	2125097	68.14382405
504867	2125097	67.79544731
504967	2125097	62.95380825
505067	2125097	58.12845291
505167	2125097	53.2906324
505267	2125097	48.44646859
505367	2125097	43.46289211
505467	2125097	38.36692089
505567	2125097	33.28678241
505667	2125097	28.75194908
505767	2125097	24.34205596
505867	2125097	20.05198088
505967	2125097	16.00061825
506067	2125097	11.97426043
506167	2125097	7.964558242
506267	2125097	3.970004637
506367	2125097	-0.002413216
501967	2125197	99.90586591
502067	2125197	99.58420226
502167	2125197	25.25323204
502267	2125197	28.8562996
502367	2125197	32.8009882
502467	2125197	36.42404556
502567	2125197	39.5934222
502667	2125197	42.30064863
502767	2125197	44.54129969
502867	2125197	46.34619109
502967	2125197	47.8030655
503067	2125197	49.09456739
503167	2125197	50.34369004
503267	2125197	51.59071004
503367	2125197	52.83184989
503467	2125197	54.04208177
503567	2125197	55.21311745
503667	2125197	56.46379133
503767	2125197	57.81466239
503867	2125197	59.2248898
503967	2125197	60.6396866
504067	2125197	61.99351703
504167	2125197	63.23577874
504267	2125197	64.46331578
504367	2125197	65.68489804
504467	2125197	66.85769761
504567	2125197	68.00546732
504667	2125197	69.14010657
504767	2125197	70.2461201
504867	2125197	67.73066344
504967	2125197	62.68515161
505067	2125197	57.64462519
505167	2125197	52.59452599
505267	2125197	47.51419156
505367	2125197	42.35098379
505467	2125197	37.12348184
505567	2125197	31.99195553
505667	2125197	27.44647867
505767	2125197	23.20614944
505867	2125197	19.06881108
505967	2125197	14.96959271
506067	2125197	10.88258104
506167	2125197	6.79898268
506267	2125197	2.723604197
501867	2125297	100.1309528
501967	2125297	99.33599256
502067	2125297	24.19093275
502167	2125297	27.58727243
502267	2125297	31.4957694
502367	2125297	35.4425238
502467	2125297	39.05777624
502567	2125297	42.27247449
502667	2125297	45.06273632
502767	2125297	47.40543276
502867	2125297	49.30528123
502967	2125297	50.80571925
503067	2125297	52.09945829
503167	2125297	53.31951986
503267	2125297	54.51013622
503367	2125297	55.67567827
503467	2125297	56.81629295
503567	2125297	57.94859648
503667	2125297	59.1490004
503767	2125297	60.42561312
503867	2125297	61.74528586
503967	2125297	63.06125462
504067	2125297	64.31753499
504167	2125297	65.48803857
504267	2125297	66.69867147
504367	2125297	67.92085896
504467	2125297	69.06242461
504567	2125297	70.18801675
504667	2125297	71.29426788
504767	2125297	72.35447004
504867	2125297	67.74239733
504967	2125297	62.51391793
505067	2125297	57.26963632
505167	2125297	52.00540863
505267	2125297	46.7118289
505367	2125297	41.37483859
505467	2125297	36.01563698
505567	2125297	31.03269222
505667	2125297	26.6201524
505767	2125297	22.33205315
505867	2125297	18.13614196
505967	2125297	13.97978888
506067	2125297	9.823205798
506167	2125297	5.65636215
506267	2125297	1.491254504
501767	2125397	100.6851081
501867	2125397	99.65718058
501967	2125397	23.36422396
502067	2125397	26.39032124
502167	2125397	30.01572229
502267	2125397	33.86593102
502367	2125397	37.74352433
502467	2125397	41.3563454
502567	2125397	44.626404
502667	2125397	47.51198767
502767	2125397	49.96960235
502867	2125397	51.97873916
502967	2125397	53.51264914
503067	2125397	54.8321783
503167	2125397	56.07566864
503267	2125397	57.2687074
503367	2125397	58.40968096
503467	2125397	59.53609309
503567	2125397	60.67469233
503667	2125397	61.85007539
503767	2125397	63.05541716
503867	2125397	64.27559262
503967	2125397	65.48545022
504067	2125397	66.65432149
504167	2125397	67.78200978
504267	2125397	68.9441964
504367	2125397	70.10964296
504467	2125397	71.21640218
504567	2125397	72.34314231
504667	2125397	73.42393851
504767	2125397	73.05294664
504867	2125397	67.76787465
504967	2125397	62.37188966
505067	2125397	56.9344959
505167	2125397	51.47419891
505267	2125397	45.99633707
505367	2125397	40.68767265
505467	2125397	35.41204346
505567	2125397	30.45748357
505667	2125397	25.93809032
505767	2125397	21.53748274
505867	2125397	17.2578365
505967	2125397	13.03268838
506067	2125397	8.793812212
506167	2125397	4.532146166
506267	2125397	0.271687805
501667	2125497	101.2889882
501767	2125497	100.457778
501867	2125497	61.69197349
501967	2125497	25.49906494
502067	2125497	28.72043643
502167	2125497	32.29947657
502267	2125497	36.05240248
502367	2125497	39.81671322
502467	2125497	43.40317744
502567	2125497	46.71343031
502667	2125497	49.67922763
502767	2125497	52.2159036
502867	2125497	54.27073401
502967	2125497	55.8802483
503067	2125497	57.29826896
503167	2125497	58.63013891
503267	2125497	59.87606409
503367	2125497	61.02238244
503467	2125497	62.16748684
503567	2125497	63.3385591
503667	2125497	64.51408499
503767	2125497	65.66162685
503867	2125497	66.79724146
503967	2125497	67.91846135
504067	2125497	69.01887566
504167	2125497	70.10650705
504267	2125497	71.20838744
504367	2125497	72.30574965
504467	2125497	73.37730232
504567	2125497	74.46427395
504667	2125497	75.51113925
504767	2125497	73.12097124
504867	2125497	67.73159885
504967	2125497	62.17777692
505067	2125497	56.63732215
505167	2125497	51.21494954
505267	2125497	45.7839315
505367	2125497	40.35043408
505467	2125497	34.94548737
505567	2125497	29.94696264
505667	2125497	25.32157061
505767	2125497	20.80667944
505867	2125497	16.4152861
505967	2125497	12.10574412
506067	2125497	7.764207711
506167	2125497	3.394400235
501567	2125597	102.0140532
501667	2125597	101.1451519
501767	2125597	100.0143359
501867	2125597	24.73958445
501967	2125597	27.62301937
502067	2125597	30.96376852
502167	2125597	34.49814611
502267	2125597	38.15043992
502367	2125597	41.77862138
502467	2125597	45.29796623
502567	2125597	48.60447734
502667	2125597	51.61523617
502767	2125597	54.1863534
502867	2125597	56.31414727
502967	2125597	58.07278072
503067	2125597	59.62494514
503167	2125597	61.04563827
503267	2125597	62.33991463
503367	2125597	63.51504794
503467	2125597	64.70855484
503567	2125597	65.92936748
503667	2125597	67.11762567
503767	2125597	68.21266043
503867	2125597	69.28481532
503967	2125597	70.33806259
504067	2125597	71.38614446
504167	2125597	72.4328625
504267	2125597	73.48300336
504367	2125597	74.52346914
504467	2125597	75.55215184
504567	2125597	76.58620692
504667	2125597	77.58569539
504767	2125597	73.0082824
504867	2125597	67.69927218
504967	2125597	62.22796937
505067	2125597	56.69873646
505167	2125597	51.15791802
505267	2125597	45.60440635
505367	2125597	40.04256412
505467	2125597	34.50453864
505567	2125597	29.4410192
505667	2125597	24.68864694
505767	2125597	20.04325347
505867	2125597	15.51373604
505967	2125597	11.09884052
506067	2125597	6.652102494
506167	2125597	2.18870573
501467	2125697	102.8059695
501567	2125697	101.8278493
501667	2125697	100.4775188
501767	2125697	24.07801952
501867	2125697	26.78224047
501967	2125697	29.92757815
502067	2125697	33.23100332
502167	2125697	36.69984771
502267	2125697	40.24216332
502367	2125697	43.73665261
502467	2125697	47.13681144
502567	2125697	50.36390954
502667	2125697	53.35448119
502767	2125697	55.98187472
502867	2125697	58.23722974
502967	2125697	60.17199249
503067	2125697	61.87197179
503167	2125697	63.39339359
503267	2125697	64.76086798
503367	2125697	66.00875871
503467	2125697	67.23643318
503567	2125697	68.45243192
503667	2125697	69.60917254
503767	2125697	70.66957294
503867	2125697	71.71562767
503967	2125697	72.72204219
504067	2125697	73.73738841
504167	2125697	74.74982706
504267	2125697	75.75996401
504367	2125697	76.7538958
504467	2125697	77.73577574
504567	2125697	78.78958821
504667	2125697	78.55447519
504767	2125697	73.27721383
504867	2125697	67.84693238
504967	2125697	62.27337554
505067	2125697	56.66563473
505167	2125697	51.05248931
505267	2125697	45.40538802
505367	2125697	39.71926986
505467	2125697	34.03048379
505567	2125697	28.88104707
505667	2125697	23.96756751
505767	2125697	19.14467771
505867	2125697	14.4108466
505967	2125697	9.777087245
506067	2125697	5.33935215
506167	2125697	1.751826813
501367	2125797	103.5017191
501467	2125797	102.4589326
501567	2125797	100.9957765
501667	2125797	23.53857808
501767	2125797	26.10883557
501867	2125797	29.10396084
501967	2125797	32.23343934
502067	2125797	35.51057629
502167	2125797	38.90577565
502267	2125797	42.32589167
502367	2125797	45.70271354
502467	2125797	48.98155679
502567	2125797	52.09918794
502667	2125797	55.04813197
502767	2125797	57.74601971
502867	2125797	60.13781023
502967	2125797	62.23522146
503067	2125797	64.07892756
503167	2125797	65.71040799
503267	2125797	67.16622241
503367	2125797	68.4899543
503467	2125797	69.73999996
503567	2125797	70.931575
503667	2125797	72.04976159
503767	2125797	73.08862463
503867	2125797	74.09476974
503967	2125797	75.06258809
504067	2125797	76.06721126
504167	2125797	77.05392144
504267	2125797	78.08111485
504367	2125797	79.23179084
504467	2125797	80.35617459
504567	2125797	81.46044411
504667	2125797	79.03182306
504767	2125797	73.52629996
504867	2125797	67.93829015
504967	2125797	62.26598456
505067	2125797	56.56784436
505167	2125797	50.88530626
505267	2125797	45.15324706
505367	2125797	39.33103958
505467	2125797	33.46920141
505567	2125797	28.22597077
505667	2125797	23.13629104
505767	2125797	18.13271749
505867	2125797	13.23187487
505967	2125797	8.485066353
506067	2125797	4.382422181
506167	2125797	1.344190044
501367	2125897	102.8402894
501467	2125897	101.3428722
501567	2125897	22.97379812
501667	2125897	25.4748746
501767	2125897	28.3528094
501867	2125897	31.34944292
501967	2125897	34.49640418
502067	2125897	37.76694612
502167	2125897	41.10703092
502267	2125897	44.42881442
502367	2125897	47.70881339
502467	2125897	50.90644578
502567	2125897	53.97267662
502667	2125897	56.88626963
502767	2125897	59.61225796
502867	2125897	62.09600367
502967	2125897	64.31683849
503067	2125897	66.28265113
503167	2125897	68.01138811
503267	2125897	69.54382845
503367	2125897	70.92616897
503467	2125897	72.19669062
503567	2125897	73.37152563
503667	2125897	74.46406133
503767	2125897	75.48928447
503867	2125897	76.46923935
503967	2125897	77.44086106
504067	2125897	78.61059053
504167	2125897	79.76028374
504267	2125897	80.93888637
504367	2125897	82.03490845
504467	2125897	83.08743466
504567	2125897	84.10208969
504667	2125897	79.44448428
504767	2125897	73.72901234
504867	2125897	67.98175467
504967	2125897	62.19228687
505067	2125897	56.39056533
505167	2125897	50.61634241
505267	2125897	44.79287075
505367	2125897	38.81031513
505467	2125897	32.75608937
505567	2125897	27.4320628
505667	2125897	22.16303645
505767	2125897	16.97886425
505867	2125897	11.91331455
505967	2125897	7.030031022
506067	2125897	3.781772822
506167	2125897	0.656359737
501267	2125997	103.3081994
501367	2125997	102.1773017
501467	2125997	22.46976268
501567	2125997	24.78127123
501667	2125997	27.62595393
501767	2125997	30.53833028
501867	2125997	33.56424836
501967	2125997	36.7271077
502067	2125997	39.98139582
502167	2125997	43.26141991
502267	2125997	46.52309656
502367	2125997	49.74423094
502467	2125997	52.89211896
502567	2125997	55.92336656
502667	2125997	58.83235576
502767	2125997	61.58152818
502867	2125997	64.12571662
502967	2125997	66.4356773
503067	2125997	68.49700784
503167	2125997	70.29527089
503267	2125997	71.87979495
503367	2125997	73.30717621
503467	2125997	74.60175011
503567	2125997	75.76625694
503667	2125997	76.86087752
503767	2125997	78.09621667
503867	2125997	79.27321671
503967	2125997	80.40835055
504067	2125997	81.52907089
504167	2125997	82.63238932
504267	2125997	83.74403599
504367	2125997	84.78480961
504467	2125997	85.7687352
504567	2125997	85.6442985
504667	2125997	79.75963536
504767	2125997	73.84894553
504867	2125997	67.92121538
504967	2125997	61.96434033
505067	2125997	56.00483267
505167	2125997	50.089844
505267	2125997	44.17657945
505367	2125997	38.02557572
505467	2125997	31.9236948
505567	2125997	26.44769725
505667	2125997	21.01112194
505767	2125997	15.64829799
505867	2125997	10.40409401
505967	2125997	6.244648063
506067	2125997	2.918040592
501267	2126097	102.6766721
501367	2126097	101.238429
501467	2126097	24.29150895
501567	2126097	26.7869273
501667	2126097	29.69168678
501767	2126097	32.65023429
501867	2126097	35.72091347
501967	2126097	38.90411334
502067	2126097	42.15161563
502167	2126097	45.38909986
502267	2126097	48.6102402
502367	2126097	51.79921152
502467	2126097	54.92538478
502567	2126097	57.94611451
502667	2126097	60.85828399
502767	2126097	63.62445058
502867	2126097	66.20429964
502967	2126097	68.57222194
503067	2126097	70.70556857
503167	2126097	72.54302615
503267	2126097	74.15918424
503367	2126097	75.62538382
503467	2126097	77.07700485
503567	2126097	78.48179481
503667	2126097	79.79438893
503767	2126097	81.0305464
503867	2126097	82.20999273
503967	2126097	83.33445836
504067	2126097	84.41889426
504167	2126097	85.47463231
504267	2126097	86.50700006
504367	2126097	87.48376267
504467	2126097	88.39446197
504567	2126097	86.0265833
504667	2126097	79.95565078
504767	2126097	73.85029761
504867	2126097	67.70938181
504967	2126097	61.5266307
505067	2126097	55.33068583
505167	2126097	49.15356368
505267	2126097	42.98465177
505367	2126097	36.78916936
505467	2126097	30.81970104
505567	2126097	25.24808002
505667	2126097	19.67209532
505767	2126097	14.14661491
505867	2126097	9.128684063
505967	2126097	5.444935564
506067	2126097	1.951192839
501167	2126197	103.0431185
501267	2126197	101.9143477
501367	2126197	23.58641151
501467	2126197	25.87618287
501567	2126197	28.69941902
501667	2126197	31.61913709
501767	2126197	34.64511549
501867	2126197	37.78016925
501967	2126197	40.99824806
502067	2126197	44.24043907
502167	2126197	47.47202817
502267	2126197	50.68304598
502367	2126197	53.85804087
502467	2126197	56.96901194
502567	2126197	60.00671639
502667	2126197	62.93399343
502767	2126197	65.70948904
502867	2126197	68.29880129
502967	2126197	70.6832482
503067	2126197	72.83943194
503167	2126197	74.72181768
503267	2126197	76.44492526
503367	2126197	78.27695461
503467	2126197	79.89607962
503567	2126197	81.29913709
503667	2126197	82.64298493
503767	2126197	83.89017067
503867	2126197	85.08547402
503967	2126197	86.20192072
504067	2126197	87.25463232
504167	2126197	88.26430278
504267	2126197	89.23084544
504367	2126197	90.1416491
504467	2126197	90.9740295
504567	2126197	86.27873847
504667	2126197	80.01663185
504767	2126197	73.6974902
504867	2126197	67.315222
504967	2126197	60.8813544
505067	2126197	54.42715699
505167	2126197	47.96377592
505267	2126197	41.51671666
505367	2126197	35.32727833
505467	2126197	29.53763463
505567	2126197	23.87335569
505667	2126197	18.16843465
505767	2126197	12.50723063
505867	2126197	8.394294508
505967	2126197	4.567204085
506067	2126197	0.954587998
501067	2126297	103.2388715
501167	2126297	102.2593832
501267	2126297	100.83045
501367	2126297	25.31038559
501467	2126297	27.73443702
501567	2126297	30.5520973
501667	2126297	33.47557233
501767	2126297	36.56521834
501867	2126297	39.76712115
501967	2126297	43.03374665
502067	2126297	46.28679915
502167	2126297	49.5283637
502267	2126297	52.74987519
502367	2126297	55.93370972
502467	2126297	59.05528617
502567	2126297	62.10754855
502667	2126297	65.04517114
502767	2126297	67.82017137
502867	2126297	70.40131346
502967	2126297	72.78170976
