x	y	tasa_hundim
496067	2131097	-0.3283602
496167	2131097	-0.3157165
496267	2131097	-0.3271653
496367	2131097	-0.3375463
496467	2131097	-0.3545222
496567	2131097	-0.3697408
496667	2131097	-0.3792169
496767	2131097	-0.3902958
496867	2131097	-0.3777906
496967	2131097	-0.3740918
497067	2131097	-0.3285566
497167	2131097	-0.290133
497267	2131097	-0.2768797
497367	2131097	-0.2651833
497467	2131097	-0.2579097
497567	2131097	-0.2710363
497667	2131097	-0.2645653
497767	2131097	-0.2861125
497867	2131097	-0.2721694
497967	2131097	-0.26072
498067	2131097	-0.2102297
498167	2131097	-0.2285129
498267	2131097	-0.235363
498367	2131097	-0.2308819
498467	2131097	-0.2308378
498567	2131097	-0.2322036
498667	2131097	-0.2424602
498767	2131097	-0.2319064
498867	2131097	-0.2372367
498967	2131097	-0.2338009
499067	2131097	-0.2435753
499167	2131097	-0.2465811
499267	2131097	-0.2553325
499367	2131097	-0.2541101
499467	2131097	-0.2493088
499567	2131097	-0.2434751
499667	2131097	-0.2425695
499767	2131097	-0.2320095
499867	2131097	-0.230531
499967	2131097	-0.2199121
500067	2131097	-0.2582683
500167	2131097	-0.2588955
500267	2131097	-0.26032
500367	2131097	-0.259225
500467	2131097	-0.2650689
500567	2131097	-0.2588435
500667	2131097	-0.2550607
500767	2131097	-0.2610266
500867	2131097	-0.2564075
500967	2131097	-0.2594709
501067	2131097	-0.2486402
501167	2131097	-0.2587288
501267	2131097	-0.2478666
501367	2131097	-0.2379067
501467	2131097	-0.2734909
501567	2131097	-0.271476
501667	2131097	-0.2734806
501767	2131097	-0.2677855
501867	2131097	-0.2863714
501967	2131097	-0.3020137
502067	2131097	-0.3160298
502167	2131097	-0.3280667
502267	2131097	-0.355835
502367	2131097	-0.3260231
502467	2131097	-0.3095968
502567	2131097	-0.2569797
502667	2131097	-0.2572819
502767	2131097	-0.250883
502867	2131097	-0.2670728
502967	2131097	-0.2752584
503067	2131097	-0.3312095
503167	2131097	-0.330399
503267	2131097	-0.3211872
503367	2131097	
503467	2131097	-0.3183369
503567	2131097	-0.2610933
503667	2131097	-0.2611107
503767	2131097	-0.2406883
503867	2131097	-0.2402229
503967	2131097	-0.247184
504067	2131097	-0.2374173
504167	2131097	-0.2326314
504267	2131097	-0.2313538
504367	2131097	-0.2294255
504467	2131097	-0.2247416
504567	2131097	-0.2171258
504667	2131097	-0.2174557
504767	2131097	-0.2142974
504867	2131097	-0.216074
504967	2131097	-0.2242633
505067	2131097	-0.213736
505167	2131097	-0.2072101
505267	2131097	-0.2082606
505367	2131097	-0.1964542
505467	2131097	-0.19483
505567	2131097	-0.1921265
505667	2131097	-0.1800752
505767	2131097	-0.1776209
505867	2131097	-0.1938799
505967	2131097	-0.1977637
506067	2131097	-0.1738603
506167	2131097	-0.1710398
506267	2131097	-0.169441
506367	2131097	-0.1573309
506467	2131097	-0.1686308
506567	2131097	-0.1708654
506667	2131097	-0.1265425
506767	2131097	-0.0730026
486067	2131197	-0.0083573
486167	2131197	-0.007856
487067	2131197	-0.0225077
487167	2131197	-0.0312537
487267	2131197	-0.0339964
487367	2131197	-0.0385012
487467	2131197	-0.0400924
487567	2131197	-0.0468737
487667	2131197	-0.0487093
487767	2131197	-0.0577369
487867	2131197	-0.057111
487967	2131197	-0.0627102
488067	2131197	-0.0603855
488167	2131197	-0.0729028
488267	2131197	-0.0705933
488367	2131197	-0.076199
488467	2131197	-0.0789844
488567	2131197	-0.0812269
488667	2131197	-0.0965428
488767	2131197	-0.0908634
488867	2131197	-0.077516
488967	2131197	-0.081036
489067	2131197	-0.0933306
489167	2131197	-0.1039781
489267	2131197	-0.0872223
489367	2131197	-0.0965378
489467	2131197	-0.1027777
489567	2131197	-0.1050106
489667	2131197	-0.1304001
489767	2131197	
489867	2131197	
489967	2131197	
490067	2131197	
490167	2131197	
490267	2131197	-0.1295696
490367	2131197	-0.143
490467	2131197	
490567	2131197	-0.1606097
490667	2131197	
490767	2131197	
490867	2131197	
490967	2131197	
491067	2131197	
491167	2131197	
491267	2131197	-0.1521397
491367	2131197	-0.1530691
491467	2131197	-0.1498538
491567	2131197	-0.1519078
491667	2131197	
491767	2131197	
491867	2131197	
491967	2131197	
492067	2131197	
492167	2131197	
492267	2131197	
492367	2131197	
492467	2131197	
492567	2131197	
492667	2131197	-0.1599884
492767	2131197	
492867	2131197	
492967	2131197	
493067	2131197	
493167	2131197	-0.1648482
493267	2131197	
493367	2131197	-0.1735439
493467	2131197	-0.1758441
493567	2131197	-0.1502792
493667	2131197	-0.1485381
493767	2131197	-0.1624093
493867	2131197	-0.2120894
493967	2131197	-0.2212739
494067	2131197	-0.2328589
494167	2131197	-0.215527
494267	2131197	-0.2136374
494367	2131197	-0.2101205
494467	2131197	-0.2186687
494567	2131197	-0.2093326
494667	2131197	-0.2034841
494767	2131197	-0.223497
494867	2131197	-0.232233
494967	2131197	-0.233176
495067	2131197	-0.2579817
495167	2131197	-0.2546368
495267	2131197	-0.2668687
495367	2131197	-0.2692676
495467	2131197	-0.2773968
495567	2131197	-0.289396
495667	2131197	-0.2733804
495767	2131197	-0.2850927
495867	2131197	-0.2886723
495967	2131197	-0.2995251
496067	2131197	-0.288137
496167	2131197	-0.2987219
496267	2131197	-0.2962546
496367	2131197	-0.2976381
496467	2131197	-0.3106678
496567	2131197	-0.2955872
496667	2131197	-0.3242487
496767	2131197	-0.3722275
496867	2131197	-0.3473654
496967	2131197	-0.33191
497067	2131197	-0.2981731
497167	2131197	-0.2938552
497267	2131197	-0.3002296
497367	2131197	-0.2915879
497467	2131197	-0.2567419
497567	2131197	-0.2760671
497667	2131197	-0.2696159
497767	2131197	-0.2689365
497867	2131197	-0.2550024
497967	2131197	-0.239907
498067	2131197	-0.2109578
498167	2131197	-0.2189597
498267	2131197	-0.233753
498367	2131197	-0.225102
498467	2131197	-0.2308803
498567	2131197	-0.2281077
498667	2131197	-0.2268096
498767	2131197	-0.2307569
498867	2131197	-0.2431472
498967	2131197	-0.2430756
499067	2131197	-0.2547066
499167	2131197	-0.2587146
499267	2131197	-0.2628492
499367	2131197	-0.2625227
499467	2131197	-0.2533627
499567	2131197	-0.2521859
499667	2131197	-0.2530236
499767	2131197	-0.2460239
499867	2131197	-0.2462559
499967	2131197	-0.2530824
500067	2131197	-0.2706289
500167	2131197	-0.2747728
500267	2131197	-0.2830676
500367	2131197	-0.2817125
500467	2131197	-0.2779051
500567	2131197	-0.2616278
500667	2131197	-0.2590438
500767	2131197	-0.261109
500867	2131197	-0.2517355
500967	2131197	-0.2525038
501067	2131197	-0.2593193
501167	2131197	-0.2504883
501267	2131197	-0.2599342
501367	2131197	-0.2662839
501467	2131197	-0.2763136
501567	2131197	-0.2806421
501667	2131197	-0.3008618
501767	2131197	-0.3135904
501867	2131197	-0.3200225
501967	2131197	-0.3237036
502067	2131197	-0.3553033
502167	2131197	-0.3574164
502267	2131197	-0.3516857
502367	2131197	
502467	2131197	-0.3183354
502567	2131197	-0.3007255
502667	2131197	-0.2656374
502767	2131197	-0.2516074
502867	2131197	-0.2607374
502967	2131197	-0.2728387
503067	2131197	-0.3290596
503167	2131197	-0.3337805
503267	2131197	-0.3282304
503367	2131197	-0.3159782
503467	2131197	
503567	2131197	-0.2594995
503667	2131197	-0.2573857
503767	2131197	-0.243307
503867	2131197	-0.2405127
503967	2131197	-0.2502407
504067	2131197	-0.2424904
504167	2131197	-0.2370586
504267	2131197	-0.2346883
504367	2131197	-0.229363
504467	2131197	-0.2294094
504567	2131197	-0.2230961
504667	2131197	-0.2188309
504767	2131197	-0.2166877
504867	2131197	-0.2195205
504967	2131197	-0.2139597
505067	2131197	-0.2125667
505167	2131197	-0.2124299
505267	2131197	-0.209594
505367	2131197	-0.2071277
505467	2131197	-0.2039846
505567	2131197	-0.1980971
505667	2131197	-0.1956589
505767	2131197	-0.1817517
505867	2131197	-0.1815268
505967	2131197	-0.1873052
506067	2131197	-0.1758356
506167	2131197	-0.1724245
506267	2131197	-0.1802917
506367	2131197	-0.1792706
506467	2131197	-0.1815203
506567	2131197	-0.1986052
506667	2131197	-0.1797877
506767	2131197	-0.1726153
485867	2131297	-0.007301
485967	2131297	-0.0079633
486067	2131297	-0.0073737
486167	2131297	-0.0077782
486767	2131297	-0.0144217
486867	2131297	-0.0146283
486967	2131297	-0.0183978
487067	2131297	-0.0211147
487167	2131297	-0.0314915
487267	2131297	-0.034409
487367	2131297	-0.038855
487467	2131297	-0.0398536
487567	2131297	-0.0479217
487667	2131297	-0.0534528
487767	2131297	-0.0545613
487867	2131297	-0.0592763
487967	2131297	-0.0729249
488067	2131297	-0.0732796
488167	2131297	-0.0693621
488267	2131297	-0.067926
488367	2131297	-0.0641346
488467	2131297	-0.0691062
488567	2131297	-0.0727185
488667	2131297	-0.0887156
488767	2131297	-0.0935584
488867	2131297	-0.0692628
488967	2131297	-0.0921618
489067	2131297	-0.0870546
489167	2131297	-0.1056882
489267	2131297	-0.0989388
489367	2131297	-0.0890515
489467	2131297	-0.1042571
489567	2131297	-0.0901513
489667	2131297	-0.130408
489767	2131297	
489867	2131297	
489967	2131297	-0.1337812
490067	2131297	
490167	2131297	
490267	2131297	-0.1300202
490367	2131297	-0.1460171
490467	2131297	
490567	2131297	
490667	2131297	-0.1592213
490767	2131297	
490867	2131297	
490967	2131297	
491067	2131297	
491167	2131297	
491267	2131297	-0.1530951
491367	2131297	-0.1481582
491467	2131297	-0.1514004
491567	2131297	-0.1396166
491667	2131297	
491767	2131297	
491867	2131297	
491967	2131297	
492067	2131297	
492167	2131297	
492267	2131297	
492367	2131297	
492467	2131297	
492567	2131297	
492667	2131297	-0.1578217
492767	2131297	-0.1588989
492867	2131297	
492967	2131297	
493067	2131297	-0.1673861
493167	2131297	-0.1783138
493267	2131297	-0.1815317
493367	2131297	-0.1853456
493467	2131297	-0.2012498
493567	2131297	
493667	2131297	
493767	2131297	-0.2047024
493867	2131297	-0.2036392
493967	2131297	-0.2174214
494067	2131297	-0.2195444
494167	2131297	-0.2082222
494267	2131297	-0.1962515
494367	2131297	-0.1881723
494467	2131297	-0.1926355
494567	2131297	-0.2096182
494667	2131297	-0.2061177
494767	2131297	-0.2172197
494867	2131297	-0.2111221
494967	2131297	-0.226477
495067	2131297	-0.2557384
495167	2131297	-0.2575406
495267	2131297	-0.2657549
495367	2131297	-0.259349
495467	2131297	-0.2596498
495567	2131297	-0.2633796
495667	2131297	-0.2748216
495767	2131297	-0.2741636
495867	2131297	-0.2819113
495967	2131297	-0.2971664
496067	2131297	-0.2985405
496167	2131297	-0.2974235
496267	2131297	-0.2962909
496367	2131297	-0.2872692
496467	2131297	-0.2904079
496567	2131297	-0.2913205
496667	2131297	-0.3018816
496767	2131297	-0.3416616
496867	2131297	-0.3208973
496967	2131297	-0.3139692
497067	2131297	-0.2938048
497167	2131297	-0.2830672
497267	2131297	-0.296824
497367	2131297	-0.2830592
497467	2131297	-0.2653702
497567	2131297	-0.2734447
497667	2131297	-0.2735389
497767	2131297	-0.2757559
497867	2131297	-0.2549205
497967	2131297	-0.2308947
498067	2131297	-0.2154362
498167	2131297	-0.2448165
498267	2131297	-0.2472661
498367	2131297	-0.2479002
498467	2131297	-0.2443113
498567	2131297	-0.2264424
498667	2131297	-0.2298946
498767	2131297	-0.2329985
498867	2131297	-0.2331102
498967	2131297	-0.2375126
499067	2131297	-0.266623
499167	2131297	-0.2656198
499267	2131297	-0.2672935
499367	2131297	-0.2596099
499467	2131297	-0.2541858
499567	2131297	-0.2540514
499667	2131297	-0.2523098
499767	2131297	-0.2490533
499867	2131297	-0.2463627
499967	2131297	-0.2558457
500067	2131297	-0.264484
500167	2131297	-0.2834705
500267	2131297	-0.2810651
500367	2131297	-0.2857874
500467	2131297	-0.281347
500567	2131297	-0.2605107
500667	2131297	-0.2575112
500767	2131297	-0.257837
500867	2131297	-0.2603112
500967	2131297	-0.2540171
501067	2131297	-0.2521651
501167	2131297	-0.2530629
501267	2131297	-0.2585348
501367	2131297	-0.2703846
501467	2131297	-0.2741919
501567	2131297	
501667	2131297	-0.3004377
501767	2131297	-0.3194597
501867	2131297	-0.3229778
501967	2131297	-0.3281022
502067	2131297	-0.3437569
502167	2131297	-0.3471251
502267	2131297	
502367	2131297	
502467	2131297	-0.3221076
502567	2131297	-0.3058729
502667	2131297	-0.2627029
502767	2131297	-0.2538179
502867	2131297	-0.2575438
502967	2131297	-0.2686602
503067	2131297	-0.3230033
503167	2131297	-0.324421
503267	2131297	-0.3181243
503367	2131297	
503467	2131297	-0.3321502
503567	2131297	-0.2652227
503667	2131297	-0.2617926
503767	2131297	-0.2451941
503867	2131297	-0.2433016
503967	2131297	-0.2455185
504067	2131297	-0.2435967
504167	2131297	-0.2389632
504267	2131297	-0.23439
504367	2131297	-0.2317901
504467	2131297	-0.2272429
504567	2131297	-0.2232525
504667	2131297	-0.2200638
504767	2131297	-0.2173925
504867	2131297	-0.2163947
504967	2131297	-0.213321
505067	2131297	-0.2153736
505167	2131297	-0.2130226
505267	2131297	-0.2141396
505367	2131297	-0.2136994
505467	2131297	-0.2084659
505567	2131297	-0.2007805
505667	2131297	-0.1950286
505767	2131297	-0.1839902
505867	2131297	-0.1820383
505967	2131297	-0.184126
506067	2131297	-0.1807588
506167	2131297	-0.1767027
506267	2131297	-0.1779357
506367	2131297	-0.1745151
506467	2131297	-0.1821117
506567	2131297	-0.1857307
506667	2131297	-0.1857962
506767	2131297	-0.1800883
485567	2131397	-0.0055421
485667	2131397	-0.0074178
485767	2131397	-0.0066479
485867	2131397	-0.0076877
485967	2131397	-0.0086125
486067	2131397	-0.0092105
486167	2131397	-0.0105534
486467	2131397	-0.0111786
486567	2131397	-0.0101995
486667	2131397	-0.0161176
486767	2131397	-0.0175491
486867	2131397	-0.019212
486967	2131397	-0.0218394
487067	2131397	-0.0233983
487167	2131397	-0.0285414
487267	2131397	-0.0354908
487367	2131397	-0.0365184
487467	2131397	-0.0408804
487567	2131397	-0.044295
487667	2131397	-0.0519497
487767	2131397	-0.0562766
487867	2131397	-0.0658327
487967	2131397	-0.0762372
488067	2131397	-0.0752167
488167	2131397	-0.0666696
488267	2131397	-0.0634824
488367	2131397	-0.0701698
488467	2131397	-0.0825547
488567	2131397	-0.0814362
488667	2131397	-0.0871134
488767	2131397	-0.0894063
488867	2131397	-0.0948492
488967	2131397	-0.0875008
489067	2131397	-0.0737968
489167	2131397	-0.0777561
489267	2131397	-0.1027197
489367	2131397	-0.0913937
489467	2131397	-0.1033201
489567	2131397	-0.1106373
489667	2131397	-0.1296992
489767	2131397	-0.1192527
489867	2131397	-0.1385495
489967	2131397	-0.1202334
490067	2131397	
490167	2131397	
490267	2131397	-0.1408937
490367	2131397	
490467	2131397	
490567	2131397	-0.1549768
490667	2131397	
490767	2131397	
490867	2131397	
490967	2131397	
491067	2131397	
491167	2131397	
491267	2131397	-0.1549604
491367	2131397	-0.1562462
491467	2131397	-0.1360745
491567	2131397	-0.1355011
491667	2131397	-0.1532511
491767	2131397	
491867	2131397	
491967	2131397	
492067	2131397	
492167	2131397	
492267	2131397	
492367	2131397	
492467	2131397	
492567	2131397	
492667	2131397	-0.1579521
492767	2131397	-0.1578642
492867	2131397	
492967	2131397	
493067	2131397	-0.1746248
493167	2131397	-0.1791828
493267	2131397	-0.1880621
493367	2131397	-0.1849354
493467	2131397	-0.1879191
493567	2131397	-0.1826624
493667	2131397	-0.1981777
493767	2131397	-0.210732
493867	2131397	-0.2053591
493967	2131397	-0.2094144
494067	2131397	-0.202266
494167	2131397	-0.2042735
494267	2131397	-0.2045462
494367	2131397	-0.1883324
494467	2131397	-0.19127
494567	2131397	-0.196391
494667	2131397	-0.2071463
494767	2131397	-0.2067897
494867	2131397	-0.2113921
494967	2131397	-0.2290182
495067	2131397	-0.2514083
495167	2131397	-0.2376897
495267	2131397	-0.2304723
495367	2131397	-0.2442176
495467	2131397	-0.2490688
495567	2131397	-0.2573318
495667	2131397	-0.2676498
495767	2131397	-0.2705103
495867	2131397	-0.2736297
495967	2131397	-0.2804008
496067	2131397	-0.2953892
496167	2131397	-0.2894094
496267	2131397	-0.2898882
496367	2131397	-0.2819584
496467	2131397	-0.2807117
496567	2131397	-0.2944575
496667	2131397	-0.2989639
496767	2131397	
496867	2131397	-0.3028986
496967	2131397	-0.3040529
497067	2131397	-0.2867291
497167	2131397	-0.2559498
497267	2131397	-0.2904584
497367	2131397	-0.2754298
497467	2131397	-0.2646079
497567	2131397	-0.2602035
497667	2131397	-0.2568237
497767	2131397	-0.2546169
497867	2131397	-0.2489444
497967	2131397	-0.2439808
498067	2131397	-0.2426512
498167	2131397	-0.2593979
498267	2131397	-0.270151
498367	2131397	-0.2489965
498467	2131397	-0.2386407
498567	2131397	-0.2280498
498667	2131397	-0.2287352
498767	2131397	-0.235057
498867	2131397	-0.2346994
498967	2131397	-0.2369932
499067	2131397	-0.2646161
499167	2131397	-0.2631253
499267	2131397	-0.2622127
499367	2131397	-0.2559044
499467	2131397	-0.2595471
499567	2131397	-0.2611043
499667	2131397	-0.2520664
499767	2131397	-0.2541726
499867	2131397	-0.2548277
499967	2131397	-0.2583305
500067	2131397	-0.2718541
500167	2131397	-0.2843589
500267	2131397	-0.2775412
500367	2131397	-0.2894916
500467	2131397	-0.2788304
500567	2131397	-0.2664911
500667	2131397	-0.2527143
500767	2131397	-0.255293
500867	2131397	-0.2562844
500967	2131397	-0.2523687
501067	2131397	-0.2562798
501167	2131397	-0.2588124
501267	2131397	-0.2601423
501367	2131397	-0.2721613
501467	2131397	-0.2782299
501567	2131397	-0.2959754
501667	2131397	-0.3050706
501767	2131397	-0.3088704
501867	2131397	-0.3065669
501967	2131397	-0.3075343
502067	2131397	-0.3152824
502167	2131397	-0.3203277
502267	2131397	-0.3341492
502367	2131397	
502467	2131397	-0.3163954
502567	2131397	-0.3073449
502667	2131397	-0.2585066
502767	2131397	-0.2583521
502867	2131397	-0.2483114
502967	2131397	-0.2652077
503067	2131397	-0.2950957
503167	2131397	-0.3217165
503267	2131397	-0.3216047
503367	2131397	
503467	2131397	-0.3240112
503567	2131397	-0.2808649
503667	2131397	-0.2646853
503767	2131397	-0.2447847
503867	2131397	-0.2428297
503967	2131397	-0.246731
504067	2131397	-0.242059
504167	2131397	-0.2414279
504267	2131397	-0.2356474
504367	2131397	-0.2324202
504467	2131397	-0.2289311
504567	2131397	-0.2315163
504667	2131397	-0.2222372
504767	2131397	-0.2161665
504867	2131397	-0.2171804
504967	2131397	-0.2160866
505067	2131397	-0.2176401
505167	2131397	-0.2179467
505267	2131397	-0.2172535
505367	2131397	-0.2154391
505467	2131397	-0.2136725
505567	2131397	-0.2010485
505667	2131397	-0.1990931
505767	2131397	-0.1895987
505867	2131397	-0.1828711
505967	2131397	-0.1812291
506067	2131397	-0.1836771
506167	2131397	-0.1833289
506267	2131397	-0.1876191
506367	2131397	-0.1813546
506467	2131397	-0.2087092
506567	2131397	-0.1917399
506667	2131397	-0.1829527
506767	2131397	-0.1809718
482367	2131497	0.0023809
482467	2131497	0.0021323
482567	2131497	0.0021631
482667	2131497	0.0057675
482767	2131497	0.002297
485367	2131497	-0.0061286
485467	2131497	-0.0044623
485567	2131497	-0.0056567
485667	2131497	-0.0032555
485767	2131497	-0.0068517
485867	2131497	-0.0065899
485967	2131497	-0.007494
486067	2131497	-0.0095996
486167	2131497	-0.0098415
486267	2131497	-0.0095962
486367	2131497	-0.010532
486467	2131497	-0.0112982
486567	2131497	-0.0106783
486667	2131497	-0.0163603
486767	2131497	-0.017647
486867	2131497	-0.0144722
486967	2131497	-0.0207682
487067	2131497	-0.0229189
487167	2131497	-0.0299934
487267	2131497	-0.0343289
487367	2131497	-0.0367033
487467	2131497	-0.0419505
487567	2131497	-0.0439878
487667	2131497	-0.0490456
487767	2131497	-0.0501717
487867	2131497	-0.0532369
487967	2131497	-0.0547234
488067	2131497	-0.0636452
488167	2131497	-0.0733955
488267	2131497	-0.0751965
488367	2131497	-0.064466
488467	2131497	-0.0842331
488567	2131497	-0.0966419
488667	2131497	-0.0866726
488767	2131497	-0.0944837
488867	2131497	-0.0912068
488967	2131497	-0.0905373
489067	2131497	-0.0970253
489167	2131497	-0.0650046
489267	2131497	-0.0961845
489367	2131497	-0.0896929
489467	2131497	-0.1169622
489567	2131497	-0.0888588
489667	2131497	-0.1108975
489767	2131497	-0.1104692
489867	2131497	-0.1120751
489967	2131497	-0.1154408
490067	2131497	-0.1293439
490167	2131497	-0.1354675
490267	2131497	
490367	2131497	-0.1517056
490467	2131497	-0.1517471
490567	2131497	
490667	2131497	
490767	2131497	
490867	2131497	
490967	2131497	
491067	2131497	
491167	2131497	-0.1444023
491267	2131497	
491367	2131497	-0.1392018
491467	2131497	-0.1503794
491567	2131497	-0.134557
491667	2131497	-0.1449452
491767	2131497	
491867	2131497	
491967	2131497	
492067	2131497	
492167	2131497	
492267	2131497	
492367	2131497	
492467	2131497	
492567	2131497	-0.1385765
492667	2131497	-0.1205461
492767	2131497	-0.1349491
492867	2131497	-0.1480267
492967	2131497	-0.1368234
493067	2131497	-0.1525123
493167	2131497	-0.1616115
493267	2131497	-0.1847941
493367	2131497	-0.1825415
493467	2131497	-0.2123635
493567	2131497	-0.2311719
493667	2131497	-0.2139619
493767	2131497	-0.2120043
493867	2131497	-0.2193818
493967	2131497	-0.2095762
494067	2131497	-0.2131474
494167	2131497	-0.2034431
494267	2131497	-0.2006733
494367	2131497	-0.2040786
494467	2131497	-0.2190094
494567	2131497	-0.2093332
494667	2131497	-0.2221853
494767	2131497	-0.2341072
494867	2131497	-0.2388945
494967	2131497	-0.2351111
495067	2131497	-0.2450384
495167	2131497	-0.2460856
495267	2131497	-0.2488332
495367	2131497	-0.2396284
495467	2131497	-0.2361236
495567	2131497	-0.2517938
495667	2131497	-0.2634401
495767	2131497	-0.269417
495867	2131497	-0.2631783
495967	2131497	-0.2682117
496067	2131497	-0.2741691
496167	2131497	-0.2768225
496267	2131497	-0.2796537
496367	2131497	-0.2616158
496467	2131497	-0.265176
496567	2131497	-0.3137259
496667	2131497	-0.2874027
496767	2131497	-0.2897515
496867	2131497	-0.2860013
496967	2131497	-0.2799686
497067	2131497	-0.2677964
497167	2131497	-0.2646532
497267	2131497	-0.270187
497367	2131497	-0.277353
497467	2131497	-0.255355
497567	2131497	-0.2641448
497667	2131497	-0.268157
497767	2131497	-0.2629635
497867	2131497	-0.2440434
497967	2131497	-0.2117923
498067	2131497	-0.2136859
498167	2131497	-0.2491909
498267	2131497	-0.2632202
498367	2131497	-0.2562409
498467	2131497	-0.2524087
498567	2131497	-0.2302866
498667	2131497	-0.2422186
498767	2131497	-0.2208874
498867	2131497	-0.2209402
498967	2131497	-0.2491945
499067	2131497	-0.2503234
499167	2131497	-0.2471725
499267	2131497	-0.2616718
499367	2131497	-0.2588994
499467	2131497	-0.2607696
499567	2131497	-0.2505661
499667	2131497	-0.2638702
499767	2131497	-0.2604564
499867	2131497	-0.2622266
499967	2131497	-0.265239
500067	2131497	-0.2888956
500167	2131497	-0.292194
500267	2131497	-0.299441
500367	2131497	-0.2926996
500467	2131497	-0.2801444
500567	2131497	-0.2701543
500667	2131497	-0.2643546
500767	2131497	-0.2597176
500867	2131497	-0.277549
500967	2131497	-0.2751975
501067	2131497	-0.2819874
501167	2131497	-0.2953097
501267	2131497	-0.2957065
501367	2131497	-0.2937514
501467	2131497	-0.2820824
501567	2131497	-0.2792629
501667	2131497	-0.2917829
501767	2131497	-0.280509
501867	2131497	-0.2935887
501967	2131497	-0.3033369
502067	2131497	-0.306094
502167	2131497	-0.3109268
502267	2131497	-0.3034528
502367	2131497	-0.3196706
502467	2131497	
502567	2131497	-0.2813647
502667	2131497	-0.2452614
502767	2131497	-0.2501207
502867	2131497	-0.2457392
502967	2131497	-0.257008
503067	2131497	-0.2922643
503167	2131497	-0.3122137
503267	2131497	-0.3236572
503367	2131497	-0.3311762
503467	2131497	-0.3240626
503567	2131497	-0.2851293
503667	2131497	-0.2638566
503767	2131497	-0.2643402
503867	2131497	-0.2440374
503967	2131497	-0.2524627
504067	2131497	-0.2436476
504167	2131497	-0.2389676
504267	2131497	-0.2309392
504367	2131497	-0.2310227
504467	2131497	-0.2293207
504567	2131497	-0.2297911
504667	2131497	-0.2205621
504767	2131497	-0.2169476
504867	2131497	-0.2165556
504967	2131497	-0.2191182
505067	2131497	-0.2203684
505167	2131497	-0.2188239
505267	2131497	-0.2216539
505367	2131497	-0.2191468
505467	2131497	-0.2142882
505567	2131497	-0.2103643
505667	2131497	-0.2039138
505767	2131497	-0.1930285
505867	2131497	-0.1859594
505967	2131497	-0.1860319
506067	2131497	-0.1833006
506167	2131497	-0.1795637
506267	2131497	-0.1823042
506367	2131497	-0.1899257
506467	2131497	-0.1813991
506567	2131497	-0.1787243
506667	2131497	-0.1809377
506767	2131497	-0.1734418
482467	2131597	0.0024592
482567	2131597	0.0030243
482667	2131597	0.0013098
482767	2131597	0.0028149
482867	2131597	0.0020111
485267	2131597	-0.0044493
485367	2131597	-0.0039245
485467	2131597	-0.0038034
485567	2131597	-0.0039312
485667	2131597	-0.0021204
485767	2131597	-0.0039183
485867	2131597	-0.0065892
485967	2131597	-0.0062253
486067	2131597	-0.0083435
486167	2131597	-0.0084886
486267	2131597	-0.0097537
486367	2131597	-0.0102148
486467	2131597	-0.0094319
486567	2131597	-0.0086011
486667	2131597	-0.0138934
486767	2131597	-0.0189768
486867	2131597	-0.0192878
486967	2131597	-0.0197333
487067	2131597	-0.0215025
487167	2131597	-0.0284936
487267	2131597	-0.0317126
487367	2131597	-0.0381742
487467	2131597	-0.0395173
487567	2131597	-0.0410835
487667	2131597	-0.04826
487767	2131597	-0.0539447
487867	2131597	-0.0534405
487967	2131597	-0.0554116
488067	2131597	-0.059194
488167	2131597	-0.0671556
488267	2131597	-0.0746216
488367	2131597	-0.0741539
488467	2131597	-0.0897705
488567	2131597	-0.0983962
488667	2131597	-0.0954295
488767	2131597	-0.0933231
488867	2131597	-0.080103
488967	2131597	-0.0859756
489067	2131597	-0.0849203
489167	2131597	-0.0812099
489267	2131597	-0.0888269
489367	2131597	-0.081019
489467	2131597	-0.1019769
489567	2131597	-0.0969575
489667	2131597	-0.1057824
489767	2131597	-0.1021842
489867	2131597	-0.1149719
489967	2131597	-0.129612
490067	2131597	-0.1346227
490167	2131597	-0.1360831
490267	2131597	
490367	2131597	-0.1558373
490467	2131597	-0.1542131
490567	2131597	-0.1466378
490667	2131597	
490767	2131597	
490867	2131597	
490967	2131597	
491067	2131597	
491167	2131597	
491267	2131597	
491367	2131597	-0.1420344
491467	2131597	-0.1453148
491567	2131597	-0.1452485
491667	2131597	-0.1429361
491767	2131597	
491867	2131597	
491967	2131597	
492067	2131597	
492167	2131597	-0.131659
492267	2131597	-0.1477467
492367	2131597	-0.1784496
492467	2131597	-0.1467111
492567	2131597	-0.1487981
492667	2131597	-0.140878
492767	2131597	-0.1364563
492867	2131597	-0.1582656
492967	2131597	-0.1791206
493067	2131597	-0.1709248
493167	2131597	-0.1747578
493267	2131597	-0.1929916
493367	2131597	-0.196945
493467	2131597	-0.2106843
493567	2131597	-0.2325437
493667	2131597	-0.2119586
493767	2131597	-0.2060541
493867	2131597	-0.2131084
493967	2131597	-0.2089797
494067	2131597	-0.2166269
494167	2131597	-0.2161016
494267	2131597	-0.2155325
494367	2131597	-0.2135653
494467	2131597	-0.2224662
494567	2131597	-0.2100948
494667	2131597	-0.2194083
494767	2131597	-0.2765528
494867	2131597	-0.2335938
494967	2131597	-0.2248205
495067	2131597	-0.241588
495167	2131597	-0.2449786
495267	2131597	-0.2391171
495367	2131597	-0.2334449
495467	2131597	-0.2382566
495567	2131597	-0.2500423
495667	2131597	-0.2606634
