x	y	car_pre_tot
503267	2125297	5.124310453
503367	2125297	5.134615121
503467	2125297	5.144967309
503567	2125297	5.155366727
503667	2125297	5.165813089
503767	2125297	5.176306108
503867	2125297	5.186845499
503967	2125297	5.197430977
504067	2125297	5.208062261
504167	2125297	5.218739067
504267	2125297	5.229461116
504367	2125297	5.240228127
504467	2125297	5.251039823
504567	2125297	5.261895925
504667	2125297	5.272796157
504767	2125297	5.283740246
504867	2125297	5.294727916
504967	2125297	5.305758896
505067	2125297	5.316832914
505167	2125297	5.3279497
505267	2125297	5.339108985
505367	2125297	5.350310503
505467	2125297	5.361553986
505567	2125297	5.372839169
505667	2125297	5.384165789
505767	2125297	5.395533584
505867	2125297	5.406942292
505967	2125297	5.418391654
506067	2125297	5.429881411
506167	2125297	5.441411305
506267	2125297	5.452981082
501767	2125397	4.959903274
501867	2125397	4.96949018
501967	2125397	4.979129089
502067	2125397	4.988819697
502167	2125397	4.998561701
502267	2125397	5.008354799
502367	2125397	5.01819869
502467	2125397	5.028093073
502567	2125397	5.038037648
502667	2125397	5.048032118
502767	2125397	5.058076183
502867	2125397	5.068169547
502967	2125397	5.078311914
503067	2125397	5.088502988
503167	2125397	5.098742474
503267	2125397	5.109030081
503367	2125397	5.119365515
503467	2125397	5.129748486
503567	2125397	5.140178702
503667	2125397	5.150655876
503767	2125397	5.161179718
503867	2125397	5.171749942
503967	2125397	5.182366262
504067	2125397	5.193028393
504167	2125397	5.203736051
504267	2125397	5.214488955
504367	2125397	5.225286822
504467	2125397	5.236129373
504567	2125397	5.247016329
504667	2125397	5.257947411
504767	2125397	5.268922344
504867	2125397	5.279940852
504967	2125397	5.291002662
505067	2125397	5.3021075
505167	2125397	5.313255094
505267	2125397	5.324445175
505367	2125397	5.335677474
505467	2125397	5.346951723
505567	2125397	5.358267656
505667	2125397	5.369625007
505767	2125397	5.381023513
505867	2125397	5.392462911
505967	2125397	5.403942941
506067	2125397	5.415463342
506167	2125397	5.427023856
506267	2125397	5.438624226
501667	2125497	4.934620746
501767	2125497	4.944185716
501867	2125497	4.953803042
501967	2125497	4.963472418
502067	2125497	4.973193539
502167	2125497	4.982966098
502267	2125497	4.992789792
502367	2125497	5.002664318
502467	2125497	5.012589372
502567	2125497	5.022564653
502667	2125497	5.03258986
502767	2125497	5.042664693
502867	2125497	5.052788852
502967	2125497	5.06296204
503067	2125497	5.073183959
503167	2125497	5.083454313
503267	2125497	5.093772806
503367	2125497	5.104139145
503467	2125497	5.114553037
503567	2125497	5.125014189
503667	2125497	5.13552231
503767	2125497	5.14607711
503867	2125497	5.1566783
503967	2125497	5.167325594
504067	2125497	5.178018704
504167	2125497	5.188757345
504267	2125497	5.199541232
504367	2125497	5.210370084
504467	2125497	5.221243617
504567	2125497	5.232161552
504667	2125497	5.243123609
504767	2125497	5.25412951
504867	2125497	5.265178979
504967	2125497	5.276271739
505067	2125497	5.287407516
505167	2125497	5.298586038
505267	2125497	5.309807033
505367	2125497	5.32107023
505467	2125497	5.33237536
505567	2125497	5.343722156
505667	2125497	5.355110351
505767	2125497	5.366539679
505867	2125497	5.378009878
505967	2125497	5.389520685
506067	2125497	5.401071839
506167	2125497	5.41266308
501567	2125597	4.90935097
501667	2125597	4.91889375
501767	2125597	4.928489245
501867	2125597	4.938137146
501967	2125597	4.947837143
502067	2125597	4.957588929
502167	2125597	4.967392196
502267	2125597	4.977246637
502367	2125597	4.987151947
502467	2125597	4.997107822
502567	2125597	5.007113956
502667	2125597	5.017170047
502767	2125597	5.027275793
502867	2125597	5.037430893
502967	2125597	5.047635045
503067	2125597	5.057887952
503167	2125597	5.068189315
503267	2125597	5.078538836
503367	2125597	5.088936219
503467	2125597	5.09938117
503567	2125597	5.109873394
503667	2125597	5.120412599
503767	2125597	5.130998493
503867	2125597	5.141630784
503967	2125597	5.152309184
504067	2125597	5.163033405
504167	2125597	5.173803158
504267	2125597	5.184618159
504367	2125597	5.195478123
504467	2125597	5.206382766
504567	2125597	5.217331807
504667	2125597	5.228324963
504767	2125597	5.239361956
504867	2125597	5.250442507
504967	2125597	5.261566339
505067	2125597	5.272733176
505167	2125597	5.283942744
505267	2125597	5.29519477
505367	2125597	5.306488982
505467	2125597	5.317825109
505567	2125597	5.329202882
505667	2125597	5.340622033
505767	2125597	5.352082297
505867	2125597	5.363583407
505967	2125597	5.375125101
506067	2125597	5.386707115
506167	2125597	5.39832919
501467	2125697	4.884094139
501567	2125697	4.893614473
501667	2125697	4.903187885
501767	2125697	4.912814062
501867	2125697	4.922492693
501967	2125697	4.932223466
502067	2125697	4.94200607
502167	2125697	4.951840197
502267	2125697	4.961725537
502367	2125697	4.971661782
502467	2125697	4.981648626
502567	2125697	4.991685762
502667	2125697	5.001772885
502767	2125697	5.011909691
502867	2125697	5.022095876
502967	2125697	5.032331138
503067	2125697	5.042615176
503167	2125697	5.052947689
503267	2125697	5.063328379
503367	2125697	5.073756947
503467	2125697	5.084233096
503567	2125697	5.094756531
503667	2125697	5.105326956
503767	2125697	5.115944078
503867	2125697	5.126607605
503967	2125697	5.137317245
504067	2125697	5.148072708
504167	2125697	5.158873705
504267	2125697	5.169719949
504367	2125697	5.180611154
504467	2125697	5.191547034
504567	2125697	5.202527306
504667	2125697	5.213551687
504767	2125697	5.224619895
504867	2125697	5.235731652
504967	2125697	5.246886677
505067	2125697	5.258084694
505167	2125697	5.269325428
505267	2125697	5.280608602
505367	2125697	5.291933945
505467	2125697	5.303301184
505567	2125697	5.314710049
505667	2125697	5.32616027
505767	2125697	5.33765158
505867	2125697	5.349183712
505967	2125697	5.360756402
506067	2125697	5.372369386
506167	2125697	5.384022401
501367	2125797	4.858850454
501467	2125797	4.868348081
501567	2125797	4.877899152
501667	2125797	4.887503354
501767	2125797	4.89716037
501867	2125797	4.906869887
501967	2125797	4.91663159
502067	2125797	4.926445168
502167	2125797	4.936310307
502267	2125797	4.946226698
502367	2125797	4.95619403
502467	2125797	4.966211994
502567	2125797	4.97628028
502667	2125797	4.986398583
502767	2125797	4.996566596
502867	2125797	5.006784012
502967	2125797	5.017050529
503067	2125797	5.027365841
503167	2125797	5.037729648
503267	2125797	5.048141648
503367	2125797	5.058601541
503467	2125797	5.069109028
503567	2125797	5.079663811
503667	2125797	5.090265593
503767	2125797	5.10091408
503867	2125797	5.111608976
503967	2125797	5.12234999
504067	2125797	5.133136828
504167	2125797	5.1439692
504267	2125797	5.154846818
504367	2125797	5.165769392
504467	2125797	5.176736637
504567	2125797	5.187748267
504667	2125797	5.198803997
504767	2125797	5.209903545
504867	2125797	5.221046629
504967	2125797	5.232232969
505067	2125797	5.243462287
505167	2125797	5.254734305
505267	2125797	5.266048746
505367	2125797	5.277405337
505467	2125797	5.288803803
505567	2125797	5.300243874
505667	2125797	5.311725278
505767	2125797	5.323247746
505867	2125797	5.334811011
505967	2125797	5.346414806
506067	2125797	5.358058867
506167	2125797	5.369742929
501367	2125897	4.843094771
501467	2125897	4.852623242
501567	2125897	4.862205211
501667	2125897	4.871840361
501767	2125897	4.881528374
501867	2125897	4.891268933
501967	2125897	4.901061723
502067	2125897	4.910906428
502167	2125897	4.920802735
502267	2125897	4.93075033
502367	2125897	4.9407489
502467	2125897	4.950798134
502567	2125897	4.960897721
502667	2125897	4.971047352
502767	2125897	4.981246719
502867	2125897	4.991495514
502967	2125897	5.00179343
503067	2125897	5.012140162
503167	2125897	5.022535405
503267	2125897	5.032978857
503367	2125897	5.043470216
503467	2125897	5.05400918
503567	2125897	5.06459545
503667	2125897	5.075228727
503767	2125897	5.085908715
503867	2125897	5.096635116
503967	2125897	5.107407636
504067	2125897	5.118225982
504167	2125897	5.129089861
504267	2125897	5.139998982
504367	2125897	5.150953055
504467	2125897	5.161951792
504567	2125897	5.172994906
504667	2125897	5.184082111
504767	2125897	5.195213123
504867	2125897	5.206387658
504967	2125897	5.217605435
505067	2125897	5.228866173
505167	2125897	5.240169595
505267	2125897	5.251515421
505367	2125897	5.262903376
505467	2125897	5.274333186
505567	2125897	5.285804576
505667	2125897	5.297317276
505767	2125897	5.308871014
505867	2125897	5.320465521
505967	2125897	5.332100531
506067	2125897	5.343775777
506167	2125897	5.355490995
501267	2125997	4.817854749
501367	2125997	4.827360352
501467	2125997	4.836919828
501567	2125997	4.846532855
501667	2125997	4.856199113
501767	2125997	4.865918281
501867	2125997	4.875690041
501967	2125997	4.885514074
502067	2125997	4.895390062
502167	2125997	4.90531769
502267	2125997	4.915296642
502367	2125997	4.925326603
502467	2125997	4.935407259
502567	2125997	4.945538297
502667	2125997	4.955719406
502767	2125997	4.965950275
502867	2125997	4.976230595
502967	2125997	4.986560056
503067	2125997	4.996938352
503167	2125997	5.007365176
503267	2125997	5.017840223
503367	2125997	5.028363188
503467	2125997	5.03893377
503567	2125997	5.049551666
503667	2125997	5.060216576
503767	2125997	5.0709282
503867	2125997	5.081686242
503967	2125997	5.092490403
504067	2125997	5.103340389
504167	2125997	5.114235906
504267	2125997	5.125176661
504367	2125997	5.136162362
504467	2125997	5.14719272
504567	2125997	5.158267445
504667	2125997	5.16938625
504767	2125997	5.18054885
504867	2125997	5.191754959
504967	2125997	5.203004294
505067	2125997	5.214296574
505167	2125997	5.225631518
505267	2125997	5.237008847
505367	2125997	5.248428284
505467	2125997	5.259889552
505567	2125997	5.271392376
505667	2125997	5.282936484
505767	2125997	5.294521604
505867	2125997	5.306147465
505967	2125997	5.317813799
506067	2125997	5.329520338
501267	2126097	4.802110687
501367	2126097	4.811647404
501467	2126097	4.821238047
501567	2126097	4.830882293
501667	2126097	4.840579819
501767	2126097	4.850330302
501867	2126097	4.86013342
501967	2126097	4.869988853
502067	2126097	4.879896282
502167	2126097	4.889855386
502267	2126097	4.899865849
502367	2126097	4.909927354
502467	2126097	4.920039583
502567	2126097	4.930202224
502667	2126097	4.94041496
502767	2126097	4.950677481
502867	2126097	4.960989473
502967	2126097	4.971350626
503067	2126097	4.981760631
503167	2126097	4.992219179
503267	2126097	5.002725964
503367	2126097	5.013280678
503467	2126097	5.023883017
503567	2126097	5.034532678
503667	2126097	5.045229359
503767	2126097	5.055972757
503867	2126097	5.066762575
503967	2126097	5.077598512
504067	2126097	5.088480272
504167	2126097	5.099407558
504267	2126097	5.110380078
504367	2126097	5.121397536
504467	2126097	5.132459642
504567	2126097	5.143566106
504667	2126097	5.154716637
504767	2126097	5.165910949
504867	2126097	5.177148755
504967	2126097	5.18842977
505067	2126097	5.199753712
505167	2126097	5.211120298
505267	2126097	5.222529248
505367	2126097	5.233980283
505467	2126097	5.245473125
505567	2126097	5.257007498
505667	2126097	5.268583127
505767	2126097	5.28019974
505867	2126097	5.291857066
505967	2126097	5.303554832
506067	2126097	5.315292772
501167	2126197	4.776874452
501267	2126197	4.78638814
501367	2126197	4.795956135
501467	2126197	4.805578109
501567	2126197	4.815253736
501667	2126197	4.824982691
501767	2126197	4.834764648
501867	2126197	4.844599284
501967	2126197	4.854486276
502067	2126197	4.864425301
502167	2126197	4.874416038
502267	2126197	4.884458167
502367	2126197	4.894551369
502467	2126197	4.904695325
502567	2126197	4.914889719
502667	2126197	4.925134233
502767	2126197	4.935428554
502867	2126197	4.945772367
502967	2126197	4.956165359
503067	2126197	4.966607218
503167	2126197	4.977097635
503267	2126197	4.9876363
503367	2126197	4.998222906
503467	2126197	5.008857144
503567	2126197	5.01953871
503667	2126197	5.030267299
503767	2126197	5.041042609
503867	2126197	5.051864338
503967	2126197	5.062732185
504067	2126197	5.073645852
504167	2126197	5.084605041
504267	2126197	5.095609456
504367	2126197	5.106658801
504467	2126197	5.117752784
504567	2126197	5.128891113
504667	2126197	5.140073496
504767	2126197	5.151299645
504867	2126197	5.162569271
504967	2126197	5.173882089
505067	2126197	5.185237813
505167	2126197	5.19663616
505267	2126197	5.208076849
505367	2126197	5.219559598
505467	2126197	5.23108413
505567	2126197	5.242650165
505667	2126197	5.254257429
505767	2126197	5.265905648
505867	2126197	5.277594547
505967	2126197	5.289323856
506067	2126197	5.301093305
501067	2126297	4.75165186
501167	2126297	4.761142244
501267	2126297	4.77068732
501367	2126297	4.780286757
501467	2126297	4.789940226
501567	2126297	4.799647397
501667	2126297	4.809407942
501767	2126297	4.819221535
501867	2126297	4.829087849
501967	2126297	4.839006557
502067	2126297	4.848977336
502167	2126297	4.858999863
502267	2126297	4.869073814
502367	2126297	4.879198867
502467	2126297	4.889374703
502567	2126297	4.899601002
502667	2126297	4.909877446
