x	y	car_pre_tot
499167	2130897	3.853734908
499267	2130897	3.863707735
499367	2130897	3.873745847
499467	2130897	3.883848723
499567	2130897	3.894015844
499667	2130897	3.904246691
499767	2130897	3.91454075
499867	2130897	3.924897509
499967	2130897	3.935316455
500067	2130897	3.945797083
500167	2130897	3.956338885
500267	2130897	3.966941359
500367	2130897	3.977604004
500467	2130897	3.988326324
500567	2130897	3.999107822
500667	2130897	4.009948007
500767	2130897	4.020846389
500867	2130897	4.031802482
500967	2130897	4.042815802
501067	2130897	4.053885868
501167	2130897	4.065012203
501267	2130897	4.076194332
501367	2130897	4.087431784
501467	2130897	4.09872409
501567	2130897	4.110070784
501667	2130897	4.121471404
501767	2130897	4.132925492
501867	2130897	4.144432591
501967	2130897	4.155992249
502067	2130897	4.167604016
502167	2130897	4.179267446
502267	2130897	4.190982096
502367	2130897	4.202747527
502467	2130897	4.214563301
502567	2130897	4.226428987
502667	2130897	4.238344153
502767	2130897	4.250308375
502867	2130897	4.262321227
502967	2130897	4.274382292
503067	2130897	4.286491151
503167	2130897	4.298647392
503267	2130897	4.310850606
503367	2130897	4.323100385
503467	2130897	4.335396326
503567	2130897	4.34773803
503667	2130897	4.360125099
503767	2130897	4.372557141
503867	2130897	4.385033765
503967	2130897	4.397554586
504067	2130897	4.410119218
504167	2130897	4.422727284
504267	2130897	4.435378404
504367	2130897	4.448072207
504467	2130897	4.460808321
504567	2130897	4.47358638
504667	2130897	4.486406019
504767	2130897	4.499266878
504867	2130897	4.512168599
504967	2130897	4.525110828
505067	2130897	4.538093215
505167	2130897	4.55111541
505267	2130897	4.564177069
505367	2130897	4.57727785
505467	2130897	4.590417415
505567	2130897	4.603595428
505667	2130897	4.616811556
505767	2130897	4.63006547
505867	2130897	4.643356843
505967	2130897	4.656685352
506067	2130897	4.670050677
506167	2130897	4.683452499
506267	2130897	4.696890505
506367	2130897	4.710364382
506467	2130897	4.723873822
486367	2130997	3.268999395
486467	2130997	3.267099908
487367	2130997	3.254683475
487467	2130997	3.253826256
487567	2130997	3.253073935
487667	2130997	3.252426603
487767	2130997	3.251884345
487867	2130997	3.251447237
487967	2130997	3.251115349
488067	2130997	3.250888742
488167	2130997	3.250767468
488267	2130997	3.250751573
488367	2130997	3.250841094
488467	2130997	3.251036059
488567	2130997	3.251336489
488667	2130997	3.251742396
488767	2130997	3.252253784
488867	2130997	3.252870648
488967	2130997	3.253592975
489067	2130997	3.254420742
489167	2130997	3.255353921
489267	2130997	3.256392471
489367	2130997	3.257536344
489467	2130997	3.258785484
489567	2130997	3.260139825
489667	2130997	3.261599293
489767	2130997	3.263163803
489867	2130997	3.264833264
489967	2130997	3.266607574
490067	2130997	3.268486623
490167	2130997	3.27047029
490267	2130997	3.272558446
490367	2130997	3.274750955
490467	2130997	3.277047668
490567	2130997	3.27944843
490667	2130997	3.281953074
490767	2130997	3.284561426
490867	2130997	3.287273303
490967	2130997	3.29008851
491067	2130997	3.293006847
491167	2130997	3.296028101
491267	2130997	3.299152053
491367	2130997	3.302378472
491467	2130997	3.30570712
491567	2130997	3.30913775
491667	2130997	3.312670105
491767	2130997	3.316303919
491867	2130997	3.320038919
491967	2130997	3.323874821
492067	2130997	3.327811334
492167	2130997	3.331848157
492267	2130997	3.335984982
492367	2130997	3.34022149
492467	2130997	3.344557357
492567	2130997	3.348992248
492667	2130997	3.353525821
492767	2130997	3.358157726
492867	2130997	3.362887605
492967	2130997	3.367715092
493067	2130997	3.372639813
493167	2130997	3.377661387
493267	2130997	3.382779426
493367	2130997	3.387993533
493467	2130997	3.393303305
493567	2130997	3.398708333
493667	2130997	3.4042082
493767	2130997	3.409802481
493867	2130997	3.415490747
493967	2130997	3.421272561
494067	2130997	3.427147481
494167	2130997	3.433115058
494267	2130997	3.439174837
494367	2130997	3.445326357
494467	2130997	3.451569154
494567	2130997	3.457902755
494667	2130997	3.464326685
494767	2130997	3.470840461
494867	2130997	3.477443599
494967	2130997	3.484135606
495067	2130997	3.490915988
495167	2130997	3.497784246
495267	2130997	3.504739875
495367	2130997	3.511782368
495467	2130997	3.518911215
495567	2130997	3.526125899
495667	2130997	3.533425904
495767	2130997	3.540810709
495867	2130997	3.548279788
495967	2130997	3.555832615
496067	2130997	3.56346866
496167	2130997	3.571187393
496267	2130997	3.578988277
496367	2130997	3.586870778
496467	2130997	3.594834356
496567	2130997	3.602878472
496667	2130997	3.611002585
496767	2130997	3.619206151
496867	2130997	3.627488627
496967	2130997	3.635849467
497067	2130997	3.644288126
497167	2130997	3.652804057
497267	2130997	3.661396712
497367	2130997	3.670065543
497467	2130997	3.678810003
497567	2130997	3.687629544
497667	2130997	3.696523617
497767	2130997	3.705491675
497867	2130997	3.71453317
497967	2130997	3.723647554
498067	2130997	3.732834282
498167	2130997	3.742092806
498267	2130997	3.751422583
498367	2130997	3.760823067
498467	2130997	3.770293717
498567	2130997	3.779833989
498667	2130997	3.789443343
498767	2130997	3.799121241
498867	2130997	3.808867144
498967	2130997	3.818680516
499067	2130997	3.828560823
499167	2130997	3.838507532
499267	2130997	3.848520113
499367	2130997	3.858598037
499467	2130997	3.868740777
499567	2130997	3.878947809
499667	2130997	3.88921861
499767	2130997	3.899552661
499867	2130997	3.909949444
499967	2130997	3.920408444
500067	2130997	3.930929148
500167	2130997	3.941511047
500267	2130997	3.952153633
500367	2130997	3.962856401
500467	2130997	3.973618849
500567	2130997	3.984440479
500667	2130997	3.995320794
500767	2130997	4.006259301
500867	2130997	4.017255509
500967	2130997	4.028308931
501067	2130997	4.039419083
501167	2130997	4.050585484
501267	2130997	4.061807654
501367	2130997	4.07308512
501467	2130997	4.08441741
501567	2130997	4.095804054
501667	2130997	4.107244588
501767	2130997	4.118738548
501867	2130997	4.130285477
501967	2130997	4.141884918
502067	2130997	4.15353642
502167	2130997	4.165239532
502267	2130997	4.17699381
502367	2130997	4.188798811
502467	2130997	4.200654097
502567	2130997	4.212559231
502667	2130997	4.224513781
502767	2130997	4.236517318
502867	2130997	4.248569418
502967	2130997	4.260669657
503067	2130997	4.272817617
503167	2130997	4.285012883
503267	2130997	4.297255043
503367	2130997	4.309543689
503467	2130997	4.321878414
503567	2130997	4.334258818
503667	2130997	4.346684502
503767	2130997	4.359155071
503867	2130997	4.371670133
503967	2130997	4.3842293
504067	2130997	4.396832187
504167	2130997	4.409478412
504267	2130997	4.422167597
504367	2130997	4.434899367
504467	2130997	4.44767335
504567	2130997	4.460489177
504667	2130997	4.473346485
504767	2130997	4.48624491
504867	2130997	4.499184093
504967	2130997	4.51216368
505067	2130997	4.525183318
505167	2130997	4.538242659
505267	2130997	4.551341355
505367	2130997	4.564479065
505467	2130997	4.577655448
505567	2130997	4.590870169
505667	2130997	4.604122893
505767	2130997	4.617413291
505867	2130997	4.630741035
505967	2130997	4.644105801
506067	2130997	4.657507268
506167	2130997	4.670945118
506267	2130997	4.684419034
506367	2130997	4.697928706
506467	2130997	4.711473823
506567	2130997	4.725054079
506667	2130997	4.738669171
506767	2130997	4.752318798
486267	2131097	3.253244484
487167	2131097	3.238876809
487267	2131097	3.237804006
487367	2131097	3.236836407
487467	2131097	3.235974122
487567	2131097	3.235217252
487667	2131097	3.234565892
487767	2131097	3.234020128
487867	2131097	3.233580038
487967	2131097	3.233245695
488067	2131097	3.23301716
488167	2131097	3.232894489
488267	2131097	3.232877727
488367	2131097	3.232966915
488467	2131097	3.233162081
488567	2131097	3.233463248
488667	2131097	3.233870429
488767	2131097	3.234383629
488867	2131097	3.235002844
488967	2131097	3.235728063
489067	2131097	3.236559263
489167	2131097	3.237496417
489267	2131097	3.238539484
489367	2131097	3.239688418
489467	2131097	3.240943162
489567	2131097	3.242303651
489667	2131097	3.24376981
489767	2131097	3.245341557
489867	2131097	3.247018797
489967	2131097	3.24880143
490067	2131097	3.250689345
490167	2131097	3.25268242
490267	2131097	3.254780528
490367	2131097	3.256983528
490467	2131097	3.259291272
490567	2131097	3.261703604
490667	2131097	3.264220356
490767	2131097	3.266841352
490867	2131097	3.269566407
490967	2131097	3.272395325
491067	2131097	3.275327904
491167	2131097	3.278363928
491267	2131097	3.281503176
491367	2131097	3.284745416
491467	2131097	3.288090406
491567	2131097	3.291537896
491667	2131097	3.295087627
491767	2131097	3.29873933
491867	2131097	3.302492727
491967	2131097	3.306347533
492067	2131097	3.310303452
492167	2131097	3.314360179
492267	2131097	3.318517403
492367	2131097	3.322774801
492467	2131097	3.327132044
492567	2131097	3.331588793
492667	2131097	3.336144702
492767	2131097	3.340799416
492867	2131097	3.345552572
492967	2131097	3.350403799
493067	2131097	3.355352718
493167	2131097	3.360398943
493267	2131097	3.365542081
493367	2131097	3.370781729
493467	2131097	3.376117479
493567	2131097	3.381548916
493667	2131097	3.387075616
493767	2131097	3.39269715
493867	2131097	3.398413083
493967	2131097	3.40422297
494067	2131097	3.410126364
494167	2131097	3.416122809
494267	2131097	3.422211844
494367	2131097	3.428393003
494467	2131097	3.434665813
494567	2131097	3.441029796
494667	2131097	3.447484469
494767	2131097	3.454029345
494867	2131097	3.460663929
494967	2131097	3.467387724
495067	2131097	3.474200229
495167	2131097	3.481100937
495267	2131097	3.488089337
495367	2131097	3.495164914
495467	2131097	3.502327151
495567	2131097	3.509575526
495667	2131097	3.516909513
495767	2131097	3.524328585
495867	2131097	3.53183221
495967	2131097	3.539419854
496067	2131097	3.547090981
496167	2131097	3.554845051
496267	2131097	3.562681523
496367	2131097	3.570599854
496467	2131097	3.578599498
496567	2131097	3.58667991
496667	2131097	3.594840539
496767	2131097	3.603080837
496867	2131097	3.611400252
496967	2131097	3.619798233
497067	2131097	3.628274227
497167	2131097	3.63682768
497267	2131097	3.645458037
497367	2131097	3.654164746
497467	2131097	3.662947251
497567	2131097	3.671804997
497667	2131097	3.68073743
497767	2131097	3.689743995
497867	2131097	3.698824139
497967	2131097	3.707977307
498067	2131097	3.717202948
498167	2131097	3.726500509
498267	2131097	3.735869438
498367	2131097	3.745309186
498467	2131097	3.754819204
498567	2131097	3.764398944
498667	2131097	3.774047859
498767	2131097	3.783765404
498867	2131097	3.793551037
498967	2131097	3.803404216
499067	2131097	3.8133244
499167	2131097	3.823311052
499267	2131097	3.833363636
499367	2131097	3.843481617
499467	2131097	3.853664466
499567	2131097	3.863911651
499667	2131097	3.874222645
499767	2131097	3.884596925
499867	2131097	3.895033967
499967	2131097	3.905533251
500067	2131097	3.916094262
500167	2131097	3.926716484
500267	2131097	3.937399405
500367	2131097	3.948142517
500467	2131097	3.958945313
500567	2131097	3.96980729
500667	2131097	3.980727948
500767	2131097	3.99170679
500867	2131097	4.002743322
500967	2131097	4.013837051
501067	2131097	4.024987491
501167	2131097	4.036194156
501267	2131097	4.047456565
501367	2131097	4.05877424
501467	2131097	4.070146704
501567	2131097	4.081573486
501667	2131097	4.093054118
501767	2131097	4.104588134
501867	2131097	4.116175072
501967	2131097	4.127814474
502067	2131097	4.139505884
502167	2131097	4.15124885
502267	2131097	4.163042925
502367	2131097	4.174887662
502467	2131097	4.186782621
502567	2131097	4.198727364
502667	2131097	4.210721455
502767	2131097	4.222764463
502867	2131097	4.234855961
502967	2131097	4.246995525
503067	2131097	4.259182732
503167	2131097	4.271417167
503267	2131097	4.283698415
503367	2131097	4.296026065
503467	2131097	4.308399711
503567	2131097	4.320818948
503667	2131097	4.333283377
503767	2131097	4.345792601
503867	2131097	4.358346226
503967	2131097	4.370943862
504067	2131097	4.383585123
504167	2131097	4.396269626
504267	2131097	4.408996991
504367	2131097	4.421766841
504467	2131097	4.434578803
504567	2131097	4.447432508
504667	2131097	4.460327589
504767	2131097	4.473263683
504867	2131097	4.486240429
504967	2131097	4.499257472
505067	2131097	4.512314459
505167	2131097	4.525411038
505267	2131097	4.538546863
505367	2131097	4.55172159
505467	2131097	4.564934879
505567	2131097	4.578186393
505667	2131097	4.591475796
505767	2131097	4.604802759
505867	2131097	4.618166952
505967	2131097	4.631568052
506067	2131097	4.645005735
506167	2131097	4.658479684
506267	2131097	4.671989582
506367	2131097	4.685535116
506467	2131097	4.699115977
506567	2131097	4.712731857
506667	2131097	4.726382453
506767	2131097	4.740067463
486067	2131197	3.239859881
486167	2131197	3.237627457
487067	2131197	3.222237491
487167	2131197	3.221052911
487267	2131197	3.219973934
487367	2131197	3.219000678
487467	2131197	3.218133255
487567	2131197	3.21737177
487667	2131197	3.216716318
487767	2131197	3.21616699
487867	2131197	3.215723864
487967	2131197	3.215387015
488067	2131197	3.215156506
488167	2131197	3.215032395
488267	2131197	3.21501473
488367	2131197	3.215103551
488467	2131197	3.215298889
488567	2131197	3.215600769
488667	2131197	3.216009204
488767	2131197	3.216524201
488867	2131197	3.217145758
488967	2131197	3.217873863
489067	2131197	3.218708496
489167	2131197	3.219649629
489267	2131197	3.220697223
489367	2131197	3.221851232
489467	2131197	3.2231116
489567	2131197	3.224478261
489667	2131197	3.225951142
489767	2131197	3.227530159
489867	2131197	3.229215219
489967	2131197	3.23100622
490067	2131197	3.232903051
490167	2131197	3.234905592
490267	2131197	3.237013711
490367	2131197	3.239227269
490467	2131197	3.241546118
490567	2131197	3.243970097
490667	2131197	3.24649904
490767	2131197	3.249132769
490867	2131197	3.251871096
490967	2131197	3.254713825
491067	2131197	3.257660751
491167	2131197	3.260711656
491267	2131197	3.263866317
491367	2131197	3.267124498
491467	2131197	3.270485957
491567	2131197	3.27395044
491667	2131197	3.277517684
491767	2131197	3.281187419
491867	2131197	3.284959363
491967	2131197	3.288833226
492067	2131197	3.292808709
492167	2131197	3.296885505
492267	2131197	3.301063297
492367	2131197	3.305341759
492467	2131197	3.309720557
492567	2131197	3.314199349
492667	2131197	3.318777782
492767	2131197	3.323455499
492867	2131197	3.32823213
492967	2131197	3.3331073
493067	2131197	3.338080625
493167	2131197	3.343151713
493267	2131197	3.348320166
493367	2131197	3.353585575
493467	2131197	3.358947527
493567	2131197	3.3644056
493667	2131197	3.369959366
493767	2131197	3.375608389
493867	2131197	3.381352227
493967	2131197	3.38719043
494067	2131197	3.393122544
494167	2131197	3.399148107
494267	2131197	3.405266651
494367	2131197	3.411477704
494467	2131197	3.417780785
494567	2131197	3.424175411
494667	2131197	3.430661091
494767	2131197	3.437237331
494867	2131197	3.44390363
494967	2131197	3.450659484
495067	2131197	3.457504384
495167	2131197	3.464437815
495267	2131197	3.471459262
495367	2131197	3.478568201
495467	2131197	3.485764108
495567	2131197	3.493046453
495667	2131197	3.500414704
495767	2131197	3.507868327
495867	2131197	3.515406781
495967	2131197	3.523029526
496067	2131197	3.530736019
496167	2131197	3.538525712
496267	2131197	3.546398058
496367	2131197	3.554352506
496467	2131197	3.562388503
496567	2131197	3.570505496
496667	2131197	3.578702929
496767	2131197	3.586980244
496867	2131197	3.595336885
496967	2131197	3.603772292
497067	2131197	3.612285906
497167	2131197	3.620877165
497267	2131197	3.629545509
497367	2131197	3.638290377
497467	2131197	3.647111208
497567	2131197	3.65600744
497667	2131197	3.664978512
497767	2131197	3.674023863
497867	2131197	3.683142933
497967	2131197	3.692335162
498067	2131197	3.70159999
498167	2131197	3.710936859
498267	2131197	3.720345212
498367	2131197	3.729824492
498467	2131197	3.739374146
498567	2131197	3.748993618
498667	2131197	3.758682357
498767	2131197	3.768439811
498867	2131197	3.778265433
498967	2131197	3.788158675
499067	2131197	3.798118991
499167	2131197	3.808145838
499267	2131197	3.818238675
499367	2131197	3.828396963
499467	2131197	3.838620164
499567	2131197	3.848907745
499667	2131197	3.859259174
499767	2131197	3.869673919
499867	2131197	3.880151456
499967	2131197	3.890691258
500067	2131197	3.901292805
500167	2131197	3.911955577
500267	2131197	3.922679059
500367	2131197	3.933462736
500467	2131197	3.944306099
500567	2131197	3.95520864
500667	2131197	3.966169855
500767	2131197	3.977189243
500867	2131197	3.988266306
500967	2131197	3.999400548
501067	2131197	4.010591478
501167	2131197	4.021838608
501267	2131197	4.033141452
501367	2131197	4.044499528
501467	2131197	4.055912358
501567	2131197	4.067379467
501667	2131197	4.078900382
501767	2131197	4.090474636
501867	2131197	4.102101763
501967	2131197	4.113781301
502067	2131197	4.125512794
502167	2131197	4.137295785
502267	2131197	4.149129824
502367	2131197	4.161014463
502467	2131197	4.172949258
502567	2131197	4.184933769
502667	2131197	4.196967558
502767	2131197	4.209050191
502867	2131197	4.221181239
502967	2131197	4.233360275
503067	2131197	4.245586876
503167	2131197	4.257860622
503267	2131197	4.270181098
503367	2131197	4.282547891
503467	2131197	4.294960591
503567	2131197	4.307418794
503667	2131197	4.319922098
503767	2131197	4.332470103
503867	2131197	4.345062416
503967	2131197	4.357698643
504067	2131197	4.370378398
504167	2131197	4.383101295
504267	2131197	4.395866954
504367	2131197	4.408674995
504467	2131197	4.421525046
504567	2131197	4.434416735
504667	2131197	4.447349694
504767	2131197	4.460323558
504867	2131197	4.473337968
504967	2131197	4.486392564
505067	2131197	4.499486993
505167	2131197	4.512620903
505267	2131197	4.525793947
505367	2131197	4.53900578
505467	2131197	4.552256061
505567	2131197	4.565544451
505667	2131197	4.578870615
505767	2131197	4.592234221
505867	2131197	4.605634941
505967	2131197	4.619072448
506067	2131197	4.632546421
506167	2131197	4.64605654
506267	2131197	4.659602488
506367	2131197	4.673183951
506467	2131197	4.68680062
506567	2131197	4.700452187
506667	2131197	4.714138347
506767	2131197	4.727858799
485867	2131297	3.226951343
485967	2131297	3.224498707
486067	2131297	3.222150164
486167	2131297	3.219905922
486767	2131297	3.208641524
486867	2131297	3.207132614
486967	2131297	3.205729414
487067	2131297	3.20443207
487167	2131297	3.203240717
487267	2131297	3.202155485
487367	2131297	3.201176496
487467	2131297	3.200303864
487567	2131297	3.199537695
487667	2131297	3.198878089
487767	2131297	3.198325135
487867	2131297	3.197878917
487967	2131297	3.19753951
488067	2131297	3.197306981
488167	2131297	3.197181387
488267	2131297	3.197162778
488367	2131297	3.197251198
488467	2131297	3.197446679
488567	2131297	3.197749245
488667	2131297	3.198158914
488767	2131297	3.198675692
488867	2131297	3.199299579
488967	2131297	3.200030564
489067	2131297	3.200868628
489167	2131297	3.201813744
489267	2131297	3.202865873
489367	2131297	3.20402497
489467	2131297	3.20529098
489567	2131297	3.206663837
489667	2131297	3.208143468
489767	2131297	3.20972979
489867	2131297	3.211422709
489967	2131297	3.213222124
490067	2131297	3.215127922
490167	2131297	3.217139983
490267	2131297	3.219258175
490367	2131297	3.221482358
490467	2131297	3.223812383
490567	2131297	3.226248088
490667	2131297	3.228789305
490767	2131297	3.231435856
490867	2131297	3.23418755
490967	2131297	3.23704419
491067	2131297	3.240005567
491167	2131297	3.243071465
491267	2131297	3.246241655
491367	2131297	3.249515901
491467	2131297	3.252893957
491567	2131297	3.256375566
491667	2131297	3.259960463
491767	2131297	3.263648373
491867	2131297	3.267439013
491967	2131297	3.271332088
492067	2131297	3.275327297
492167	2131297	3.279424327
492267	2131297	3.283622858
492367	2131297	3.28792256
492467	2131297	3.292323094
492567	2131297	3.296824114
492667	2131297	3.301425263
492767	2131297	3.306126178
492867	2131297	3.310926484
492967	2131297	3.315825803
493067	2131297	3.320823743
493167	2131297	3.325919908
493267	2131297	3.331113894
493367	2131297	3.336405287
493467	2131297	3.341793668
493567	2131297	3.347278609
493667	2131297	3.352859675
493767	2131297	3.358536425
493867	2131297	3.36430841
493967	2131297	3.370175175
494067	2131297	3.376136258
494167	2131297	3.382191191
494267	2131297	3.3883395
494367	2131297	3.394580704
494467	2131297	3.400914319
494567	2131297	3.407339851
494667	2131297	3.413856805
494767	2131297	3.420464678
494867	2131297	3.427162964
494967	2131297	3.43395115
495067	2131297	3.44082872
495167	2131297	3.447795154
495267	2131297	3.454849926
495367	2131297	3.461992508
495467	2131297	3.469222367
495567	2131297	3.476538966
495667	2131297	3.483941767
495767	2131297	3.491430225
495867	2131297	3.499003796
495967	2131297	3.50666193
496067	2131297	3.514404077
496167	2131297	3.522229683
496267	2131297	3.530138191
496367	2131297	3.538129045
496467	2131297	3.546201685
496567	2131297	3.554355549
496667	2131297	3.562590074
496767	2131297	3.570904697
496867	2131297	3.579298852
496967	2131297	3.587771974
497067	2131297	3.596323494
497167	2131297	3.604952847
497267	2131297	3.613659464
497367	2131297	3.622442778
497467	2131297	3.631302219
497567	2131297	3.64023722
497667	2131297	3.649247213
497767	2131297	3.658331631
497867	2131297	3.667489906
497967	2131297	3.676721472
498067	2131297	3.686025763
498167	2131297	3.695402215
498267	2131297	3.704850265
498367	2131297	3.714369349
498467	2131297	3.723958907
498567	2131297	3.733618378
498667	2131297	3.743347206
498767	2131297	3.753144833
498867	2131297	3.763010704
498967	2131297	3.772944268
499067	2131297	3.782944972
499167	2131297	3.793012268
499267	2131297	3.80314561
499367	2131297	3.813344452
499467	2131297	3.823608254
499567	2131297	3.833936475
499667	2131297	3.844328579
499767	2131297	3.85478403
499867	2131297	3.865302297
499967	2131297	3.87588285
500067	2131297	3.886525164
500167	2131297	3.897228715
500267	2131297	3.907992982
500367	2131297	3.918817447
500467	2131297	3.929701597
500567	2131297	3.940644919
500667	2131297	3.951646905
500767	2131297	3.96270705
500867	2131297	3.973824852
500967	2131297	3.984999813
501067	2131297	3.996231436
501167	2131297	4.007519229
501267	2131297	4.018862705
501367	2131297	4.030261377
501467	2131297	4.041714764
501567	2131297	4.053222387
501667	2131297	4.064783771
501767	2131297	4.076398444
501867	2131297	4.088065939
501967	2131297	4.099785791
502067	2131297	4.111557539
502167	2131297	4.123380726
502267	2131297	4.135254897
502367	2131297	4.147179602
502467	2131297	4.159154395
502567	2131297	4.171178833
502667	2131297	4.183252476
502767	2131297	4.195374888
502867	2131297	4.207545636
502967	2131297	4.219764292
503067	2131297	4.232030431
503167	2131297	4.244343631
503267	2131297	4.256703475
503367	2131297	4.269109546
503467	2131297	4.281561436
503567	2131297	4.294058736
503667	2131297	4.306601042
503767	2131297	4.319187956
503867	2131297	4.331819078
503967	2131297	4.344494018
504067	2131297	4.357212384
504167	2131297	4.369973791
504267	2131297	4.382777856
504367	2131297	4.3956242
504467	2131297	4.408512448
504567	2131297	4.421442225
504667	2131297	4.434413165
504767	2131297	4.447424901
504867	2131297	4.460477071
504967	2131297	4.473569316
505067	2131297	4.486701282
505167	2131297	4.499872614
505267	2131297	4.513082966
505367	2131297	4.526331991
505467	2131297	4.539619348
505567	2131297	4.552944696
505667	2131297	4.5663077
505767	2131297	4.579708027
505867	2131297	4.593145349
505967	2131297	4.606619338
506067	2131297	4.620129671
506167	2131297	4.633676029
506267	2131297	4.647258094
506367	2131297	4.660875552
506467	2131297	4.674528092
506567	2131297	4.688215407
506667	2131297	4.701937191
506767	2131297	4.715693141
485567	2131397	3.217301972
485667	2131397	3.214524
485767	2131397	3.21184994
485867	2131397	3.209280021
485967	2131397	3.206814467
486067	2131397	3.204453495
486167	2131397	3.202197315
486467	2131397	3.196059532
486567	2131397	3.194224489
486667	2131397	3.192495187
486767	2131397	3.190871794
486867	2131397	3.189354474
486967	2131397	3.187943378
487067	2131397	3.186638655
487167	2131397	3.185440444
487267	2131397	3.184348877
487367	2131397	3.183364077
487467	2131397	3.182486162
487567	2131397	3.18171524
487667	2131397	3.181051413
487767	2131397	3.180494773
487867	2131397	3.180045406
487967	2131397	3.179703388
488067	2131397	3.179468787
488167	2131397	3.179341666
488267	2131397	3.179322074
488367	2131397	3.179410057
488467	2131397	3.179605648
488567	2131397	3.179908875
488667	2131397	3.180319755
488767	2131397	3.180838297
488867	2131397	3.181464501
488967	2131397	3.182198358
489067	2131397	3.183039851
489167	2131397	3.183988951
489267	2131397	3.185045623
489367	2131397	3.186209821
489467	2131397	3.18748149
489567	2131397	3.188860566
489667	2131397	3.190346976
489767	2131397	3.191940635
489867	2131397	3.193641453
489967	2131397	3.195449325
490067	2131397	3.19736414
490167	2131397	3.199385776
490267	2131397	3.201514103
490367	2131397	3.203748977
490467	2131397	3.20609025
490567	2131397	3.208537759
490667	2131397	3.211091334
490767	2131397	3.213750794
490867	2131397	3.21651595
490967	2131397	3.219386601
491067	2131397	3.222362537
491167	2131397	3.225443539
491267	2131397	3.228629376
491367	2131397	3.23191981
491467	2131397	3.23531459
491567	2131397	3.23881346
491667	2131397	3.242416149
491767	2131397	3.246122381
491867	2131397	3.249931867
491967	2131397	3.253844312
492067	2131397	3.257859407
492167	2131397	3.261976839
492267	2131397	3.266196281
492367	2131397	3.270517401
492467	2131397	3.274939855
492567	2131397	3.279463291
492667	2131397	3.284087349
492767	2131397	3.288811659
492867	2131397	3.293635844
492967	2131397	3.298559518
493067	2131397	3.303582285
493167	2131397	3.308703744
493267	2131397	3.313923484
493367	2131397	3.319241087
493467	2131397	3.324656126
493567	2131397	3.330168168
493667	2131397	3.335776772
493767	2131397	3.341481491
493867	2131397	3.347281868
493967	2131397	3.353177444
494067	2131397	3.359167748
494167	2131397	3.365252306
494267	2131397	3.371430638
494367	2131397	3.377702257
494467	2131397	3.384066668
494567	2131397	3.390523375
494667	2131397	3.397071872
494767	2131397	3.403711652
494867	2131397	3.410442198
494967	2131397	3.417262994
495067	2131397	3.424173514
495167	2131397	3.43117323
495267	2131397	3.438261611
495367	2131397	3.44543812
495467	2131397	3.452702216
495567	2131397	3.460053357
495667	2131397	3.467490994
495767	2131397	3.475014578
495867	2131397	3.482623555
495967	2131397	3.49031737
496067	2131397	3.498095462
496167	2131397	3.505957272
496267	2131397	3.513902236
496367	2131397	3.521929789
496467	2131397	3.530039364
496567	2131397	3.538230391
496667	2131397	3.546502302
496767	2131397	3.554854524
496867	2131397	3.563286485
496967	2131397	3.571797612
497067	2131397	3.580387331
497167	2131397	3.589055068
497267	2131397	3.597800247
497367	2131397	3.606622293
497467	2131397	3.615520632
497567	2131397	3.624494688
497667	2131397	3.633543886
497767	2131397	3.642667653
497867	2131397	3.651865415
497967	2131397	3.661136599
498067	2131397	3.670480632
498167	2131397	3.679896944
498267	2131397	3.689384964
498367	2131397	3.698944125
498467	2131397	3.708573858
498567	2131397	3.718273598
498667	2131397	3.728042781
498767	2131397	3.737880845
498867	2131397	3.747787229
498967	2131397	3.757761374
499067	2131397	3.767802724
499167	2131397	3.777910725
499267	2131397	3.788084824
499367	2131397	3.798324472
499467	2131397	3.808629121
499567	2131397	3.818998228
499667	2131397	3.829431249
499767	2131397	3.839927645
499867	2131397	3.850486879
499967	2131397	3.861108419
500067	2131397	3.871791731
500167	2131397	3.882536289
500267	2131397	3.893341568
500367	2131397	3.904207045
500467	2131397	3.915132201
500567	2131397	3.926116521
500667	2131397	3.937159493
500767	2131397	3.948260607
500867	2131397	3.959419357
500967	2131397	3.970635241
501067	2131397	3.98190776
501167	2131397	3.993236417
501267	2131397	4.004620721
501367	2131397	4.016060183
501467	2131397	4.027554317
501567	2131397	4.039102642
501667	2131397	4.05070468
501767	2131397	4.062359955
501867	2131397	4.074067997
501967	2131397	4.085828338
502067	2131397	4.097640514
502167	2131397	4.109504066
502267	2131397	4.121418536
502367	2131397	4.133383472
502467	2131397	4.145398425
502567	2131397	4.157462948
502667	2131397	4.1695766
502767	2131397	4.181738943
502867	2131397	4.193949541
502967	2131397	4.206207965
503067	2131397	4.218513786
503167	2131397	4.230866581
503267	2131397	4.24326593
503367	2131397	4.255711417
503467	2131397	4.268202628
503567	2131397	4.280739155
503667	2131397	4.293320592
503767	2131397	4.305946538
503867	2131397	4.318616593
503967	2131397	4.331330364
504067	2131397	4.344087459
504167	2131397	4.35688749
504267	2131397	4.369730073
504367	2131397	4.382614829
504467	2131397	4.395541379
504567	2131397	4.40850935
504667	2131397	4.421518372
504767	2131397	4.434568079
504867	2131397	4.447658106
504967	2131397	4.460788095
505067	2131397	4.473957688
505167	2131397	4.487166533
505267	2131397	4.50041428
505367	2131397	4.513700582
505467	2131397	4.527025097
505567	2131397	4.540387484
505667	2131397	4.553787406
505767	2131397	4.567224531
505867	2131397	4.580698528
