x	y	error_car_pre_sup
494467	2129597	0.511228126
494567	2129597	0.510943122
494667	2129597	0.510667443
494767	2129597	0.510401112
494867	2129597	0.510144154
494967	2129597	0.509896594
495067	2129597	0.509658455
495167	2129597	0.509429763
496867	2129597	0.507010524
496967	2129597	0.50695588
497067	2129597	0.506911107
497167	2129597	0.506876221
497267	2129597	0.506851241
497367	2129597	0.506836183
497467	2129597	0.506831064
497567	2129597	0.5068359
497667	2129597	0.506850706
498767	2129597	0.507675406
498867	2129597	0.507810844
498967	2129597	0.507956402
499067	2129597	0.508112087
499167	2129597	0.508277907
499267	2129597	0.50845387
499367	2129597	0.508639983
499467	2129597	0.50883625
499567	2129597	0.50904268
499667	2129597	0.509259277
499767	2129597	0.509486047
499867	2129597	0.509722994
499967	2129597	0.509970125
500067	2129597	0.510227443
500167	2129597	0.510494952
500267	2129597	0.510772657
500367	2129597	0.511060562
500467	2129597	0.51135867
500567	2129597	0.511666986
500667	2129597	0.511985512
500767	2129597	0.512314252
500867	2129597	0.512653209
500967	2129597	0.513002387
501067	2129597	0.513361789
501167	2129597	0.513731418
501267	2129597	0.514111278
501367	2129597	0.514501372
501467	2129597	0.514901703
501567	2129597	0.515312275
501667	2129597	0.515733091
501767	2129597	0.516164156
501867	2129597	0.516605474
501967	2129597	0.517057048
502067	2129597	0.517518883
502167	2129597	0.517990984
502267	2129597	0.518473356
502367	2129597	0.518966003
502467	2129597	0.519468931
502567	2129597	0.519982147
502667	2129597	0.520505655
502767	2129597	0.521039463
502867	2129597	0.521583577
502967	2129597	0.522138005
503067	2129597	0.522702753
503167	2129597	0.52327783
503267	2129597	0.523863244
503367	2129597	0.524459003
503467	2129597	0.525065116
503567	2129597	0.525681593
503667	2129597	0.526308443
503767	2129597	0.526945676
503867	2129597	0.527593302
503967	2129597	0.528251332
504067	2129597	0.528919777
504167	2129597	0.529598647
504267	2129597	0.530287955
504367	2129597	0.530987712
504467	2129597	0.531697928
504567	2129597	0.532418616
504667	2129597	0.533149788
487567	2129697	0.551289283
487667	2129697	0.550347377
487767	2129697	0.549416412
487867	2129697	0.548496331
488467	2129697	0.543201052
488567	2129697	0.542355445
488667	2129697	0.541520216
488767	2129697	0.540695299
488867	2129697	0.539880625
488967	2129697	0.539076129
489067	2129697	0.538281744
489167	2129697	0.537497405
489267	2129697	0.536723047
489367	2129697	0.535958605
489467	2129697	0.535204019
489567	2129697	0.534459225
489667	2129697	0.533724166
489767	2129697	0.532998782
489867	2129697	0.532283018
489967	2129697	0.53157682
490067	2129697	0.530880135
490167	2129697	0.530192913
490267	2129697	0.529515106
490367	2129697	0.528846668
490467	2129697	0.528187557
490567	2129697	0.527537731
490667	2129697	0.526897151
490767	2129697	0.526265781
490867	2129697	0.525643588
490967	2129697	0.52503054
491067	2129697	0.524426608
491167	2129697	0.523831766
491267	2129697	0.52324599
491367	2129697	0.522669259
491467	2129697	0.522101554
491567	2129697	0.521542857
491667	2129697	0.520993155
491767	2129697	0.520452435
491867	2129697	0.519920688
491967	2129697	0.519397906
492067	2129697	0.518884083
492167	2129697	0.518379217
492267	2129697	0.517883306
492367	2129697	0.51739635
492467	2129697	0.516918352
492567	2129697	0.516449317
492667	2129697	0.51598925
492767	2129697	0.515538159
492867	2129697	0.515096053
492967	2129697	0.514662944
493067	2129697	0.514238844
493867	2129697	0.511172234
493967	2129697	0.510829962
494067	2129697	0.510496883
494167	2129697	0.510173021
494267	2129697	0.5098584
494367	2129697	0.509553042
494467	2129697	0.509256974
494567	2129697	0.508970218
494667	2129697	0.508692802
494767	2129697	0.50842475
494867	2129697	0.508166087
494967	2129697	0.507916839
495067	2129697	0.507677032
495167	2129697	0.507446691
495267	2129697	0.507225843
495367	2129697	0.507014512
495467	2129697	0.506812724
496667	2129697	0.505144527
496767	2129697	0.505068982
496867	2129697	0.505003303
496967	2129697	0.504947508
497067	2129697	0.504901616
497167	2129697	0.504865647
497267	2129697	0.504839617
497367	2129697	0.504823544
497467	2129697	0.504817444
497567	2129697	0.504821335
497667	2129697	0.50483523
497767	2129697	0.504859146
497867	2129697	0.504893097
497967	2129697	0.504937095
498067	2129697	0.504991155
498467	2129697	0.505308254
498567	2129697	0.505412799
498667	2129697	0.505527473
498767	2129697	0.505652285
498867	2129697	0.505787245
498967	2129697	0.505932359
499067	2129697	0.506087638
499167	2129697	0.506253086
499267	2129697	0.506428713
499367	2129697	0.506614525
499467	2129697	0.506810527
499567	2129697	0.507016726
499667	2129697	0.507233126
499767	2129697	0.507459735
499867	2129697	0.507696555
499967	2129697	0.507943592
500067	2129697	0.50820085
500167	2129697	0.508468334
500267	2129697	0.508746046
500367	2129697	0.509033991
500467	2129697	0.509332172
500567	2129697	0.509640593
500667	2129697	0.509959256
500767	2129697	0.510288165
500867	2129697	0.510627324
500967	2129697	0.510976734
501067	2129697	0.511336399
501167	2129697	0.511706322
501267	2129697	0.512086507
501367	2129697	0.512476955
501467	2129697	0.512877672
501567	2129697	0.513288659
501667	2129697	0.51370992
501767	2129697	0.514141459
501867	2129697	0.51458328
501967	2129697	0.515035387
502067	2129697	0.515497784
502167	2129697	0.515970476
502267	2129697	0.516453467
502367	2129697	0.516946763
502467	2129697	0.517450369
502567	2129697	0.517964291
502667	2129697	0.518488535
502767	2129697	0.519023107
502867	2129697	0.519568014
502967	2129697	0.520123264
503067	2129697	0.520688864
503167	2129697	0.521264822
503267	2129697	0.521851147
503367	2129697	0.522447848
503467	2129697	0.523054933
503567	2129697	0.523672412
503667	2129697	0.524300297
503767	2129697	0.524938596
503867	2129697	0.525587321
503967	2129697	0.526246483
504067	2129697	0.526916093
504167	2129697	0.527596164
504267	2129697	0.528286707
504367	2129697	0.528987735
504467	2129697	0.529699259
504567	2129697	0.530421294
504667	2129697	0.53115385
487567	2129797	0.549444407
487667	2129797	0.548500101
487767	2129797	0.547566816
488367	2129797	0.542195039
488467	2129797	0.541337111
488567	2129797	0.540489675
488667	2129797	0.53965266
488767	2129797	0.538825996
488867	2129797	0.53800961
488967	2129797	0.537203434
489067	2129797	0.536407397
489167	2129797	0.535621429
489267	2129797	0.534845464
489367	2129797	0.534079434
489467	2129797	0.533323273
489567	2129797	0.532576917
489667	2129797	0.531840304
489767	2129797	0.531113374
489867	2129797	0.530396068
489967	2129797	0.529688328
490067	2129797	0.528990102
490167	2129797	0.528301336
490267	2129797	0.527621982
490367	2129797	0.526951991
490467	2129797	0.526291318
490567	2129797	0.525639922
490667	2129797	0.524997762
490767	2129797	0.524364801
490867	2129797	0.523741005
490967	2129797	0.52312634
491067	2129797	0.522520779
491167	2129797	0.521924294
491267	2129797	0.52133686
491367	2129797	0.520758457
491467	2129797	0.520189064
491567	2129797	0.519628666
491667	2129797	0.519077247
491767	2129797	0.518534796
491867	2129797	0.518001304
491967	2129797	0.517476763
492067	2129797	0.516961169
492167	2129797	0.516454518
492267	2129797	0.51595681
492367	2129797	0.515468046
492467	2129797	0.514988229
492567	2129797	0.514517365
492667	2129797	0.514055461
492767	2129797	0.513602525
492867	2129797	0.513158568
492967	2129797	0.512723601
493067	2129797	0.512297638
493167	2129797	0.511880694
493267	2129797	0.511472784
493367	2129797	0.511073927
493467	2129797	0.51068414
493567	2129797	0.510303443
493667	2129797	0.509931857
493767	2129797	0.509569402
493867	2129797	0.509216102
493967	2129797	0.508871979
494067	2129797	0.508537057
494167	2129797	0.50821136
494267	2129797	0.507894913
494367	2129797	0.507587742
494467	2129797	0.507289872
494567	2129797	0.507001328
494667	2129797	0.506722138
494767	2129797	0.506452328
494867	2129797	0.506191925
494967	2129797	0.505940954
495067	2129797	0.505699444
495167	2129797	0.50546742
495267	2129797	0.505244909
495367	2129797	0.505031939
495467	2129797	0.504828535
495567	2129797	0.504634723
495667	2129797	0.504450529
495767	2129797	0.50427598
495867	2129797	0.5041111
495967	2129797	0.503955914
496067	2129797	0.503810448
496167	2129797	0.503674724
496267	2129797	0.503548767
496367	2129797	0.503432599
496467	2129797	0.503326245
496567	2129797	0.503229725
496667	2129797	0.503143063
496767	2129797	0.503066277
496867	2129797	0.50299939
496967	2129797	0.502942422
497067	2129797	0.502895391
497167	2129797	0.502858316
497267	2129797	0.502831217
497367	2129797	0.502814109
497467	2129797	0.502807011
497567	2129797	0.502809938
497667	2129797	0.502822907
497767	2129797	0.502845932
497867	2129797	0.502879028
497967	2129797	0.502922209
498067	2129797	0.502975488
498167	2129797	0.503038878
498267	2129797	0.50311239
498367	2129797	0.503196037
498467	2129797	0.50328983
498567	2129797	0.503393778
498667	2129797	0.503507892
498767	2129797	0.50363218
498867	2129797	0.503766653
498967	2129797	0.503911317
499067	2129797	0.50406618
499167	2129797	0.504231251
499267	2129797	0.504406536
499367	2129797	0.504592041
499467	2129797	0.504787772
499567	2129797	0.504993736
499667	2129797	0.505209936
499767	2129797	0.505436379
499867	2129797	0.505673069
499967	2129797	0.50592001
500067	2129797	0.506177206
500167	2129797	0.506444661
500267	2129797	0.506722378
500367	2129797	0.507010362
500467	2129797	0.507308614
500567	2129797	0.507617139
500667	2129797	0.507935939
500767	2129797	0.508265016
500867	2129797	0.508604375
500967	2129797	0.508954017
501067	2129797	0.509313945
501167	2129797	0.509684162
501267	2129797	0.51006467
501367	2129797	0.510455474
501467	2129797	0.510856575
501567	2129797	0.511267976
501667	2129797	0.511689682
501767	2129797	0.512121695
501867	2129797	0.512564019
501967	2129797	0.513016657
502067	2129797	0.513479615
502167	2129797	0.513952896
502267	2129797	0.514436506
502367	2129797	0.514930448
502467	2129797	0.51543473
502567	2129797	0.515949355
502667	2129797	0.516474331
502767	2129797	0.517009664
502867	2129797	0.517555361
502967	2129797	0.518111429
503067	2129797	0.518677877
503167	2129797	0.519254712
503267	2129797	0.519841943
503367	2129797	0.520439579
503467	2129797	0.52104763
503567	2129797	0.521666106
503667	2129797	0.522295018
503767	2129797	0.522934376
503867	2129797	0.523584192
503967	2129797	0.524244477
504067	2129797	0.524915245
504167	2129797	0.525596506
504267	2129797	0.526288275
504367	2129797	0.526990564
504467	2129797	0.527703386
504567	2129797	0.528426756
504667	2129797	0.529160686
487567	2129897	0.547603767
487667	2129897	0.546657096
487767	2129897	0.545721527
488267	2129897	0.541207889
488367	2129897	0.540337511
488467	2129897	0.539477747
488567	2129897	0.53862852
488667	2129897	0.537789757
488767	2129897	0.536961383
488867	2129897	0.536143322
488967	2129897	0.535335501
489067	2129897	0.534537845
489167	2129897	0.533750283
489267	2129897	0.532972742
489367	2129897	0.532205152
489467	2129897	0.531447445
489567	2129897	0.530699554
489667	2129897	0.529961412
489767	2129897	0.529232958
489867	2129897	0.52851413
489967	2129897	0.527804868
490067	2129897	0.527105117
490167	2129897	0.526414822
490267	2129897	0.525733931
490367	2129897	0.525062396
490467	2129897	0.52440017
490567	2129897	0.523747209
490667	2129897	0.523103472
490767	2129897	0.522468921
490867	2129897	0.521843521
490967	2129897	0.521227237
491067	2129897	0.520620041
491167	2129897	0.520021905
491267	2129897	0.519432804
491367	2129897	0.518852717
491467	2129897	0.518281624
491567	2129897	0.517719508
491667	2129897	0.517166356
491767	2129897	0.516622155
491867	2129897	0.516086898
491967	2129897	0.515560576
492067	2129897	0.515043186
492167	2129897	0.514534725
492267	2129897	0.514035193
492367	2129897	0.513544593
492467	2129897	0.513062929
492567	2129897	0.512590206
492667	2129897	0.512126434
492767	2129897	0.51167162
492867	2129897	0.511225778
492967	2129897	0.510788919
493067	2129897	0.510361059
493167	2129897	0.509942214
493267	2129897	0.5095324
493367	2129897	0.509131636
493467	2129897	0.508739943
493567	2129897	0.50835734
493667	2129897	0.50798385
493767	2129897	0.507619495
493867	2129897	0.5072643
493967	2129897	0.506918287
494067	2129897	0.506581483
494167	2129897	0.506253912
494267	2129897	0.505935602
494367	2129897	0.505626578
494467	2129897	0.505326868
494567	2129897	0.505036498
494667	2129897	0.504755497
494767	2129897	0.504483892
494867	2129897	0.504221711
494967	2129897	0.503968981
495067	2129897	0.503725731
495167	2129897	0.503491988
495267	2129897	0.50326778
495367	2129897	0.503053135
495467	2129897	0.502848081
495567	2129897	0.502652643
495667	2129897	0.50246685
495767	2129897	0.502290727
495867	2129897	0.502124302
495967	2129897	0.501967598
496067	2129897	0.501820643
496167	2129897	0.501683461
496267	2129897	0.501556076
496367	2129897	0.501438513
496467	2129897	0.501330794
496567	2129897	0.501232942
496667	2129897	0.501144981
496767	2129897	0.50106693
496867	2129897	0.500998812
496967	2129897	0.500940647
497067	2129897	0.500892455
497167	2129897	0.500854255
497267	2129897	0.500826065
497367	2129897	0.500807904
497467	2129897	0.500799788
497567	2129897	0.500801735
497667	2129897	0.500813759
497767	2129897	0.500835878
497867	2129897	0.500868104
497967	2129897	0.500910453
498067	2129897	0.500962937
498167	2129897	0.501025569
498267	2129897	0.501098362
498367	2129897	0.501181327
498467	2129897	0.501274475
498567	2129897	0.501377816
498667	2129897	0.50149136
498767	2129897	0.501615116
498867	2129897	0.501749093
498967	2129897	0.501893299
499067	2129897	0.502047741
499167	2129897	0.502212428
499267	2129897	0.502387365
499367	2129897	0.502572558
499467	2129897	0.502768014
499567	2129897	0.502973738
499667	2129897	0.503189734
499767	2129897	0.503416009
499867	2129897	0.503652565
499967	2129897	0.503899407
500067	2129897	0.504156539
500167	2129897	0.504423964
500267	2129897	0.504701685
500367	2129897	0.504989706
500467	2129897	0.505288029
500567	2129897	0.505596657
500667	2129897	0.505915593
500767	2129897	0.506244838
500867	2129897	0.506584397
500967	2129897	0.50693427
501067	2129897	0.507294461
501167	2129897	0.507664972
501267	2129897	0.508045805
501367	2129897	0.508436963
501467	2129897	0.508838449
501567	2129897	0.509250265
501667	2129897	0.509672415
501767	2129897	0.510104902
501867	2129897	0.510547728
501967	2129897	0.511000898
502067	2129897	0.511464416
502167	2129897	0.511938286
502267	2129897	0.512422512
502367	2129897	0.5129171
502467	2129897	0.513422055
502567	2129897	0.513937382
502667	2129897	0.514463088
502767	2129897	0.514999179
502867	2129897	0.515545663
502967	2129897	0.516102546
503067	2129897	0.516669837
503167	2129897	0.517247544
503267	2129897	0.517835676
503367	2129897	0.518434242
503467	2129897	0.519043253
503567	2129897	0.519662719
503667	2129897	0.520292651
503767	2129897	0.520933061
503867	2129897	0.52158396
503967	2129897	0.52224536
504067	2129897	0.522917275
504167	2129897	0.523599718
504267	2129897	0.524292703
504367	2129897	0.524996243
504467	2129897	0.525710352
504567	2129897	0.526435046
504667	2129897	0.527170339
504767	2129897	0.527916246
487567	2129997	0.545767429
487667	2129997	0.54481843
488167	2129997	0.540239796
488267	2129997	0.539356831
488367	2129997	0.538484607
488467	2129997	0.537623046
488567	2129997	0.53677207
488667	2129997	0.5359316
488767	2129997	0.535101555
488867	2129997	0.534281857
488967	2129997	0.533472427
489067	2129997	0.532673189
489167	2129997	0.531884066
489267	2129997	0.531104982
489367	2129997	0.530335864
489467	2129997	0.52957664
489567	2129997	0.52882724
489667	2129997	0.528087595
489767	2129997	0.52735764
489867	2129997	0.526637311
489967	2129997	0.525926545
490067	2129997	0.525225286
490167	2129997	0.524533476
490267	2129997	0.523851061
490367	2129997	0.523177992
490467	2129997	0.52251422
490567	2129997	0.521859699
490667	2129997	0.521214388
490767	2129997	0.520578247
490867	2129997	0.51995124
490967	2129997	0.519333334
491067	2129997	0.518724496
491167	2129997	0.518124701
491267	2129997	0.517533922
491367	2129997	0.516952139
491467	2129997	0.51637933
491567	2129997	0.515815481
491667	2129997	0.515260576
491767	2129997	0.514714606
491867	2129997	0.514177561
491967	2129997	0.513649434
492067	2129997	0.513130223
492167	2129997	0.512619925
492267	2129997	0.512118542
492367	2129997	0.511626076
492467	2129997	0.511142533
492567	2129997	0.51066792
492667	2129997	0.510202246
492767	2129997	0.509745521
492867	2129997	0.509297759
492967	2129997	0.508858973
493067	2129997	0.508429179
493167	2129997	0.508008394
493267	2129997	0.507596638
493367	2129997	0.50719393
493467	2129997	0.506800291
493567	2129997	0.506415743
493667	2129997	0.50604031
493767	2129997	0.505674015
493867	2129997	0.505316883
493967	2129997	0.504968941
494067	2129997	0.504630215
494167	2129997	0.504300731
494267	2129997	0.503980517
494367	2129997	0.5036696
494467	2129997	0.503368011
494567	2129997	0.503075775
494667	2129997	0.502792924
494767	2129997	0.502519485
494867	2129997	0.502255487
494967	2129997	0.50200096
495067	2129997	0.501755933
495167	2129997	0.501520434
495267	2129997	0.501294493
495367	2129997	0.501078138
495467	2129997	0.500871398
495567	2129997	0.5006743
495667	2129997	0.500486873
495767	2129997	0.500309145
495867	2129997	0.500141141
495967	2129997	0.499982889
496067	2129997	0.499834415
496167	2129997	0.499695744
496267	2129997	0.499566903
496367	2129997	0.499447914
496467	2129997	0.499338803
496567	2129997	0.499239594
496667	2129997	0.499150307
496767	2129997	0.499070967
496867	2129997	0.499001594
496967	2129997	0.49894221
497067	2129997	0.498892834
497167	2129997	0.498853487
497267	2129997	0.498824187
497367	2129997	0.498804952
497467	2129997	0.4987958
497567	2129997	0.498796748
497667	2129997	0.498807812
497767	2129997	0.498829007
497867	2129997	0.498860349
497967	2129997	0.49890185
498067	2129997	0.498953526
498167	2129997	0.499015388
498267	2129997	0.499087449
498367	2129997	0.49916972
498467	2129997	0.499262213
498567	2129997	0.499364937
498667	2129997	0.499477902
498767	2129997	0.499601117
498867	2129997	0.499734591
498967	2129997	0.499878331
499067	2129997	0.500032346
499167	2129997	0.500196642
499267	2129997	0.500371225
499367	2129997	0.500556102
499467	2129997	0.500751279
499567	2129997	0.500956759
499667	2129997	0.501172549
499767	2129997	0.501398652
499867	2129997	0.501635072
499967	2129997	0.501881813
500067	2129997	0.502138879
500167	2129997	0.502406273
500267	2129997	0.502683997
500367	2129997	0.502972055
500467	2129997	0.503270448
500567	2129997	0.503579179
500667	2129997	0.503898251
500767	2129997	0.504227665
500867	2129997	0.504567424
500967	2129997	0.50491753
501067	2129997	0.505277984
501167	2129997	0.50564879
501267	2129997	0.506029948
501367	2129997	0.506421462
501467	2129997	0.506823333
501567	2129997	0.507235565
501667	2129997	0.507658159
501767	2129997	0.508091119
501867	2129997	0.508534449
501967	2129997	0.50898815
502067	2129997	0.509452228
502167	2129997	0.509926686
502267	2129997	0.510411529
502367	2129997	0.510906762
502467	2129997	0.511412389
502567	2129997	0.511928416
502667	2129997	0.51245485
502767	2129997	0.512991697
502867	2129997	0.513538963
502967	2129997	0.514096658
503067	2129997	0.514664788
503167	2129997	0.515243363
503267	2129997	0.515832392
503367	2129997	0.516431883
503467	2129997	0.517041848
503567	2129997	0.517662298
503667	2129997	0.518293244
503767	2129997	0.518934697
503867	2129997	0.519586671
503967	2129997	0.520249178
504067	2129997	0.520922232
504167	2129997	0.521605847
504267	2129997	0.522300037
504367	2129997	0.523004818
504467	2129997	0.523720203
504567	2129997	0.52444621
504667	2129997	0.525182854
504767	2129997	0.52593015
504867	2129997	0.526688116
487467	2130097	0.544898089
487567	2130097	0.543935462
488167	2130097	0.538395263
488267	2130097	0.53751044
488367	2130097	0.536636414
488467	2130097	0.535773102
488567	2130097	0.534920419
488667	2130097	0.534078282
488767	2130097	0.533246608
488867	2130097	0.532425313
488967	2130097	0.531614314
489067	2130097	0.530813531
489167	2130097	0.530022883
489267	2130097	0.52924229
489367	2130097	0.528471676
489467	2130097	0.527710965
489567	2130097	0.526960084
489667	2130097	0.526218962
489767	2130097	0.525487529
489867	2130097	0.52476572
489967	2130097	0.524053471
490067	2130097	0.52335072
490167	2130097	0.522657409
490267	2130097	0.521973482
490367	2130097	0.521298888
490467	2130097	0.520633576
490567	2130097	0.519977501
490667	2130097	0.519330618
490767	2130097	0.518692887
490867	2130097	0.518064271
490967	2130097	0.517444736
491067	2130097	0.51683425
491167	2130097	0.516232786
491267	2130097	0.515640317
491367	2130097	0.515056823
491467	2130097	0.514482283
491567	2130097	0.513916682
491667	2130097	0.513360006
491767	2130097	0.512812243
491867	2130097	0.512273387
491967	2130097	0.51174343
492067	2130097	0.511222371
492167	2130097	0.510710208
492267	2130097	0.510206943
492367	2130097	0.509712581
492467	2130097	0.509227126
492567	2130097	0.508750589
492667	2130097	0.508282978
492767	2130097	0.507824305
492867	2130097	0.507374586
492967	2130097	0.506933834
493067	2130097	0.506502068
493167	2130097	0.506079306
493267	2130097	0.505665567
493367	2130097	0.505260874
493467	2130097	0.504865249
493567	2130097	0.504478715
493667	2130097	0.504101296
493767	2130097	0.50373302
493867	2130097	0.503373911
493967	2130097	0.503023997
494067	2130097	0.502683307
494167	2130097	0.502351867
494267	2130097	0.502029708
494367	2130097	0.501716858
494467	2130097	0.501413347
494567	2130097	0.501119205
494667	2130097	0.500834463
494767	2130097	0.500559149
494867	2130097	0.500293296
494967	2130097	0.500036933
495067	2130097	0.49979009
495167	2130097	0.499552797
495267	2130097	0.499325085
495367	2130097	0.499106983
495467	2130097	0.498898521
495567	2130097	0.498699728
495667	2130097	0.498510633
495767	2130097	0.498331264
495867	2130097	0.498161649
495967	2130097	0.498001816
496067	2130097	0.497851791
496167	2130097	0.497711602
496267	2130097	0.497581273
496367	2130097	0.497460832
496467	2130097	0.497350301
496567	2130097	0.497249705
496667	2130097	0.497159069
496767	2130097	0.497078413
496867	2130097	0.497007761
496967	2130097	0.496947134
497067	2130097	0.496896553
497167	2130097	0.496856036
497267	2130097	0.496825605
497367	2130097	0.496805277
497467	2130097	0.49679507
497567	2130097	0.496795001
497667	2130097	0.496805087
497767	2130097	0.496825343
497867	2130097	0.496855784
497967	2130097	0.496896425
498067	2130097	0.496947278
498167	2130097	0.497008357
498267	2130097	0.497079674
498367	2130097	0.49716124
498467	2130097	0.497253067
498567	2130097	0.497355164
498667	2130097	0.497467541
498767	2130097	0.497590207
498867	2130097	0.49772317
498967	2130097	0.497866439
499067	2130097	0.498020019
499167	2130097	0.498183919
499267	2130097	0.498358145
499367	2130097	0.498542701
499467	2130097	0.498737594
499567	2130097	0.498942828
499667	2130097	0.499158407
499767	2130097	0.499384336
499867	2130097	0.499620619
499967	2130097	0.499867258
500067	2130097	0.500124257
500167	2130097	0.500391619
500267	2130097	0.500669346
500367	2130097	0.50095744
500467	2130097	0.501255904
500567	2130097	0.501564739
500667	2130097	0.501883947
500767	2130097	0.502213531
500867	2130097	0.502553492
500967	2130097	0.502903831
501067	2130097	0.50326455
501167	2130097	0.503635651
501267	2130097	0.504017136
501367	2130097	0.504409007
501467	2130097	0.504811265
501567	2130097	0.505223913
501667	2130097	0.505646954
501767	2130097	0.506080389
501867	2130097	0.506524222
501967	2130097	0.506978456
502067	2130097	0.507443094
502167	2130097	0.50791814
502267	2130097	0.5084036
502367	2130097	0.508899476
502467	2130097	0.509405774
502567	2130097	0.509922501
502667	2130097	0.510449661
502767	2130097	0.510987261
502867	2130097	0.511535309
502967	2130097	0.512093812
503067	2130097	0.512662779
503167	2130097	0.513242218
503267	2130097	0.513832138
503367	2130097	0.51443255
503467	2130097	0.515043463
503567	2130097	0.515664891
503667	2130097	0.516296843
503767	2130097	0.516939333
503867	2130097	0.517592374
503967	2130097	0.518255979
504067	2130097	0.518930163
504167	2130097	0.51961494
504267	2130097	0.520310326
504367	2130097	0.521016336
504467	2130097	0.521732986
504567	2130097	0.522460294
504667	2130097	0.523198276
504767	2130097	0.523946949
504867	2130097	0.52470633
504967	2130097	0.525476439
505067	2130097	0.526257291
505167	2130097	0.527048905
505367	2130097	0.528664487
505467	2130097	0.52948849
505567	2130097	0.530323323
505667	2130097	0.531169001
487467	2130197	0.543072902
488067	2130197	0.537453015
488167	2130197	0.536555442
488267	2130197	0.535668808
488367	2130197	0.534793026
488467	2130197	0.533928007
488567	2130197	0.533073663
488667	2130197	0.532229904
488767	2130197	0.531396644
488867	2130197	0.530573794
488967	2130197	0.529761267
489067	2130197	0.528958977
489167	2130197	0.52816684
489267	2130197	0.527384774
489367	2130197	0.526612697
489467	2130197	0.525850531
489567	2130197	0.525098198
489667	2130197	0.524355625
489767	2130197	0.52362274
489867	2130197	0.522899473
489967	2130197	0.522185758
490067	2130197	0.521481532
490167	2130197	0.520786735
490267	2130197	0.520101308
490367	2130197	0.519425198
490467	2130197	0.518758354
490567	2130197	0.518100727
490667	2130197	0.517452273
490767	2130197	0.516812951
490867	2130197	0.516182723
490967	2130197	0.515561553
491067	2130197	0.51494941
491167	2130197	0.514346266
491267	2130197	0.513752095
491367	2130197	0.513166875
491467	2130197	0.512590586
491567	2130197	0.512023214
491667	2130197	0.511464744
491767	2130197	0.510915166
491867	2130197	0.510374472
491967	2130197	0.509842659
492067	2130197	0.509319722
492167	2130197	0.508805664
492267	2130197	0.508300486
492367	2130197	0.507804193
492467	2130197	0.507316792
492567	2130197	0.506838294
492667	2130197	0.50636871
492767	2130197	0.505908052
492867	2130197	0.505456336
492967	2130197	0.50501358
493067	2130197	0.504579801
493167	2130197	0.504155019
493267	2130197	0.503739257
493367	2130197	0.503332536
493467	2130197	0.502934882
493567	2130197	0.502546318
493667	2130197	0.502166872
493767	2130197	0.50179657
493867	2130197	0.50143544
493967	2130197	0.501083511
494067	2130197	0.500740813
494167	2130197	0.500407374
494267	2130197	0.500083226
494367	2130197	0.499768399
494467	2130197	0.499462925
494567	2130197	0.499166834
494667	2130197	0.498880158
494767	2130197	0.498602929
494867	2130197	0.498335179
494967	2130197	0.498076939
495067	2130197	0.49782824
495167	2130197	0.497589114
495267	2130197	0.497359592
495367	2130197	0.497139706
495467	2130197	0.496929485
495567	2130197	0.49672896
495667	2130197	0.49653816
495767	2130197	0.496357116
495867	2130197	0.496185856
495967	2130197	0.496024408
496067	2130197	0.495872801
496167	2130197	0.495731062
496267	2130197	0.495599216
496367	2130197	0.495477291
496467	2130197	0.495365312
496567	2130197	0.495263304
496667	2130197	0.495171289
496767	2130197	0.495089293
496867	2130197	0.495017337
496967	2130197	0.494955443
497067	2130197	0.494903633
497167	2130197	0.494861926
497267	2130197	0.494830343
497367	2130197	0.494808902
497467	2130197	0.494797621
497567	2130197	0.494796517
497667	2130197	0.494805608
497767	2130197	0.494824908
497867	2130197	0.494854434
497967	2130197	0.494894198
498067	2130197	0.494944216
498167	2130197	0.495004499
498267	2130197	0.49507506
498367	2130197	0.495155911
498467	2130197	0.495247061
498567	2130197	0.495348522
498667	2130197	0.495460302
498767	2130197	0.495582411
498867	2130197	0.495714856
498967	2130197	0.495857646
499067	2130197	0.496010787
499167	2130197	0.496174286
499267	2130197	0.496348148
499367	2130197	0.49653238
499467	2130197	0.496726986
499567	2130197	0.49693197
499667	2130197	0.497147338
499767	2130197	0.497373091
499867	2130197	0.497609235
499967	2130197	0.497855771
500067	2130197	0.498112703
500167	2130197	0.498380033
500267	2130197	0.498657762
500367	2130197	0.498945894
500467	2130197	0.499244429
500567	2130197	0.499553369
500667	2130197	0.499872715
500767	2130197	0.50020247
500867	2130197	0.500542634
500967	2130197	0.500893208
501067	2130197	0.501254195
501167	2130197	0.501625594
501267	2130197	0.502007407
501367	2130197	0.502399637
501467	2130197	0.502802284
501567	2130197	0.503215351
501667	2130197	0.503638839
501767	2130197	0.504072751
501867	2130197	0.504517089
501967	2130197	0.504971856
502067	2130197	0.505437056
502167	2130197	0.505912692
502267	2130197	0.506398767
502367	2130197	0.506895288
502467	2130197	0.507402258
502567	2130197	0.507919682
502667	2130197	0.508447568
502767	2130197	0.50898592
502867	2130197	0.509534748
502967	2130197	0.510094057
503067	2130197	0.510663856
503167	2130197	0.511244155
503267	2130197	0.511834963
503367	2130197	0.51243629
503467	2130197	0.513048147
503567	2130197	0.513670546
503667	2130197	0.514303499
503767	2130197	0.514947018
503867	2130197	0.515601118
503967	2130197	0.516265813
504067	2130197	0.516941117
504167	2130197	0.517627046
504267	2130197	0.518323617
504367	2130197	0.519030845
504467	2130197	0.519748749
504567	2130197	0.520477345
504667	2130197	0.521216653
504767	2130197	0.521966689
