x	y	error_car_pre_sup
505467	2124897	0.635114253
505567	2124897	0.635852585
505667	2124897	0.63659956
505767	2124897	0.637355165
505867	2124897	0.638119385
505967	2124897	0.638892208
506067	2124897	0.639673618
506167	2124897	0.640463599
506267	2124897	0.641262136
506367	2124897	0.642069212
502167	2124997	0.613536013
502267	2124997	0.613985211
502367	2124997	0.614443298
502467	2124997	0.614910272
502567	2124997	0.615386132
502667	2124997	0.615870877
502767	2124997	0.616364503
502867	2124997	0.616867008
502967	2124997	0.617378389
503067	2124997	0.617898644
503167	2124997	0.618427768
503267	2124997	0.618965759
503367	2124997	0.619512613
503467	2124997	0.620068325
503567	2124997	0.62063289
503667	2124997	0.621206305
503767	2124997	0.621788564
503867	2124997	0.622379661
503967	2124997	0.622979591
504067	2124997	0.623588348
504167	2124997	0.624205925
504267	2124997	0.624832316
504367	2124997	0.625467513
504467	2124997	0.626111509
504567	2124997	0.626764296
504667	2124997	0.627425866
504767	2124997	0.62809621
504867	2124997	0.628775318
504967	2124997	0.629463182
505067	2124997	0.630159791
505167	2124997	0.630865135
505267	2124997	0.631579203
505367	2124997	0.632301984
505467	2124997	0.633033466
505567	2124997	0.633773636
505667	2124997	0.634522482
505767	2124997	0.635279992
505867	2124997	0.63604615
505967	2124997	0.636820943
506067	2124997	0.637604355
506167	2124997	0.638396373
506267	2124997	0.639196979
506367	2124997	0.640006158
502067	2125097	0.610972795
502167	2125097	0.611413894
502267	2125097	0.611863911
502367	2125097	0.612322847
502467	2125097	0.612790699
502567	2125097	0.613267466
502667	2125097	0.613753146
502767	2125097	0.614247736
502867	2125097	0.614751235
502967	2125097	0.61526364
503067	2125097	0.615784948
503167	2125097	0.616315155
503267	2125097	0.616854259
503367	2125097	0.617402256
503467	2125097	0.617959141
503567	2125097	0.61852491
503667	2125097	0.619099559
503767	2125097	0.619683082
503867	2125097	0.620275476
503967	2125097	0.620876733
504067	2125097	0.621486848
504167	2125097	0.622105814
504267	2125097	0.622733626
504367	2125097	0.623370276
504467	2125097	0.624015756
504567	2125097	0.624670059
504667	2125097	0.625333177
504767	2125097	0.626005102
504867	2125097	0.626685823
504967	2125097	0.627375332
505067	2125097	0.628073619
505167	2125097	0.628780673
505267	2125097	0.629496485
505367	2125097	0.630221042
505467	2125097	0.630954333
505567	2125097	0.631696345
505667	2125097	0.632447067
505767	2125097	0.633206485
505867	2125097	0.633974585
505967	2125097	0.634751353
506067	2125097	0.635536774
506167	2125097	0.636330834
506267	2125097	0.637133516
506367	2125097	0.637944804
501967	2125197	0.608418632
502067	2125197	0.60885157
502167	2125197	0.609293457
502267	2125197	0.609744292
502367	2125197	0.610204074
502467	2125197	0.6106728
502567	2125197	0.611150471
502667	2125197	0.611637083
502767	2125197	0.612132636
502867	2125197	0.612637126
502967	2125197	0.613150552
503067	2125197	0.613672911
503167	2125197	0.614204199
503267	2125197	0.614744414
503367	2125197	0.615293552
503467	2125197	0.615851609
503567	2125197	0.61641858
503667	2125197	0.616994462
503767	2125197	0.61757925
503867	2125197	0.618172938
503967	2125197	0.618775522
504067	2125197	0.619386994
504167	2125197	0.62000735
504267	2125197	0.620636583
504367	2125197	0.621274686
504467	2125197	0.621921651
504567	2125197	0.622577471
504667	2125197	0.623242139
504767	2125197	0.623915645
504867	2125197	0.62459798
504967	2125197	0.625289137
505067	2125197	0.625989103
505167	2125197	0.626697871
505267	2125197	0.627415428
505367	2125197	0.628141764
505467	2125197	0.628876868
505567	2125197	0.629620726
505667	2125197	0.630373327
505767	2125197	0.631134658
505867	2125197	0.631904705
505967	2125197	0.632683453
506067	2125197	0.633470888
506167	2125197	0.634266995
506267	2125197	0.635071759
501867	2125297	0.605873639
501967	2125297	0.606298356
502067	2125297	0.606732052
502167	2125297	0.607174724
502267	2125297	0.607626372
502367	2125297	0.608086996
502467	2125297	0.608556594
502567	2125297	0.609035165
502667	2125297	0.609522707
502767	2125297	0.610019219
502867	2125297	0.610524699
502967	2125297	0.611039143
503067	2125297	0.611562551
503167	2125297	0.612094918
503267	2125297	0.612636242
503367	2125297	0.613186519
503467	2125297	0.613745746
503567	2125297	0.614313918
503667	2125297	0.614891032
503767	2125297	0.615477083
503867	2125297	0.616072065
503967	2125297	0.616675974
504067	2125297	0.617288804
504167	2125297	0.617910549
504267	2125297	0.618541203
504367	2125297	0.619180759
504467	2125297	0.619829209
504567	2125297	0.620486547
504667	2125297	0.621152765
504767	2125297	0.621827854
504867	2125297	0.622511806
504967	2125297	0.623204611
505067	2125297	0.62390626
505167	2125297	0.624616742
505267	2125297	0.625336048
505367	2125297	0.626064167
505467	2125297	0.626801086
505567	2125297	0.627546793
505667	2125297	0.628301278
505767	2125297	0.629064525
505867	2125297	0.629836523
505967	2125297	0.630617256
506067	2125297	0.63140671
506167	2125297	0.632204871
506267	2125297	0.633011721
501767	2125397	0.603337932
501867	2125397	0.603754367
501967	2125397	0.604179809
502067	2125397	0.604614257
502167	2125397	0.60505771
502267	2125397	0.605510169
502367	2125397	0.605971632
502467	2125397	0.606442098
502567	2125397	0.606921566
502667	2125397	0.607410035
502767	2125397	0.607907504
502867	2125397	0.608413969
502967	2125397	0.60892943
503067	2125397	0.609453884
503167	2125397	0.609987328
503267	2125397	0.610529759
503367	2125397	0.611081173
503467	2125397	0.611641568
503567	2125397	0.61221094
503667	2125397	0.612789285
503767	2125397	0.613376597
503867	2125397	0.613972873
503967	2125397	0.614578107
504067	2125397	0.615192293
504167	2125397	0.615815427
504267	2125397	0.616447502
504367	2125397	0.617088511
504467	2125397	0.617738447
504567	2125397	0.618397303
504667	2125397	0.619065072
504767	2125397	0.619741745
504867	2125397	0.620427314
504967	2125397	0.62112177
505067	2125397	0.621825102
505167	2125397	0.622537302
505267	2125397	0.623258359
505367	2125397	0.623988263
505467	2125397	0.624727
505567	2125397	0.625474561
505667	2125397	0.626230932
505767	2125397	0.626996101
505867	2125397	0.627770054
505967	2125397	0.628552777
506067	2125397	0.629344255
506167	2125397	0.630144474
506267	2125397	0.630953418
501667	2125497	0.600811626
501767	2125497	0.601219719
501867	2125497	0.601636847
501967	2125497	0.602063009
502067	2125497	0.602498206
502167	2125497	0.602942436
502267	2125497	0.603395701
502367	2125497	0.603858
502467	2125497	0.604329331
502567	2125497	0.604809693
502667	2125497	0.605299086
502767	2125497	0.605797508
502867	2125497	0.606304957
502967	2125497	0.606821432
503067	2125497	0.607346929
503167	2125497	0.607881447
503267	2125497	0.608424982
503367	2125497	0.608977533
503467	2125497	0.609539094
503567	2125497	0.610109664
503667	2125497	0.610689237
503767	2125497	0.61127781
503867	2125497	0.611875378
503967	2125497	0.612481936
504067	2125497	0.613097478
504167	2125497	0.613722
504267	2125497	0.614355495
504367	2125497	0.614997958
504467	2125497	0.61564938
504567	2125497	0.616309755
504667	2125497	0.616979076
504767	2125497	0.617657334
504867	2125497	0.618344521
504967	2125497	0.619040628
505067	2125497	0.619745647
505167	2125497	0.620459566
505267	2125497	0.621182377
505367	2125497	0.621914067
505467	2125497	0.622654627
505567	2125497	0.623404043
505667	2125497	0.624162305
505767	2125497	0.624929399
505867	2125497	0.625705311
505967	2125497	0.626490029
506067	2125497	0.627283536
506167	2125497	0.62808582
501567	2125597	0.598294839
501667	2125597	0.598694529
501767	2125597	0.599103282
501867	2125597	0.599521097
501967	2125597	0.599947975
502067	2125597	0.600383916
502167	2125597	0.600828921
502267	2125597	0.601282989
502367	2125597	0.601746119
502467	2125597	0.602218311
502567	2125597	0.602699565
502667	2125597	0.603189878
502767	2125597	0.60368925
502867	2125597	0.60419768
502967	2125597	0.604715165
503067	2125597	0.605241703
503167	2125597	0.605777293
503267	2125597	0.606321931
503367	2125597	0.606875615
503467	2125597	0.607438341
503567	2125597	0.608010106
503667	2125597	0.608590907
503767	2125597	0.609180738
503867	2125597	0.609779597
503967	2125597	0.610387478
504067	2125597	0.611004376
504167	2125597	0.611630285
504267	2125597	0.612265201
504367	2125597	0.612909116
504467	2125597	0.613562024
504567	2125597	0.614223918
504667	2125597	0.614894791
504767	2125597	0.615574635
504867	2125597	0.616263442
504967	2125597	0.616961202
505067	2125597	0.617667908
505167	2125597	0.618383549
505267	2125597	0.619108115
505367	2125597	0.619841596
505467	2125597	0.62058398
505567	2125597	0.621335256
505667	2125597	0.622095411
505767	2125597	0.622864434
505867	2125597	0.62364231
505967	2125597	0.624429027
506067	2125597	0.625224569
506167	2125597	0.626028921
501467	2125697	0.595787687
501567	2125697	0.596178914
501667	2125697	0.596579231
501767	2125697	0.596988638
501867	2125697	0.597407137
501967	2125697	0.597834727
502067	2125697	0.598271409
502167	2125697	0.598717183
502267	2125697	0.59917205
502367	2125697	0.599636008
502467	2125697	0.600109058
502567	2125697	0.600591199
502667	2125697	0.60108243
502767	2125697	0.601582749
502867	2125697	0.602092156
502967	2125697	0.602610649
503067	2125697	0.603138226
503167	2125697	0.603674884
503267	2125697	0.604220622
503367	2125697	0.604775437
503467	2125697	0.605339326
503567	2125697	0.605912285
503667	2125697	0.606494311
503767	2125697	0.6070854
503867	2125697	0.607685548
503967	2125697	0.608294751
504067	2125697	0.608913003
504167	2125697	0.609540299
504267	2125697	0.610176634
504367	2125697	0.610822001
504467	2125697	0.611476395
504567	2125697	0.612139809
504667	2125697	0.612812234
504767	2125697	0.613493665
504867	2125697	0.614184092
504967	2125697	0.614883507
505067	2125697	0.615591902
505167	2125697	0.616309266
505267	2125697	0.61703559
505367	2125697	0.617770863
505467	2125697	0.618515074
505567	2125697	0.619268213
505667	2125697	0.620030266
505767	2125697	0.620801221
505867	2125697	0.621581066
505967	2125697	0.622369785
506067	2125697	0.623167366
506167	2125697	0.623973793
501367	2125797	0.593290288
501467	2125797	0.593672992
501567	2125797	0.594064813
501667	2125797	0.594465752
501767	2125797	0.594875809
501867	2125797	0.595294986
501967	2125797	0.595723284
502067	2125797	0.596160703
502167	2125797	0.596607243
502267	2125797	0.597062904
502367	2125797	0.597527687
502467	2125797	0.598001591
502567	2125797	0.598484616
502667	2125797	0.59897676
502767	2125797	0.599478024
502867	2125797	0.599988405
502967	2125797	0.600507902
503067	2125797	0.601036514
503167	2125797	0.601574239
503267	2125797	0.602121075
503367	2125797	0.602677018
503467	2125797	0.603242067
503567	2125797	0.603816218
503667	2125797	0.604399467
503767	2125797	0.604991812
503867	2125797	0.605593248
503967	2125797	0.606203771
504067	2125797	0.606823376
504167	2125797	0.607452058
504267	2125797	0.608089812
504367	2125797	0.608736632
504467	2125797	0.609392511
504567	2125797	0.610057444
504667	2125797	0.610731422
504767	2125797	0.61141444
504867	2125797	0.612106488
504967	2125797	0.612807559
505067	2125797	0.613517644
505167	2125797	0.614236733
505267	2125797	0.614964816
505367	2125797	0.615701884
505467	2125797	0.616447926
505567	2125797	0.617202929
505667	2125797	0.617966883
505767	2125797	0.618739775
505867	2125797	0.619521591
505967	2125797	0.620312319
506067	2125797	0.621111944
506167	2125797	0.62192045
501367	2125897	0.591176882
501467	2125897	0.591560146
501567	2125897	0.591952556
501667	2125897	0.592354111
501767	2125897	0.592764814
501867	2125897	0.593184666
501967	2125897	0.593613667
502067	2125897	0.594051818
502167	2125897	0.594499119
502267	2125897	0.594955572
502367	2125897	0.595421175
502467	2125897	0.595895929
502567	2125897	0.596379834
502667	2125897	0.596872889
502767	2125897	0.597375092
502867	2125897	0.597886445
502967	2125897	0.598406944
503067	2125897	0.598936588
503167	2125897	0.599475377
503267	2125897	0.600023307
503367	2125897	0.600580376
503467	2125897	0.601146583
503567	2125897	0.601721923
503667	2125897	0.602306394
503767	2125897	0.602899993
503867	2125897	0.603502715
503967	2125897	0.604114557
504067	2125897	0.604735514
504167	2125897	0.60536558
504267	2125897	0.606004752
504367	2125897	0.606653023
504467	2125897	0.607310388
504567	2125897	0.60797684
504667	2125897	0.608652372
504767	2125897	0.609336977
504867	2125897	0.610030647
504967	2125897	0.610733374
505067	2125897	0.61144515
505167	2125897	0.612165965
505267	2125897	0.61289581
505367	2125897	0.613634675
505467	2125897	0.614382549
505567	2125897	0.615139421
505667	2125897	0.615905279
505767	2125897	0.61668011
505867	2125897	0.617463903
505967	2125897	0.618256643
506067	2125897	0.619058316
506167	2125897	0.619868907
501267	2125997	0.588690702
501367	2125997	0.58906535
501467	2125997	0.58944917
501567	2125997	0.589842163
501667	2125997	0.59024433
501767	2125997	0.590655674
501867	2125997	0.591076196
501967	2125997	0.591505895
502067	2125997	0.591944774
502167	2125997	0.592392833
502267	2125997	0.592850072
502367	2125997	0.593316492
502467	2125997	0.593792092
502567	2125997	0.594276874
502667	2125997	0.594770835
502767	2125997	0.595273976
502867	2125997	0.595786295
502967	2125997	0.596307793
503067	2125997	0.596838467
503167	2125997	0.597378315
503267	2125997	0.597927337
503367	2125997	0.59848553
503467	2125997	0.599052892
503567	2125997	0.599629419
503667	2125997	0.60021511
503767	2125997	0.60080996
503867	2125997	0.601413967
503967	2125997	0.602027126
504067	2125997	0.602649433
504167	2125997	0.603280883
504267	2125997	0.603921472
504367	2125997	0.604571194
504467	2125997	0.605230043
504567	2125997	0.605898014
504667	2125997	0.606575099
504767	2125997	0.607261291
504867	2125997	0.607956584
504967	2125997	0.608660969
505067	2125997	0.609374437
505167	2125997	0.61009698
505267	2125997	0.610828588
505367	2125997	0.611569252
505467	2125997	0.612318961
505567	2125997	0.613077703
505667	2125997	0.613845468
505767	2125997	0.614622243
505867	2125997	0.615408015
505967	2125997	0.616202772
506067	2125997	0.617006498
501267	2126097	0.586580543
501367	2126097	0.586955713
501467	2126097	0.587340083
501567	2126097	0.587733655
501667	2126097	0.58813643
501767	2126097	0.58854841
501867	2126097	0.588969597
501967	2126097	0.58939999
502067	2126097	0.589839593
502167	2126097	0.590288405
502267	2126097	0.590746426
502367	2126097	0.591213658
502467	2126097	0.591690101
502567	2126097	0.592175755
502667	2126097	0.592670619
502767	2126097	0.593174693
502867	2126097	0.593687977
502967	2126097	0.594210469
503067	2126097	0.594742169
503167	2126097	0.595283075
503267	2126097	0.595833186
503367	2126097	0.596392499
503467	2126097	0.596961013
503567	2126097	0.597538725
503667	2126097	0.598125633
503767	2126097	0.598721733
503867	2126097	0.599327022
503967	2126097	0.599941497
504067	2126097	0.600565152
504167	2126097	0.601197985
504267	2126097	0.60183999
504367	2126097	0.602491161
504467	2126097	0.603151495
504567	2126097	0.603820983
504667	2126097	0.604499621
504767	2126097	0.605187401
504867	2126097	0.605884317
504967	2126097	0.606590359
505067	2126097	0.607305521
505167	2126097	0.608029793
505267	2126097	0.608763166
505367	2126097	0.609505631
505467	2126097	0.610257176
505567	2126097	0.611017792
505667	2126097	0.611787467
505767	2126097	0.612566188
505867	2126097	0.613353944
505967	2126097	0.614150721
506067	2126097	0.614956504
501167	2126197	0.584105847
501267	2126197	0.584472307
501367	2126197	0.584847994
501467	2126197	0.585232909
501567	2126197	0.585627054
501667	2126197	0.586030432
501767	2126197	0.586443043
501867	2126197	0.58686489
501967	2126197	0.587295973
502067	2126197	0.587736295
502167	2126197	0.588185855
502267	2126197	0.588644655
502367	2126197	0.589112695
502467	2126197	0.589589976
502567	2126197	0.590076498
502667	2126197	0.590572261
502767	2126197	0.591077265
502867	2126197	0.591591509
502967	2126197	0.592114992
503067	2126197	0.592647715
503167	2126197	0.593189675
503267	2126197	0.593740871
503367	2126197	0.594301303
503467	2126197	0.594870966
503567	2126197	0.59544986
503667	2126197	0.596037983
503767	2126197	0.59663533
503867	2126197	0.597241899
503967	2126197	0.597857687
504067	2126197	0.59848269
504167	2126197	0.599116903
504267	2126197	0.599760322
504367	2126197	0.600412943
504467	2126197	0.601074759
504567	2126197	0.601745766
504667	2126197	0.602425956
504767	2126197	0.603115324
504867	2126197	0.603813862
504967	2126197	0.604521563
505067	2126197	0.605238419
505167	2126197	0.605964421
505267	2126197	0.60669956
505367	2126197	0.607443827
505467	2126197	0.608197212
505567	2126197	0.608959704
505667	2126197	0.609731291
505767	2126197	0.610511962
505867	2126197	0.611301705
505967	2126197	0.612100506
506067	2126197	0.612908351
501067	2126297	0.58164138
501167	2126297	0.581999072
501267	2126297	0.582366015
501367	2126297	0.582742213
501467	2126297	0.583127668
501567	2126297	0.583522382
501667	2126297	0.583926357
501767	2126297	0.584339594
501867	2126297	0.584762097
501967	2126297	0.585193865
502067	2126297	0.5856349
502167	2126297	0.586085205
502267	2126297	0.586544778
502367	2126297	0.587013622
502467	2126297	0.587491737
502567	2126297	0.587979124
502667	2126297	0.588475781
