x	y	error_car_pre_dur
490167	2131097	1.026831567
490267	2131097	1.02757619
490367	2131097	1.028347845
490467	2131097	1.029146365
490567	2131097	1.029971584
490667	2131097	1.030823331
490767	2131097	1.031701435
490867	2131097	1.03260572
490967	2131097	1.033536012
491067	2131097	1.034492132
491167	2131097	1.035473901
491267	2131097	1.036481138
491367	2131097	1.037513661
491467	2131097	1.038571286
491567	2131097	1.039653828
491667	2131097	1.040761103
491767	2131097	1.041892922
491867	2131097	1.043049099
491967	2131097	1.044229446
492067	2131097	1.045433775
492167	2131097	1.046661895
492267	2131097	1.047913618
492367	2131097	1.049188755
492467	2131097	1.050487114
492567	2131097	1.051808507
492667	2131097	1.053152744
492767	2131097	1.054519634
492867	2131097	1.055908989
492967	2131097	1.05732062
493067	2131097	1.058754336
493167	2131097	1.060209951
493267	2131097	1.061687277
493367	2131097	1.063186126
493467	2131097	1.064706311
493567	2131097	1.066247647
493667	2131097	1.067809949
493767	2131097	1.069393033
493867	2131097	1.070996716
493967	2131097	1.072620815
494067	2131097	1.074265149
494167	2131097	1.075929538
494267	2131097	1.077613803
494367	2131097	1.079317766
494467	2131097	1.08104125
494567	2131097	1.082784081
494667	2131097	1.084546084
494767	2131097	1.086327086
494867	2131097	1.088126915
494967	2131097	1.089945402
495067	2131097	1.091782378
495167	2131097	1.093637675
495267	2131097	1.095511128
495367	2131097	1.097402572
495467	2131097	1.099311845
495567	2131097	1.101238784
495667	2131097	1.103183231
495767	2131097	1.105145027
495867	2131097	1.107124014
495967	2131097	1.109120039
496067	2131097	1.111132946
496167	2131097	1.113162584
496267	2131097	1.115208803
496367	2131097	1.117271453
496467	2131097	1.119350387
496567	2131097	1.121445459
496667	2131097	1.123556526
496767	2131097	1.125683443
496867	2131097	1.127826071
496967	2131097	1.12998427
497067	2131097	1.132157902
497167	2131097	1.13434683
497267	2131097	1.13655092
497367	2131097	1.138770039
497467	2131097	1.141004054
497567	2131097	1.143252836
497667	2131097	1.145516257
497767	2131097	1.147794188
497867	2131097	1.150086505
497967	2131097	1.152393084
498067	2131097	1.154713801
498167	2131097	1.157048536
498267	2131097	1.159397169
498367	2131097	1.161759582
498467	2131097	1.164135659
498567	2131097	1.166525283
498667	2131097	1.168928342
498767	2131097	1.171344722
498867	2131097	1.173774312
498967	2131097	1.176217004
499067	2131097	1.178672687
499167	2131097	1.181141257
499267	2131097	1.183622606
499367	2131097	1.18611663
499467	2131097	1.188623226
499567	2131097	1.191142293
499667	2131097	1.19367373
499767	2131097	1.196217438
499867	2131097	1.198773318
499967	2131097	1.201341273
500067	2131097	1.203921209
500167	2131097	1.20651303
500267	2131097	1.209116644
500367	2131097	1.211731958
500467	2131097	1.214358881
500567	2131097	1.216997323
500667	2131097	1.219647196
500767	2131097	1.222308412
500867	2131097	1.224980883
500967	2131097	1.227664526
501067	2131097	1.230359255
501167	2131097	1.233064987
501267	2131097	1.235781639
501367	2131097	1.238509129
501467	2131097	1.241247379
501567	2131097	1.243996307
501667	2131097	1.246755835
501767	2131097	1.249525885
501867	2131097	1.252306382
501967	2131097	1.255097249
502067	2131097	1.257898411
502167	2131097	1.260709794
502267	2131097	1.263531326
502367	2131097	1.266362933
502467	2131097	1.269204544
502567	2131097	1.272056089
502667	2131097	1.274917498
502767	2131097	1.277788701
502867	2131097	1.280669631
502967	2131097	1.28356022
503067	2131097	1.286460402
503167	2131097	1.289370109
503267	2131097	1.292289278
503367	2131097	1.295217843
503467	2131097	1.298155742
503567	2131097	1.301102909
503667	2131097	1.304059284
503767	2131097	1.307024805
503867	2131097	1.30999941
503967	2131097	1.312983039
504067	2131097	1.315975633
504167	2131097	1.318977131
504267	2131097	1.321987476
504367	2131097	1.32500661
504467	2131097	1.328034475
504567	2131097	1.331071015
504667	2131097	1.334116173
504767	2131097	1.337169894
504867	2131097	1.340232123
504967	2131097	1.343302806
505067	2131097	1.346381888
505167	2131097	1.349469316
505267	2131097	1.352565038
505367	2131097	1.355669001
505467	2131097	1.358781153
505567	2131097	1.361901442
505667	2131097	1.365029819
505767	2131097	1.368166232
505867	2131097	1.371310633
505967	2131097	1.37446297
506067	2131097	1.377623196
506167	2131097	1.380791262
506267	2131097	1.38396712
506367	2131097	1.387150723
506467	2131097	1.390342022
506567	2131097	1.393540972
506667	2131097	1.396747526
506767	2131097	1.399961639
486067	2131197	1.016514028
486167	2131197	1.016053401
487067	2131197	1.013278825
487167	2131197	1.013123043
487267	2131197	1.012997726
487367	2131197	1.012902845
487467	2131197	1.012838366
487567	2131197	1.012804248
487667	2131197	1.012800446
487767	2131197	1.012826907
487867	2131197	1.012883572
487967	2131197	1.012970379
488067	2131197	1.013087258
488167	2131197	1.013234134
488267	2131197	1.013410926
488367	2131197	1.01361755
488467	2131197	1.013853914
488567	2131197	1.014119921
488667	2131197	1.014415472
488767	2131197	1.01474046
488867	2131197	1.015094775
488967	2131197	1.015478301
489067	2131197	1.015890918
489167	2131197	1.016332502
489267	2131197	1.016802924
489367	2131197	1.017302053
489467	2131197	1.01782975
489567	2131197	1.018385876
489667	2131197	1.018970286
489767	2131197	1.019582833
489867	2131197	1.020223365
489967	2131197	1.020891727
490067	2131197	1.021587762
490167	2131197	1.022311309
490267	2131197	1.023062205
490367	2131197	1.023840282
490467	2131197	1.024645373
490567	2131197	1.025477305
490667	2131197	1.026335905
490767	2131197	1.027220998
490867	2131197	1.028132404
490967	2131197	1.029069945
491067	2131197	1.030033439
491167	2131197	1.031022702
491267	2131197	1.03203755
491367	2131197	1.033077797
491467	2131197	1.034143255
491567	2131197	1.035233737
491667	2131197	1.036349052
491767	2131197	1.037489011
491867	2131197	1.038653423
491967	2131197	1.039842096
492067	2131197	1.041054837
492167	2131197	1.042291455
492267	2131197	1.043551756
492367	2131197	1.044835548
492467	2131197	1.046142637
492567	2131197	1.047472829
492667	2131197	1.048825933
492767	2131197	1.050201755
492867	2131197	1.051600102
492967	2131197	1.053020783
493067	2131197	1.054463605
493167	2131197	1.055928377
493267	2131197	1.057414908
493367	2131197	1.058923008
493467	2131197	1.060452488
493567	2131197	1.06200316
493667	2131197	1.063574835
493767	2131197	1.065167327
493867	2131197	1.06678045
493967	2131197	1.06841402
494067	2131197	1.070067852
494167	2131197	1.071741765
494267	2131197	1.073435576
494367	2131197	1.075149106
494467	2131197	1.076882176
494567	2131197	1.078634609
494667	2131197	1.080406227
494767	2131197	1.082196857
494867	2131197	1.084006324
494967	2131197	1.085834457
495067	2131197	1.087681085
495167	2131197	1.08954604
495267	2131197	1.091429153
495367	2131197	1.093330258
495467	2131197	1.095249192
495567	2131197	1.09718579
495667	2131197	1.099139892
495767	2131197	1.101111338
495867	2131197	1.10309997
495967	2131197	1.10510563
496067	2131197	1.107128165
496167	2131197	1.10916742
496267	2131197	1.111223243
496367	2131197	1.113295486
496467	2131197	1.115383999
496567	2131197	1.117488635
496667	2131197	1.119609249
496767	2131197	1.121745697
496867	2131197	1.123897838
496967	2131197	1.126065531
497067	2131197	1.128248637
497167	2131197	1.130447019
497267	2131197	1.132660542
497367	2131197	1.134889071
497467	2131197	1.137132475
497567	2131197	1.139390621
497667	2131197	1.141663382
497767	2131197	1.143950629
497867	2131197	1.146252237
497967	2131197	1.14856808
498067	2131197	1.150898035
498167	2131197	1.153241982
498267	2131197	1.155599799
498367	2131197	1.157971369
498467	2131197	1.160356574
498567	2131197	1.162755298
498667	2131197	1.165167428
498767	2131197	1.16759285
498867	2131197	1.170031453
498967	2131197	1.172483126
499067	2131197	1.174947763
499167	2131197	1.177425254
499267	2131197	1.179915495
499367	2131197	1.18241838
499467	2131197	1.184933807
499567	2131197	1.187461673
499667	2131197	1.190001877
499767	2131197	1.192554321
499867	2131197	1.195118906
499967	2131197	1.197695536
500067	2131197	1.200284113
500167	2131197	1.202884545
500267	2131197	1.205496737
500367	2131197	1.208120597
500467	2131197	1.210756035
500567	2131197	1.213402961
500667	2131197	1.216061285
500767	2131197	1.21873092
500867	2131197	1.221411779
500967	2131197	1.224103778
501067	2131197	1.226806831
501167	2131197	1.229520855
501267	2131197	1.232245767
501367	2131197	1.234981487
501467	2131197	1.237727934
501567	2131197	1.240485028
501667	2131197	1.243252691
501767	2131197	1.246030845
501867	2131197	1.248819415
501967	2131197	1.251618323
502067	2131197	1.254427495
502167	2131197	1.257246858
502267	2131197	1.260076339
502367	2131197	1.262915864
502467	2131197	1.265765363
502567	2131197	1.268624766
502667	2131197	1.271494002
502767	2131197	1.274373003
502867	2131197	1.277261701
502967	2131197	1.280160028
503067	2131197	1.283067918
503167	2131197	1.285985304
503267	2131197	1.288912123
503367	2131197	1.291848309
503467	2131197	1.294793799
503567	2131197	1.297748529
503667	2131197	1.300712439
503767	2131197	1.303685465
503867	2131197	1.306667548
503967	2131197	1.309658627
504067	2131197	1.312658642
504167	2131197	1.315667534
504267	2131197	1.318685246
504367	2131197	1.321711718
504467	2131197	1.324746895
504567	2131197	1.32779072
504667	2131197	1.330843136
504767	2131197	1.333904088
504867	2131197	1.336973522
504967	2131197	1.340051382
505067	2131197	1.343137617
505167	2131197	1.346232171
505267	2131197	1.349334993
505367	2131197	1.35244603
505467	2131197	1.355565231
505567	2131197	1.358692544
505667	2131197	1.36182792
505767	2131197	1.364971307
505867	2131197	1.368122656
505967	2131197	1.371281918
506067	2131197	1.374449043
506167	2131197	1.377623985
506267	2131197	1.380806694
506367	2131197	1.383997124
506467	2131197	1.387195227
506567	2131197	1.390400957
506667	2131197	1.393614267
506767	2131197	1.396835113
485867	2131297	1.012924651
485967	2131297	1.012400496
486067	2131297	1.011906899
486167	2131297	1.011443908
486767	2131297	1.009310539
486867	2131297	1.009062578
486967	2131297	1.008845372
487067	2131297	1.008658908
487167	2131297	1.008503171
487267	2131297	1.008378137
487367	2131297	1.008283777
487467	2131297	1.008220055
487567	2131297	1.008186929
487667	2131297	1.008184351
487767	2131297	1.008212268
487867	2131297	1.008270619
487967	2131297	1.00835934
488067	2131297	1.008478358
488167	2131297	1.008627597
488267	2131297	1.008806973
488367	2131297	1.0090164
488467	2131297	1.009255783
488567	2131297	1.009525023
488667	2131297	1.009824018
488767	2131297	1.010152658
488867	2131297	1.010510829
488967	2131297	1.010898413
489067	2131297	1.011315287
489167	2131297	1.011761324
489267	2131297	1.012236392
489367	2131297	1.012740354
489467	2131297	1.01327307
489567	2131297	1.013834397
489667	2131297	1.014424187
489767	2131297	1.015042288
489867	2131297	1.015688545
489967	2131297	1.016362799
490067	2131297	1.01706489
490167	2131297	1.017794653
490267	2131297	1.01855192
490367	2131297	1.019336521
490467	2131297	1.020148284
490567	2131297	1.020987033
490667	2131297	1.021852589
490767	2131297	1.022744775
490867	2131297	1.023663407
490967	2131297	1.024608303
491067	2131297	1.025579276
491167	2131297	1.02657614
491267	2131297	1.027598706
491367	2131297	1.028646784
491467	2131297	1.029720183
491567	2131297	1.030818711
491667	2131297	1.031942175
491767	2131297	1.033090381
491867	2131297	1.034263134
491967	2131297	1.035460239
492067	2131297	1.0366815
492167	2131297	1.037926721
492267	2131297	1.039195706
492367	2131297	1.040488258
492467	2131297	1.04180418
492567	2131297	1.043143276
492667	2131297	1.04450535
492767	2131297	1.045890206
492867	2131297	1.047297647
492967	2131297	1.048727478
493067	2131297	1.050179504
493167	2131297	1.051653531
493267	2131297	1.053149365
493367	2131297	1.054666813
493467	2131297	1.056205684
493567	2131297	1.057765785
493667	2131297	1.059346926
493767	2131297	1.060948918
493867	2131297	1.062571572
493967	2131297	1.064214702
494067	2131297	1.06587812
494167	2131297	1.067561643
494267	2131297	1.069265086
494367	2131297	1.070988267
494467	2131297	1.072731004
494567	2131297	1.074493119
494667	2131297	1.076274433
494767	2131297	1.078074769
494867	2131297	1.079893951
494967	2131297	1.081731806
495067	2131297	1.083588161
495167	2131297	1.085462845
495267	2131297	1.087355689
495367	2131297	1.089266525
495467	2131297	1.091195188
495567	2131297	1.093141512
495667	2131297	1.095105335
495767	2131297	1.097086495
495867	2131297	1.099084833
495967	2131297	1.10110019
496067	2131297	1.103132411
496167	2131297	1.105181341
496267	2131297	1.107246827
496367	2131297	1.109328718
496467	2131297	1.111426863
496567	2131297	1.113541116
496667	2131297	1.115671329
496767	2131297	1.117817358
496867	2131297	1.11997906
496967	2131297	1.122156295
497067	2131297	1.124348922
497167	2131297	1.126556802
497267	2131297	1.128779801
497367	2131297	1.131017783
497467	2131297	1.133270616
497567	2131297	1.135538167
497667	2131297	1.137820306
497767	2131297	1.140116907
497867	2131297	1.142427841
497967	2131297	1.144752984
498067	2131297	1.147092211
498167	2131297	1.149445402
498267	2131297	1.151812435
498367	2131297	1.154193192
498467	2131297	1.156587555
498567	2131297	1.158995408
498667	2131297	1.161416635
498767	2131297	1.163851126
498867	2131297	1.166298766
498967	2131297	1.168759447
499067	2131297	1.17123306
499167	2131297	1.173719496
499267	2131297	1.17621865
499367	2131297	1.178730417
499467	2131297	1.181254693
499567	2131297	1.183791377
499667	2131297	1.186340368
499767	2131297	1.188901566
499867	2131297	1.191474872
499967	2131297	1.194060191
500067	2131297	1.196657425
500167	2131297	1.199266481
500267	2131297	1.201887265
500367	2131297	1.204519685
500467	2131297	1.20716365
500567	2131297	1.209819069
500667	2131297	1.212485855
500767	2131297	1.21516392
500867	2131297	1.217853176
500967	2131297	1.220553539
501067	2131297	1.223264924
501167	2131297	1.225987248
501267	2131297	1.228720428
501367	2131297	1.231464383
501467	2131297	1.234219033
501567	2131297	1.236984299
501667	2131297	1.239760101
501767	2131297	1.242546363
501867	2131297	1.245343008
501967	2131297	1.248149961
502067	2131297	1.250967147
502167	2131297	1.253794492
502267	2131297	1.256631923
502367	2131297	1.259479368
502467	2131297	1.262336756
502567	2131297	1.265204017
502667	2131297	1.26808108
502767	2131297	1.270967879
502867	2131297	1.273864343
502967	2131297	1.276770407
503067	2131297	1.279686004
503167	2131297	1.282611067
503267	2131297	1.285545533
503367	2131297	1.288489338
503467	2131297	1.291442416
503567	2131297	1.294404707
503667	2131297	1.297376147
503767	2131297	1.300356676
503867	2131297	1.303346233
503967	2131297	1.306344757
504067	2131297	1.309352189
504167	2131297	1.312368471
504267	2131297	1.315393543
504367	2131297	1.31842735
504467	2131297	1.321469833
504567	2131297	1.324520936
504667	2131297	1.327580604
504767	2131297	1.330648781
504867	2131297	1.333725413
504967	2131297	1.336810446
505067	2131297	1.339903825
505167	2131297	1.343005499
505267	2131297	1.346115414
505367	2131297	1.349233518
505467	2131297	1.352359761
505567	2131297	1.35549409
505667	2131297	1.358636457
505767	2131297	1.361786809
505867	2131297	1.364945099
505967	2131297	1.368111277
506067	2131297	1.371285295
506167	2131297	1.374467103
506267	2131297	1.377656655
506367	2131297	1.380853904
506467	2131297	1.384058801
506567	2131297	1.387271302
506667	2131297	1.39049136
506767	2131297	1.39371893
485567	2131397	1.010090134
485667	2131397	1.009471052
485767	2131397	1.008882586
485867	2131397	1.008324806
485967	2131397	1.007797773
486067	2131397	1.007301542
486167	2131397	1.006836161
486467	2131397	1.005625503
486567	2131397	1.005283874
486667	2131397	1.004973237
486767	2131397	1.004693602
486867	2131397	1.004444969
486967	2131397	1.004227335
487067	2131397	1.004040688
487167	2131397	1.003885011
487267	2131397	1.003760279
487367	2131397	1.003666462
487467	2131397	1.003603523
487567	2131397	1.003571419
487667	2131397	1.0035701
487767	2131397	1.00359951
487867	2131397	1.003659589
487967	2131397	1.003750268
488067	2131397	1.003871474
488167	2131397	1.004023128
488267	2131397	1.004205144
488367	2131397	1.004417432
488467	2131397	1.004659895
488567	2131397	1.004932433
488667	2131397	1.005234939
488767	2131397	1.005567301
488867	2131397	1.005929402
488967	2131397	1.006321121
489067	2131397	1.006742331
489167	2131397	1.007192902
489267	2131397	1.007672698
489367	2131397	1.008181579
489467	2131397	1.008719403
489567	2131397	1.009286021
489667	2131397	1.009881282
489767	2131397	1.010505031
489867	2131397	1.011157109
489967	2131397	1.011837353
490067	2131397	1.012545599
490167	2131397	1.013281677
490267	2131397	1.014045417
490367	2131397	1.014836645
490467	2131397	1.015655183
490567	2131397	1.016500853
490667	2131397	1.017373472
490767	2131397	1.018272857
490867	2131397	1.019198823
490967	2131397	1.020151181
491067	2131397	1.021129742
491167	2131397	1.022134315
491267	2131397	1.023164707
491367	2131397	1.024220726
491467	2131397	1.025302175
491567	2131397	1.026408858
491667	2131397	1.02754058
491767	2131397	1.028697142
491867	2131397	1.029878345
491967	2131397	1.03108399
492067	2131397	1.032313879
492167	2131397	1.033567811
492267	2131397	1.034845586
492367	2131397	1.036147004
492467	2131397	1.037471866
492567	2131397	1.038819971
492667	2131397	1.040191119
492767	2131397	1.041585111
492867	2131397	1.043001748
492967	2131397	1.044440831
493067	2131397	1.045902162
493167	2131397	1.047385544
493267	2131397	1.04889078
493367	2131397	1.050417673
493467	2131397	1.05196603
493567	2131397	1.053535655
493667	2131397	1.055126356
493767	2131397	1.05673794
493867	2131397	1.058370217
493967	2131397	1.060022996
494067	2131397	1.061696089
494167	2131397	1.063389309
494267	2131397	1.065102469
494367	2131397	1.066835385
494467	2131397	1.068587873
494567	2131397	1.070359752
494667	2131397	1.072150841
494767	2131397	1.073960961
494867	2131397	1.075789935
494967	2131397	1.077637587
495067	2131397	1.079503743
495167	2131397	1.08138823
495267	2131397	1.083290876
495367	2131397	1.085211513
495467	2131397	1.087149973
495567	2131397	1.089106089
495667	2131397	1.091079698
495767	2131397	1.093070636
495867	2131397	1.095078743
495967	2131397	1.097103858
496067	2131397	1.099145825
496167	2131397	1.101204488
496267	2131397	1.103279693
496367	2131397	1.105371286
496467	2131397	1.107479118
496567	2131397	1.109603039
496667	2131397	1.111742902
496767	2131397	1.113898562
496867	2131397	1.116069874
496967	2131397	1.118256697
497067	2131397	1.120458889
497167	2131397	1.122676313
497267	2131397	1.124908831
497367	2131397	1.127156308
497467	2131397	1.129418609
497567	2131397	1.131695604
497667	2131397	1.13398716
497767	2131397	1.13629315
497867	2131397	1.138613447
497967	2131397	1.140947923
498067	2131397	1.143296456
498167	2131397	1.145658924
498267	2131397	1.148035204
498367	2131397	1.150425177
498467	2131397	1.152828727
498567	2131397	1.155245735
498667	2131397	1.157676088
498767	2131397	1.160119672
498867	2131397	1.162576376
498967	2131397	1.165046087
499067	2131397	1.167528698
499167	2131397	1.170024101
499267	2131397	1.172532189
499367	2131397	1.175052858
499467	2131397	1.177586003
499567	2131397	1.180131523
499667	2131397	1.182689317
499767	2131397	1.185259285
499867	2131397	1.187841329
499967	2131397	1.190435352
500067	2131397	1.193041257
500167	2131397	1.195658951
500267	2131397	1.198288339
500367	2131397	1.20092933
500467	2131397	1.203581833
500567	2131397	1.206245757
500667	2131397	1.208921014
500767	2131397	1.211607517
500867	2131397	1.214305179
500967	2131397	1.217013914
501067	2131397	1.219733638
501167	2131397	1.222464268
501267	2131397	1.225205722
501367	2131397	1.227957918
501467	2131397	1.230720776
501567	2131397	1.233494217
501667	2131397	1.236278163
501767	2131397	1.239072536
501867	2131397	1.24187726
501967	2131397	1.24469226
502067	2131397	1.247517461
502167	2131397	1.250352789
502267	2131397	1.253198171
502367	2131397	1.256053537
502467	2131397	1.258918814
502567	2131397	1.261793932
502667	2131397	1.264678823
502767	2131397	1.267573417
502867	2131397	1.270477647
502967	2131397	1.273391446
503067	2131397	1.276314747
503167	2131397	1.279247485
503267	2131397	1.282189596
503367	2131397	1.285141015
503467	2131397	1.288101679
503567	2131397	1.291071526
503667	2131397	1.294050493
503767	2131397	1.29703852
503867	2131397	1.300035545
503967	2131397	1.30304151
504067	2131397	1.306056354
504167	2131397	1.309080019
504267	2131397	1.312112448
504367	2131397	1.315153582
504467	2131397	1.318203365
504567	2131397	1.321261741
504667	2131397	1.324328654
504767	2131397	1.32740405
504867	2131397	1.330487873
504967	2131397	1.33358007
505067	2131397	1.336680587
505167	2131397	1.339789373
505267	2131397	1.342906373
505367	2131397	1.346031537
505467	2131397	1.349164813
505567	2131397	1.352306151
505667	2131397	1.3554555
505767	2131397	1.35861281
505867	2131397	1.361778032
505967	2131397	1.364951117
506067	2131397	1.368132017
506167	2131397	1.371320684
506267	2131397	1.37451707
506367	2131397	1.377721128
506467	2131397	1.380932811
506567	2131397	1.384152073
506667	2131397	1.387378869
506767	2131397	1.390613153
482367	2131497	1.040989225
482467	2131497	1.039451127
482567	2131497	1.037938697
482667	2131497	1.036452161
482767	2131497	1.034991745
485367	2131497	1.006840102
485467	2131497	1.006155883
485567	2131497	1.005502367
485667	2131497	1.004879637
485767	2131497	1.004287767
485867	2131497	1.003726829
485967	2131497	1.003196884
486067	2131497	1.002697988
486167	2131497	1.00223019
486267	2131497	1.001793534
486367	2131497	1.001388054
486467	2131497	1.001013779
486567	2131497	1.000670731
486667	2131497	1.000358926
486767	2131497	1.000078371
486867	2131497	0.999829069
486967	2131497	0.999611015
487067	2131497	0.999424196
487167	2131497	0.999268593
487267	2131497	0.999144183
487367	2131497	0.999050933
487467	2131497	0.998988804
487567	2131497	0.998957753
487667	2131497	0.998957728
487767	2131497	0.998988671
487867	2131497	0.99905052
487967	2131497	0.999143204
488067	2131497	0.999266648
488167	2131497	0.999420769
488267	2131497	0.999605481
488367	2131497	0.99982069
488467	2131497	1.000066298
488567	2131497	1.0003422
488667	2131497	1.000648286
488767	2131497	1.000984443
488867	2131497	1.001350549
488967	2131497	1.00174648
489067	2131497	1.002172106
489167	2131497	1.002627294
489267	2131497	1.003111904
489367	2131497	1.003625793
489467	2131497	1.004168814
489567	2131497	1.004740816
489667	2131497	1.005341642
489767	2131497	1.005971135
489867	2131497	1.006629131
489967	2131497	1.007315465
490067	2131497	1.008029966
490167	2131497	1.008772463
490267	2131497	1.00954278
490367	2131497	1.010340738
490467	2131497	1.011166158
490567	2131497	1.012018856
490667	2131497	1.012898645
490767	2131497	1.013805338
490867	2131497	1.014738746
490967	2131497	1.015698676
491067	2131497	1.016684935
491167	2131497	1.017697328
491267	2131497	1.018735658
491367	2131497	1.019799727
491467	2131497	1.020889337
491567	2131497	1.022004288
491667	2131497	1.023144378
491767	2131497	1.024309406
491867	2131497	1.025499169
491967	2131497	1.026713466
492067	2131497	1.027952091
492167	2131497	1.029214843
492267	2131497	1.030501517
492367	2131497	1.03181191
492467	2131497	1.033145819
492567	2131497	1.034503038
492667	2131497	1.035883366
492767	2131497	1.0372866
492867	2131497	1.038712536
492967	2131497	1.040160974
493067	2131497	1.041631712
493167	2131497	1.043124549
493267	2131497	1.044639285
493367	2131497	1.046175722
493467	2131497	1.047733662
493567	2131497	1.049312907
493667	2131497	1.050913262
493767	2131497	1.052534532
493867	2131497	1.054176522
493967	2131497	1.055839041
494067	2131497	1.057521898
494167	2131497	1.059224902
494267	2131497	1.060947866
494367	2131497	1.062690602
494467	2131497	1.064452924
494567	2131497	1.066234649
494667	2131497	1.068035593
494767	2131497	1.069855577
494867	2131497	1.07169442
494967	2131497	1.073551945
495067	2131497	1.075427975
495167	2131497	1.077322337
495267	2131497	1.079234857
495367	2131497	1.081165364
495467	2131497	1.083113689
495567	2131497	1.085079665
495667	2131497	1.087063124
495767	2131497	1.089063904
495867	2131497	1.091081841
495967	2131497	1.093116775
496067	2131497	1.095168548
496167	2131497	1.097237001
496267	2131497	1.09932198
496367	2131497	1.101423331
496467	2131497	1.103540903
496567	2131497	1.105674544
496667	2131497	1.107824108
496767	2131497	1.109989447
496867	2131497	1.112170416
496967	2131497	1.114366873
497067	2131497	1.116578677
497167	2131497	1.118805687
497267	2131497	1.121047767
497367	2131497	1.123304779
497467	2131497	1.125576589
497567	2131497	1.127863066
497667	2131497	1.130164076
497767	2131497	1.132479492
497867	2131497	1.134809185
497967	2131497	1.13715303
498067	2131497	1.139510901
498167	2131497	1.141882675
498267	2131497	1.144268232
498367	2131497	1.146667452
498467	2131497	1.149080216
498567	2131497	1.151506407
498667	2131497	1.153945911
498767	2131497	1.156398614
498867	2131497	1.158864403
498967	2131497	1.161343169
499067	2131497	1.1638348
499167	2131497	1.16633919
499267	2131497	1.168856232
499367	2131497	1.171385822
499467	2131497	1.173927854
499567	2131497	1.176482228
499667	2131497	1.179048842
499767	2131497	1.181627596
499867	2131497	1.184218391
499967	2131497	1.186821132
500067	2131497	1.189435721
500167	2131497	1.192062065
500267	2131497	1.194700069
500367	2131497	1.197349643
500467	2131497	1.200010693
500567	2131497	1.202683132
500667	2131497	1.20536687
500767	2131497	1.208061819
500867	2131497	1.210767894
500967	2131497	1.213485008
501067	2131497	1.216213078
501167	2131497	1.21895202
501267	2131497	1.221701752
501367	2131497	1.224462194
501467	2131497	1.227233264
501567	2131497	1.230014884
501667	2131497	1.232806976
501767	2131497	1.235609463
501867	2131497	1.238422268
501967	2131497	1.241245316
502067	2131497	1.244078532
502167	2131497	1.246921844
502267	2131497	1.249775178
502367	2131497	1.252638464
502467	2131497	1.255511629
502567	2131497	1.258394604
502667	2131497	1.26128732
502767	2131497	1.264189708
502867	2131497	1.267101702
502967	2131497	1.270023233
503067	2131497	1.272954236
503167	2131497	1.275894645
503267	2131497	1.278844397
503367	2131497	1.281803427
503467	2131497	1.284771673
503567	2131497	1.287749071
503667	2131497	1.29073556
503767	2131497	1.293731079
503867	2131497	1.296735568
503967	2131497	1.299748968
504067	2131497	1.302771218
504167	2131497	1.305802261
504267	2131497	1.308842038
504367	2131497	1.311890494
504467	2131497	1.31494757
504567	2131497	1.318013212
504667	2131497	1.321087363
504767	2131497	1.324169969
504867	2131497	1.327260976
504967	2131497	1.33036033
505067	2131497	1.333467977
505167	2131497	1.336583866
505267	2131497	1.339707943
505367	2131497	1.342840158
505467	2131497	1.34598046
505567	2131497	1.349128796
505667	2131497	1.352285119
505767	2131497	1.355449377
505867	2131497	1.358621523
505967	2131497	1.361801506
506067	2131497	1.364989279
506167	2131497	1.368184794
506267	2131497	1.371388004
506367	2131497	1.374598862
506467	2131497	1.377817321
506567	2131497	1.381043335
506667	2131497	1.384276859
506767	2131497	1.387517847
482467	2131597	1.035088331
482567	2131597	1.033566007
482667	2131597	1.032069715
482767	2131597	1.030599684
482867	2131597	1.029156143
485267	2131597	1.002981757
485367	2131597	1.002262495
485467	2131597	1.001574089
485567	2131597	1.000916631
485667	2131597	1.000290205
485767	2131597	0.999694888
485867	2131597	0.999130752
485967	2131597	0.998597859
486067	2131597	0.998096267
486167	2131597	0.997626027
486267	2131597	0.99718718
486367	2131597	0.996779764
486467	2131597	0.996403806
486567	2131597	0.996059331
486667	2131597	0.995746352
486767	2131597	0.995464878
486867	2131597	0.99521491
486967	2131597	0.994996442
487067	2131597	0.994809463
487167	2131597	0.994653951
487267	2131597	0.994529883
487367	2131597	0.994437223
487467	2131597	0.994375934
487567	2131597	0.994345968
487667	2131597	0.994347272
487767	2131597	0.994379789
487867	2131597	0.994443451
487967	2131597	0.994538187
488067	2131597	0.99466392
488167	2131597	0.994820564
488267	2131597	0.99500803
488367	2131597	0.995226222
488467	2131597	0.995475039
488567	2131597	0.995754373
488667	2131597	0.996064111
488767	2131597	0.996404136
488867	2131597	0.996774324
488967	2131597	0.997174548
489067	2131597	0.997604673
489167	2131597	0.998064563
489267	2131597	0.998554075
489367	2131597	0.999073062
489467	2131597	0.999621372
489567	2131597	1.000198851
489667	2131597	1.00080534
489767	2131597	1.001440675
489867	2131597	1.002104689
489967	2131597	1.002797213
490067	2131597	1.003518073
490167	2131597	1.004267093
490267	2131597	1.005044092
490367	2131597	1.005848889
490467	2131597	1.006681299
490567	2131597	1.007541133
490667	2131597	1.008428203
490767	2131597	1.009342315
490867	2131597	1.010283276
490967	2131597	1.01125089
491067	2131597	1.012244959
491167	2131597	1.013265284
491267	2131597	1.014311665
491367	2131597	1.015383898
491467	2131597	1.016481782
491567	2131597	1.017605112
491667	2131597	1.018753683
491767	2131597	1.01992729
491867	2131597	1.021125726
