x	y	error_coe_com_dur
491167	2129897	0.199934839
491267	2129897	0.200019404
491367	2129897	0.200109927
491467	2129897	0.20020641
491567	2129897	0.200308855
491667	2129897	0.200417265
491767	2129897	0.200531638
491867	2129897	0.200651977
491967	2129897	0.200778279
492067	2129897	0.200910543
492167	2129897	0.201048767
492267	2129897	0.201192949
492367	2129897	0.201343085
492467	2129897	0.20149917
492567	2129897	0.201661199
492667	2129897	0.201829168
492767	2129897	0.202003068
492867	2129897	0.202182895
492967	2129897	0.202368638
493067	2129897	0.202560291
493167	2129897	0.202757843
493267	2129897	0.202961285
493367	2129897	0.203170607
493467	2129897	0.203385796
493567	2129897	0.203606842
493667	2129897	0.20383373
493767	2129897	0.204066449
493867	2129897	0.204304985
493967	2129897	0.204549321
494067	2129897	0.204799444
494167	2129897	0.205055338
494267	2129897	0.205316985
494367	2129897	0.205584369
494467	2129897	0.205857473
494567	2129897	0.206136277
494667	2129897	0.206420763
494767	2129897	0.206710911
494867	2129897	0.207006702
494967	2129897	0.207308115
495067	2129897	0.207615129
495167	2129897	0.207927722
495267	2129897	0.208245871
495367	2129897	0.208569555
495467	2129897	0.208898751
495567	2129897	0.209233433
495667	2129897	0.209573579
495767	2129897	0.209919165
495867	2129897	0.210270164
495967	2129897	0.210626551
496067	2129897	0.210988302
496167	2129897	0.211355388
496267	2129897	0.211727785
496367	2129897	0.212105465
496467	2129897	0.2124884
496567	2129897	0.212876564
496667	2129897	0.213269927
496767	2129897	0.213668462
496867	2129897	0.214072141
496967	2129897	0.214480933
497067	2129897	0.21489481
497167	2129897	0.215313743
497267	2129897	0.215737702
497367	2129897	0.216166656
497467	2129897	0.216600576
497567	2129897	0.217039431
497667	2129897	0.217483191
497767	2129897	0.217931825
497867	2129897	0.218385302
497967	2129897	0.218843591
498067	2129897	0.21930666
498167	2129897	0.219774479
498267	2129897	0.220247015
498367	2129897	0.220724237
498467	2129897	0.221206113
498567	2129897	0.221692612
498667	2129897	0.222183701
498767	2129897	0.222679349
498867	2129897	0.223179522
498967	2129897	0.22368419
499067	2129897	0.22419332
499167	2129897	0.224706879
499267	2129897	0.225224836
499367	2129897	0.225747159
499467	2129897	0.226273814
499567	2129897	0.22680477
499667	2129897	0.227339995
499767	2129897	0.227879456
499867	2129897	0.22842312
499967	2129897	0.228970957
500067	2129897	0.229522934
500167	2129897	0.230079018
500267	2129897	0.230639178
500367	2129897	0.231203382
500467	2129897	0.231771598
500567	2129897	0.232343794
500667	2129897	0.232919938
500767	2129897	0.233499999
500867	2129897	0.234083946
500967	2129897	0.234671746
501067	2129897	0.235263369
501167	2129897	0.235858783
501267	2129897	0.236457958
501367	2129897	0.237060862
501467	2129897	0.237667465
501567	2129897	0.238277735
501667	2129897	0.238891643
501767	2129897	0.239509158
501867	2129897	0.24013025
501967	2129897	0.240754888
502067	2129897	0.241383044
502167	2129897	0.242014686
502267	2129897	0.242649785
502367	2129897	0.243288313
502467	2129897	0.243930239
502567	2129897	0.244575534
502667	2129897	0.24522417
502767	2129897	0.245876118
502867	2129897	0.246531349
502967	2129897	0.247189835
503067	2129897	0.247851548
503167	2129897	0.248516459
503267	2129897	0.24918454
503367	2129897	0.249855765
503467	2129897	0.250530106
503567	2129897	0.251207534
503667	2129897	0.251888024
503767	2129897	0.252571549
503867	2129897	0.253258081
503967	2129897	0.253947594
504067	2129897	0.254640062
504167	2129897	0.255335458
504267	2129897	0.256033758
504367	2129897	0.256734935
504467	2129897	0.257438963
504567	2129897	0.258145818
504667	2129897	0.258855474
504767	2129897	0.259567906
487567	2129997	0.199768338
487667	2129997	0.199644274
488167	2129997	0.199107047
488267	2129997	0.199016357
488367	2129997	0.198931298
488467	2129997	0.198851887
488567	2129997	0.198778143
488667	2129997	0.198710083
488767	2129997	0.198647726
488867	2129997	0.198591089
488967	2129997	0.198540189
489067	2129997	0.198495042
489167	2129997	0.198455664
489267	2129997	0.198422071
489367	2129997	0.198394278
489467	2129997	0.198372301
489567	2129997	0.198356153
489667	2129997	0.198345849
489767	2129997	0.198341401
489867	2129997	0.198342823
489967	2129997	0.198350127
490067	2129997	0.198363325
490167	2129997	0.198382427
490267	2129997	0.198407445
490367	2129997	0.198438389
490467	2129997	0.198475269
490567	2129997	0.198518092
490667	2129997	0.198566867
490767	2129997	0.198621603
490867	2129997	0.198682305
490967	2129997	0.19874898
491067	2129997	0.198821635
491167	2129997	0.198900273
491267	2129997	0.198984899
491367	2129997	0.199075517
491467	2129997	0.19917213
491567	2129997	0.199274739
491667	2129997	0.199383347
491767	2129997	0.199497954
491867	2129997	0.19961856
491967	2129997	0.199745164
492067	2129997	0.199877766
492167	2129997	0.200016363
492267	2129997	0.200160953
492367	2129997	0.200311531
492467	2129997	0.200468093
492567	2129997	0.200630636
492667	2129997	0.200799152
492767	2129997	0.200973635
492867	2129997	0.201154078
492967	2129997	0.201340474
493067	2129997	0.201532813
493167	2129997	0.201731087
493267	2129997	0.201935285
493367	2129997	0.202145396
493467	2129997	0.20236141
493567	2129997	0.202583314
493667	2129997	0.202811094
493767	2129997	0.203044739
493867	2129997	0.203284232
493967	2129997	0.203529561
494067	2129997	0.203780708
494167	2129997	0.204037659
494267	2129997	0.204300396
494367	2129997	0.204568901
494467	2129997	0.204843158
494567	2129997	0.205123147
494667	2129997	0.205408848
494767	2129997	0.205700243
494867	2129997	0.205997311
494967	2129997	0.206300031
495067	2129997	0.206608381
495167	2129997	0.20692234
495267	2129997	0.207241885
495367	2129997	0.207566992
495467	2129997	0.207897639
495567	2129997	0.208233801
495667	2129997	0.208575454
495767	2129997	0.208922573
495867	2129997	0.209275132
495967	2129997	0.209633106
496067	2129997	0.209996469
496167	2129997	0.210365193
496267	2129997	0.210739252
496367	2129997	0.211118618
496467	2129997	0.211503264
496567	2129997	0.211893161
496667	2129997	0.212288281
496767	2129997	0.212688596
496867	2129997	0.213094075
496967	2129997	0.213504691
497067	2129997	0.213920412
497167	2129997	0.214341209
497267	2129997	0.214767053
497367	2129997	0.215197912
497467	2129997	0.215633756
497567	2129997	0.216074554
497667	2129997	0.216520275
497767	2129997	0.216970888
497867	2129997	0.217426361
497967	2129997	0.217886663
498067	2129997	0.218351762
498167	2129997	0.218821627
498267	2129997	0.219296224
498367	2129997	0.219775523
498467	2129997	0.22025949
498567	2129997	0.220748094
498667	2129997	0.221241302
498767	2129997	0.221739082
498867	2129997	0.222241401
498967	2129997	0.222748226
499067	2129997	0.223259526
499167	2129997	0.223775267
499267	2129997	0.224295416
499367	2129997	0.224819942
499467	2129997	0.22534881
499567	2129997	0.22588199
499667	2129997	0.226419447
499767	2129997	0.22696115
499867	2129997	0.227507066
499967	2129997	0.228057161
500067	2129997	0.228611405
500167	2129997	0.229169764
500267	2129997	0.229732205
500367	2129997	0.230298698
500467	2129997	0.230869208
500567	2129997	0.231443705
500667	2129997	0.232022156
500767	2129997	0.232604529
500867	2129997	0.233190792
500967	2129997	0.233780914
501067	2129997	0.234374863
501167	2129997	0.234972608
501267	2129997	0.235574116
501367	2129997	0.236179357
501467	2129997	0.2367883
501567	2129997	0.237400914
501667	2129997	0.238017167
501767	2129997	0.23863703
501867	2129997	0.239260471
501967	2129997	0.239887461
502067	2129997	0.240517969
502167	2129997	0.241151964
502267	2129997	0.241789418
502367	2129997	0.2424303
502467	2129997	0.243074581
502567	2129997	0.243722232
502667	2129997	0.244373223
502767	2129997	0.245027526
502867	2129997	0.245685111
502967	2129997	0.246345949
503067	2129997	0.247010014
503167	2129997	0.247677275
503267	2129997	0.248347706
503367	2129997	0.249021278
503467	2129997	0.249697963
503567	2129997	0.250377735
503667	2129997	0.251060566
503767	2129997	0.251746428
503867	2129997	0.252435296
503967	2129997	0.253127141
504067	2129997	0.253821938
504167	2129997	0.254519661
504267	2129997	0.255220284
504367	2129997	0.25592378
504467	2129997	0.256630123
504567	2129997	0.25733929
504667	2129997	0.258051253
504767	2129997	0.258765989
504867	2129997	0.259483472
487467	2130097	0.198883285
487567	2130097	0.198752743
488167	2130097	0.198085983
488267	2130097	0.19799446
488367	2130097	0.19790859
488467	2130097	0.197828393
488567	2130097	0.197753887
488667	2130097	0.197685091
488767	2130097	0.197622023
488867	2130097	0.197564701
488967	2130097	0.197513142
489067	2130097	0.197467362
489167	2130097	0.19742738
489267	2130097	0.19739321
489367	2130097	0.197364868
489467	2130097	0.19734237
489567	2130097	0.197325731
489667	2130097	0.197314965
489767	2130097	0.197310085
489867	2130097	0.197311105
489967	2130097	0.197318038
490067	2130097	0.197330895
490167	2130097	0.197349689
490267	2130097	0.197374429
490367	2130097	0.197405128
490467	2130097	0.197441794
490567	2130097	0.197484437
490667	2130097	0.197533065
490767	2130097	0.197587687
490867	2130097	0.197648308
490967	2130097	0.197714937
491067	2130097	0.197787578
491167	2130097	0.197866237
491267	2130097	0.197950919
491367	2130097	0.198041627
491467	2130097	0.198138365
491567	2130097	0.198241134
491667	2130097	0.198349937
491767	2130097	0.198464774
491867	2130097	0.198585645
491967	2130097	0.198712551
492067	2130097	0.198845489
492167	2130097	0.198984457
492267	2130097	0.199129454
492367	2130097	0.199280475
492467	2130097	0.199437515
492567	2130097	0.199600571
492667	2130097	0.199769636
492767	2130097	0.199944704
492867	2130097	0.200125768
492967	2130097	0.200312818
493067	2130097	0.200505848
493167	2130097	0.200704847
493267	2130097	0.200909805
493367	2130097	0.201120712
493467	2130097	0.201337555
493567	2130097	0.201560323
493667	2130097	0.201789002
493767	2130097	0.202023578
493867	2130097	0.202264038
493967	2130097	0.202510366
494067	2130097	0.202762546
494167	2130097	0.203020563
494267	2130097	0.203284398
494367	2130097	0.203554035
494467	2130097	0.203829454
494567	2130097	0.204110638
494667	2130097	0.204397566
494767	2130097	0.204690219
494867	2130097	0.204988575
494967	2130097	0.205292613
495067	2130097	0.205602313
495167	2130097	0.20591765
495267	2130097	0.206238602
495367	2130097	0.206565146
495467	2130097	0.206897258
495567	2130097	0.207234914
495667	2130097	0.207578088
495767	2130097	0.207926755
495867	2130097	0.208280889
495967	2130097	0.208640464
496067	2130097	0.209005454
496167	2130097	0.209375831
496267	2130097	0.209751568
496367	2130097	0.210132636
496467	2130097	0.210519008
496567	2130097	0.210910655
496667	2130097	0.211307549
496767	2130097	0.211709659
496867	2130097	0.212116957
496967	2130097	0.212529412
497067	2130097	0.212946994
497167	2130097	0.213369673
497267	2130097	0.213797419
497367	2130097	0.2142302
497467	2130097	0.214667986
497567	2130097	0.215110744
497667	2130097	0.215558444
497767	2130097	0.216011053
497867	2130097	0.216468541
497967	2130097	0.216930874
498067	2130097	0.217398021
498167	2130097	0.217869949
498267	2130097	0.218346625
498367	2130097	0.218828018
498467	2130097	0.219314095
498567	2130097	0.219804822
498667	2130097	0.220300167
498767	2130097	0.220800097
498867	2130097	0.221304579
498967	2130097	0.22181358
499067	2130097	0.222327067
499167	2130097	0.222845007
499267	2130097	0.223367367
499367	2130097	0.223894113
499467	2130097	0.224425213
499567	2130097	0.224960634
499667	2130097	0.225500341
499767	2130097	0.226044304
499867	2130097	0.226592487
499967	2130097	0.227144859
500067	2130097	0.227701387
500167	2130097	0.228262037
500267	2130097	0.228826777
500367	2130097	0.229395575
500467	2130097	0.229968397
500567	2130097	0.230545211
500667	2130097	0.231125985
500767	2130097	0.231710686
500867	2130097	0.232299283
500967	2130097	0.232891743
501067	2130097	0.233488034
501167	2130097	0.234088124
501267	2130097	0.234691982
501367	2130097	0.235299575
501467	2130097	0.235910874
501567	2130097	0.236525846
501667	2130097	0.23714446
501767	2130097	0.237766685
501867	2130097	0.23839249
501967	2130097	0.239021846
502067	2130097	0.23965472
502167	2130097	0.240291084
502267	2130097	0.240930906
502367	2130097	0.241574157
502467	2130097	0.242220807
502567	2130097	0.242870826
502667	2130097	0.243524186
502767	2130097	0.244180856
502867	2130097	0.244840808
502967	2130097	0.245504012
503067	2130097	0.246170441
503167	2130097	0.246840065
503267	2130097	0.247512857
503367	2130097	0.248188789
503467	2130097	0.248867831
503567	2130097	0.249549958
503667	2130097	0.250235141
503767	2130097	0.250923353
503867	2130097	0.251614567
503967	2130097	0.252308756
504067	2130097	0.253005894
504167	2130097	0.253705953
504267	2130097	0.254408909
504367	2130097	0.255114734
504467	2130097	0.255823404
504567	2130097	0.256534892
504667	2130097	0.257249173
504767	2130097	0.257966221
504867	2130097	0.258686013
504967	2130097	0.259408523
505067	2130097	0.260133726
505167	2130097	0.260861598
505367	2130097	0.262325254
505467	2130097	0.26306099
505567	2130097	0.2637993
505667	2130097	0.264540161
487467	2130197	0.197869669
488067	2130197	0.197163831
488167	2130197	0.197065802
488267	2130197	0.19697343
488367	2130197	0.196886735
488467	2130197	0.196805737
488567	2130197	0.196730455
488667	2130197	0.196660907
488767	2130197	0.196597114
488867	2130197	0.196539092
488967	2130197	0.196486859
489067	2130197	0.196440434
489167	2130197	0.196399833
489267	2130197	0.196365072
489367	2130197	0.196336169
489467	2130197	0.196313138
489567	2130197	0.196295994
489667	2130197	0.196284754
489767	2130197	0.19627943
489867	2130197	0.196280037
489967	2130197	0.196286587
490067	2130197	0.196299093
490167	2130197	0.196317567
490267	2130197	0.19634202
490367	2130197	0.196372464
490467	2130197	0.196408908
490567	2130197	0.196451362
490667	2130197	0.196499834
490767	2130197	0.196554333
490867	2130197	0.196614867
490967	2130197	0.196681441
491067	2130197	0.196754063
491167	2130197	0.196832738
491267	2130197	0.196917469
491367	2130197	0.197008263
491467	2130197	0.19710512
491567	2130197	0.197208045
491667	2130197	0.197317039
491767	2130197	0.197432103
491867	2130197	0.197553238
491967	2130197	0.197680442
492067	2130197	0.197813714
492167	2130197	0.197953053
492267	2130197	0.198098456
492367	2130197	0.19824992
492467	2130197	0.198407439
492567	2130197	0.19857101
492667	2130197	0.198740626
492767	2130197	0.19891628
492867	2130197	0.199097966
492967	2130197	0.199285675
493067	2130197	0.199479399
493167	2130197	0.199679127
493267	2130197	0.19988485
493367	2130197	0.200096557
493467	2130197	0.200314235
493567	2130197	0.200537873
493667	2130197	0.200767457
493767	2130197	0.201002973
493867	2130197	0.201244406
493967	2130197	0.201491741
494067	2130197	0.201744963
494167	2130197	0.202004054
494267	2130197	0.202268997
494367	2130197	0.202539774
494467	2130197	0.202816367
494567	2130197	0.203098756
494667	2130197	0.203386922
494767	2130197	0.203680843
494867	2130197	0.2039805
494967	2130197	0.204285869
495067	2130197	0.204596929
495167	2130197	0.204913658
495267	2130197	0.205236031
495367	2130197	0.205564025
495467	2130197	0.205897616
495567	2130197	0.206236779
495667	2130197	0.206581488
495767	2130197	0.206931718
495867	2130197	0.207287442
495967	2130197	0.207648634
496067	2130197	0.208015266
496167	2130197	0.208387311
496267	2130197	0.208764742
496367	2130197	0.209147528
496467	2130197	0.209535643
496567	2130197	0.209929057
496667	2130197	0.21032774
496767	2130197	0.210731663
496867	2130197	0.211140796
496967	2130197	0.211555108
497067	2130197	0.211974568
497167	2130197	0.212399147
497267	2130197	0.212828813
497367	2130197	0.213263533
497467	2130197	0.213703278
497567	2130197	0.214148014
497667	2130197	0.214597711
497767	2130197	0.215052335
497867	2130197	0.215511855
497967	2130197	0.215976237
498067	2130197	0.216445449
498167	2130197	0.216919459
498267	2130197	0.217398233
498367	2130197	0.217881739
498467	2130197	0.218369943
498567	2130197	0.218862811
498667	2130197	0.219360312
498767	2130197	0.21986241
498867	2130197	0.220369074
498967	2130197	0.220880268
499067	2130197	0.221395961
499167	2130197	0.221916118
499267	2130197	0.222440706
499367	2130197	0.222969691
499467	2130197	0.22350304
499567	2130197	0.224040719
499667	2130197	0.224582695
499767	2130197	0.225128934
499867	2130197	0.225679403
499967	2130197	0.226234069
500067	2130197	0.226792898
500167	2130197	0.227355857
500267	2130197	0.227922912
500367	2130197	0.228494032
500467	2130197	0.229069183
500567	2130197	0.229648331
500667	2130197	0.230231445
500767	2130197	0.230818491
500867	2130197	0.231409437
500967	2130197	0.232004251
501067	2130197	0.2326029
501167	2130197	0.233205351
501267	2130197	0.233811574
501367	2130197	0.234421536
501467	2130197	0.235035206
501567	2130197	0.235652551
501667	2130197	0.236273541
501767	2130197	0.236898143
501867	2130197	0.237526328
501967	2130197	0.238158063
502067	2130197	0.238793319
502167	2130197	0.239432065
502267	2130197	0.240074269
502367	2130197	0.240719903
502467	2130197	0.241368936
502567	2130197	0.242021338
502667	2130197	0.242677079
502767	2130197	0.24333613
502867	2130197	0.243998462
502967	2130197	0.244664045
503067	2130197	0.245332851
503167	2130197	0.246004851
503267	2130197	0.246680016
503367	2130197	0.247358319
503467	2130197	0.248039731
503567	2130197	0.248724224
503667	2130197	0.249411771
503767	2130197	0.250102344
503867	2130197	0.250795916
503967	2130197	0.25149246
504067	2130197	0.252191949
504167	2130197	0.252894356
504267	2130197	0.253599656
504367	2130197	0.254307821
504467	2130197	0.255018826
504567	2130197	0.255732646
504667	2130197	0.256449254
504767	2130197	0.257168625
504867	2130197	0.257890735
504967	2130197	0.258615558
505067	2130197	0.25934307
505167	2130197	0.260073246
505267	2130197	0.260806061
505367	2130197	0.261541493
505467	2130197	0.262279516
505567	2130197	0.263020108
505667	2130197	0.263763245
505767	2130197	0.264508904
487367	2130297	0.196995153
488067	2130297	0.196145437
488167	2130297	0.196046519
488267	2130297	0.195953283
488367	2130297	0.195865747
488467	2130297	0.195783932
488567	2130297	0.195707858
488667	2130297	0.195637545
488767	2130297	0.19557301
488867	2130297	0.195514274
488967	2130297	0.195461354
489067	2130297	0.195414268
489167	2130297	0.195373034
489267	2130297	0.19533767
489367	2130297	0.19530819
489467	2130297	0.195284613
489567	2130297	0.195266953
489667	2130297	0.195255226
489767	2130297	0.195249445
489867	2130297	0.195249627
489967	2130297	0.195255783
490067	2130297	0.195267926
490167	2130297	0.19528607
490267	2130297	0.195310226
490367	2130297	0.195340405
490467	2130297	0.195376617
490567	2130297	0.195418872
490667	2130297	0.19546718
490767	2130297	0.195521549
490867	2130297	0.195581987
490967	2130297	0.1956485
491067	2130297	0.195721095
491167	2130297	0.195799779
491267	2130297	0.195884555
491367	2130297	0.195975428
491467	2130297	0.196072401
491567	2130297	0.196175477
491667	2130297	0.196284659
491767	2130297	0.196399946
491867	2130297	0.196521341
491967	2130297	0.196648841
492067	2130297	0.196782447
492167	2130297	0.196922155
492267	2130297	0.197067964
492367	2130297	0.19721987
492467	2130297	0.197377869
492567	2130297	0.197541955
492667	2130297	0.197712123
492767	2130297	0.197888366
492867	2130297	0.198070677
492967	2130297	0.198259048
493067	2130297	0.198453469
493167	2130297	0.198653931
493267	2130297	0.198860424
493367	2130297	0.199072936
493467	2130297	0.199291455
493567	2130297	0.199515969
493667	2130297	0.199746464
493767	2130297	0.199982926
493867	2130297	0.20022534
493967	2130297	0.200473691
494067	2130297	0.200727963
494167	2130297	0.200988137
494267	2130297	0.201254198
494367	2130297	0.201526126
494467	2130297	0.201803902
494567	2130297	0.202087507
494667	2130297	0.202376921
494767	2130297	0.202672123
494867	2130297	0.202973091
494967	2130297	0.203279804
495067	2130297	0.203592238
495167	2130297	0.203910371
495267	2130297	0.204234178
495367	2130297	0.204563636
495467	2130297	0.20489872
495567	2130297	0.205239405
495667	2130297	0.205585664
495767	2130297	0.205937471
495867	2130297	0.2062948
495967	2130297	0.206657624
496067	2130297	0.207025914
496167	2130297	0.207399644
496267	2130297	0.207778784
496367	2130297	0.208163305
496467	2130297	0.208553179
496567	2130297	0.208948376
496667	2130297	0.209348866
496767	2130297	0.209754619
496867	2130297	0.210165604
496967	2130297	0.21058179
497067	2130297	0.211003147
497167	2130297	0.211429643
497267	2130297	0.211861246
497367	2130297	0.212297924
497467	2130297	0.212739646
497567	2130297	0.213186379
497667	2130297	0.21363809
497767	2130297	0.214094747
497867	2130297	0.214556317
497967	2130297	0.215022767
498067	2130297	0.215494064
498167	2130297	0.215970174
498267	2130297	0.216451064
498367	2130297	0.2169367
498467	2130297	0.21742705
498567	2130297	0.217922078
498667	2130297	0.218421752
498767	2130297	0.218926038
498867	2130297	0.219434901
498967	2130297	0.219948308
499067	2130297	0.220466224
499167	2130297	0.220988616
499267	2130297	0.221515451
499367	2130297	0.222046693
499467	2130297	0.222582308
499567	2130297	0.223122264
499667	2130297	0.223666526
499767	2130297	0.22421506
499867	2130297	0.224767832
499967	2130297	0.225324809
500067	2130297	0.225885957
500167	2130297	0.226451242
500267	2130297	0.22702063
500367	2130297	0.227594089
500467	2130297	0.228171585
500567	2130297	0.228753085
500667	2130297	0.229338555
500767	2130297	0.229927962
500867	2130297	0.230521275
500967	2130297	0.231118458
501067	2130297	0.231719481
501167	2130297	0.232324311
501267	2130297	0.232932915
501367	2130297	0.233545261
501467	2130297	0.234161317
501567	2130297	0.234781051
501667	2130297	0.235404431
501767	2130297	0.236031426
501867	2130297	0.236662005
501967	2130297	0.237296135
502067	2130297	0.237933787
502167	2130297	0.238574929
502267	2130297	0.23921953
502367	2130297	0.239867561
502467	2130297	0.24051899
502567	2130297	0.241173788
502667	2130297	0.241831924
502767	2130297	0.242493369
502867	2130297	0.243158094
502967	2130297	0.243826069
503067	2130297	0.244497265
503167	2130297	0.245171653
503267	2130297	0.245849205
503367	2130297	0.246529891
503467	2130297	0.247213684
503567	2130297	0.247900556
503667	2130297	0.248590478
503767	2130297	0.249283424
503867	2130297	0.249979365
503967	2130297	0.250678274
504067	2130297	0.251380125
504167	2130297	0.252084891
504267	2130297	0.252792545
504367	2130297	0.253503061
504467	2130297	0.254216412
504567	2130297	0.254932574
504667	2130297	0.255651519
504767	2130297	0.256373223
504867	2130297	0.25709766
504967	2130297	0.257824806
505067	2130297	0.258554635
505167	2130297	0.259287123
505267	2130297	0.260022246
505367	2130297	0.260759979
505467	2130297	0.261500298
505567	2130297	0.262243181
505667	2130297	0.262988602
505767	2130297	0.263736539
505867	2130297	0.26448697
487967	2130397	0.195233476
488067	2130397	0.195127972
488167	2130397	0.195028151
488267	2130397	0.194934033
488367	2130397	0.194845641
488467	2130397	0.194762994
488567	2130397	0.194686112
488667	2130397	0.194615016
488767	2130397	0.194549726
488867	2130397	0.19449026
488967	2130397	0.194436638
489067	2130397	0.194388877
489167	2130397	0.194346996
489267	2130397	0.194311013
489367	2130397	0.194280944
489467	2130397	0.194256807
489567	2130397	0.194238617
489667	2130397	0.194226389
489767	2130397	0.19422014
489867	2130397	0.194219884
489967	2130397	0.194225634
490067	2130397	0.194237404
490167	2130397	0.194255206
490267	2130397	0.194279054
490367	2130397	0.194308957
490467	2130397	0.194344928
490567	2130397	0.194386975
490667	2130397	0.19443511
490767	2130397	0.19448934
490867	2130397	0.194549673
490967	2130397	0.194616118
491067	2130397	0.19468868
491167	2130397	0.194767366
491267	2130397	0.19485218
491367	2130397	0.194943127
491467	2130397	0.195040211
491567	2130397	0.195143434
491667	2130397	0.195252799
491767	2130397	0.195368307
491867	2130397	0.195489959
491967	2130397	0.195617753
492067	2130397	0.19575169
492167	2130397	0.195891767
492267	2130397	0.196037981
492367	2130397	0.19619033
492467	2130397	0.196348808
492567	2130397	0.196513411
492667	2130397	0.196684132
492767	2130397	0.196860966
492867	2130397	0.197043905
492967	2130397	0.19723294
493067	2130397	0.197428062
493167	2130397	0.197629262
493267	2130397	0.197836529
493367	2130397	0.198049852
493467	2130397	0.198269217
493567	2130397	0.198494614
493667	2130397	0.198726027
493767	2130397	0.198963443
493867	2130397	0.199206846
493967	2130397	0.199456221
494067	2130397	0.199711551
494167	2130397	0.199972818
494267	2130397	0.200240006
494367	2130397	0.200513094
494467	2130397	0.200792064
494567	2130397	0.201076897
494667	2130397	0.20136757
494767	2130397	0.201664064
494867	2130397	0.201966357
494967	2130397	0.202274425
495067	2130397	0.202588246
495167	2130397	0.202907796
495267	2130397	0.203233051
495367	2130397	0.203563987
495467	2130397	0.203900578
495567	2130397	0.204242799
495667	2130397	0.204590622
495767	2130397	0.204944023
495867	2130397	0.205302972
495967	2130397	0.205667443
496067	2130397	0.206037408
496167	2130397	0.206412838
496267	2130397	0.206793704
496367	2130397	0.207179977
496467	2130397	0.207571627
496567	2130397	0.207968624
496667	2130397	0.208370938
496767	2130397	0.208778538
496867	2130397	0.209191393
496967	2130397	0.209609471
497067	2130397	0.210032742
497167	2130397	0.210461173
497267	2130397	0.210894731
497367	2130397	0.211333386
497467	2130397	0.211777103
497567	2130397	0.21222585
497667	2130397	0.212679595
497767	2130397	0.213138303
497867	2130397	0.213601942
497967	2130397	0.214070478
498067	2130397	0.214543878
498167	2130397	0.215022107
498267	2130397	0.215505131
498367	2130397	0.215992918
498467	2130397	0.216485432
498567	2130397	0.216982639
498667	2130397	0.217484505
498767	2130397	0.217990996
498867	2130397	0.218502077
498967	2130397	0.219017715
499067	2130397	0.219537874
499167	2130397	0.22006252
499267	2130397	0.220591619
499367	2130397	0.221125136
499467	2130397	0.221663037
499567	2130397	0.222205287
499667	2130397	0.222751853
499767	2130397	0.2233027
499867	2130397	0.223857793
499967	2130397	0.224417099
500067	2130397	0.224980583
500167	2130397	0.225548212
500267	2130397	0.226119951
500367	2130397	0.226695766
500467	2130397	0.227275625
500567	2130397	0.227859492
500667	2130397	0.228447336
500767	2130397	0.229039121
500867	2130397	0.229634816
500967	2130397	0.230234386
501067	2130397	0.2308378
501167	2130397	0.231445023
501267	2130397	0.232056024
501367	2130397	0.23267077
501467	2130397	0.233289228
501567	2130397	0.233911366
501667	2130397	0.234537153
501767	2130397	0.235166556
501867	2130397	0.235799543
501967	2130397	0.236436083
502067	2130397	0.237076145
502167	2130397	0.237719698
502267	2130397	0.23836671
502367	2130397	0.239017152
502467	2130397	0.239670991
502567	2130397	0.240328198
502667	2130397	0.240988744
502767	2130397	0.241652597
502867	2130397	0.242319728
502967	2130397	0.242990107
503067	2130397	0.243663706
503167	2130397	0.244340495
503267	2130397	0.245020444
503367	2130397	0.245703527
503467	2130397	0.246389713
503567	2130397	0.247078975
503667	2130397	0.247771284
503767	2130397	0.248466614
503867	2130397	0.249164936
503967	2130397	0.249866222
504067	2130397	0.250570446
504167	2130397	0.251277581
504267	2130397	0.2519876
504367	2130397	0.252700476
504467	2130397	0.253416184
504567	2130397	0.254134697
504667	2130397	0.254855989
504767	2130397	0.255580035
504867	2130397	0.25630681
504967	2130397	0.257036287
505067	2130397	0.257768443
505167	2130397	0.258503252
505267	2130397	0.259240691
505367	2130397	0.259980734
505467	2130397	0.260723358
505567	2130397	0.261468539
505667	2130397	0.262216253
505767	2130397	0.262966477
505867	2130397	0.263719188
486767	2130497	0.195932159
486867	2130497	0.195759002
487867	2130497	0.194330034
487967	2130497	0.194217902
488067	2130497	0.194111454
488167	2130497	0.194010712
488267	2130497	0.193915697
488367	2130497	0.193826431
488467	2130497	0.193742935
488567	2130497	0.19366523
488667	2130497	0.193593337
488767	2130497	0.193527274
488867	2130497	0.193467063
488967	2130497	0.193412723
489067	2130497	0.193364272
489167	2130497	0.19332173
489267	2130497	0.193285113
489367	2130497	0.193254441
489467	2130497	0.193229729
489567	2130497	0.193210995
489667	2130497	0.193198255
489767	2130497	0.193191524
489867	2130497	0.193190817
489967	2130497	0.193196149
490067	2130497	0.193207533
490167	2130497	0.193224983
490267	2130497	0.193248511
490367	2130497	0.193278129
490467	2130497	0.193313847
490567	2130497	0.193355678
490667	2130497	0.19340363
490767	2130497	0.193457712
490867	2130497	0.193517933
490967	2130497	0.193584301
491067	2130497	0.193656823
491167	2130497	0.193735504
491267	2130497	0.19382035
491367	2130497	0.193911366
491467	2130497	0.194008555
491567	2130497	0.194111921
491667	2130497	0.194221466
491767	2130497	0.19433719
491867	2130497	0.194459096
491967	2130497	0.194587182
492067	2130497	0.194721448
492167	2130497	0.194861892
492267	2130497	0.195008511
492367	2130497	0.195161302
492467	2130497	0.19532026
492567	2130497	0.19548538
492667	2130497	0.195656657
492767	2130497	0.195834084
