x	y	error_coe_com_dur
504967	2126097	0.292717723
505067	2126097	0.293358237
505167	2126097	0.294001507
505267	2126097	0.294647514
505367	2126097	0.29529624
505467	2126097	0.295947665
505567	2126097	0.296601771
505667	2126097	0.29725854
505767	2126097	0.297917953
505867	2126097	0.298579991
505967	2126097	0.299244636
506067	2126097	0.299911869
501167	2126197	0.269677876
501267	2126197	0.27020067
501367	2126197	0.270726999
501467	2126197	0.271256841
501567	2126197	0.271790175
501667	2126197	0.272326981
501767	2126197	0.272867236
501867	2126197	0.273410919
501967	2126197	0.27395801
502067	2126197	0.274508487
502167	2126197	0.275062329
502267	2126197	0.275619515
502367	2126197	0.276180024
502467	2126197	0.276743834
502567	2126197	0.277310925
502667	2126197	0.277881276
502767	2126197	0.278454865
502867	2126197	0.279031673
502967	2126197	0.279611678
503067	2126197	0.280194859
503167	2126197	0.280781196
503267	2126197	0.281370668
503367	2126197	0.281963255
503467	2126197	0.282558935
503567	2126197	0.283157689
503667	2126197	0.283759497
503767	2126197	0.284364337
503867	2126197	0.284972189
503967	2126197	0.285583034
504067	2126197	0.286196851
504167	2126197	0.28681362
504267	2126197	0.287433321
504367	2126197	0.288055935
504467	2126197	0.288681441
504567	2126197	0.28930982
504667	2126197	0.289941053
504767	2126197	0.290575119
504867	2126197	0.291211999
504967	2126197	0.291851674
505067	2126197	0.292494124
505167	2126197	0.293139331
505267	2126197	0.293787275
505367	2126197	0.294437937
505467	2126197	0.295091299
505567	2126197	0.295747341
505667	2126197	0.296406045
505767	2126197	0.297067392
505867	2126197	0.297731363
505967	2126197	0.298397941
506067	2126197	0.299067106
501067	2126297	0.268219738
501167	2126297	0.268740803
501267	2126297	0.269265431
501367	2126297	0.269793599
501467	2126297	0.270325287
501567	2126297	0.270860474
501667	2126297	0.271399137
501767	2126297	0.271941255
501867	2126297	0.272486807
501967	2126297	0.273035771
502067	2126297	0.273588127
502167	2126297	0.274143852
502267	2126297	0.274702926
502367	2126297	0.275265327
502467	2126297	0.275831034
