x	y	error_coe_com_sup
493067	2136897	1.250688095
493167	2136897	1.245524406
493267	2136897	1.240334562
493367	2136897	1.235118946
493467	2136897	1.229877913
493567	2136897	1.224611791
493667	2136897	1.219320882
493767	2136897	1.214005462
493867	2136897	1.208665783
493967	2136897	1.203302073
494067	2136897	1.197914538
494167	2136897	1.192503364
494267	2136897	1.187068716
494367	2136897	1.181610739
494467	2136897	1.176129564
494567	2136897	1.170625303
494667	2136897	1.165098054
494767	2136897	1.159547902
494867	2136897	1.15397492
494967	2136897	1.148379168
495067	2136897	1.142760699
495167	2136897	1.137119556
495267	2136897	1.131455775
495367	2136897	1.125769385
495467	2136897	1.12006041
484567	2136997	1.406325628
484667	2136997	1.419032062
484767	2136997	1.430941861
484867	2136997	1.441990906
484967	2136997	1.452127482
485067	2136997	1.461314341
485167	2136997	1.469530002
485267	2136997	1.476769158
485367	2136997	1.483042217
485467	2136997	1.488374073
485567	2136997	1.492802288
485667	2136997	1.496374902
485767	2136997	1.49914803
485867	2136997	1.501183421
485967	2136997	1.502546097
486067	2136997	1.503302163
486167	2136997	1.503516887
486267	2136997	1.503253101
486367	2136997	1.50256997
486467	2136997	1.501522128
486567	2136997	1.50015916
486667	2136997	1.498525381
486767	2136997	1.496659859
486867	2136997	1.494596605
486967	2136997	1.492364892
487067	2136997	1.489989644
487167	2136997	1.487491859
487267	2136997	1.484889045
487367	2136997	1.482195638
487467	2136997	1.479423407
487567	2136997	1.476581818
487667	2136997	1.473678374
487767	2136997	1.470718915
487867	2136997	1.467707889
487967	2136997	1.464648583
488067	2136997	1.461543337
488167	2136997	1.458393715
488267	2136997	1.455200669
488367	2136997	1.451964663
488467	2136997	1.448685794
488567	2136997	1.445363882
488667	2136997	1.441998553
488767	2136997	1.438589305
488867	2136997	1.435135565
488967	2136997	1.431636732
489067	2136997	1.428092214
489167	2136997	1.424501457
489267	2136997	1.420863966
489367	2136997	1.417179321
489467	2136997	1.413447189
489567	2136997	1.409667334
489667	2136997	1.405839615
489767	2136997	1.401963995
489867	2136997	1.398040532
490467	2136997	1.373509991
490567	2136997	1.369260776
490667	2136997	1.364967214
490767	2136997	1.360630018
490867	2136997	1.356249942
490967	2136997	1.351827769
491067	2136997	1.347364306
491167	2136997	1.34286038
491267	2136997	1.338316828
491367	2136997	1.333734494
491467	2136997	1.329114225
491567	2136997	1.324456861
491667	2136997	1.319763238
491767	2136997	1.315034178
491867	2136997	1.310270488
491967	2136997	1.305472959
492067	2136997	1.300642358
492167	2136997	1.295779431
492267	2136997	1.290884897
492367	2136997	1.285959448
492467	2136997	1.28100375
492567	2136997	1.276018435
492667	2136997	1.271004108
492767	2136997	1.265961343
492867	2136997	1.26089068
492967	2136997	1.25579263
493067	2136997	1.250667672
493167	2136997	1.245516254
493267	2136997	1.240338792
493367	2136997	1.235135673
493467	2136997	1.229907254
493567	2136997	1.224653864
493667	2136997	1.219375803
493767	2136997	1.214073346
493867	2136997	1.20874674
493967	2136997	1.20339621
494067	2136997	1.198021956
494167	2136997	1.192624157
494267	2136997	1.187202971
494367	2136997	1.181758536
494467	2136997	1.176290973
494567	2136997	1.170800385
494667	2136997	1.165286863
494767	2136997	1.15975048
494867	2136997	1.154191299
494967	2136997	1.148609372
495067	2136997	1.14300474
495167	2136997	1.137377436
495267	2136997	1.131727487
495367	2136997	1.126054911
495467	2136997	1.120359723
495567	2136997	1.114641936
484567	2137097	1.407253538
484667	2137097	1.420526123
484767	2137097	1.432943032
484867	2137097	1.444429383
484967	2137097	1.454924971
485067	2137097	1.464386984
485167	2137097	1.472791673
485267	2137097	1.480134806
485367	2137097	1.486430938
485467	2137097	1.491711677
485567	2137097	1.496023256
485667	2137097	1.499423689
485767	2137097	1.501979773
485867	2137097	1.5037641
485967	2137097	1.504852221
486067	2137097	1.505320049
486167	2137097	1.50524162
486267	2137097	1.504687271
486367	2137097	1.503722304
486467	2137097	1.502406116
486567	2137097	1.500791766
486667	2137097	1.498925895
486767	2137097	1.496848916
486867	2137097	1.494595389
486967	2137097	1.492194508
487067	2137097	1.489670643
487167	2137097	1.487043895
487267	2137097	1.484330637
487367	2137097	1.481544024
487467	2137097	1.478694457
487567	2137097	1.475790009
487667	2137097	1.472836794
487767	2137097	1.469839302
487867	2137097	1.466800686
487967	2137097	1.463723009
488067	2137097	1.460607463
488167	2137097	1.457454552
488267	2137097	1.454264246
488367	2137097	1.451036118
488467	2137097	1.447769452
488567	2137097	1.444463337
488667	2137097	1.441116746
488767	2137097	1.437728593
488867	2137097	1.43429779
488967	2137097	1.430823283
490567	2137097	1.368831571
490667	2137097	1.36455689
490767	2137097	1.360237924
490867	2137097	1.355875462
490967	2137097	1.351470326
491067	2137097	1.347023368
491167	2137097	1.342535457
491267	2137097	1.338007473
491367	2137097	1.333440307
491467	2137097	1.328834847
491567	2137097	1.324191978
491667	2137097	1.319512578
491767	2137097	1.314797507
491867	2137097	1.310047613
491967	2137097	1.305263721
492067	2137097	1.300446632
492167	2137097	1.295597125
492267	2137097	1.290715948
492367	2137097	1.285803819
492467	2137097	1.280861428
492567	2137097	1.275889431
492667	2137097	1.270888452
492767	2137097	1.26585908
492867	2137097	1.260801872
492967	2137097	1.255717352
493067	2137097	1.250606007
493167	2137097	1.245468295
493267	2137097	1.240304638
493367	2137097	1.235115427
493467	2137097	1.229901023
493567	2137097	1.224661755
493667	2137097	1.219397924
493767	2137097	1.214109801
493867	2137097	1.208797631
493967	2137097	1.203461635
494067	2137097	1.198102007
494167	2137097	1.19271892
494267	2137097	1.187312524
494367	2137097	1.18188295
494467	2137097	1.176430309
494567	2137097	1.170954698
494667	2137097	1.165456194
494767	2137097	1.159934863
494867	2137097	1.154390758
494967	2137097	1.148823919
495067	2137097	1.143234377
495167	2137097	1.137622156
495267	2137097	1.131987271
495367	2137097	1.126329731
495467	2137097	1.120649542
495567	2137097	1.114946706
484167	2137197	1.345365965
484267	2137197	1.361873442
484367	2137197	1.377893788
484467	2137197	1.393315686
484567	2137197	1.408026852
484667	2137197	1.421918158
484767	2137197	1.434888386
484867	2137197	1.446849209
484967	2137197	1.45772981
485067	2137197	1.467480542
485167	2137197	1.476075109
485267	2137197	1.483511035
485367	2137197	1.489808476
485467	2137197	1.495007724
485567	2137197	1.499165891
485667	2137197	1.502353228
485767	2137197	1.504649385
485867	2137197	1.506139801
485967	2137197	1.506912324
486067	2137197	1.507054139
486167	2137197	1.506649153
486267	2137197	1.505775926
486367	2137197	1.504506239
486467	2137197	1.502904273
486567	2137197	1.501026321
486667	2137197	1.498920935
486767	2137197	1.496629354
486867	2137197	1.494186121
486967	2137197	1.491619781
487067	2137197	1.488953607
487167	2137197	1.486206303
487267	2137197	1.483392659
487367	2137197	1.480524153
487467	2137197	1.477609481
487567	2137197	1.474655031
487667	2137197	1.471665286
487767	2137197	1.468643181
487867	2137197	1.465590407
487967	2137197	1.462507667
488067	2137197	1.459394897
488167	2137197	1.456251452
488267	2137197	1.453076256
488367	2137197	1.449867939
488467	2137197	1.446624938
488567	2137197	1.443345586
488667	2137197	1.440028187
488767	2137197	1.436671067
490767	2137197	1.359760817
490867	2137197	1.355418711
490967	2137197	1.351033215
491067	2137197	1.346605233
491167	2137197	1.34213569
491267	2137197	1.337625524
491367	2137197	1.333075678
491467	2137197	1.328487094
491567	2137197	1.323860709
491667	2137197	1.319197449
491767	2137197	1.314498224
491867	2137197	1.309763925
491967	2137197	1.30499542
492067	2137197	1.300193549
492167	2137197	1.295359128
492267	2137197	1.290492937
492367	2137197	1.285595728
492467	2137197	1.280668216
492567	2137197	1.275711083
492667	2137197	1.270724975
492767	2137197	1.265710501
492867	2137197	1.260668236
492967	2137197	1.255598715
493067	2137197	1.250502441
493167	2137197	1.245379879
493267	2137197	1.240231459
493367	2137197	1.235057579
493467	2137197	1.229858602
493567	2137197	1.224634858
493667	2137197	1.219386649
493767	2137197	1.214114245
493867	2137197	1.208817888
493967	2137197	1.203497794
494067	2137197	1.198154152
494167	2137197	1.192787127
494267	2137197	1.187396864
494367	2137197	1.181983485
494467	2137197	1.176547093
494567	2137197	1.171087773
494667	2137197	1.165605596
494767	2137197	1.160100615
494867	2137197	1.154572872
494967	2137197	1.149022398
495067	2137197	1.143449215
495167	2137197	1.137853332
495267	2137197	1.132234757
495367	2137197	1.126593488
495467	2137197	1.12092952
495567	2137197	1.115242845
495667	2137197	1.109533455
484067	2137297	1.325217119
484167	2137297	1.342877629
484267	2137297	1.360170505
484367	2137297	1.3769755
484467	2137297	1.393165504
484567	2137297	1.408610306
484667	2137297	1.423181656
484767	2137297	1.436759406
484867	2137297	1.449238171
484967	2137297	1.460533664
485067	2137297	1.470587735
485167	2137297	1.479371302
485267	2137297	1.486884741
485367	2137297	1.493155923
485467	2137297	1.498236506
485567	2137297	1.502197335
485667	2137297	1.505123658
485767	2137297	1.507110539
485867	2137297	1.508258585
485967	2137297	1.508669966
486067	2137297	1.508444794
486167	2137297	1.507678039
486267	2137297	1.506457179
486367	2137297	1.504860688
486467	2137297	1.502957344
486567	2137297	1.500806207
486667	2137297	1.49845709
486767	2137297	1.495951331
486867	2137297	1.493322711
486967	2137297	1.49059842
487067	2137297	1.487799986
487167	2137297	1.48494414
487267	2137297	1.482043595
487367	2137297	1.479107726
487467	2137297	1.476143168
487567	2137297	1.473154328
487667	2137297	1.470143816
487767	2137297	1.467112816
487867	2137297	1.464061399
487967	2137297	1.460988786
488067	2137297	1.457893558
488167	2137297	1.454773849
488267	2137297	1.451627486
488367	2137297	1.448452117
488467	2137297	1.445245309
488567	2137297	1.442004629
488667	2137297	1.438727707
490867	2137297	1.354879219
490967	2137297	1.350515952
491067	2137297	1.346109406
491167	2137297	1.341660573
491267	2137297	1.337170458
491367	2137297	1.332640069
491467	2137297	1.328070412
491567	2137297	1.323462485
491667	2137297	1.31881727
491767	2137297	1.314135734
491867	2137297	1.309418819
491967	2137297	1.304667439
492067	2137297	1.299882484
492167	2137297	1.295064806
492267	2137297	1.290215227
492367	2137297	1.285334531
492467	2137297	1.280423466
492567	2137297	1.275482742
492667	2137297	1.27051303
492767	2137297	1.265514961
492867	2137297	1.260489128
492967	2137297	1.255436083
493067	2137297	1.250356342
493167	2137297	1.245250382
493267	2137297	1.24011864
493367	2137297	1.234961521
493467	2137297	1.229779392
493567	2137297	1.224572587
493667	2137297	1.219341405
493767	2137297	1.214086117
493867	2137297	1.208806961
493967	2137297	1.20350415
494067	2137297	1.198177866
494167	2137297	1.19282827
494267	2137297	1.187455497
494367	2137297	1.182059662
494467	2137297	1.176640857
494567	2137297	1.17119916
494667	2137297	1.16573463
494767	2137297	1.16024731
494867	2137297	1.154737232
494967	2137297	1.149204415
495067	2137297	1.143648869
495167	2137297	1.138070595
495267	2137297	1.132469587
495367	2137297	1.126845835
495467	2137297	1.121199322
495567	2137297	1.115530032
495667	2137297	1.109837944
483967	2137397	1.302685249
484067	2137397	1.321394313
484167	2137397	1.339878953
484267	2137397	1.358017397
484367	2137397	1.375674913
484467	2137397	1.392706203
484567	2137397	1.408959583
484667	2137397	1.424283142
484767	2137397	1.438532694
484867	2137397	1.451580834
484967	2137397	1.463325832
485067	2137397	1.473698812
485167	2137397	1.482667772
485267	2137397	1.490237762
485367	2137397	1.496447533
485467	2137397	1.501363838
485567	2137397	1.50507492
485667	2137397	1.507684319
485767	2137397	1.509305432
485867	2137397	1.510056648
485967	2137397	1.510056771
486067	2137397	1.509420717
486167	2137397	1.508255806
486267	2137397	1.506659046
486367	2137397	1.504715601
486467	2137397	1.502498358
486567	2137397	1.500068344
486667	2137397	1.497475683
486767	2137397	1.494760826
486867	2137397	1.491955855
486967	2137397	1.489085747
487067	2137397	1.486169541
487167	2137397	1.483221357
487267	2137397	1.480251295
487367	2137397	1.47726619
487467	2137397	1.474270257
487567	2137397	1.471265632
487667	2137397	1.468252822
487767	2137397	1.465231082
487867	2137397	1.462198725
487967	2137397	1.459153378
488067	2137397	1.456092198
488167	2137397	1.453012039
488267	2137397	1.449909595
488367	2137397	1.446781513
488467	2137397	1.443624483
488567	2137397	1.440435307
488667	2137397	1.437210952
490967	2137397	1.349918215
491067	2137397	1.345535538
491167	2137397	1.341109729
491267	2137397	1.336641872
491367	2137397	1.332133052
491467	2137397	1.327584349
491567	2137397	1.322996829
491667	2137397	1.318371543
491767	2137397	1.313709519
491867	2137397	1.309011756
491967	2137397	1.304279227
492067	2137397	1.299512867
492167	2137397	1.294713579
492267	2137397	1.289882225
492367	2137397	1.28501963
492467	2137397	1.280126574
492567	2137397	1.2752038
492667	2137397	1.270252006
492767	2137397	1.265271847
492867	2137397	1.260263937
492967	2137397	1.255228847
493067	2137397	1.250167106
493167	2137397	1.245079203
493267	2137397	1.239965587
493367	2137397	1.234826668
493467	2137397	1.229662818
493567	2137397	1.224474373
493667	2137397	1.219261635
493767	2137397	1.214024871
493867	2137397	1.208764318
493967	2137397	1.203480183
494067	2137397	1.198172645
494167	2137397	1.192841855
494267	2137397	1.187487943
494367	2137397	1.182111014
494467	2137397	1.176711151
494567	2137397	1.171288422
494667	2137397	1.165842874
494767	2137397	1.160374541
494867	2137397	1.154883442
494967	2137397	1.149369587
495067	2137397	1.143832972
495167	2137397	1.138273588
495267	2137397	1.132691418
495367	2137397	1.12708644
495467	2137397	1.121458628
495567	2137397	1.115807954
495667	2137397	1.110134389
495767	2137397	1.104437904
483767	2137497	1.258196421
483867	2137497	1.277771394
483967	2137497	1.297378326
484067	2137497	1.31691958
484167	2137497	1.336280487
484267	2137497	1.355328475
484367	2137497	1.373913306
484467	2137497	1.391869024
484567	2137497	1.40901832
484667	2137497	1.425179826
484767	2137497	1.4401784
484867	2137497	1.453857619
484967	2137497	1.466092621
485067	2137497	1.476800698
485167	2137497	1.485947076
485267	2137497	1.493544572
485367	2137497	1.499647714
485467	2137497	1.504343657
485567	2137497	1.507742711
485667	2137497	1.509970443
485767	2137497	1.511161671
485867	2137497	1.511455405
485967	2137497	1.510989736
486067	2137497	1.509896573
486167	2137497	1.508296975
486267	2137497	1.506297937
486367	2137497	1.503990938
486467	2137497	1.501452027
486567	2137497	1.498742948
486667	2137497	1.495912804
486767	2137497	1.492999875
486867	2137497	1.490033392
486967	2137497	1.487035134
487067	2137497	1.484020816
487167	2137497	1.481001275
487267	2137497	1.477983447
487367	2137497	1.474971192
487467	2137497	1.471965962
487567	2137497	1.468967358
487667	2137497	1.46597358
487767	2137497	1.462981799
487867	2137497	1.459988458
487967	2137497	1.456989516
488067	2137497	1.453980646
488167	2137497	1.450957395
488267	2137497	1.44791531
488367	2137497	1.444850036
488467	2137497	1.441757395
488567	2137497	1.438633443
490967	2137497	1.349239838
491067	2137497	1.344883424
491167	2137497	1.340482914
491267	2137497	1.336039485
491367	2137497	1.331554309
491467	2137497	1.327028551
491567	2137497	1.322463356
491667	2137497	1.317859851
491767	2137497	1.313219133
491867	2137497	1.308542269
491967	2137497	1.303830289
492067	2137497	1.299084188
492167	2137497	1.294304918
492267	2137497	1.28949339
492367	2137497	1.284650468
492467	2137497	1.279776974
492567	2137497	1.274873683
492667	2137497	1.269941323
492767	2137497	1.264980576
492867	2137497	1.25999208
492967	2137497	1.254976423
493067	2137497	1.249934151
493167	2137497	1.244865767
493267	2137497	1.23977173
493367	2137497	1.234652456
493467	2137497	1.229508324
493567	2137497	1.224339672
493667	2137497	1.219146802
493767	2137497	1.213929981
493867	2137497	1.208689444
493967	2137497	1.203425392
494067	2137497	1.198137998
494167	2137497	1.192827407
494267	2137497	1.18749374
494367	2137497	1.182137093
494467	2137497	1.17675754
494567	2137497	1.171355137
494667	2137497	1.16592992
494767	2137497	1.160481913
494867	2137497	1.155011123
494967	2137497	1.149517546
495067	2137497	1.144001169
495167	2137497	1.13846197
495267	2137497	1.13289992
495367	2137497	1.127314986
495467	2137497	1.12170713
495567	2137497	1.116076315
495667	2137497	1.110422501
495767	2137497	1.10474565
495867	2137497	1.099045727
483667	2137597	1.230414245
483767	2137597	1.250549692
483867	2137597	1.270864236
483967	2137597	1.291276343
484067	2137597	1.311686521
484167	2137597	1.331974824
484267	2137597	1.351998762
484367	2137597	1.371592246
484467	2137597	1.39056646
484567	2137597	1.408713817
484667	2137597	1.425816176
484767	2137597	1.441657969
484867	2137597	1.456043615
484967	2137597	1.46881661
485067	2137597	1.479875878
485167	2137597	1.489184577
485267	2137597	1.49676867
485367	2137597	1.502706359
485467	2137597	1.507112949
485567	2137597	1.510126638
485667	2137597	1.511898764
485767	2137597	1.512588327
485867	2137597	1.512357857
485967	2137597	1.511367905
486067	2137597	1.509770103
486167	2137597	1.507700787
486267	2137597	1.505277062
486367	2137597	1.502595729
486467	2137597	1.499734362
486567	2137597	1.496753572
486667	2137597	1.493699636
486767	2137597	1.490607074
486867	2137597	1.487500918
486967	2137597	1.484398652
487067	2137597	1.481311799
487167	2137597	1.478247224
487267	2137597	1.475208174
487367	2137597	1.472195131
487467	2137597	1.469206481
487567	2137597	1.466239064
487667	2137597	1.463288613
487767	2137597	1.460350099
487867	2137597	1.45741802
487967	2137597	1.454486621
488067	2137597	1.45155007
488167	2137597	1.448602604
488267	2137597	1.445638633
488367	2137597	1.442652822
488467	2137597	1.439640156
488567	2137597	1.436595981
491067	2137597	1.344153006
491167	2137597	1.339780016
491267	2137597	1.335363132
491367	2137597	1.330903627
491467	2137597	1.32640276
491567	2137597	1.321861767
491667	2137597	1.317281857
491767	2137597	1.312664205
491867	2137597	1.308009952
491967	2137597	1.303320195
492067	2137597	1.298595989
492167	2137597	1.293838344
492267	2137597	1.28904822
492367	2137597	1.28422653
492467	2137597	1.279374137
492567	2137597	1.274491851
492667	2137597	1.269580435
492767	2137597	1.264640598
492867	2137597	1.259673
492967	2137597	1.254678255
493067	2137597	1.249656923
493167	2137597	1.244609521
493267	2137597	1.239536519
493367	2137597	1.234438342
493467	2137597	1.229315373
493567	2137597	1.224167954
493667	2137597	1.218996388
493767	2137597	1.213800941
493867	2137597	1.208581842
493967	2137597	1.203339291
494067	2137597	1.198073453
494167	2137597	1.192784466
494267	2137597	1.187472442
494367	2137597	1.182137466
494467	2137597	1.176779604
494567	2137597	1.171398899
494667	2137597	1.165995378
494767	2137597	1.160569049
494867	2137597	1.155119909
494967	2137597	1.149647942
495067	2137597	1.144153122
495167	2137597	1.138635414
495267	2137597	1.133094777
495367	2137597	1.127531167
495467	2137597	1.121944535
495567	2137597	1.116334831
495667	2137597	1.110702006
495767	2137597	1.105046013
495867	2137597	1.099366806
495967	2137597	1.093664346
483567	2137697	1.200678058
483667	2137697	1.22116694
483767	2137697	1.241971167
483867	2137697	1.263028881
483967	2137697	1.28426154
484067	2137697	1.305570473
484167	2137697	1.326833105
484267	2137697	1.347899196
484367	2137697	1.368587752
484467	2137697	1.388685793
484567	2137697	1.407950753
484667	2137697	1.426118755
484767	2137697	1.442920781
484867	2137697	1.45810699
484967	2137697	1.471475918
485067	2137697	1.482901002
485167	2137697	1.492345061
485267	2137697	1.499856819
485367	2137697	1.5055514
485467	2137697	1.509583968
485567	2137697	1.512127552
485667	2137697	1.513361769
485767	2137697	1.513471007
485867	2137697	1.512644042
485967	2137697	1.511068183
486067	2137697	1.508918603
486167	2137697	1.506348615
486267	2137697	1.50348486
486367	2137697	1.500427398
486467	2137697	1.497252683
486567	2137697	1.494017564
486667	2137697	1.4907632
486767	2137697	1.487518461
486867	2137697	1.484302705
486967	2137697	1.481127985
487067	2137697	1.478000775
487167	2137697	1.474923335
487267	2137697	1.471894758
487367	2137697	1.46891181
487467	2137697	1.465969574
487567	2137697	1.463061968
487667	2137697	1.460182149
487767	2137697	1.457322829
487867	2137697	1.454476531
487967	2137697	1.451635778
488067	2137697	1.448793252
488167	2137697	1.445941906
488267	2137697	1.44307505
488367	2137697	1.44018642
488467	2137697	1.437270214
491167	2137697	1.33900105
491267	2137697	1.334612766
491367	2137697	1.3301809
491467	2137697	1.325706815
491567	2137697	1.321191847
491667	2137697	1.316637299
491767	2137697	1.312044431
491867	2137697	1.307414463
491967	2137697	1.302748566
492067	2137697	1.298047862
492167	2137697	1.293313421
492267	2137697	1.28854626
492367	2137697	1.283747341
492467	2137697	1.27891757
492567	2137697	1.2740578
492667	2137697	1.269168825
492767	2137697	1.264251386
492867	2137697	1.25930617
492967	2137697	1.25433381
493067	2137697	1.249334887
493167	2137697	1.244309932
493267	2137697	1.239259425
493367	2137697	1.234183801
493467	2137697	1.229083448
493567	2137697	1.22395871
493667	2137697	1.218809892
493767	2137697	1.213637257
493867	2137697	1.208441033
493967	2137697	1.203221412
494067	2137697	1.197978554
494167	2137697	1.192712588
494267	2137697	1.187423617
494367	2137697	1.182111717
494467	2137697	1.17677694
494567	2137697	1.17141932
494667	2137697	1.16603887
494767	2137697	1.160635586
494867	2137697	1.155209452
494967	2137697	1.149760438
495067	2137697	1.144288506
495167	2137697	1.138793608
495267	2137697	1.13327569
495367	2137697	1.127734696
495467	2137697	1.122170564
495567	2137697	1.116583234
495667	2137697	1.110972645
495767	2137697	1.105338741
495867	2137697	1.099681467
495967	2137697	1.094000773
496067	2137697	1.088296618
483467	2137797	1.169204006
483567	2137797	1.18983404
483667	2137797	1.210897287
483767	2137797	1.232352412
483867	2137797	1.25414428
483967	2137797	1.276200384
484067	2137797	1.298426473
484167	2137797	1.320701357
484267	2137797	1.342871038
484367	2137797	1.364742729
484467	2137797	1.386080043
484567	2137797	1.406601769
484667	2137797	1.42598808
484767	2137797	1.443898794
484867	2137797	1.460006789
484967	2137797	1.474043688
485067	2137797	1.485845287
485167	2137797	1.495377583
485267	2137797	1.502729638
485367	2137797	1.508076615
485467	2137797	1.511631992
485567	2137797	1.513611227
485667	2137797	1.514220332
485767	2137797	1.513665812
485867	2137797	1.512165205
485967	2137797	1.509939835
486067	2137797	1.507194514
486167	2137797	1.504101141
486267	2137797	1.500793719
486367	2137797	1.49737168
486467	2137797	1.493906309
486567	2137797	1.490447203
486667	2137797	1.487027665
486767	2137797	1.483668868
486867	2137797	1.480383002
486967	2137797	1.477175624
487067	2137797	1.474047415
487167	2137797	1.470995507
487267	2137797	1.468014489
487367	2137797	1.465097178
487467	2137797	1.462235213
487567	2137797	1.459419508
487667	2137797	1.456640613
487767	2137797	1.45388898
487867	2137797	1.45115518
487967	2137797	1.44843006
488067	2137797	1.445704866
488167	2137797	1.442971333
488267	2137797	1.440221744
488367	2137797	1.437448974
491167	2137797	1.338146156
491267	2137797	1.33378845
491367	2137797	1.329386118
491467	2137797	1.324940641
491567	2137797	1.320453464
491667	2137797	1.31592599
491767	2137797	1.311359573
491867	2137797	1.30675552
491967	2137797	1.30211508
492067	2137797	1.297439448
492167	2137797	1.29272976
492267	2137797	1.287987092
492367	2137797	1.283212459
492467	2137797	1.278406814
492567	2137797	1.273571052
492667	2137797	1.268706004
492767	2137797	1.263812443
492867	2137797	1.258891083
492967	2137797	1.25394258
493067	2137797	1.248967534
493167	2137797	1.24396649
493267	2137797	1.238939941
493367	2137797	1.23388833
493467	2137797	1.22881205
493567	2137797	1.223711449
493667	2137797	1.218586831
493767	2137797	1.213438458
493867	2137797	1.208266554
493967	2137797	1.203071304
494067	2137797	1.197852861
494167	2137797	1.192611347
494267	2137797	1.187346853
494367	2137797	1.182059444
494467	2137797	1.176749162
494567	2137797	1.171416026
494667	2137797	1.166060036
494767	2137797	1.160681177
494867	2137797	1.155279417
494967	2137797	1.149854714
495067	2137797	1.144407014
495167	2137797	1.138936256
495267	2137797	1.133442374
495367	2137797	1.127925297
495467	2137797	1.122384953
495567	2137797	1.116821269
495667	2137797	1.111234173
495767	2137797	1.105623597
495867	2137797	1.099989478
495967	2137797	1.094331758
496067	2137797	1.088650385
496167	2137797	1.082945319
483367	2137897	1.136245343
483467	2137897	1.156811159
483567	2137897	1.177905127
483667	2137897	1.199504924
483767	2137897	1.221578024
483867	2137897	1.244078648
483967	2137897	1.266943788
484067	2137897	1.290088077
484167	2137897	1.313397214
484267	2137897	1.336719776
484367	2137897	1.359857558
484467	2137897	1.382555397
484567	2137897	1.404493126
484667	2137897	1.425285243
484767	2137897	1.444497354
484867	2137897	1.461689477
484967	2137897	1.476488255
485067	2137897	1.488669089
485167	2137897	1.498207577
485267	2137897	1.505266019
485367	2137897	1.51012121
485467	2137897	1.513075397
485567	2137897	1.514393699
485667	2137897	1.514294662
485767	2137897	1.512992022
485867	2137897	1.510735669
485967	2137897	1.507796698
486067	2137897	1.504419897
486167	2137897	1.500795669
486267	2137897	1.497059594
486367	2137897	1.493303684
486467	2137897	1.489588354
486567	2137897	1.485951751
486667	2137897	1.4824164
486767	2137897	1.478993819
486867	2137897	1.475687734
486967	2137897	1.472496367
487067	2137897	1.469414068
487167	2137897	1.466432519
487267	2137897	1.463541619
487367	2137897	1.460730151
487467	2137897	1.457986283
487567	2137897	1.455297951
487667	2137897	1.452653144
487767	2137897	1.450040129
487867	2137897	1.44744761
487967	2137897	1.444864851
488067	2137897	1.442281762
488167	2137897	1.43968896
488267	2137897	1.437077801
488367	2137897	1.434440405
491267	2137897	1.332890354
491367	2137897	1.328519371
491467	2137897	1.324104252
491567	2137897	1.319646561
491667	2137897	1.315147809
491767	2137897	1.310609454
491867	2137897	1.306032893
491967	2137897	1.301419463
492067	2137897	1.296770434
492167	2137897	1.292087012
492267	2137897	1.287370336
492367	2137897	1.282621477
492467	2137897	1.277841439
492567	2137897	1.27303116
492667	2137897	1.26819151
492767	2137897	1.263323295
492867	2137897	1.258427257
492967	2137897	1.253504076
493067	2137897	1.248554371
493167	2137897	1.243578703
493267	2137897	1.238577576
493367	2137897	1.233551441
493467	2137897	1.228500698
493567	2137897	1.223425696
493667	2137897	1.218326739
493767	2137897	1.213204086
493867	2137897	1.208057957
493967	2137897	1.20288853
494067	2137897	1.197695951
494167	2137897	1.192480331
494267	2137897	1.187241751
494367	2137897	1.181980263
494467	2137897	1.176695897
494567	2137897	1.171388658
494667	2137897	1.166058533
494767	2137897	1.160705492
494867	2137897	1.155329488
494967	2137897	1.149930464
495067	2137897	1.144508353
495167	2137897	1.139063079
495267	2137897	1.133594561
495367	2137897	1.128102715
495467	2137897	1.122587456
495567	2137897	1.117048699
495667	2137897	1.111486359
495767	2137897	1.105900359
495867	2137897	1.100290625
495967	2137897	1.09465709
496067	2137897	1.088999695
496167	2137897	1.083318391
496267	2137897	1.077613139
483267	2137997	1.102076828
483367	2137997	1.122389679
483467	2137997	1.143301192
483567	2137997	1.164804989
483667	2137997	1.18688802
483767	2137997	1.209528308
483867	2137997	1.232691937
483967	2137997	1.256328967
484067	2137997	1.280367897
484167	2137997	1.304708095
484267	2137997	1.329209556
484367	2137997	1.353679317
484467	2137997	1.377854383
484567	2137997	1.401382812
484667	2137997	1.423809038
484767	2137997	1.444577992
484867	2137997	1.463082469
484967	2137997	1.478774882
485067	2137997	1.491323464
485167	2137997	1.500724536
485267	2137997	1.507277199
485367	2137997	1.511435454
485467	2137997	1.513641936
485567	2137997	1.51421862
485667	2137997	1.513354057
485767	2137997	1.511222651
485867	2137997	1.508119208
485967	2137997	1.504405073
486067	2137997	1.500379916
486167	2137997	1.49624475
486267	2137997	1.492123717
486367	2137997	1.48809097
486467	2137997	1.484189146
486567	2137997	1.480440703
486667	2137997	1.476854865
486767	2137997	1.473432023
486867	2137997	1.470166614
486967	2137997	1.46704908
487067	2137997	1.46406724
487167	2137997	1.461207268
487267	2137997	1.458454403
487367	2137997	1.455793481
487467	2137997	1.453209318
487567	2137997	1.450687003
487667	2137997	1.448212116
487767	2137997	1.445770884
487867	2137997	1.443350294
487967	2137997	1.440938173
488067	2137997	1.438523239
488167	2137997	1.436095129
488267	2137997	1.433644411
491367	2137997	1.327580833
491467	2137997	1.323197736
491567	2137997	1.318771148
491667	2137997	1.314302698
491767	2137997	1.309793951
