x	y	error_coe_com_sup
505467	2125497	0.790216877
505567	2125497	0.787940149
505667	2125497	0.785703182
505767	2125497	0.783506416
505867	2125497	0.781350278
505967	2125497	0.779235182
506067	2125497	0.777161531
506167	2125497	0.775129716
501567	2125597	0.901763358
501667	2125597	0.898327241
501767	2125597	0.894908882
501867	2125597	0.891508897
501967	2125597	0.888127899
502067	2125597	0.884766505
502167	2125597	0.88142533
502267	2125597	0.878104993
502367	2125597	0.874806109
502467	2125597	0.871529298
502567	2125597	0.868275178
502667	2125597	0.865044365
502767	2125597	0.861837478
502867	2125597	0.858655132
502967	2125597	0.855497945
503067	2125597	0.852366529
503167	2125597	0.849261499
503267	2125597	0.846183465
503367	2125597	0.843133037
503467	2125597	0.84011082
503567	2125597	0.837117421
503667	2125597	0.834153438
503767	2125597	0.83121947
503867	2125597	0.828316111
503967	2125597	0.825443949
504067	2125597	0.822603571
504167	2125597	0.819795557
504267	2125597	0.817020481
504367	2125597	0.814278914
504467	2125597	0.811571418
504567	2125597	0.808898551
504667	2125597	0.806260863
504767	2125597	0.803658896
504867	2125597	0.801093186
504967	2125597	0.79856426
505067	2125597	0.796072638
505167	2125597	0.793618827
505267	2125597	0.79120333
505367	2125597	0.788826637
505467	2125597	0.786489227
505567	2125597	0.784191573
505667	2125597	0.781934131
505767	2125597	0.77971735
505867	2125597	0.777541666
505967	2125597	0.775407502
506067	2125597	0.773315269
506167	2125597	0.771265366
501467	2125697	0.902585254
501567	2125697	0.899100949
501667	2125697	0.895633854
501767	2125697	0.892184589
501867	2125697	0.888753774
501967	2125697	0.885342033
502067	2125697	0.881949989
502167	2125697	0.878578267
502267	2125697	0.875227493
502367	2125697	0.871898293
502467	2125697	0.868591293
502567	2125697	0.865307122
502667	2125697	0.862046406
502767	2125697	0.858809772
502867	2125697	0.855597845
502967	2125697	0.852411252
503067	2125697	0.849250616
503167	2125697	0.84611656
503267	2125697	0.843009707
503367	2125697	0.839930674
503467	2125697	0.83688008
503567	2125697	0.833858538
503667	2125697	0.830866661
503767	2125697	0.827905055
503867	2125697	0.824974327
503967	2125697	0.822075075
504067	2125697	0.819207896
504167	2125697	0.816373382
504267	2125697	0.813572118
504367	2125697	0.810804684
504467	2125697	0.808071655
504567	2125697	0.805373598
504667	2125697	0.802711075
504767	2125697	0.800084639
504867	2125697	0.797494837
504967	2125697	0.794942206
505067	2125697	0.792427275
505167	2125697	0.789950565
505267	2125697	0.787512586
505367	2125697	0.785113839
505467	2125697	0.782754814
505567	2125697	0.780435993
505667	2125697	0.778157842
505767	2125697	0.77592082
505867	2125697	0.77372537
505967	2125697	0.771571927
506067	2125697	0.769460908
506167	2125697	0.767392722
501367	2125797	0.903491262
501467	2125797	0.89995899
501567	2125797	0.896443362
501667	2125797	0.892945003
501767	2125797	0.88946454
501867	2125797	0.886002604
501967	2125797	0.882559824
502067	2125797	0.879136833
502167	2125797	0.875734264
502267	2125797	0.872352752
502367	2125797	0.868992932
502467	2125797	0.86565544
502567	2125797	0.862340912
502667	2125797	0.859049984
502767	2125797	0.855783292
502867	2125797	0.852541474
502967	2125797	0.849325162
503067	2125797	0.846134994
503167	2125797	0.8429716
503267	2125797	0.839835613
503367	2125797	0.836727663
503467	2125797	0.833648376
503567	2125797	0.83059838
503667	2125797	0.827578294
503767	2125797	0.82458874
503867	2125797	0.821630331
503967	2125797	0.818703679
504067	2125797	0.815809392
504167	2125797	0.812948071
504267	2125797	0.810120315
504367	2125797	0.807326713
504467	2125797	0.804567852
504567	2125797	0.801844311
504667	2125797	0.799156662
504767	2125797	0.79650547
504867	2125797	0.793891291
504967	2125797	0.791314675
505067	2125797	0.788776162
505167	2125797	0.786276282
505267	2125797	0.783815557
505367	2125797	0.781394499
505467	2125797	0.779013608
505567	2125797	0.776673374
505667	2125797	0.774374276
505767	2125797	0.77211678
505867	2125797	0.769901342
505967	2125797	0.767728402
506067	2125797	0.76559839
506167	2125797	0.76351172
501367	2125897	0.900901905
501467	2125897	0.897337975
501567	2125897	0.893790737
501667	2125897	0.890260824
501767	2125897	0.886748873
501867	2125897	0.883255521
501967	2125897	0.879781405
502067	2125897	0.876327168
502167	2125897	0.872893451
502267	2125897	0.869480898
502367	2125897	0.866090151
502467	2125897	0.862721858
502567	2125897	0.859376662
502667	2125897	0.856055211
502767	2125897	0.85275815
502867	2125897	0.849486124
502967	2125897	0.84623978
503067	2125897	0.843019761
503167	2125897	0.839826711
503267	2125897	0.836661273
503367	2125897	0.833524087
503467	2125897	0.830415791
503567	2125897	0.827337021
503667	2125897	0.82428841
503767	2125897	0.821270589
503867	2125897	0.818284183
503967	2125897	0.815329817
504067	2125897	0.812408108
504167	2125897	0.80951967
504267	2125897	0.806665112
504367	2125897	0.803845036
504467	2125897	0.80106004
504567	2125897	0.798310713
504667	2125897	0.795597641
504767	2125897	0.792921398
504867	2125897	0.790282554
504967	2125897	0.787681668
505067	2125897	0.785119292
505167	2125897	0.782595968
505267	2125897	0.780112228
505367	2125897	0.777668595
505467	2125897	0.775265579
505567	2125897	0.772903683
505667	2125897	0.770583393
505767	2125897	0.768305188
505867	2125897	0.766069531
505967	2125897	0.763876875
506067	2125897	0.761727655
506167	2125897	0.759622298
501267	2125997	0.901930203
501367	2125997	0.89831823
501467	2125997	0.894722356
501567	2125997	0.891143221
501667	2125997	0.887581465
501767	2125997	0.884037732
501867	2125997	0.880512667
501967	2125997	0.877006918
502067	2125997	0.873521133
502167	2125997	0.870055963
502267	2125997	0.866612061
502367	2125997	0.86319008
502467	2125997	0.859790673
502567	2125997	0.856414498
502667	2125997	0.853062208
502767	2125997	0.84973446
502867	2125997	0.846431909
502967	2125997	0.843155212
503067	2125997	0.839905023
503167	2125997	0.836681996
503267	2125997	0.833486784
503367	2125997	0.830320039
503467	2125997	0.827182409
503567	2125997	0.824074543
503667	2125997	0.820997084
503767	2125997	0.817950674
503867	2125997	0.814935952
503967	2125997	0.811953551
504067	2125997	0.809004102
504167	2125997	0.806088229
504267	2125997	0.803206554
504367	2125997	0.800359692
504467	2125997	0.79754825
504567	2125997	0.794772832
504667	2125997	0.792034033
504767	2125997	0.78933244
504867	2125997	0.786668635
504967	2125997	0.784043188
505067	2125997	0.781456664
505167	2125997	0.778909614
505267	2125997	0.776402584
505367	2125997	0.773936107
505467	2125997	0.771510704
505567	2125997	0.769126888
505667	2125997	0.766785158
505767	2125997	0.764486001
505867	2125997	0.762229892
505967	2125997	0.760017292
506067	2125997	0.757848648
501267	2126097	0.899384629
501367	2126097	0.895740392
501467	2126097	0.89211229
501567	2126097	0.888500968
501667	2126097	0.884907077
501767	2126097	0.881331267
501867	2126097	0.877774191
501967	2126097	0.874236506
502067	2126097	0.870718869
502167	2126097	0.867221941
502267	2126097	0.863746381
502367	2126097	0.860292852
502467	2126097	0.85686202
502567	2126097	0.853454547
502667	2126097	0.8500711
502767	2126097	0.846712345
502867	2126097	0.843378948
502967	2126097	0.840071574
503067	2126097	0.83679089
503167	2126097	0.833537559
503267	2126097	0.830312247
503367	2126097	0.827115616
503467	2126097	0.823948325
503567	2126097	0.820811035
503667	2126097	0.8177044
503767	2126097	0.814629075
503867	2126097	0.811585708
503967	2126097	0.808574947
504067	2126097	0.805597433
504167	2126097	0.802653804
504267	2126097	0.799744692
504367	2126097	0.796870724
504467	2126097	0.794032522
504567	2126097	0.791230699
504667	2126097	0.788465864
504767	2126097	0.785738616
504867	2126097	0.783049549
504967	2126097	0.780399245
505067	2126097	0.777788279
505167	2126097	0.775217218
505267	2126097	0.772686616
505367	2126097	0.770197019
505467	2126097	0.76774896
505567	2126097	0.765342963
505667	2126097	0.762979537
505767	2126097	0.760659181
505867	2126097	0.75838238
505967	2126097	0.756149604
506067	2126097	0.753961313
501167	2126197	0.900537636
501267	2126197	0.896845337
501367	2126197	0.893168553
501467	2126197	0.889507936
501567	2126197	0.885864138
501667	2126197	0.882237818
501767	2126197	0.878629634
501867	2126197	0.875040248
501967	2126197	0.871470324
502067	2126197	0.86792053
502167	2126197	0.864391532
502267	2126197	0.860884003
502367	2126197	0.857398613
502467	2126197	0.853936037
502567	2126197	0.850496948
502667	2126197	0.847082022
502767	2126197	0.843691936
502867	2126197	0.840327366
502967	2126197	0.836988988
503067	2126197	0.833677479
503167	2126197	0.830393516
503267	2126197	0.827137772
503367	2126197	0.823910922
503467	2126197	0.820713638
503567	2126197	0.81754659
503667	2126197	0.814410447
503767	2126197	0.811305873
503867	2126197	0.808233531
503967	2126197	0.805194078
504067	2126197	0.802188169
504167	2126197	0.799216455
504267	2126197	0.796279579
504367	2126197	0.793378183
504467	2126197	0.790512898
504567	2126197	0.787684352
504667	2126197	0.784893165
504767	2126197	0.782139951
504867	2126197	0.779425313
504967	2126197	0.776749848
505067	2126197	0.774114144
505167	2126197	0.771518777
505267	2126197	0.768964316
505367	2126197	0.766451318
505467	2126197	0.763980328
505567	2126197	0.761551881
505667	2126197	0.759166499
505767	2126197	0.75682469
505867	2126197	0.754526951
505967	2126197	0.752273764
506067	2126197	0.750065596
501067	2126297	0.901777677
501167	2126297	0.898037646
501267	2126297	0.894312496
501367	2126297	0.890602882
501467	2126297	0.886909462
501567	2126297	0.883232897
501667	2126297	0.879573853
501767	2126297	0.875932997
501867	2126297	0.872310999
501967	2126297	0.868708532
502067	2126297	0.865126271
502167	2126297	0.861564894
502267	2126297	0.85802508
502367	2126297	0.854507511
502467	2126297	0.851012871
502567	2126297	0.847541843
